Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
have you have,3,55,[0],[55],S7QY.tsv,S0264,S0265
you have,2,65,"[0, 76, 255, 259, 370, 372]","[65, 266]",S7QY.tsv,S0264,S0265
have you,2,171,"[0, 190, 299, 307]",[171],S7QY.tsv,S0264,S0265
get there,2,5,"[2, 313]","[5, 314]",S7QY.tsv,S0264,S0265
be there,2,29,"[2, 40, 68, 212]","[29, 33, 314]",S7QY.tsv,S0264,S0265
get,1,43,"[2, 20, 52, 76, 146, 168, 182, 216, 232, 243, 245, 309, 311, 313, 328, 334, 350]","[43, 95, 121, 163, 191, 201, 211, 296, 298, 345, 314]",S7QY.tsv,S0264,S0265
i'll,1,193,"[2, 34, 150, 170, 228]","[193, 306]",S7QY.tsv,S0264,S0265
need to,2,262,"[2, 16, 146]","[262, 264, 298]",S7QY.tsv,S0264,S0265
tuesday,1,329,"[2, 58]",[329],S7QY.tsv,S0264,S0265
and then,2,13,"[4, 18, 110, 118, 170, 182, 192, 202, 216, 218, 275, 285, 293, 372, 374]","[13, 185]",S7QY.tsv,S0264,S0265
i'm,1,13,"[4, 30, 150, 166, 198, 239, 358]","[13, 87, 361]",S7QY.tsv,S0264,S0265
and and,2,113,"[4, 224, 293, 372]","[113, 363]",S7QY.tsv,S0264,S0265
there's,1,211,"[4, 24, 28, 32, 76, 170, 230, 285, 301, 320]","[211, 256]",S7QY.tsv,S0264,S0265
think,1,9,"[6, 10, 46, 50, 54, 66, 110, 112, 140, 150, 166, 170, 184, 188, 194, 216, 232, 236, 245, 255, 265, 269, 271, 279, 285, 295, 315, 326, 338, 356, 358, 362, 372]","[9, 11, 13, 23, 27, 81, 105, 107, 113, 159, 161, 201, 207, 314, 316, 329, 331, 349, 369]",S7QY.tsv,S0264,S0265
do you,2,308,"[6, 112, 164, 269, 315, 348]",[308],S7QY.tsv,S0264,S0265
i think they're,3,10,[10],"[9, 11, 81]",S7QY.tsv,S0264,S0265
they're,1,33,"[10, 32, 54, 126, 148, 150, 156, 174, 176, 182, 295, 320, 342]","[33, 107, 139, 153, 181, 345, 375, 81]",S7QY.tsv,S0264,S0265
i think,2,105,"[10, 46, 54, 66, 140, 170, 188, 194, 216, 232, 245, 265, 271, 279, 285, 326, 338, 356, 362, 372]","[105, 107, 113, 159, 161, 201, 207, 314, 316, 329, 331, 349, 369]",S7QY.tsv,S0264,S0265
a bite,2,107,"[10, 176, 200, 271, 336, 344]","[107, 159]",S7QY.tsv,S0264,S0265
eat,1,13,"[12, 50, 150]","[13, 15, 21, 51]",S7QY.tsv,S0264,S0265
oh no,2,314,"[14, 150]",[314],S7QY.tsv,S0264,S0265
well,1,16,"[16, 18, 20, 24, 32, 34, 82, 108, 118, 126, 136, 140, 150, 178, 186, 188, 192, 202, 216, 218, 230, 232, 234, 283, 295, 305, 313, 326, 336, 358]","[5, 13, 21, 33, 51, 67, 81, 83, 105, 121, 131, 135, 145, 147, 161, 167, 179, 195, 203, 205, 207, 211, 213, 215, 256, 278, 329, 333, 335, 357, 359, 365]",S7QY.tsv,S0264,S0265
that's,1,16,"[16, 20, 82, 90, 132, 168, 170, 182, 184, 198, 216, 267, 342, 344, 350, 372]","[5, 49, 107, 135, 197, 227, 268, 337]",S7QY.tsv,S0264,S0265
somewhere,1,16,"[16, 18, 30, 66, 198, 281, 295]","[15, 21]",S7QY.tsv,S0264,S0265
it's it's,2,19,[16],"[19, 51, 91, 143, 201, 355]",S7QY.tsv,S0264,S0265
be very,2,19,"[16, 253, 342]",[19],S7QY.tsv,S0264,S0265
find,1,21,"[16, 18, 110, 170, 216, 220, 234]",[21],S7QY.tsv,S0264,S0265
way,1,51,"[16, 326]",[51],S7QY.tsv,S0264,S0265
and erm,2,57,"[16, 295, 372]","[57, 67]",S7QY.tsv,S0264,S0265
in a,2,87,"[16, 194, 326]",[87],S7QY.tsv,S0264,S0265
