Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
hockey,1,7,"[0, 2, 3]","[7, 21, 37]",S4C2.tsv,S0325,S0324
and then,2,49,"[0, 3, 68, 101, 105, 125, 127, 138, 144, 148, 154, 165, 167, 236, 361, 382, 384, 464, 493, 527, 529, 530, 531, 538]","[49, 51, 55, 84, 86, 88, 89, 176, 185, 187, 285, 327, 331, 410, 441, 526]",S4C2.tsv,S0325,S0324
go to,2,65,"[0, 62, 68, 92, 286, 533]","[65, 67, 81, 82, 95, 114, 290, 514]",S4C2.tsv,S0325,S0324
go,1,84,"[0, 8, 62, 68, 72, 92, 109, 111, 127, 154, 182, 221, 233, 236, 264, 272, 286, 314, 323, 340, 380, 384, 466, 523, 533]","[84, 86, 88, 89, 218, 224, 337, 402, 438, 477, 95, 290, 397, 514, 114]",S4C2.tsv,S0325,S0324
be go,2,397,[0],[397],S4C2.tsv,S0325,S0324
like,1,7,"[2, 3, 4, 8, 14, 38, 40, 48, 56, 58, 62, 68, 70, 72, 87, 92, 97, 99, 101, 105, 109, 111, 115, 119, 121, 123, 125, 127, 136, 137, 138, 144, 146, 148, 152, 153, 154, 155, 161, 163, 165, 167, 169, 171, 178, 180, 182, 184, 190, 194, 203, 205, 209, 215, 217, 229, 231, 233, 234, 236, 237, 238, 239, 241, 245, 248, 250, 253, 257, 262, 268, 280, 286, 291, 293, 295, 297, 299, 303, 305, 306, 312, 320, 321, 323, 325, 326, 328, 334, 336, 353, 361, 364, 380, 382, 384, 388, 393, 405, 409, 411, 415, 423, 429, 440, 442, 446, 449, 454, 464, 466, 472, 474, 476, 489, 491, 493, 498, 500, 501, 503, 517, 519, 523, 525, 527, 530, 531, 533, 536, 537, 538]","[7, 9, 17, 31, 37, 41, 47, 49, 51, 53, 59, 61, 65, 67, 73, 75, 81, 82, 95, 102, 114, 118, 122, 128, 145, 147, 149, 151, 156, 160, 162, 164, 168, 170, 176, 181, 185, 187, 189, 191, 206, 208, 216, 220, 222, 226, 244, 260, 277, 281, 285, 296, 315, 317, 324, 327, 329, 350, 357, 360, 367, 373, 390, 394, 404, 406, 410, 412, 416, 418, 420, 422, 428, 430, 434, 436, 438, 443, 445, 455, 479, 484, 494, 496, 512, 520, 522, 526, 528, 535, 21, 25, 27, 88, 89, 90, 132, 133, 172, 177, 200, 307, 331, 378, 383, 441, 457, 490, 510, 514]",S4C2.tsv,S0325,S0324
next,1,15,"[2, 377]","[15, 21]",S4C2.tsv,S0325,S0324
she be like,3,21,"[2, 3, 14, 136, 155, 194, 500, 501, 530]","[21, 25, 89, 145, 176, 244, 373]",S4C2.tsv,S0325,S0324
be like,2,21,"[2, 3, 4, 14, 40, 70, 109, 127, 136, 137, 138, 144, 155, 165, 182, 194, 209, 234, 236, 237, 238, 245, 262, 295, 303, 305, 320, 325, 380, 415, 489, 491, 493, 498, 500, 501, 519, 523, 527, 530]","[21, 25, 27, 82, 88, 89, 90, 132, 133, 145, 172, 176, 177, 200, 244, 307, 331, 373, 378, 383, 420, 436, 441, 457, 490, 510, 512, 514, 520, 522]",S4C2.tsv,S0325,S0324
get,1,21,"[2, 92, 97, 127, 138, 165, 167, 169, 236, 247, 262, 264, 364, 380, 407, 411, 442, 468, 472, 480, 501, 515, 523, 525, 527, 531, 533, 537, 538]","[21, 170, 172, 176, 187, 222, 271, 324, 426, 504, 508, 512, 514, 510]",S4C2.tsv,S0325,S0324
