Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
you wanna,2,1,[0],[1],S63L.tsv,S0261,S0262
it that,2,1,[0],[1],S63L.tsv,S0261,S0262
wanna,1,1,"[0, 137, 640, 704]","[1, 282, 284]",S63L.tsv,S0261,S0262
okay,1,35,"[0, 2, 4, 14, 28, 34, 59, 63, 110, 155, 161, 181, 195, 257, 364, 442, 615, 635, 652, 696, 698, 738]","[35, 37, 43, 51, 57, 62, 84, 94, 105, 107, 117, 188, 208, 210, 214, 258, 268, 286, 296, 349, 359, 363, 425, 488, 555, 557, 568, 590, 604, 612, 616, 620, 628, 641, 722, 724, 732, 743]",S63L.tsv,S0261,S0262
if you,2,74,"[0, 99, 132, 203, 207, 317, 446, 450, 542, 556, 589, 603, 642, 660, 758, 762]","[74, 98, 136, 232, 394, 465, 594, 636, 669, 673, 677]",S63L.tsv,S0261,S0262
way,1,109,"[0, 6, 34, 44, 130, 205, 364, 366, 376, 386, 392, 426, 493, 644]","[109, 250, 389, 590, 622]",S63L.tsv,S0261,S0262
put,1,117,"[0, 71, 207, 338, 540, 563, 589, 644, 668, 704, 758, 760]","[117, 148, 357, 535, 545, 547, 659]",S63L.tsv,S0261,S0262
go,1,2,"[2, 112, 141, 151, 233, 259, 305, 362, 438, 452, 524, 528, 542, 552, 556, 567, 613, 642, 652, 668, 686, 696, 698, 731, 733, 738, 758, 760]","[1, 68, 76, 113, 117, 119, 129, 166, 182, 224, 254, 264, 276, 304, 312, 333, 394, 429, 455, 503, 535, 551, 570, 576, 606, 616, 669, 673, 730, 736, 741, 753, 121]",S63L.tsv,S0261,S0262
well,1,84,"[2, 16, 24, 56, 71, 91, 99, 122, 130, 141, 143, 187, 239, 438, 460, 472, 474, 523, 540, 542, 552, 567, 642, 652, 662, 698, 714, 731, 738, 758]","[84, 86, 90, 123, 136, 142, 150, 162, 164, 216, 306, 355, 425, 453, 455, 525, 531, 541]",S63L.tsv,S0261,S0262
of this,2,101,"[2, 130, 161, 173, 321, 700]","[101, 649]",S63L.tsv,S0261,S0262
to the,2,117,"[2, 173, 257, 452, 542, 552, 646, 698, 721, 758]","[117, 129, 387, 455]",S63L.tsv,S0261,S0262
go back,2,121,"[2, 233, 452, 542, 552, 698]","[121, 570]",S63L.tsv,S0261,S0262
part of,2,186,"[2, 77, 130, 141, 173, 197, 257, 261, 317, 334, 422, 472, 519, 644, 721]",[186],S63L.tsv,S0261,S0262
part,1,186,"[2, 259, 521]",[186],S63L.tsv,S0261,S0262
back,1,222,"[2, 233, 452, 542, 552, 660, 698, 735]","[222, 547, 745, 570]",S63L.tsv,S0261,S0262
i have,2,292,"[2, 257, 603]","[292, 624]",S63L.tsv,S0261,S0262
i'm gonna,2,6,"[6, 487, 668]","[1, 208, 232]",S63L.tsv,S0261,S0262
that you,2,6,"[6, 83, 112, 203, 207, 321, 403, 405, 446, 485, 487, 511, 517, 542, 589, 644, 646, 662, 762]","[1, 109, 131, 312, 355, 570, 596, 726]",S63L.tsv,S0261,S0262
ask,1,6,"[6, 542, 589, 631, 638, 668]","[1, 90, 148, 469, 604, 737]",S63L.tsv,S0261,S0262
question,1,6,"[6, 542, 589, 631, 638, 668]","[1, 148, 604]",S63L.tsv,S0261,S0262
gonna,1,6,"[6, 203, 487, 668, 758]","[1, 55, 101, 125, 129, 230, 232, 238, 254, 290, 310, 312, 326, 353, 363, 549, 707, 747, 753, 208]",S63L.tsv,S0261,S0262
i'm,1,7,"[6, 14, 34, 36, 71, 91, 97, 104, 130, 139, 145, 147, 183, 187, 189, 201, 257, 309, 334, 440, 460, 487, 538, 542, 603, 613, 644, 660, 668, 708, 721, 731]","[7, 158, 168, 216, 220, 240, 244, 254, 290, 304, 310, 345, 570, 588, 649, 208, 232]",S63L.tsv,S0261,S0262
align,1,13,[6],[13],S63L.tsv,S0261,S0262
we're,1,13,"[6, 14, 163, 758]","[13, 142, 174, 176, 238, 455, 125, 184]",S63L.tsv,S0261,S0262
and i,2,37,"[6, 130, 151, 189, 201, 542, 603, 640, 668, 733]","[37, 109, 117, 216, 286, 406, 537, 604, 624, 659, 661, 355]",S63L.tsv,S0261,S0262
work,1,39,"[6, 99, 104, 122, 147, 201, 263, 334, 336, 436, 438, 493, 497, 511, 554, 556, 563, 589, 603, 613, 642, 644, 652, 660, 762]","[39, 68, 74, 109, 131, 144, 154, 182, 254, 429, 437, 498, 531, 533, 570, 576, 711, 737, 125]",S63L.tsv,S0261,S0262
