Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
get back,2,85,"[0, 3, 84, 288, 385, 387, 389, 481]",[85],S5YC.tsv,S0439,S0441
back to,2,95,"[0, 3, 74, 94]","[95, 454]",S5YC.tsv,S0439,S0441
get,1,117,"[0, 3, 4, 24, 84, 136, 150, 152, 156, 160, 192, 196, 206, 209, 234, 235, 242, 265, 288, 313, 385, 387, 389, 390, 400, 420, 429, 431, 437, 441, 443, 481, 493, 498, 510, 558, 622, 634, 645, 664, 683, 770, 793]","[117, 151, 353, 357, 422, 468, 533, 550, 552, 581, 614, 618, 755]",S5YC.tsv,S0439,S0441
to me,2,178,"[0, 3]",[178],S5YC.tsv,S0439,S0441
back,1,454,"[0, 3, 74, 84, 94, 130, 227, 234, 235, 288, 385, 387, 389, 465, 481, 487, 499, 541, 566, 592, 628, 636, 645]","[454, 456, 593, 597]",S5YC.tsv,S0439,S0441
at all,2,48,"[2, 164]","[48, 369, 373]",S5YC.tsv,S0439,S0441
oh no,2,232,"[2, 98, 400, 495, 769]","[232, 678]",S5YC.tsv,S0439,S0441
in the,2,29,"[3, 162, 213, 240, 275, 362, 366, 385, 398, 423, 430, 431, 634, 744, 752]","[29, 85, 111, 201, 567]",S5YC.tsv,S0439,S0441
ever,1,69,"[4, 269, 349, 430]",[69],S5YC.tsv,S0439,S0441
i've,1,91,"[4, 167, 171, 235, 288, 420, 430, 431, 558]","[91, 353, 416, 552, 357]",S5YC.tsv,S0439,S0441
no i,2,232,"[4, 233, 349, 387, 443, 713]","[232, 371, 486]",S5YC.tsv,S0439,S0441
i've get,2,357,"[4, 235, 288, 420, 431]",[357],S5YC.tsv,S0439,S0441
get to,2,550,"[4, 136, 192, 196, 235, 242, 288, 420, 429]",[550],S5YC.tsv,S0439,S0441
expect,1,749,"[4, 152]",[749],S5YC.tsv,S0439,S0441
holiday,1,97,"[6, 26, 126, 162, 235, 275, 288, 290, 481, 487, 632, 767, 770, 791]","[97, 482, 786]",S5YC.tsv,S0439,S0441
how be your,3,119,[6],[119],S5YC.tsv,S0439,S0441
about it,2,182,"[6, 139, 162]","[182, 802]",S5YC.tsv,S0439,S0441
how be,2,201,"[6, 74, 121, 220]",[201],S5YC.tsv,S0439,S0441
tell,1,291,"[6, 234, 235, 242, 254, 290, 520, 573, 737]",[291],S5YC.tsv,S0439,S0441
well,1,11,"[8, 121, 130, 154, 167, 171, 227, 236, 254, 275, 279, 285, 340, 346, 380, 387, 423, 430, 435, 439, 441, 443, 477, 481, 507, 515, 568, 606, 608, 623, 626, 643, 726, 767, 772, 809]","[11, 104, 205, 316, 375, 595, 46, 67, 318, 422, 574, 720, 790]",S5YC.tsv,S0439,S0441
make,1,33,"[8, 32, 141, 146, 214, 277, 307, 560, 564, 570, 573, 588, 622]","[33, 133, 178, 369, 574]",S5YC.tsv,S0439,S0441
as well,2,46,"[8, 130, 643, 767, 772]","[46, 67, 318, 422, 574, 720, 790]",S5YC.tsv,S0439,S0441
friends,1,353,"[8, 152, 187, 534]","[353, 357]",S5YC.tsv,S0439,S0441
they be,2,10,"[10, 231, 234, 608, 791]","[9, 23, 378]",S5YC.tsv,S0439,S0441
