Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
yeah,1,3,"[0, 2, 6, 8, 24, 26, 34, 36, 48, 54, 56, 71, 89, 95, 111, 113, 115, 125, 129, 133, 135, 137, 141, 149, 159, 165, 187, 189, 195, 199, 217, 227, 231, 233, 239, 241]","[3, 7, 17, 19, 23, 53, 57, 72, 84, 86, 90, 94, 98, 116, 120, 124, 126, 128, 138, 148, 150, 152, 154, 156, 160, 194, 196, 204, 206, 216, 220, 222, 226, 228, 230, 236, 238, 240]",SXBE.tsv,S0023,S0022
record,1,2,[2],[1],SXBE.tsv,S0023,S0022
yeah it's,2,220,"[2, 149]",[220],SXBE.tsv,S0023,S0022
look forward to,3,4,[4],[3],SXBE.tsv,S0023,S0022
go,1,4,"[4, 10, 24, 34, 60, 71, 85, 95, 173, 197, 203, 223, 227, 231, 233, 235, 237, 239]","[3, 82, 98, 180, 186, 196, 228, 15, 61, 74, 80, 100, 128, 130, 164]",SXBE.tsv,S0023,S0022
museum,1,11,[4],[11],SXBE.tsv,S0023,S0022
you know,2,13,"[4, 18, 34, 71, 91, 119, 121, 123, 143, 145, 157, 169, 191, 193, 195, 203, 207, 209, 239]","[13, 47, 49, 55, 112, 132, 186, 196]",SXBE.tsv,S0023,S0022
place,1,13,"[4, 143, 145, 159, 197, 221]","[13, 216, 218]",SXBE.tsv,S0023,S0022
go to,2,15,"[4, 34, 71, 95, 173, 203, 227, 235, 237]","[15, 61, 74, 80, 100, 128, 130, 164]",SXBE.tsv,S0023,S0022
i'm,1,15,"[4, 18, 66, 89, 195]","[15, 29, 49, 90, 128, 162]",SXBE.tsv,S0023,S0022
really,1,19,"[4, 18, 32, 201, 211, 229, 237]","[19, 45, 59, 130, 158, 178, 186, 212, 224]",SXBE.tsv,S0023,S0022
to the,2,27,"[4, 34]","[27, 114]",SXBE.tsv,S0023,S0022
know,1,29,"[4, 18, 34, 71, 91, 119, 121, 123, 135, 143, 145, 157, 159, 165, 169, 189, 191, 193, 195, 203, 207, 209, 239]","[29, 45, 53, 61, 106, 108, 47, 49, 55, 112, 132, 186, 196]",SXBE.tsv,S0023,S0022
ah well,2,45,[4],[45],SXBE.tsv,S0023,S0022
we're,1,45,"[4, 56, 121, 125, 227]","[45, 196]",SXBE.tsv,S0023,S0022
see,1,45,"[4, 18, 66, 99, 157, 199]","[45, 88]",SXBE.tsv,S0023,S0022
of the,2,47,"[4, 44, 89, 91, 93, 167, 195]","[47, 51]",SXBE.tsv,S0023,S0022
well,1,47,"[4, 10, 12, 24, 28, 34, 56, 60, 64, 93, 95, 117, 121, 143, 191, 197, 227, 233, 239]","[47, 61, 74, 76, 78, 82, 84, 88, 100, 106, 108]",SXBE.tsv,S0023,S0022
the erm,2,49,"[4, 219]","[49, 214]",SXBE.tsv,S0023,S0022
in the,2,51,"[4, 18, 28, 38, 56, 71, 143, 181, 207, 211, 215, 219]","[51, 106, 214, 216, 220]",SXBE.tsv,S0023,S0022
like,1,55,"[4, 34, 64, 71, 77, 85, 143, 155, 161, 167, 177, 195, 201, 213, 233, 235, 237]","[55, 59, 78, 80, 86, 88, 92, 102, 104, 106, 108, 126, 130, 132, 154, 160, 166, 178, 182, 186, 188, 212, 84]",SXBE.tsv,S0023,S0022
be you,2,78,"[4, 18, 95, 143, 157]",[78],SXBE.tsv,S0023,S0022
look,1,78,"[4, 18, 56, 73, 143, 175, 177, 227]","[78, 80, 106, 186]",SXBE.tsv,S0023,S0022
like a,2,84,"[4, 85, 161]",[84],SXBE.tsv,S0023,S0022
more than,2,86,"[4, 12]",[86],SXBE.tsv,S0023,S0022
all the,2,88,"[4, 34, 56, 147, 149]",[88],SXBE.tsv,S0023,S0022
to be,2,130,"[4, 44, 58, 71, 143]","[130, 160]",SXBE.tsv,S0023,S0022
cos,1,152,"[4, 8, 81, 165]",[152],SXBE.tsv,S0023,S0022
but it's,2,178,"[4, 18, 71, 201]",[178],SXBE.tsv,S0023,S0022
erm in,2,178,[4],"[178, 218]",SXBE.tsv,S0023,S0022
and so,2,180,"[4, 149, 167]",[180],SXBE.tsv,S0023,S0022
they all,2,154,[6],[154],SXBE.tsv,S0023,S0022
yeah it,2,8,[8],"[3, 128]",SXBE.tsv,S0023,S0022
use,1,9,[8],"[9, 11, 15]",SXBE.tsv,S0023,S0022
