Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
put,1,31,"[0, 180, 212, 232]","[31, 183, 203, 213, 229, 233, 235, 243]",SBXK.tsv,S0324,S0325
i've,1,33,[0],"[33, 66, 150, 152, 277, 289]",SBXK.tsv,S0324,S0325
record,1,281,"[0, 172, 176]",[281],SBXK.tsv,S0324,S0325
yeah,1,13,"[2, 6, 8, 10, 24, 32, 43, 45, 53, 63, 82, 94, 96, 98, 105, 107, 127, 131, 133, 141, 145, 149, 151, 153, 167, 171, 180, 196, 200, 218, 220, 222, 238, 244, 256, 266, 268, 282, 288, 292, 298, 304, 306, 308]","[13, 37, 56, 101, 106, 108, 110, 122, 128, 144, 148, 150, 181, 193, 199, 201, 225, 229, 235, 259, 267, 295, 299, 303, 104]",SBXK.tsv,S0324,S0325
yeah and,2,104,"[2, 10, 45]",[104],SBXK.tsv,S0324,S0325
like,1,5,"[4, 41, 47, 49, 73, 107, 180, 214, 250, 292]","[5, 7, 27, 31, 35, 37, 42, 52, 60, 93, 97, 106, 203, 209, 225, 227, 229, 233, 235, 251, 267, 279, 289, 291, 293, 297, 299]",SBXK.tsv,S0324,S0325
make,1,35,"[4, 20, 22, 137, 163, 165, 226, 238]","[35, 106, 166, 207, 219, 233, 239, 293]",SBXK.tsv,S0324,S0325
sure,1,299,[4],[299],SBXK.tsv,S0324,S0325
think,1,15,"[10, 75, 139, 180, 208, 264, 270]","[15, 52, 104, 183, 199, 203, 205, 215, 243, 253, 291, 245, 269]",SBXK.tsv,S0324,S0325
really,1,19,"[10, 41, 45, 47, 63, 143, 202, 246]","[19, 27, 31, 37, 60, 72, 87, 97, 150, 239, 243, 261, 285, 291, 293, 297, 299]",SBXK.tsv,S0324,S0325
and we,2,31,[10],"[31, 291]",SBXK.tsv,S0324,S0325
don't think,2,245,[10],"[245, 269]",SBXK.tsv,S0324,S0325
fine,1,33,"[12, 34, 176, 212, 232]","[33, 112, 177]",SBXK.tsv,S0324,S0325
for me,2,289,"[12, 220]",[289],SBXK.tsv,S0324,S0325
cos,1,14,"[14, 20, 28, 36, 63, 90, 113, 133, 143, 214]","[13, 25, 31, 52, 60, 68, 99, 162, 273, 285, 293, 295, 299, 97, 269]",SBXK.tsv,S0324,S0325
i'm,1,31,"[14, 16, 49, 63, 180, 194]","[31, 37, 52, 60, 79, 138, 154, 170, 175, 203, 205, 209, 229, 233, 235, 239, 243, 253, 259, 293, 299]",SBXK.tsv,S0324,S0325
look,1,31,"[14, 149, 151, 238, 276, 292]","[31, 130, 158, 239, 273, 285, 293, 299]",SBXK.tsv,S0324,S0325
that cos,2,97,[14],"[97, 269]",SBXK.tsv,S0324,S0325
i'm not,2,138,[14],[138],SBXK.tsv,S0324,S0325
well,1,19,"[16, 78, 94, 143, 165, 167, 194, 200, 220, 222]","[19, 33, 35, 52, 181, 281, 289, 295, 305]",SBXK.tsv,S0324,S0325
i be,2,18,"[18, 32, 186, 202]","[5, 27, 31, 130, 132, 299]",SBXK.tsv,S0324,S0325
yes,1,70,"[18, 242]","[70, 99, 191]",SBXK.tsv,S0324,S0325
make it,2,106,[20],"[106, 166]",SBXK.tsv,S0324,S0325
even,1,138,"[20, 22, 26, 153]","[138, 299]",SBXK.tsv,S0324,S0325
cos that,2,293,[20],[293],SBXK.tsv,S0324,S0325
stand,1,22,[22],[5],SBXK.tsv,S0324,S0325
just stand,2,22,[22],[19],SBXK.tsv,S0324,S0325
stand at the,3,23,[22],[23],SBXK.tsv,S0324,S0325
feel,1,25,"[22, 63, 246]","[25, 293]",SBXK.tsv,S0324,S0325
at the back and,4,31,[22],[31],SBXK.tsv,S0324,S0325
back,1,48,[22],"[48, 305, 307]",SBXK.tsv,S0324,S0325
make me feel,3,293,[22],[293],SBXK.tsv,S0324,S0325
that's,1,26,"[26, 38, 82, 129, 133, 135, 137, 145, 176, 190, 212, 218, 220, 224, 232, 270]","[13, 31, 37, 68, 112, 181, 251, 255, 257]",SBXK.tsv,S0324,S0325
sub,1,28,[28],[13],SBXK.tsv,S0324,S0325
sub on,2,28,[28],[19],SBXK.tsv,S0324,S0325
with you,2,28,"[28, 202]",[19],SBXK.tsv,S0324,S0325
laugh,1,72,"[30, 147]","[72, 299]",SBXK.tsv,S0324,S0325
be you,2,85,"[30, 244]","[85, 179]",SBXK.tsv,S0324,S0325
why be,2,237,"[30, 34]",[237],SBXK.tsv,S0324,S0325
yeah you,2,148,"[32, 220]",[148],SBXK.tsv,S0324,S0325
you be,2,201,"[32, 59, 131, 266]",[201],SBXK.tsv,S0324,S0325
actually,1,225,"[32, 119, 194, 226, 236]","[225, 299]",SBXK.tsv,S0324,S0325
gonna,1,233,[32],[233],SBXK.tsv,S0324,S0325
be that,2,281,"[34, 86]",[281],SBXK.tsv,S0324,S0325
say,1,36,"[36, 92, 107, 163, 264, 266, 300]","[19, 31, 265, 289, 293, 305, 307]",SBXK.tsv,S0324,S0325
cos you,2,36,[36],"[25, 52]",SBXK.tsv,S0324,S0325
leave it,2,36,[36],[31],SBXK.tsv,S0324,S0325
talk,1,36,"[36, 39, 41, 53, 57, 59]","[35, 37, 297, 299]",SBXK.tsv,S0324,S0325
obviously,1,191,"[36, 165]","[191, 247]",SBXK.tsv,S0324,S0325
leave,1,281,"[36, 306]",[281],SBXK.tsv,S0324,S0325
say just,2,305,[36],[305],SBXK.tsv,S0324,S0325
that's what,2,38,[38],[37],SBXK.tsv,S0324,S0325
design,1,185,"[39, 190]",[185],SBXK.tsv,S0324,S0325
and i,2,41,"[41, 246, 248]","[5, 31, 97, 104, 243, 289, 297, 281]",SBXK.tsv,S0324,S0325
