Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
rubber,1,1,"[0, 341]",[1],SCKW.tsv,S0325,S0324
make,1,3,"[0, 50, 104, 147, 337, 397, 445, 453, 465, 471, 519]","[3, 5, 400, 402, 436]",SCKW.tsv,S0325,S0324
what's,1,117,[0],[117],SCKW.tsv,S0325,S0324
that's,1,17,"[2, 4, 90, 92, 104, 128, 136, 201, 247, 275, 299, 309]","[17, 23, 25, 29, 57, 93, 117, 268, 340, 348, 352, 374, 456, 474, 206]",SCKW.tsv,S0325,S0324
cool,1,29,"[2, 4, 471]","[29, 472, 474]",SCKW.tsv,S0325,S0324
oh that's,2,206,[2],[206],SCKW.tsv,S0325,S0324
joke,1,272,[4],[272],SCKW.tsv,S0325,S0324
about sing,2,7,[6],"[7, 15]",SCKW.tsv,S0325,S0324
worry,1,7,[6],"[7, 434]",SCKW.tsv,S0325,S0324
clarinet,1,7,[6],"[7, 15]",SCKW.tsv,S0325,S0324
sing,1,21,"[6, 16, 22, 305, 307, 311]","[21, 306]",SCKW.tsv,S0325,S0324
lesson,1,37,"[6, 235, 275, 499, 537]","[37, 200, 286, 476, 542]",SCKW.tsv,S0325,S0324
talk,1,63,"[6, 10, 64, 70, 124, 227]","[63, 160, 306]",SCKW.tsv,S0325,S0324
talk about,2,69,"[6, 10, 64, 70, 124, 227]","[69, 79, 81, 85, 328]",SCKW.tsv,S0325,S0324
i be,2,186,"[6, 30, 62, 64, 104, 181, 201, 207, 261, 317, 319, 323, 365, 415, 453, 457]","[186, 386]",SCKW.tsv,S0325,S0324
clarinet lesson,2,476,[6],[476],SCKW.tsv,S0325,S0324
have you,2,111,"[8, 201]",[111],SCKW.tsv,S0325,S0324
start,1,302,"[8, 255, 305]","[302, 306, 382, 410, 428]",SCKW.tsv,S0325,S0324
start it,2,428,[8],[428],SCKW.tsv,S0325,S0324
i think,2,57,"[10, 38, 58, 70, 112, 114, 247, 307, 317, 321, 353, 431, 457, 473, 495, 533, 541]","[57, 194, 212, 216, 306, 494, 538, 348]",SCKW.tsv,S0325,S0324
say,1,77,"[10, 22, 78, 82, 100, 108, 122, 128, 130, 146, 149, 275, 287, 305, 309, 335, 355, 365, 463, 471, 485, 507, 519]","[77, 107, 150, 160, 274, 298, 330, 386, 490, 538]",SCKW.tsv,S0325,S0324
think,1,87,"[10, 38, 58, 70, 112, 114, 149, 207, 235, 247, 307, 317, 321, 351, 353, 365, 421, 431, 457, 473, 491, 495, 519, 533, 541]","[87, 490, 494, 194, 212, 216, 306, 348, 538]",SCKW.tsv,S0325,S0324
have to,2,109,"[10, 34, 100, 130, 197, 259, 287, 323, 429, 457]","[109, 150, 282, 123]",SCKW.tsv,S0325,S0324
