Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
away,1,7,"[0, 349, 460, 517]","[7, 421, 552, 581]",SPXW.tsv,S0261,S0262
okay this be,3,9,[0],[9],SPXW.tsv,S0261,S0262
this be,2,9,"[0, 59, 339, 607, 642]","[9, 205, 354, 373, 409, 438, 675, 677]",SPXW.tsv,S0261,S0262
education,1,9,"[0, 486, 500]","[9, 11, 30, 102, 141, 487, 643, 471]",SPXW.tsv,S0261,S0262
okay,1,9,"[0, 27, 35, 37, 65, 110, 200, 230, 311, 425, 437, 456, 460, 476, 494, 553, 629, 631, 633, 638, 640, 650, 688]","[9, 11, 70, 82, 139, 149, 237, 411, 432, 602, 608, 637, 653, 671, 679]",SPXW.tsv,S0261,S0262
part,1,11,"[0, 166, 276, 368, 374, 398, 547, 658, 660]","[11, 153]",SPXW.tsv,S0261,S0262
two,1,11,"[0, 416, 690]","[11, 30, 72, 195, 366]",SPXW.tsv,S0261,S0262
of our,2,310,[0],[310],SPXW.tsv,S0261,S0262
about education,2,471,[0],[471],SPXW.tsv,S0261,S0262
et cetera,2,602,"[0, 8, 51, 110, 339, 343]",[602],SPXW.tsv,S0261,S0262
if you,2,7,"[2, 230, 333, 339, 361, 412]","[7, 111, 143, 195, 308, 366, 367, 421, 423, 457, 526, 568, 610]",SPXW.tsv,S0261,S0262
be in,2,7,"[2, 118, 305]","[7, 237, 424, 602]",SPXW.tsv,S0261,S0262
british council,2,7,"[2, 301, 303]","[7, 9, 237, 399, 411, 505, 560, 11, 30, 34, 66, 72, 103, 113, 205, 209, 233, 235, 308, 310, 550]",SPXW.tsv,S0261,S0262
up with,2,7,[2],"[7, 66, 235]",SPXW.tsv,S0261,S0262
to get,2,7,"[2, 8, 79, 460, 490, 517]","[7, 187, 209, 217, 310, 316, 461]",SPXW.tsv,S0261,S0262
in a,2,7,"[2, 39, 122, 168, 212, 305, 319, 363, 368, 374, 654, 688]","[7, 11, 285, 352, 364]",SPXW.tsv,S0261,S0262
vietnam,1,7,[2],"[7, 9, 11, 30, 231, 237, 399]",SPXW.tsv,S0261,S0262
tech,1,7,"[2, 4, 6, 301, 500, 565]","[7, 285, 564]",SPXW.tsv,S0261,S0262
nokia,1,7,"[2, 206]","[7, 9, 11, 30, 66, 72, 103, 189, 205, 207, 245, 275, 399, 411]",SPXW.tsv,S0261,S0262
learn,1,7,"[2, 8, 166, 169, 184, 313, 317, 329, 333, 337, 607, 660]","[7, 9, 11, 30, 34, 72, 102, 143, 199, 310, 312, 314, 324, 475, 103, 205]",SPXW.tsv,S0261,S0262
publish,1,7,"[2, 4, 6]","[7, 18]",SPXW.tsv,S0261,S0262
get,1,7,"[2, 8, 77, 79, 97, 224, 286, 288, 301, 325, 339, 363, 425, 460, 476, 490, 498, 500, 517, 547, 598, 607, 642, 656, 672]","[7, 11, 46, 123, 145, 195, 231, 275, 285, 308, 310, 366, 423, 424, 436, 465, 475, 481, 532, 542, 574, 578, 589, 614, 632, 683, 187, 209, 217, 316, 461]",SPXW.tsv,S0261,S0262
the british council,3,9,"[2, 303]","[9, 11, 30, 34, 66, 72, 103, 205, 209, 233, 308, 310, 550, 113, 235]",SPXW.tsv,S0261,S0262
learn materials,2,9,[2],"[9, 11, 72]",SPXW.tsv,S0261,S0262
focus,1,9,[2],"[9, 11, 34, 56, 111, 135]",SPXW.tsv,S0261,S0262
connect,1,9,"[2, 642]","[9, 424]",SPXW.tsv,S0261,S0262
english,1,9,"[2, 154]","[9, 11, 30, 72, 90, 96, 102, 141, 143, 145, 151, 161, 175, 197, 199, 209, 217, 219, 235, 275, 485, 487, 548, 103, 205]",SPXW.tsv,S0261,S0262
digital,1,9,"[2, 4, 688]","[9, 11]",SPXW.tsv,S0261,S0262
materials,1,9,[2],"[9, 11, 72]",SPXW.tsv,S0261,S0262
head,1,11,"[2, 39, 640]","[11, 96, 58]",SPXW.tsv,S0261,S0262
place,1,11,"[2, 21, 363]","[11, 465]",SPXW.tsv,S0261,S0262
be head,2,58,"[2, 39]",[58],SPXW.tsv,S0261,S0262
you can,2,66,"[2, 8, 99, 168, 190, 194, 286, 333, 337, 339, 361, 374, 376, 416]","[66, 129, 215, 231, 239, 310, 367, 465, 467, 544, 628, 632]",SPXW.tsv,S0261,S0262
erm the,2,72,[2],[72],SPXW.tsv,S0261,S0262
english learn,2,72,[2],"[72, 205]",SPXW.tsv,S0261,S0262
collaborate,1,72,[2],[72],SPXW.tsv,S0261,S0262
the british,2,96,"[2, 303]",[96],SPXW.tsv,S0261,S0262
english learn materials,3,103,[2],[103],SPXW.tsv,S0261,S0262
the british council be,4,113,[2],[113],SPXW.tsv,S0261,S0262
try to,2,117,"[2, 8, 246, 298, 329, 337, 460, 480, 490, 517, 605, 656, 684]","[117, 367, 397, 481, 614, 665]",SPXW.tsv,S0261,S0262
example,1,135,"[2, 35, 37, 280]","[135, 310]",SPXW.tsv,S0261,S0262
like,1,135,"[2, 4, 173, 194, 276, 347, 431, 437, 494, 621]","[135, 161, 199, 205, 235, 275, 310, 411, 475, 524, 556, 679]",SPXW.tsv,S0261,S0262
about erm,2,141,[2],[141],SPXW.tsv,S0261,S0262
like the,2,161,"[2, 173]","[161, 235]",SPXW.tsv,S0261,S0262
so the,2,189,"[2, 8, 166, 607, 623]",[189],SPXW.tsv,S0261,S0262
see,1,205,"[2, 232, 325, 476, 480, 484, 636]","[205, 231, 467, 491, 681, 310]",SPXW.tsv,S0261,S0262
talk about,2,231,"[2, 396, 490, 598, 623, 642]","[231, 277, 399, 471, 473, 637, 651, 689, 554]",SPXW.tsv,S0261,S0262
find,1,231,"[2, 65, 307, 605]","[231, 235, 310, 401, 411, 443, 475, 528, 552, 253, 399]",SPXW.tsv,S0261,S0262
like the british council,4,235,[2],[235],SPXW.tsv,S0261,S0262
to find a,3,253,"[2, 605]",[253],SPXW.tsv,S0261,S0262
and see,2,310,[2],[310],SPXW.tsv,S0261,S0262
talk,1,360,"[2, 396, 490, 598, 623, 642]","[360, 465, 471]",SPXW.tsv,S0261,S0262
to find,2,399,"[2, 605]",[399],SPXW.tsv,S0261,S0262
like nokia,2,411,[2],[411],SPXW.tsv,S0261,S0262
erm er,2,440,"[2, 325, 357, 361, 416, 623, 629]","[440, 491]",SPXW.tsv,S0261,S0262
