Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
oh,1,17,"[0, 4, 17, 28, 30, 42, 44, 71, 72, 73, 75, 83, 87, 91, 97, 106, 115, 124, 136, 137, 141, 144, 149, 159, 165, 190, 191, 192, 195, 197, 199, 216, 229, 231, 239, 241, 289, 295, 309, 310, 314, 319, 322, 343, 359, 362, 369, 385, 392, 394, 427, 458, 480, 484, 492, 495, 499, 508, 516, 518, 537, 542, 545, 559, 576, 656, 679, 680, 688, 720, 736, 738, 751, 779, 832, 845, 860, 862, 864, 871, 876, 879, 892, 898, 901, 909, 913, 920, 930, 971, 982, 986, 988, 1008, 1011, 1048, 1051, 1055, 1061, 1069, 1071, 1078, 1083, 1087, 1096, 1129, 1145, 1164, 1166, 1168, 1194, 1216, 1231, 1235, 1245, 1255, 1259, 1270, 1273, 1277, 1311, 1332, 1400, 1403, 1411, 1413, 1415, 1417, 1421, 1423, 1424, 1433, 1435, 1440, 1444, 1453, 1455, 1465, 1469, 1471, 1473, 1474, 1475, 1476, 1490, 1522, 1526, 1537, 1540, 1542, 1576, 1579, 1581, 1585, 1595, 1616, 1704, 1713, 1730, 1744, 1755, 1762, 1764, 1791, 1818, 1820, 1840, 1841, 1886, 1893, 1901, 1903, 1917, 1935, 1937, 1955, 1965, 1971, 1998, 2000, 2003, 2034, 2039, 2060, 2087, 2133, 2149, 2166, 2205, 2272, 2308, 2309, 2315, 2342, 2344, 2346, 2351, 2369, 2417, 2440, 2464, 2468, 2473, 2474, 2477, 2482, 2485, 2487, 2489, 2498, 2506, 2508, 2528, 2531, 2542, 2545, 2548, 2550, 2553, 2562, 2570, 2585, 2599, 2601, 2616, 2618, 2620, 2643, 2644, 2651, 2655, 2658, 2662, 2663]",SJ3S.tsv
get,1,17,"[0, 4, 12, 16, 17, 31, 33, 40, 41, 43, 53, 56, 58, 60, 84, 108, 122, 125, 171, 179, 189, 191, 199, 208, 238, 250, 261, 288, 291, 313, 360, 361, 375, 378, 380, 394, 461, 545, 550, 553, 556, 558, 604, 637, 700, 702, 712, 717, 868, 873, 876, 926, 936, 956, 957, 961, 966, 979, 1022, 1037, 1043, 1138, 1153, 1159, 1161, 1163, 1178, 1211, 1219, 1225, 1232, 1246, 1250, 1259, 1272, 1283, 1290, 1307, 1316, 1330, 1351, 1352, 1354, 1366, 1376, 1378, 1383, 1397, 1402, 1432, 1443, 1461, 1466, 1469, 1471, 1476, 1573, 1578, 1594, 1642, 1644, 1654, 1657, 1686, 1697, 1701, 1705, 1711, 1713, 1734, 1742, 1744, 1749, 1759, 1792, 1799, 1803, 1822, 1835, 1846, 1848, 1861, 1881, 1914, 1918, 1931, 1939, 1958, 1993, 2073, 2104, 2118, 2136, 2161, 2172, 2211, 2219, 2224, 2228, 2229, 2231, 2235, 2248, 2266, 2272, 2302, 2303, 2327, 2340, 2341, 2350, 2366, 2386, 2388, 2436, 2469, 2499, 2507, 2549, 2572, 2603, 2632, 2640]",SJ3S.tsv
i,1,30,"[0, 16, 19, 30, 38, 43, 44, 47, 53, 59, 61, 62, 64, 79, 82, 84, 90, 103, 105, 107, 129, 141, 153, 164, 179, 181, 191, 199, 201, 222, 223, 225, 260, 286, 289, 291, 311, 319, 334, 341, 343, 402, 431, 435, 457, 461, 463, 465, 469, 477, 492, 513, 522, 526, 528, 530, 538, 545, 592, 604, 608, 623, 638, 640, 647, 652, 655, 672, 684, 695, 719, 721, 733, 738, 746, 762, 764, 770, 771, 813, 824, 827, 834, 858, 868, 871, 895, 902, 913, 917, 922, 925, 926, 929, 955, 964, 971, 985, 1000, 1002, 1018, 1037, 1044, 1050, 1056, 1060, 1069, 1074, 1078, 1092, 1096, 1106, 1117, 1138, 1148, 1159, 1165, 1187, 1188, 1205, 1206, 1211, 1216, 1219, 1220, 1223, 1225, 1235, 1265, 1270, 1272, 1278, 1298, 1332, 1337, 1339, 1341, 1343, 1347, 1352, 1354, 1358, 1366, 1370, 1374, 1375, 1379, 1380, 1386, 1391, 1393, 1395, 1397, 1427, 1440, 1447, 1456, 1461, 1469, 1471, 1495, 1499, 1531, 1533, 1537, 1539, 1540, 1561, 1566, 1573, 1578, 1590, 1609, 1611, 1618, 1641, 1648, 1649, 1651, 1653, 1655, 1661, 1672, 1674, 1676, 1682, 1689, 1699, 1701, 1707, 1711, 1738, 1755, 1759, 1760, 1775, 1778, 1788, 1799, 1861, 1869, 1874, 1883, 1885, 1903, 1924, 1925, 1931, 1937, 1939, 1941, 1945, 1948, 1958, 1965, 1979, 1988, 1990, 1994, 1999, 2002, 2005, 2008, 2025, 2034, 2057, 2073, 2076, 2101, 2103, 2120, 2157, 2163, 2165, 2195, 2200, 2206, 2228, 2248, 2260, 2264, 2280, 2292, 2303, 2327, 2333, 2350, 2354, 2370, 2373, 2377, 2401, 2423, 2449, 2457, 2471, 2473, 2482, 2484, 2486, 2497, 2505, 2507, 2512, 2514, 2535, 2538, 2540, 2541, 2543, 2557, 2586, 2588, 2620, 2641, 2675]",SJ3S.tsv
be,1,50,"[0, 6, 8, 14, 27, 31, 33, 47, 50, 53, 62, 71, 74, 79, 84, 88, 90, 94, 95, 98, 103, 105, 109, 114, 118, 127, 134, 141, 144, 146, 148, 156, 164, 169, 175, 179, 181, 184, 187, 188, 189, 193, 196, 199, 201, 208, 214, 216, 218, 226, 228, 230, 235, 236, 256, 257, 260, 264, 265, 278, 289, 291, 295, 309, 311, 313, 318, 331, 334, 335, 339, 341, 344, 346, 364, 373, 382, 383, 403, 405, 407, 415, 437, 453, 464, 474, 477, 479, 494, 499, 503, 505, 509, 515, 516, 517, 518, 519, 520, 522, 528, 530, 532, 541, 545, 550, 553, 560, 563, 565, 576, 578, 590, 593, 596, 598, 604, 612, 622, 635, 636, 638, 640, 647, 651, 652, 655, 658, 664, 666, 681, 682, 684, 688, 702, 721, 725, 743, 748, 752, 754, 758, 761, 764, 768, 786, 810, 815, 817, 818, 823, 825, 829, 846, 847, 850, 851, 863, 870, 871, 877, 880, 907, 917, 918, 923, 937, 952, 968, 977, 984, 985, 999, 1017, 1018, 1026, 1033, 1034, 1037, 1050, 1052, 1054, 1060, 1062, 1064, 1072, 1073, 1076, 1078, 1092, 1096, 1100, 1102, 1106, 1111, 1113, 1115, 1121, 1136, 1138, 1144, 1145, 1146, 1152, 1153, 1176, 1178, 1180, 1182, 1188, 1190, 1193, 1196, 1197, 1198, 1205, 1209, 1211, 1213, 1225, 1227, 1229, 1232, 1236, 1246, 1248, 1250, 1259, 1261, 1263, 1265, 1270, 1272, 1278, 1289, 1297, 1300, 1317, 1320, 1322, 1327, 1329, 1339, 1341, 1343, 1344, 1347, 1380, 1382, 1392, 1397, 1402, 1418, 1424, 1427, 1434, 1438, 1440, 1447, 1450, 1456, 1469, 1471, 1473, 1476, 1482, 1499, 1512, 1517, 1518, 1519, 1523, 1527, 1529, 1531, 1533, 1534, 1537, 1555, 1568, 1571, 1575, 1578, 1580, 1587, 1589, 1590, 1598, 1600, 1607, 1612, 1613, 1643, 1680, 1689, 1699, 1701, 1707, 1711, 1713, 1715, 1717, 1719, 1742, 1755, 1757, 1760, 1763, 1775, 1776, 1778, 1790, 1799, 1822, 1831, 1846, 1861, 1871, 1902, 1937, 1972, 1981, 1988, 1991, 1993, 2003, 2005, 2023, 2025, 2029, 2030, 2033, 2035, 2037, 2040, 2041, 2044, 2047, 2052, 2059, 2073, 2078, 2080, 2109, 2110, 2128, 2131, 2150, 2151, 2154, 2163, 2165, 2170, 2175, 2187, 2190, 2194, 2207, 2211, 2217, 2218, 2229, 2240, 2256, 2260, 2288, 2300, 2302, 2307, 2317, 2318, 2320, 2329, 2335, 2359, 2377, 2386, 2391, 2392, 2410, 2449, 2463, 2469, 2475, 2478, 2483, 2484, 2486, 2494, 2497, 2499, 2501, 2503, 2505, 2507, 2512, 2522, 2523, 2531, 2533, 2540, 2545, 2549, 2551, 2554, 2556, 2561, 2569, 2570, 2586, 2588, 2599, 2603, 2607, 2611, 2613, 2636, 2638, 2640, 2643, 2647, 2648, 2652, 2661, 2664, 2672, 2675]",SJ3S.tsv
you've get,2,56,"[0, 4, 43, 53, 56, 58, 60, 208, 238, 250, 288, 291, 550, 556, 700, 1161, 1259, 1283, 1705, 2229]",SJ3S.tsv
a,1,58,"[0, 4, 10, 16, 31, 33, 51, 53, 58, 59, 60, 61, 78, 80, 82, 84, 88, 98, 99, 116, 127, 141, 153, 164, 179, 187, 193, 196, 199, 208, 222, 227, 235, 250, 264, 266, 269, 289, 297, 313, 315, 331, 347, 361, 370, 398, 415, 419, 421, 436, 465, 480, 485, 504, 511, 517, 524, 528, 530, 532, 536, 553, 558, 566, 570, 574, 578, 587, 593, 619, 635, 654, 679, 692, 693, 696, 698, 702, 704, 708, 709, 731, 737, 747, 750, 780, 788, 792, 795, 799, 809, 810, 841, 843, 847, 859, 864, 868, 884, 902, 904, 917, 939, 955, 968, 984, 1014, 1025, 1045, 1050, 1060, 1062, 1064, 1076, 1086, 1096, 1102, 1106, 1113, 1123, 1125, 1127, 1138, 1144, 1146, 1147, 1148, 1153, 1155, 1161, 1163, 1176, 1178, 1180, 1184, 1187, 1195, 1211, 1215, 1220, 1229, 1232, 1235, 1248, 1259, 1270, 1272, 1274, 1283, 1297, 1311, 1326, 1338, 1339, 1340, 1343, 1344, 1349, 1364, 1366, 1393, 1399, 1412, 1414, 1432, 1447, 1466, 1471, 1478, 1480, 1506, 1510, 1514, 1538, 1549, 1555, 1571, 1573, 1587, 1590, 1603, 1609, 1645, 1647, 1658, 1680, 1699, 1705, 1717, 1735, 1744, 1759, 1760, 1773, 1790, 1792, 1794, 1799, 1831, 1833, 1835, 1861, 1874, 1891, 1895, 1897, 1904, 1905, 1908, 1924, 1951, 1958, 1988, 1993, 1995, 1996, 1998, 2003, 2005, 2010, 2018, 2025, 2030, 2037, 2071, 2078, 2080, 2104, 2109, 2110, 2136, 2148, 2151, 2158, 2159, 2165, 2166, 2178, 2187, 2211, 2215, 2217, 2237, 2244, 2260, 2264, 2285, 2290, 2295, 2300, 2302, 2307, 2327, 2354, 2357, 2366, 2378, 2380, 2382, 2391, 2392, 2423, 2430, 2434, 2449, 2482, 2505, 2507, 2547, 2549, 2586, 2601, 2603, 2609, 2613, 2625, 2630, 2632, 2636, 2640, 2647, 2648, 2652, 2654, 2661, 2675]",SJ3S.tsv
that,1,22,"[0, 10, 12, 22, 37, 47, 51, 53, 70, 71, 88, 114, 141, 148, 158, 161, 179, 204, 212, 235, 331, 334, 375, 385, 425, 457, 459, 485, 504, 505, 510, 526, 530, 532, 536, 545, 547, 560, 576, 592, 593, 598, 604, 608, 623, 635, 640, 651, 655, 679, 681, 702, 712, 719, 752, 759, 769, 780, 786, 788, 799, 809, 829, 831, 836, 846, 850, 857, 868, 871, 904, 924, 930, 950, 952, 953, 955, 968, 975, 1001, 1007, 1026, 1030, 1034, 1035, 1043, 1050, 1052, 1054, 1056, 1060, 1063, 1072, 1074, 1078, 1096, 1138, 1141, 1152, 1153, 1157, 1178, 1182, 1187, 1190, 1193, 1195, 1196, 1206, 1207, 1208, 1209, 1223, 1261, 1265, 1278, 1283, 1294, 1297, 1307, 1327, 1329, 1344, 1363, 1378, 1393, 1434, 1440, 1456, 1469, 1471, 1504, 1505, 1518, 1531, 1535, 1537, 1575, 1587, 1592, 1633, 1666, 1668, 1680, 1707, 1711, 1713, 1721, 1733, 1742, 1755, 1759, 1763, 1771, 1775, 1780, 1809, 1820, 1833, 1844, 1861, 1871, 1874, 1897, 1902, 1912, 1926, 1940, 1945, 1950, 1988, 1993, 2005, 2007, 2008, 2037, 2047, 2061, 2063, 2094, 2103, 2108, 2109, 2110, 2144, 2167, 2187, 2190, 2194, 2208, 2212, 2214, 2237, 2278, 2288, 2307, 2331, 2357, 2359, 2365, 2368, 2376, 2388, 2401, 2439, 2463, 2469, 2473, 2478, 2494, 2499, 2512, 2514, 2525, 2533, 2538, 2540, 2543, 2554, 2556, 2570, 2591, 2596, 2600, 2603, 2611, 2617, 2636, 2638, 2640, 2641, 2675]",SJ3S.tsv
this,1,94,"[0, 62, 94, 95, 141, 156, 164, 181, 295, 331, 360, 522, 530, 532, 536, 550, 590, 604, 636, 750, 944, 1176, 1193, 1205, 1225, 1235, 1344, 1380, 1395, 1408, 1418, 1471, 1537, 1538, 1578, 1590, 1635, 1650, 1685, 1855, 2014, 2048, 2080, 2165, 2170, 2202, 2260, 2273, 2423, 2482, 2486, 2588, 2647]",SJ3S.tsv
what,1,94,"[0, 53, 94, 364, 489, 499, 550, 721, 722, 767, 768, 778, 795, 815, 871, 896, 984, 1043, 1069, 1070, 1109, 1159, 1166, 1182, 1188, 1227, 1235, 1270, 1310, 1388, 1395, 1400, 1424, 1510, 1531, 1537, 1561, 1563, 1564, 1571, 1573, 1575, 1590, 1626, 1701, 1703, 1707, 1738, 1759, 1760, 1805, 1831, 1897, 1920, 1925, 1928, 1941, 1954, 2028, 2138, 2155, 2211, 2289, 2370, 2373, 2384, 2411, 2464, 2483, 2484, 2499, 2523, 2545, 2643, 2652, 2675]",SJ3S.tsv
to,1,18,"[0, 4, 8, 18, 23, 29, 31, 33, 43, 47, 62, 78, 79, 88, 90, 103, 134, 141, 144, 171, 179, 191, 193, 208, 214, 230, 246, 250, 274, 288, 295, 311, 325, 363, 386, 403, 430, 486, 496, 510, 524, 540, 545, 550, 558, 566, 593, 596, 598, 623, 632, 633, 636, 637, 638, 640, 647, 652, 658, 696, 698, 700, 711, 719, 731, 733, 764, 780, 802, 810, 847, 857, 859, 863, 871, 874, 875, 878, 917, 918, 926, 937, 987, 989, 1028, 1030, 1034, 1043, 1046, 1060, 1069, 1100, 1121, 1122, 1138, 1148, 1153, 1159, 1161, 1163, 1165, 1178, 1211, 1215, 1220, 1232, 1236, 1272, 1278, 1283, 1300, 1309, 1316, 1329, 1330, 1334, 1346, 1351, 1354, 1356, 1378, 1383, 1386, 1388, 1391, 1393, 1397, 1402, 1420, 1427, 1429, 1456, 1459, 1469, 1471, 1480, 1521, 1531, 1534, 1538, 1545, 1555, 1561, 1563, 1566, 1573, 1578, 1580, 1590, 1603, 1626, 1673, 1705, 1707, 1711, 1717, 1737, 1742, 1745, 1759, 1760, 1775, 1780, 1785, 1790, 1799, 1809, 1822, 1829, 1831, 1833, 1835, 1837, 1839, 1842, 1844, 1861, 1874, 1881, 1920, 1926, 1931, 1954, 1962, 1975, 1978, 1983, 1991, 2005, 2028, 2080, 2100, 2104, 2106, 2156, 2159, 2172, 2175, 2178, 2186, 2199, 2208, 2211, 2237, 2240, 2248, 2259, 2261, 2263, 2272, 2290, 2297, 2300, 2302, 2307, 2314, 2373, 2378, 2386, 2411, 2414, 2418, 2449, 2473, 2475, 2478, 2482, 2497, 2499, 2507, 2512, 2520, 2522, 2547, 2549, 2551, 2554, 2569, 2594, 2601, 2603, 2615, 2630, 2636, 2641, 2647]",SJ3S.tsv
