Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
fester,1,1,"[0, 1, 2]",SXRR.tsv
to,1,5,"[0, 4, 5, 7, 9, 12, 13, 15, 27, 33, 35, 39, 41, 45, 60, 63, 67, 69, 71, 73, 75, 76, 77, 79, 85, 87, 89, 91, 95, 97, 99, 105, 107, 110, 117, 120, 127, 129, 134, 137, 139, 141, 171, 175, 177, 179, 182, 183, 184, 186, 195, 197, 198, 200, 202, 206, 212, 213, 222, 223, 226, 233, 236, 237, 240, 241, 244, 245, 261, 262, 268, 273, 276, 289, 291, 301, 308, 314, 316, 319, 322, 327, 329, 337, 341, 346, 348, 357, 362, 365, 367, 397, 405, 407, 409, 411, 413, 418, 422, 426, 430, 436, 438, 441, 443, 458, 459, 479, 481, 485, 513, 526, 527, 530, 537, 557, 561, 567, 600, 608, 610, 621, 623, 632, 636, 648, 651, 655, 675, 676, 686, 702, 707, 721, 728, 730, 733, 739, 740, 743, 757, 770, 773, 778, 783, 785, 786, 807, 808, 811, 814, 823, 834, 835, 842, 863, 866, 887, 891, 913, 915, 925, 926, 931, 933, 946, 952, 962, 968]",SXRR.tsv
so,1,7,"[0, 7, 13, 15, 33, 37, 43, 45, 61, 67, 77, 85, 89, 93, 95, 97, 101, 105, 107, 139, 161, 166, 179, 185, 195, 235, 245, 255, 285, 287, 300, 320, 330, 332, 337, 339, 341, 346, 357, 374, 403, 413, 415, 436, 441, 460, 468, 476, 506, 507, 531, 545, 554, 563, 565, 589, 591, 604, 608, 610, 619, 624, 625, 630, 631, 667, 672, 676, 681, 683, 686, 688, 700, 702, 707, 711, 713, 717, 719, 721, 727, 739, 752, 753, 783, 789, 791, 792, 820, 824, 831, 841, 859, 860, 863, 887, 898, 904, 913, 917]",SXRR.tsv
it's,1,13,"[0, 13, 27, 29, 68, 75, 79, 85, 137, 139, 149, 151, 153, 155, 175, 186, 191, 208, 209, 216, 217, 218, 245, 273, 279, 300, 303, 326, 328, 332, 343, 346, 355, 365, 371, 407, 409, 436, 440, 443, 454, 458, 466, 469, 470, 493, 498, 525, 545, 589, 619, 648, 649, 653, 655, 659, 683, 703, 706, 721, 736, 739, 773, 774, 775, 782, 783, 800, 859, 868, 871, 881, 882, 883, 887, 904, 907, 913, 919, 926, 931, 938, 944, 945, 957, 962, 968]",SXRR.tsv
just,1,13,"[0, 10, 13, 15, 29, 33, 35, 39, 41, 49, 57, 58, 67, 73, 75, 79, 93, 105, 107, 110, 113, 134, 149, 164, 167, 175, 186, 187, 190, 191, 202, 206, 209, 226, 240, 246, 247, 249, 266, 318, 320, 337, 355, 367, 383, 385, 395, 405, 409, 411, 413, 420, 440, 443, 458, 464, 468, 471, 474, 476, 481, 485, 500, 531, 554, 572, 574, 601, 625, 676, 681, 686, 713, 717, 719, 728, 740, 743, 773, 774, 809, 814, 831, 842, 865, 866, 874, 883, 907, 919, 924, 946, 968]",SXRR.tsv
it,1,13,"[0, 13, 37, 39, 41, 45, 49, 52, 58, 60, 63, 68, 69, 71, 73, 76, 77, 79, 81, 103, 108, 110, 117, 119, 127, 128, 129, 131, 132, 134, 137, 141, 143, 149, 155, 158, 159, 161, 164, 175, 177, 183, 187, 190, 206, 217, 222, 226, 247, 266, 275, 296, 298, 300, 306, 314, 327, 328, 329, 332, 333, 341, 343, 346, 349, 355, 362, 371, 384, 386, 395, 405, 407, 413, 426, 444, 459, 466, 469, 472, 481, 499, 500, 507, 513, 521, 524, 527, 528, 529, 533, 536, 550, 552, 554, 556, 558, 562, 572, 600, 619, 623, 646, 648, 650, 653, 655, 676, 683, 705, 709, 713, 728, 774, 785, 787, 789, 791, 793, 803, 811, 814, 815, 819, 831, 836, 839, 840, 846, 853, 860, 863, 866, 867, 869, 876, 881, 891, 904, 907, 915, 918, 920, 924, 925, 934, 938, 939, 945, 956, 957, 958, 959, 962]",SXRR.tsv
just leave,2,41,"[0, 41]",SXRR.tsv
it to,2,63,"[0, 63, 69, 79, 866, 891]",SXRR.tsv
love,1,121,"[0, 121, 123, 210, 229, 297, 747]",SXRR.tsv
leave it,2,127,"[0, 127]",SXRR.tsv
