Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
we,1,1,"[0, 1, 2, 3, 41, 42, 43, 64, 66, 75, 77, 79, 82, 86, 117, 119, 228, 234, 237, 256, 257, 287, 291, 295, 390, 450, 458, 514]",SM8E.tsv
we have,2,3,"[0, 2, 3, 257]",SM8E.tsv
a,1,19,"[0, 19, 26, 64, 86, 92, 114, 119, 121, 122, 129, 132, 133, 152, 176, 186, 215, 217, 254, 258, 262, 266, 273, 274, 282, 283, 287, 293, 306, 307, 320, 330, 333, 337, 340, 341, 383, 393, 417, 424, 428, 433, 439, 441, 449, 456, 457, 461, 481, 483, 495, 500, 503, 507, 509]",SM8E.tsv
so,1,14,"[0, 2, 4, 14, 16, 64, 73, 79, 81, 121, 122, 135, 182, 186, 213, 215, 228, 273, 274, 286, 318, 333, 339, 341, 342, 343, 346, 347, 362, 370, 376, 381, 401, 406, 424, 490, 515]",SM8E.tsv
okay,1,59,"[0, 59, 89, 90, 249, 272, 274, 306, 339, 352, 385, 437, 454, 466, 467, 468]",SM8E.tsv
have,1,7,"[0, 2, 3, 4, 7, 9, 11, 13, 16, 20, 41, 44, 45, 74, 92, 108, 114, 121, 122, 123, 126, 128, 129, 133, 148, 150, 151, 156, 215, 221, 223, 250, 251, 253, 257, 266, 306, 307, 308, 319, 333, 353, 364, 393, 399, 417, 449, 456, 457, 458, 459, 461, 463, 466, 471, 473, 474, 475, 476, 480, 481, 483, 484, 485, 490, 515]",SM8E.tsv
with,1,61,"[0, 61, 135, 273, 302, 333, 358, 383, 430]",SM8E.tsv
like,1,21,"[2, 21, 25, 30, 32, 37, 38, 39, 40, 50, 58, 79, 87, 99, 121, 142, 145, 167, 168, 176, 177, 178, 182, 184, 186, 256, 262, 273, 290, 305, 320, 321, 325, 327, 340, 341, 342, 344, 346, 428, 457, 495, 512, 513, 516]",SM8E.tsv
i,1,14,"[4, 9, 14, 21, 30, 32, 38, 39, 40, 45, 50, 58, 72, 85, 88, 89, 90, 92, 117, 119, 121, 124, 126, 139, 143, 150, 168, 170, 175, 176, 191, 207, 217, 221, 223, 225, 227, 238, 245, 251, 256, 261, 262, 266, 267, 271, 272, 273, 286, 292, 302, 306, 314, 316, 319, 320, 321, 328, 337, 349, 352, 362, 370, 378, 380, 382, 387, 393, 396, 399, 412, 416, 417, 425, 428, 429, 432, 433, 445, 451, 454, 456, 458, 471, 473, 475, 481, 485, 495, 496, 499, 501, 503, 504, 508, 512, 519]",SM8E.tsv
cola bottle,2,7,"[4, 7, 28, 30, 52, 56]",SM8E.tsv
