Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
okay,1,29,"[0, 29, 42, 45, 51, 72, 106, 161, 165, 176, 180, 182, 197, 199, 205, 207, 213, 233, 235, 237, 247, 327, 332, 360, 365, 471, 504, 506, 510, 911]",S6A5.tsv
yeah,1,11,"[4, 11, 13, 22, 23, 25, 30, 32, 35, 36, 39, 43, 46, 51, 55, 57, 59, 65, 69, 71, 74, 76, 79, 81, 84, 85, 89, 91, 95, 101, 102, 103, 106, 107, 109, 113, 116, 117, 119, 124, 127, 129, 132, 133, 136, 138, 140, 141, 142, 144, 147, 148, 151, 152, 154, 156, 162, 166, 170, 174, 181, 183, 185, 186, 187, 189, 190, 198, 200, 202, 203, 216, 226, 231, 233, 235, 236, 240, 242, 244, 246, 248, 250, 252, 256, 258, 260, 262, 269, 271, 273, 275, 280, 282, 283, 284, 289, 291, 293, 298, 302, 315, 316, 317, 330, 338, 345, 348, 351, 373, 376, 380, 382, 385, 386, 387, 390, 393, 394, 400, 402, 404, 409, 410, 417, 421, 423, 425, 426, 428, 429, 431, 435, 439, 440, 442, 445, 447, 458, 459, 462, 464, 471, 475, 486, 505, 507, 512, 518, 519, 523, 525, 527, 531, 532, 535, 536, 545, 547, 553, 556, 561, 564, 566, 568, 576, 580, 585, 587, 589, 591, 593, 594, 596, 599, 601, 604, 607, 609, 613, 619, 622, 626, 628, 630, 632, 634, 636, 637, 639, 641, 642, 645, 647, 649, 654, 657, 659, 661, 670, 672, 674, 676, 678, 685, 686, 688, 692, 694, 696, 699, 701, 703, 705, 715, 721, 722, 728, 731, 732, 734, 738, 740, 742, 745, 747, 750, 752, 755, 757, 759, 760, 761, 762, 764, 765, 768, 774, 779, 782, 786, 790, 792, 798, 816, 818, 820, 822, 824, 827, 829, 830, 833, 838, 839, 843, 845, 849, 851, 853, 855, 861, 863, 865, 867, 870, 872, 874, 875, 879, 881, 883, 885, 889, 891, 901, 903, 904, 906, 907, 908, 911, 914, 916, 917, 919, 921, 925, 930, 932, 934, 937, 941, 942, 944, 946, 947, 949, 951, 953, 957, 959, 960, 964, 965, 967, 970, 971, 972, 974, 976, 978, 980, 983, 987, 992, 1001, 1004, 1006, 1008, 1010, 1012, 1014, 1016, 1019, 1021, 1022, 1024, 1026, 1028, 1030, 1032, 1035, 1037, 1043, 1045, 1046, 1048, 1050, 1052, 1055, 1065, 1067, 1072, 1073, 1080, 1082, 1084, 1089, 1092, 1093, 1096, 1097, 1109]",S6A5.tsv
six,1,8,"[7, 8, 161, 625, 753, 915, 984]",S6A5.tsv
oh,1,26,"[5, 20, 22, 26, 36, 41, 45, 47, 48, 50, 53, 60, 61, 68, 72, 73, 77, 93, 106, 111, 113, 121, 125, 158, 159, 160, 164, 165, 168, 172, 175, 177, 179, 181, 194, 196, 199, 201, 206, 210, 211, 212, 213, 214, 216, 223, 224, 233, 234, 235, 238, 254, 256, 262, 277, 279, 286, 288, 294, 296, 305, 311, 325, 326, 327, 333, 336, 337, 340, 341, 342, 343, 348, 351, 353, 355, 357, 358, 360, 361, 363, 365, 367, 368, 395, 397, 398, 400, 401, 435, 437, 471, 476, 478, 481, 504, 509, 512, 529, 551, 553, 597, 698, 722, 724, 788, 794, 796, 800, 803, 805, 806, 810, 812, 818, 826, 853, 857, 883, 908, 910, 916, 1041, 1056, 1061, 1075, 1101]",S6A5.tsv
no,1,26,"[15, 19, 25, 26, 28, 36, 45, 52, 56, 64, 76, 161, 165, 194, 197, 199, 205, 210, 237, 239, 253, 276, 306, 313, 326, 332, 334, 337, 342, 374, 430, 458, 471, 487, 488, 489, 491, 493, 497, 501, 513, 515, 521, 529, 544, 550, 558, 615, 625, 644, 651, 653, 658, 663, 665, 666, 707, 712, 783, 784, 803, 887, 897, 899, 911, 923, 939, 989, 991, 1041, 1056, 1057, 1064, 1093]",S6A5.tsv
be it,2,28,"[1, 18, 28, 36, 45, 77, 90, 94, 113, 175, 192, 237, 257, 276, 288, 289, 290, 341, 365, 372, 394, 405, 406, 435, 680, 716, 945, 1024, 1077]",S6A5.tsv
be,1,11,"[1, 5, 11, 14, 17, 18, 19, 21, 25, 27, 28, 29, 36, 40, 45, 47, 49, 51, 53, 58, 60, 64, 68, 70, 72, 76, 77, 82, 84, 88, 90, 92, 94, 99, 100, 102, 106, 110, 112, 113, 114, 118, 120, 122, 123, 125, 126, 128, 132, 133, 141, 145, 147, 150, 152, 155, 157, 159, 165, 175, 176, 180, 182, 187, 189, 191, 192, 193, 197, 199, 202, 205, 210, 213, 217, 218, 222, 233, 235, 237, 239, 243, 245, 246, 247, 249, 253, 257, 261, 263, 267, 268, 274, 276, 281, 285, 288, 289, 290, 291, 302, 304, 306, 307, 308, 310, 314, 315, 316, 320, 321, 322, 324, 326, 329, 332, 335, 337, 339, 341, 344, 348, 349, 352, 358, 364, 365, 366, 367, 372, 373, 375, 377, 392, 394, 399, 401, 403, 405, 406, 416, 420, 424, 427, 430, 434, 435, 438, 444, 446, 448, 456, 458, 463, 466, 467, 471, 472, 473, 474, 476, 482, 485, 502, 504, 506, 512, 517, 519, 533, 539, 543, 546, 548, 550, 565, 570, 575, 586, 593, 596, 606, 621, 623, 624, 625, 629, 631, 633, 635, 638, 640, 648, 658, 673, 677, 679, 680, 681, 682, 693, 700, 701, 714, 716, 720, 721, 727, 730, 733, 735, 737, 739, 741, 749, 751, 753, 756, 761, 767, 770, 775, 783, 787, 796, 797, 799, 802, 804, 813, 815, 817, 823, 825, 828, 837, 841, 844, 846, 848, 849, 850, 854, 856, 858, 869, 871, 873, 877, 880, 882, 884, 886, 888, 889, 890, 900, 905, 906, 907, 908, 911, 913, 920, 927, 933, 935, 945, 975, 977, 981, 984, 986, 988, 991, 995, 1000, 1005, 1011, 1012, 1017, 1018, 1023, 1024, 1025, 1029, 1031, 1033, 1039, 1041, 1042, 1046, 1047, 1052, 1055, 1060, 1064, 1069, 1070, 1071, 1072, 1076, 1077, 1078, 1079, 1083, 1085, 1087, 1090, 1091, 1094]",S6A5.tsv
that's,1,28,"[10, 11, 12, 28, 32, 34, 36, 38, 40, 45, 47, 51, 70, 83, 115, 118, 123, 124, 129, 143, 161, 172, 184, 209, 235, 237, 239, 249, 253, 279, 378, 384, 391, 392, 393, 399, 425, 439, 446, 486, 512, 534, 587, 597, 599, 620, 622, 625, 638, 692, 737, 761, 849, 875, 895, 901, 906, 907, 909, 927, 948, 951, 1003, 1004, 1038, 1059, 1067]",S6A5.tsv
good,1,28,"[10, 12, 28, 72, 110, 172, 193, 263, 274, 276, 290, 296, 297, 315, 378, 405, 416, 420, 427, 437, 606, 618, 754]",S6A5.tsv
not,1,28,"[14, 28, 34, 42, 45, 56, 68, 72, 104, 128, 197, 199, 213, 215, 231, 237, 268, 287, 303, 332, 337, 341, 348, 414, 487, 496, 498, 512, 520, 533, 544, 546, 554, 555, 582, 584, 621, 629, 662, 711, 823, 849, 854, 880, 1000, 1041, 1053, 1090]",S6A5.tsv
it,1,6,"[1, 6, 14, 17, 18, 19, 21, 23, 25, 28, 31, 36, 40, 45, 53, 60, 72, 76, 77, 90, 94, 99, 100, 102, 104, 106, 110, 111, 112, 113, 118, 123, 125, 141, 150, 152, 155, 157, 159, 163, 167, 175, 176, 178, 180, 182, 183, 187, 189, 192, 193, 195, 202, 205, 210, 213, 217, 218, 219, 223, 230, 231, 233, 235, 237, 239, 247, 249, 253, 255, 257, 259, 263, 276, 288, 289, 290, 291, 304, 306, 322, 326, 330, 331, 332, 334, 335, 336, 337, 339, 341, 350, 352, 362, 365, 372, 391, 394, 401, 405, 406, 414, 430, 435, 439, 444, 446, 448, 458, 463, 471, 472, 474, 476, 482, 485, 486, 487, 502, 504, 506, 512, 514, 546, 548, 550, 557, 560, 565, 567, 570, 571, 578, 584, 586, 598, 606, 616, 617, 621, 625, 627, 635, 638, 640, 667, 670, 671, 673, 677, 679, 680, 682, 691, 701, 702, 708, 714, 716, 718, 721, 727, 730, 733, 753, 771, 781, 783, 787, 795, 797, 837, 848, 869, 873, 875, 880, 893, 913, 924, 936, 937, 945, 966, 969, 991, 1000, 1011, 1024, 1033, 1041, 1042, 1046, 1054, 1067, 1077, 1078, 1079, 1085, 1090, 1094, 1098, 1106]",S6A5.tsv
though,1,84,"[28, 84, 243, 848]",S6A5.tsv
that's not,2,237,"[28, 237]",S6A5.tsv
