Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
be,1,33,"[0, 17, 30, 33, 38, 39, 40, 41, 56, 61, 70, 75, 84, 88, 91, 93, 94, 97, 102, 108, 111, 112, 113, 114, 116, 118, 120, 123, 124, 144, 146, 147, 150, 151, 153, 159, 161, 164, 179, 190, 197, 203, 205, 208, 209, 213, 217, 220, 223, 229, 230, 232, 239, 240, 245, 246, 247, 256, 261, 274, 282, 284, 293, 296, 298, 301, 313, 335, 344, 347, 363, 370, 372, 375, 379, 387, 392, 399, 407, 409, 412, 420, 427, 429, 433, 437, 443, 445, 446]",SF2C.tsv
it,1,48,"[0, 41, 48, 53, 56, 59, 60, 61, 63, 68, 70, 72, 84, 88, 99, 102, 108, 110, 111, 112, 113, 114, 116, 118, 128, 135, 149, 150, 151, 153, 161, 164, 166, 182, 187, 208, 213, 220, 224, 230, 232, 246, 255, 261, 274, 278, 284, 324, 329, 331, 333, 335, 362, 363, 364, 375, 376, 379, 387, 394, 399, 407, 429, 437, 446]",SF2C.tsv
be it,2,112,"[0, 61, 112, 113, 114, 116, 150, 230, 246, 284, 335, 363, 375, 399, 446]",SF2C.tsv
i've get,2,3,"[2, 3]",SF2C.tsv
they,1,4,"[3, 4, 6, 8, 17, 23, 24, 27, 84, 182, 195, 197, 198, 200, 213, 223, 231, 233, 234, 247, 253, 259, 262, 263, 277, 282, 300, 303, 305, 314, 325, 337, 344, 349, 371, 390, 407, 412, 420, 427, 431, 433, 450, 451]",SF2C.tsv
green,1,10,"[3, 10, 12]",SF2C.tsv
get,1,12,"[2, 3, 12, 14, 28, 33, 38, 84, 98, 108, 118, 120, 130, 140, 143, 165, 175, 189, 192, 194, 213, 214, 274, 278, 280, 287, 293, 327, 344, 396, 412, 443]",SF2C.tsv
ones,1,28,"[3, 17, 28, 350]",SF2C.tsv
i've,1,118,"[2, 3, 118, 142, 370, 399, 443]",SF2C.tsv
do,1,6,"[2, 6, 18, 24, 29, 31, 38, 42, 47, 55, 72, 84, 85, 105, 127, 128, 131, 142, 156, 159, 172, 190, 191, 197, 198, 223, 231, 233, 234, 239, 247, 256, 263, 268, 270, 277, 288, 305, 324, 325, 337, 339, 364, 399, 419, 420]",SF2C.tsv
yeah,1,6,"[5, 6, 9, 11, 18, 19, 21, 25, 26, 29, 31, 34, 40, 46, 51, 52, 56, 58, 63, 67, 71, 73, 75, 77, 80, 81, 83, 84, 86, 95, 97, 99, 101, 102, 103, 105, 106, 113, 115, 118, 124, 126, 129, 130, 134, 138, 141, 144, 152, 162, 164, 165, 176, 180, 185, 186, 188, 191, 193, 196, 199, 201, 203, 204, 206, 208, 218, 219, 227, 228, 230, 234, 238, 240, 250, 252, 254, 256, 257, 260, 262, 263, 266, 269, 270, 271, 274, 276, 283, 285, 286, 287, 288, 289, 292, 295, 296, 297, 298, 302, 306, 309, 311, 317, 319, 321, 323, 324, 326, 328, 330, 332, 334, 335, 338, 341, 342, 345, 351, 353, 355, 357, 358, 359, 360, 363, 365, 370, 376, 381, 383, 391, 392, 395, 397, 406, 410, 411, 415, 416, 418, 420, 425, 427, 430, 437, 438, 441, 444, 446, 447, 449, 450]",SF2C.tsv
when you,2,12,"[6, 12, 130, 135]",SF2C.tsv
you can't,2,12,"[6, 12, 355]",SF2C.tsv
them,1,12,"[6, 12, 23, 31, 192, 251, 253, 261, 267, 320, 443]",SF2C.tsv
