Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
because,1,9,"[3, 9, 75, 139, 142, 150, 201]",S49H.tsv
you,1,23,"[3, 6, 8, 16, 18, 23, 25, 26, 28, 35, 37, 39, 41, 44, 45, 61, 62, 64, 82, 93, 100, 105, 110, 115, 123, 124, 125, 130, 134, 136, 138, 142, 176, 178, 180, 186, 188, 192, 194, 202, 204]",S49H.tsv
be,1,33,"[3, 6, 8, 16, 28, 33, 37, 39, 41, 44, 45, 47, 49, 50, 51, 53, 55, 60, 69, 70, 75, 84, 88, 89, 92, 95, 97, 99, 101, 105, 115, 118, 121, 123, 125, 130, 134, 136, 138, 140, 145, 149, 162, 169, 170, 180, 184, 195]",S49H.tsv
it's,1,42,"[3, 26, 42, 56, 69, 72, 87, 96, 111, 114, 184, 190]",S49H.tsv
will,1,68,"[3, 8, 28, 45, 64, 68, 72, 75, 139, 142, 181, 186, 193, 194]",S49H.tsv
you will,2,142,"[3, 8, 142]",S49H.tsv
to,1,9,"[6, 9, 31, 37, 39, 44, 45, 51, 60, 62, 68, 71, 82, 93, 101, 105, 112, 115, 118, 130, 136, 137, 139, 140, 142, 156, 158, 200]",S49H.tsv
tomorrow,1,201,"[6, 201]",S49H.tsv
do,1,9,"[8, 9, 10, 11, 13, 14, 16, 25, 28, 35, 37, 38, 44, 45, 49, 62, 64, 67, 100, 103, 105, 110, 112, 115, 136, 137, 139, 142, 144, 148, 150, 176, 188, 202]",S49H.tsv
there,1,9,"[8, 9, 28, 115, 145, 162, 169, 195, 203]",S49H.tsv
do you,2,100,"[8, 16, 28, 35, 62, 64, 100, 110, 136, 188, 202]",S49H.tsv
think,1,175,"[8, 16, 28, 64, 99, 101, 105, 170, 175, 177, 183, 200, 205]",S49H.tsv
they do,2,10,"[9, 10, 11, 13, 14, 28]",S49H.tsv
they,1,10,"[9, 10, 11, 13, 14, 28, 33, 83, 84, 91, 92, 93, 156, 167, 170, 172]",S49H.tsv
stories,1,12,"[9, 11, 12]",S49H.tsv
that,1,16,"[15, 16, 37, 47, 59, 75, 88, 89, 99, 103, 135, 145, 166, 175, 186, 203, 205]",S49H.tsv
mm,1,16,"[2, 4, 16, 30, 32, 79, 80, 81, 102, 113, 116, 117, 128, 131, 133, 140, 152, 160, 168, 181, 185, 186]",S49H.tsv
