Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
mm,1,12,"[4, 6, 12, 14, 17, 24, 27, 35, 37, 39, 47, 49, 51, 68, 73, 77, 81, 85, 92, 96, 102, 106, 112, 115, 123, 125, 127, 129, 133, 137, 139, 144, 147, 173, 176, 184, 186, 190, 194, 196, 198, 215, 246, 248, 250, 252, 254, 256, 258, 276, 278, 282, 283, 285, 287, 304, 330, 341, 348, 350]",SBBP.tsv
in,1,3,"[2, 3, 5, 7, 13, 15, 20, 32, 36, 40, 50, 54, 61, 67, 69, 101, 107, 109, 111, 114, 118, 141, 143, 145, 153, 157, 162, 166, 171, 175, 181, 183, 187, 197, 201, 205, 216, 222, 227, 230, 259, 268, 301, 312, 314, 317, 322, 323, 325, 333, 349, 365]",SBBP.tsv
do,1,30,"[15, 30, 36, 54, 70, 117, 122, 126, 132, 141, 142, 143, 146, 162, 166, 181, 221, 227, 230, 231, 236, 251, 265, 267, 289, 303, 309, 311, 340, 365, 367]",SBBP.tsv
australia,1,175,"[15, 20, 50, 141, 175, 222, 227]",SBBP.tsv
you,1,20,"[15, 20, 22, 26, 29, 34, 36, 38, 40, 50, 61, 63, 67, 87, 93, 109, 111, 115, 117, 122, 126, 132, 134, 141, 149, 151, 156, 157, 160, 163, 172, 175, 187, 193, 199, 201, 205, 206, 222, 230, 233, 235, 236, 243, 251, 257, 292, 297, 310, 317, 318, 319, 322, 333, 342, 344, 355, 361, 362, 369]",SBBP.tsv
what,1,55,"[15, 55, 67, 117, 132, 141, 142, 149, 151, 157, 166, 168, 175, 177, 181, 231, 234, 236, 282, 303, 307, 309, 314, 315, 318, 320, 322, 339, 355]",SBBP.tsv
what do,2,166,"[15, 117, 141, 166, 303, 309]",SBBP.tsv
be,1,34,"[5, 9, 13, 16, 18, 20, 23, 25, 30, 32, 34, 36, 38, 40, 42, 44, 46, 54, 55, 69, 70, 75, 76, 80, 82, 87, 97, 101, 107, 109, 111, 115, 118, 121, 122, 126, 132, 134, 142, 145, 148, 149, 151, 153, 156, 157, 159, 160, 163, 164, 165, 166, 168, 169, 171, 174, 175, 177, 183, 187, 189, 195, 201, 203, 205, 207, 210, 213, 214, 217, 221, 222, 231, 239, 243, 251, 268, 282, 310, 313, 314, 315, 317, 319, 321, 322, 325, 347, 349, 353, 355]",SBBP.tsv
or,1,46,"[34, 46, 54, 75, 80, 126, 233]",SBBP.tsv
that,1,34,"[30, 34, 38, 40, 42, 46, 58, 69, 148, 159, 171, 172, 189, 201, 207, 213, 216, 227, 233, 240, 272, 282, 295, 309, 310, 322, 325, 331, 333, 335, 349, 362, 371]",SBBP.tsv
no,1,62,"[31, 53, 54, 62, 97, 100, 105, 111, 116, 126, 146, 151, 156, 157, 199, 201, 268, 358]",SBBP.tsv
yeah,1,83,"[5, 8, 10, 19, 21, 26, 29, 30, 45, 57, 66, 79, 83, 88, 90, 94, 104, 108, 110, 114, 120, 152, 153, 154, 155, 161, 166, 167, 178, 184, 188, 192, 198, 200, 202, 204, 208, 211, 218, 232, 237, 242, 244, 260, 264, 266, 271, 273, 274, 278, 281, 293, 296, 299, 300, 312, 313, 316, 321, 326, 334, 336, 338, 345, 346, 352, 354, 358, 359, 368, 371, 372]",SBBP.tsv
at,1,16,"[1, 9, 16, 30, 75, 111, 115, 126, 145, 189, 273, 297, 322, 325, 344]",SBBP.tsv
so,1,115,"[5, 26, 46, 56, 76, 86, 93, 115, 122, 132, 141, 145, 149, 156, 157, 159, 163, 181, 195, 203, 205, 206, 222, 259, 325]",SBBP.tsv
the,1,115,"[2, 7, 16, 18, 25, 30, 32, 36, 38, 40, 44, 46, 50, 54, 55, 63, 65, 69, 72, 87, 89, 91, 97, 101, 109, 111, 115, 116, 126, 128, 130, 132, 142, 144, 145, 153, 157, 159, 160, 164, 168, 171, 174, 175, 183, 185, 189, 195, 197, 201, 203, 205, 218, 227, 241, 251, 257, 265, 272, 275, 277, 289, 301, 305, 312, 318, 322, 325, 335, 355, 357, 366, 367]",SBBP.tsv
there,1,117,"[20, 22, 36, 46, 54, 75, 87, 101, 107, 117, 132, 143, 151, 157, 162, 164, 168, 171, 179, 183, 201, 206, 217, 270]",SBBP.tsv
oh,1,23,"[8, 23, 33, 41, 66, 84, 111, 119, 131, 158, 170, 208, 219, 221, 224, 296, 298, 324, 347]",SBBP.tsv
oh right,2,119,"[33, 41, 119, 158, 208, 221, 298]",SBBP.tsv
right,1,119,"[33, 41, 43, 59, 64, 71, 90, 94, 96, 98, 100, 104, 108, 112, 119, 135, 158, 180, 181, 208, 221, 232, 242, 248, 262, 280, 290, 298, 328, 332, 334, 343, 345, 354, 358, 360]",SBBP.tsv
from,1,121,"[1, 25, 40, 55, 121, 201, 219, 221, 225, 233, 247]",SBBP.tsv
it,1,121,"[2, 20, 25, 30, 32, 40, 42, 44, 46, 54, 55, 56, 67, 111, 121, 122, 126, 132, 143, 145, 148, 159, 162, 166, 168, 171, 174, 175, 177, 183, 201, 203, 205, 217, 226, 227, 228, 230, 231, 259, 263, 267, 279, 289, 294, 297, 311, 313, 321, 340, 347, 349, 355, 364, 365, 367]",SBBP.tsv
be it,2,121,"[55, 121, 122, 159, 217, 313, 355]",SBBP.tsv
here,1,121,"[36, 121, 126, 166, 181, 201, 243, 317, 322, 344]",SBBP.tsv
to,1,141,"[1, 3, 20, 26, 28, 29, 36, 50, 55, 75, 101, 122, 126, 132, 134, 141, 145, 156, 157, 160, 171, 175, 177, 181, 185, 195, 203, 205, 206, 227, 229, 231, 233, 235, 236, 251, 259, 265, 268, 273, 275, 282, 284, 286, 289, 301, 311, 314, 325, 337, 342, 344, 361]",SBBP.tsv
have,1,141,"[32, 36, 40, 42, 46, 61, 72, 122, 134, 141, 148, 150, 157, 166, 181, 185, 187, 205, 206, 226, 227, 229, 231, 273, 289, 301, 312, 322, 337, 349]",SBBP.tsv
have to,2,205,"[141, 205, 229, 231, 273, 289, 301, 337]",SBBP.tsv
when,1,149,"[13, 40, 126, 134, 149, 151, 168, 177, 179, 197, 222, 227, 251, 263, 268, 269, 275, 312]",SBBP.tsv
year,1,149,"[46, 126, 149, 150, 153, 164]",SBBP.tsv
about,1,149,"[22, 32, 54, 87, 149, 171, 220, 229, 251, 314, 315, 325, 358]",SBBP.tsv
talk,1,205,"[149, 205, 251, 268, 269, 282, 314, 315, 325]",SBBP.tsv
talk about,2,251,"[149, 251, 314, 315, 325]",SBBP.tsv
but,1,151,"[1, 7, 20, 40, 52, 54, 67, 75, 107, 114, 151, 157, 160, 166, 171, 205, 210, 227, 229, 233, 235, 269, 282, 295, 301, 306, 310, 311, 312, 333, 337, 340, 342]",SBBP.tsv
but when,2,227,"[151, 227]",SBBP.tsv
then,1,156,"[22, 46, 55, 61, 67, 109, 156, 157, 163, 174, 177, 183, 201, 289, 294, 317]",SBBP.tsv
