Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
and,1,7,"[0, 7, 10, 11, 22, 26, 35, 37, 39, 40, 52, 54, 59, 61, 67, 70, 75, 78, 84, 85, 90, 93, 97, 104, 114, 117, 118, 121, 128, 130, 134, 140, 157, 163, 185, 190, 193, 195, 197, 199, 207, 216, 219, 222, 227, 229, 232, 235, 241, 243, 245, 255, 256, 258, 260, 265, 266, 268, 286, 294, 304, 308, 311, 312, 315, 319, 320, 321, 325, 327, 329, 331, 364, 366, 374, 379, 398, 400, 405, 419, 423, 430, 447, 452, 455, 456, 457, 463, 466, 468, 469, 471, 475, 483, 485, 513, 514, 515, 518, 521, 524, 526, 528, 538, 542, 554, 576, 579, 581, 585, 586, 589, 599, 601, 603, 604, 611, 613, 615, 616, 618, 645, 650, 667, 676, 686, 698, 702, 703, 722, 725, 727, 754, 759, 761, 765]",SJA5.tsv
so,1,5,"[0, 2, 5, 15, 20, 26, 43, 48, 49, 54, 63, 78, 100, 101, 110, 111, 130, 138, 148, 150, 166, 178, 183, 185, 210, 223, 235, 243, 249, 253, 254, 284, 289, 352, 387, 399, 402, 418, 420, 423, 424, 435, 455, 461, 466, 485, 527, 528, 533, 567, 650, 655, 668, 680, 694, 696, 697, 700, 717]",SJA5.tsv
when,1,7,"[0, 5, 7, 33, 97, 119, 128, 138, 163, 165, 167, 172, 173, 175, 178, 179, 190, 256, 379, 398, 408, 410, 423, 469, 485, 542, 599, 700, 707, 709, 710]",SJA5.tsv
that,1,21,"[0, 21, 33, 37, 48, 69, 75, 79, 89, 128, 130, 134, 138, 165, 171, 172, 183, 205, 229, 235, 245, 292, 325, 333, 340, 351, 352, 360, 366, 372, 374, 379, 388, 400, 402, 413, 414, 423, 424, 425, 428, 437, 439, 441, 442, 447, 452, 454, 455, 470, 471, 478, 481, 482, 483, 485, 493, 496, 509, 513, 515, 526, 527, 544, 549, 571, 601, 615, 637, 645, 650, 654, 700, 701, 703, 704, 708, 731]",SJA5.tsv
you,1,33,"[0, 22, 33, 89, 90, 91, 92, 147, 185, 240, 242, 310, 312, 340, 351, 352, 363, 374, 379, 387, 394, 398, 400, 406, 410, 412, 414, 423, 424, 440, 455, 485, 489, 491, 493, 501, 506, 509, 513, 534, 537, 538, 539, 542, 546, 547, 548, 549, 554, 556, 558, 562, 568, 583, 585, 586, 594, 599, 604, 608, 610, 615, 617, 618, 619, 621, 622, 625, 626, 629, 644, 647, 649, 650, 654, 655, 659, 668, 671, 672, 674, 676, 681, 682, 683, 685, 693, 694, 696, 698, 704, 710, 717, 718, 731, 735, 739, 765, 767]",SJA5.tsv
with,1,33,"[0, 22, 33, 93, 104, 120, 268, 327, 374, 398, 455, 518, 554, 570, 686, 717]",SJA5.tsv
but,1,9,"[0, 9, 16, 36, 37, 63, 65, 89, 151, 154, 169, 215, 234, 245, 289, 290, 295, 319, 342, 374, 378, 379, 383, 391, 400, 401, 403, 410, 416, 435, 441, 452, 455, 481, 483, 490, 499, 501, 511, 515, 526, 527, 532, 539, 542, 549, 552, 574, 576, 586, 594, 605, 607, 629, 642, 652, 654, 655, 656, 657, 681, 683, 704, 739, 740, 765]",SJA5.tsv
she,1,7,"[0, 7, 35, 37, 40, 54, 61, 124, 128, 130, 138, 151, 165, 172, 173, 175, 177, 178, 180, 190, 193, 198, 199, 207, 208, 210, 211, 227, 231, 232, 233, 235, 237, 240, 242, 243, 256, 633]",SJA5.tsv
be,1,5,"[0, 2, 5, 7, 12, 16, 19, 21, 37, 40, 49, 60, 61, 66, 70, 80, 84, 85, 89, 94, 97, 104, 120, 130, 136, 138, 142, 143, 154, 155, 159, 163, 165, 166, 172, 178, 179, 190, 193, 199, 205, 207, 208, 210, 215, 216, 219, 223, 229, 231, 235, 245, 247, 249, 250, 253, 255, 256, 260, 265, 268, 278, 283, 284, 291, 292, 294, 299, 300, 302, 304, 306, 309, 311, 315, 320, 325, 327, 335, 339, 340, 342, 343, 345, 352, 356, 357, 364, 372, 379, 385, 388, 390, 394, 400, 402, 405, 420, 423, 424, 425, 426, 428, 434, 437, 439, 440, 441, 442, 445, 446, 447, 452, 454, 455, 456, 457, 461, 463, 466, 469, 476, 481, 483, 488, 489, 493, 499, 501, 518, 526, 527, 530, 532, 537, 539, 542, 547, 549, 552, 558, 583, 585, 586, 587, 599, 606, 613, 615, 616, 625, 626, 637, 645, 650, 654, 655, 668, 670, 677, 678, 694, 695, 696, 698, 700, 704, 707, 710, 717, 718, 719, 749, 765]",SJA5.tsv
and the,2,52,"[0, 52, 67, 78, 84, 130, 185, 245, 256, 405, 463, 485]",SJA5.tsv
