Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
it's,1,1,"[0, 1, 2, 6, 14, 16, 20, 43, 45, 51, 72, 80, 83, 146, 154, 155, 164, 176, 200, 210, 217, 228, 256, 277, 283, 290, 293, 331, 332, 347, 369, 377, 386, 401, 405, 482, 501, 550, 587, 627, 630, 646, 656, 661, 696, 704, 706, 717, 721, 723, 738, 751, 755, 763, 765, 823, 827, 828, 829, 831, 833, 849, 855, 857, 865, 872, 908, 922, 927, 930, 937, 943, 954, 956, 958, 963, 970, 1098, 1105, 1109, 1116, 1119, 1153, 1197, 1279, 1291]",S7RA.tsv
oh,1,5,"[0, 5, 13, 27, 29, 31, 54, 66, 86, 94, 95, 96, 97, 118, 126, 128, 151, 153, 163, 189, 192, 195, 227, 240, 287, 293, 294, 318, 358, 382, 388, 437, 458, 515, 517, 524, 528, 598, 607, 617, 623, 624, 633, 635, 637, 650, 652, 665, 686, 706, 709, 725, 729, 754, 760, 773, 779, 805, 806, 821, 833, 841, 842, 848, 856, 863, 888, 895, 898, 907, 909, 923, 939, 941, 945, 949, 951, 956, 960, 973, 997, 1008, 1014, 1070, 1072, 1090, 1101, 1144, 1171, 1172, 1173, 1174, 1180, 1188, 1208, 1209, 1219]",S7RA.tsv
well,1,21,"[0, 16, 21, 26, 35, 47, 53, 78, 108, 109, 113, 115, 117, 133, 148, 216, 217, 241, 256, 258, 273, 274, 317, 321, 350, 352, 357, 358, 360, 361, 380, 387, 388, 401, 443, 445, 465, 480, 508, 517, 540, 586, 608, 612, 616, 622, 629, 643, 646, 669, 674, 675, 681, 687, 696, 700, 703, 704, 707, 709, 728, 737, 739, 741, 750, 751, 760, 771, 776, 780, 786, 787, 788, 792, 798, 808, 811, 828, 836, 844, 850, 851, 868, 884, 903, 921, 928, 948, 968, 990, 1010, 1015, 1044, 1059, 1076, 1094, 1102, 1126, 1148, 1168, 1175, 1193, 1216, 1225, 1263, 1264, 1280, 1302]",S7RA.tsv
can't,1,21,"[0, 20, 21, 26, 35, 111, 134, 170, 171, 175, 207, 265, 312, 313, 315, 317, 350, 352, 367, 371, 373, 375, 400, 545, 547, 646, 849, 851, 901, 912, 1034, 1077, 1080, 1081, 1148, 1149, 1161, 1175, 1247]",S7RA.tsv
so,1,23,"[0, 16, 18, 23, 38, 49, 53, 59, 65, 76, 88, 101, 107, 108, 117, 121, 124, 140, 158, 168, 206, 214, 250, 254, 256, 262, 288, 302, 303, 305, 313, 335, 350, 354, 358, 369, 375, 382, 392, 420, 425, 447, 449, 464, 490, 498, 508, 512, 513, 523, 530, 557, 565, 592, 601, 607, 610, 635, 648, 706, 728, 741, 767, 770, 771, 776, 782, 786, 788, 807, 817, 821, 823, 825, 830, 838, 861, 863, 885, 906, 912, 915, 924, 937, 943, 948, 949, 956, 985, 987, 989, 1027, 1056, 1058, 1060, 1071, 1101, 1109, 1169, 1227]",S7RA.tsv
it,1,23,"[0, 2, 4, 6, 11, 23, 24, 26, 28, 30, 33, 43, 45, 47, 52, 61, 65, 72, 80, 84, 92, 98, 101, 103, 111, 112, 121, 124, 126, 134, 136, 142, 144, 148, 154, 158, 168, 192, 193, 207, 212, 214, 219, 220, 222, 224, 228, 237, 239, 249, 252, 255, 256, 258, 260, 262, 265, 268, 269, 270, 290, 302, 313, 316, 325, 336, 339, 340, 341, 347, 350, 352, 357, 358, 365, 371, 373, 375, 377, 382, 384, 390, 397, 399, 401, 417, 423, 429, 430, 454, 457, 462, 463, 466, 471, 473, 478, 479, 484, 486, 488, 490, 496, 502, 504, 508, 510, 517, 519, 525, 548, 555, 565, 571, 574, 576, 578, 594, 596, 607, 610, 612, 615, 616, 618, 622, 626, 627, 630, 631, 633, 646, 659, 674, 683, 714, 715, 722, 743, 747, 751, 758, 760, 763, 765, 767, 770, 772, 774, 776, 780, 788, 790, 792, 829, 833, 834, 836, 838, 840, 843, 849, 851, 861, 867, 875, 889, 892, 899, 908, 927, 929, 930, 948, 956, 960, 963, 979, 986, 987, 1010, 1025, 1027, 1038, 1039, 1040, 1042, 1044, 1054, 1060, 1062, 1089, 1094, 1101, 1109, 1110, 1116, 1137, 1138, 1144, 1159, 1188, 1190, 1204, 1206, 1218, 1219, 1225, 1227, 1233, 1260, 1262, 1272, 1280, 1291, 1312, 1315, 1317]",S7RA.tsv
the,1,34,"[0, 2, 4, 6, 11, 12, 14, 16, 18, 34, 43, 45, 47, 49, 51, 61, 63, 65, 72, 74, 76, 84, 96, 98, 121, 124, 126, 128, 134, 140, 142, 148, 149, 154, 158, 179, 192, 198, 200, 205, 210, 212, 215, 224, 226, 228, 231, 233, 235, 239, 249, 251, 252, 258, 262, 265, 269, 270, 277, 280, 283, 288, 290, 293, 313, 318, 331, 335, 340, 341, 343, 347, 350, 356, 357, 361, 363, 365, 375, 377, 379, 382, 390, 400, 401, 404, 410, 414, 420, 425, 434, 436, 438, 443, 445, 447, 449, 452, 456, 458, 466, 469, 471, 473, 476, 479, 484, 486, 488, 490, 492, 493, 502, 504, 506, 508, 512, 514, 521, 522, 524, 526, 529, 551, 553, 555, 563, 569, 576, 577, 578, 579, 583, 586, 590, 596, 598, 601, 607, 610, 622, 625, 630, 631, 643, 646, 648, 650, 652, 659, 663, 675, 676, 683, 686, 700, 709, 729, 731, 734, 751, 755, 756, 760, 765, 767, 770, 774, 776, 791, 795, 798, 813, 819, 829, 833, 838, 840, 853, 855, 857, 873, 878, 880, 885, 889, 897, 899, 901, 904, 908, 912, 913, 914, 918, 919, 937, 938, 944, 946, 948, 949, 954, 956, 960, 974, 976, 982, 984, 996, 1005, 1007, 1010, 1013, 1018, 1021, 1023, 1025, 1027, 1034, 1035, 1046, 1054, 1062, 1066, 1069, 1076, 1077, 1087, 1094, 1101, 1105, 1107, 1111, 1116, 1129, 1137, 1139, 1169, 1170, 1171, 1178, 1182, 1185, 1188, 1197, 1204, 1206, 1235, 1236, 1238, 1246, 1249, 1260, 1262, 1263, 1266, 1271, 1274, 1275, 1279, 1288, 1290, 1320]",S7RA.tsv
be,1,34,"[0, 4, 11, 26, 34, 41, 42, 43, 44, 47, 51, 52, 63, 72, 74, 76, 78, 80, 84, 91, 96, 101, 108, 123, 124, 142, 151, 154, 158, 165, 168, 173, 174, 198, 200, 201, 209, 210, 212, 222, 224, 239, 243, 250, 254, 265, 268, 269, 270, 277, 280, 288, 290, 302, 305, 313, 316, 347, 350, 361, 363, 365, 370, 377, 379, 382, 387, 397, 399, 401, 414, 417, 422, 425, 427, 429, 434, 439, 443, 445, 447, 457, 473, 479, 481, 484, 490, 499, 502, 505, 526, 538, 548, 553, 555, 567, 569, 592, 594, 596, 598, 601, 605, 607, 615, 616, 622, 625, 629, 630, 631, 633, 646, 649, 659, 663, 666, 669, 673, 674, 677, 690, 702, 706, 707, 709, 714, 715, 722, 728, 731, 743, 747, 748, 751, 756, 760, 763, 765, 767, 771, 772, 776, 780, 792, 801, 802, 803, 818, 819, 820, 833, 836, 840, 849, 851, 853, 863, 867, 874, 875, 876, 878, 879, 894, 897, 899, 905, 908, 915, 925, 929, 930, 948, 956, 963, 964, 968, 996, 1002, 1010, 1013, 1014, 1025, 1027, 1038, 1039, 1041, 1042, 1046, 1054, 1058, 1060, 1062, 1077, 1090, 1094, 1097, 1102, 1110, 1116, 1144, 1147, 1183, 1191, 1197, 1204, 1208, 1210, 1220, 1222, 1227, 1229, 1235, 1238, 1245, 1249, 1257, 1260, 1279, 1280, 1287, 1291, 1301]",S7RA.tsv
that,1,41,"[0, 2, 6, 16, 26, 35, 38, 41, 42, 43, 49, 53, 72, 76, 83, 91, 101, 123, 126, 140, 142, 156, 159, 166, 168, 172, 189, 200, 209, 212, 224, 228, 239, 242, 243, 244, 247, 254, 256, 260, 265, 268, 269, 270, 273, 280, 302, 329, 341, 357, 363, 370, 380, 382, 386, 394, 397, 401, 402, 410, 417, 425, 431, 434, 436, 438, 439, 447, 456, 460, 471, 473, 484, 486, 488, 505, 514, 530, 538, 551, 555, 557, 559, 567, 569, 571, 576, 594, 598, 605, 615, 639, 646, 649, 659, 661, 665, 674, 676, 689, 700, 709, 722, 728, 736, 751, 760, 767, 776, 787, 791, 818, 821, 833, 836, 838, 840, 901, 904, 912, 925, 932, 946, 971, 977, 985, 988, 1014, 1017, 1025, 1027, 1030, 1058, 1076, 1094, 1101, 1109, 1147, 1148, 1149, 1156, 1174, 1188, 1190, 1191, 1208, 1211, 1247, 1252, 1254, 1269, 1280, 1309, 1320]",S7RA.tsv
it be,2,52,"[0, 52, 302, 417, 429, 473, 555, 674, 715, 722, 751, 760, 765, 772, 780, 792, 833, 849, 867, 899, 908, 929, 930, 1010, 1042, 1060, 1062, 1110, 1280, 1291]",S7RA.tsv
i,1,66,"[0, 2, 6, 11, 16, 18, 20, 26, 28, 35, 43, 45, 47, 49, 53, 59, 61, 66, 76, 78, 80, 98, 99, 101, 109, 112, 113, 123, 124, 126, 134, 140, 142, 148, 152, 156, 158, 168, 170, 193, 197, 198, 200, 202, 219, 224, 231, 254, 255, 260, 262, 272, 273, 276, 280, 283, 288, 290, 302, 309, 313, 343, 350, 352, 354, 358, 361, 363, 377, 382, 387, 388, 390, 397, 401, 404, 408, 417, 437, 445, 454, 494, 519, 537, 551, 555, 567, 586, 590, 598, 607, 616, 618, 630, 631, 632, 639, 641, 643, 645, 652, 654, 656, 659, 669, 674, 686, 687, 688, 689, 696, 702, 703, 713, 715, 720, 728, 741, 746, 751, 754, 756, 767, 770, 774, 776, 788, 790, 801, 804, 813, 815, 817, 823, 829, 833, 836, 838, 842, 848, 849, 853, 855, 856, 861, 863, 874, 899, 901, 907, 912, 924, 925, 930, 932, 939, 942, 946, 948, 954, 969, 972, 974, 978, 979, 980, 988, 992, 996, 1017, 1025, 1027, 1031, 1044, 1071, 1072, 1077, 1079, 1081, 1084, 1086, 1090, 1092, 1094, 1097, 1101, 1104, 1105, 1116, 1119, 1132, 1147, 1156, 1161, 1172, 1194, 1195, 1197, 1200, 1210, 1211, 1214, 1218, 1220, 1224, 1227, 1252, 1254, 1318, 1320]",S7RA.tsv
i know,2,112,"[0, 112, 156, 494, 688, 702, 770, 874, 974, 992, 1119]",S7RA.tsv
down,1,112,"[0, 6, 53, 112, 121, 168, 185, 341, 390, 401, 471, 586, 607, 650, 652, 751, 1111, 1197, 1262, 1264, 1269]",S7RA.tsv
in,1,93,"[0, 4, 11, 14, 18, 28, 51, 93, 121, 134, 148, 149, 198, 200, 210, 212, 214, 222, 239, 244, 248, 255, 256, 268, 277, 283, 288, 293, 332, 335, 343, 352, 357, 365, 367, 375, 377, 382, 392, 394, 443, 449, 452, 462, 469, 481, 512, 515, 526, 537, 540, 573, 579, 586, 590, 594, 596, 598, 601, 607, 610, 612, 630, 646, 649, 652, 661, 669, 674, 696, 702, 728, 738, 741, 765, 767, 770, 776, 780, 790, 823, 827, 833, 863, 876, 878, 880, 885, 889, 897, 908, 918, 942, 944, 949, 954, 960, 971, 972, 984, 1027, 1038, 1054, 1062, 1076, 1101, 1111, 1119, 1196, 1204, 1222, 1238, 1247, 1254, 1257, 1274]",S7RA.tsv
use,1,159,"[0, 16, 53, 123, 142, 159, 375, 388, 496, 508, 565, 579, 583, 586, 590, 696, 853, 873]",S7RA.tsv
know,1,193,"[0, 12, 26, 28, 94, 112, 156, 193, 242, 244, 290, 311, 321, 352, 388, 401, 413, 438, 439, 442, 494, 496, 512, 521, 530, 550, 555, 571, 598, 605, 607, 610, 618, 632, 677, 688, 696, 699, 700, 702, 706, 709, 741, 746, 770, 772, 874, 878, 930, 954, 974, 992, 1017, 1096, 1104, 1119, 1138, 1172, 1192, 1210, 1211, 1218, 1245]",S7RA.tsv
well i,2,387,"[0, 26, 35, 113, 350, 361, 387, 401, 586, 669, 703, 741, 1094]",S7RA.tsv
know it's,2,550,"[0, 550]",S7RA.tsv
use it,2,565,"[0, 142, 496, 508, 565]",S7RA.tsv
here,1,631,"[0, 590, 598, 607, 631, 904, 1102, 1104]",S7RA.tsv
water,1,1204,"[0, 1204]",S7RA.tsv
it's a new one,4,2,"[1, 2, 6]",S7RA.tsv
a new,2,2,"[1, 2, 1284]",S7RA.tsv
one,1,2,"[1, 2, 4, 6, 9, 11, 26, 38, 99, 113, 142, 144, 190, 239, 254, 269, 280, 290, 303, 309, 311, 401, 404, 434, 438, 456, 469, 471, 486, 488, 496, 519, 594, 598, 605, 625, 659, 700, 751, 760, 770, 776, 780, 833, 844, 855, 857, 876, 897, 898, 899, 956, 982, 984, 1014, 1028, 1032, 1137, 1143, 1218, 1242, 1283, 1284]",S7RA.tsv
a,1,2,"[1, 2, 6, 9, 10, 14, 26, 30, 41, 43, 47, 53, 61, 68, 78, 80, 96, 105, 112, 113, 117, 121, 123, 134, 140, 144, 148, 150, 154, 155, 168, 176, 198, 202, 212, 214, 215, 233, 239, 244, 246, 253, 255, 256, 258, 262, 268, 279, 288, 290, 293, 302, 303, 307, 311, 313, 332, 347, 352, 357, 365, 369, 373, 375, 377, 382, 384, 387, 388, 392, 397, 400, 417, 423, 438, 442, 443, 447, 452, 458, 466, 473, 484, 486, 488, 494, 519, 537, 569, 573, 579, 583, 586, 590, 594, 596, 598, 615, 616, 634, 639, 641, 643, 646, 665, 669, 674, 679, 692, 696, 699, 707, 709, 718, 724, 727, 736, 745, 747, 751, 753, 754, 760, 765, 767, 774, 776, 780, 788, 796, 801, 804, 807, 808, 809, 823, 829, 831, 833, 844, 849, 851, 855, 863, 873, 878, 897, 899, 906, 925, 939, 940, 946, 954, 968, 970, 1010, 1015, 1025, 1027, 1044, 1053, 1054, 1060, 1066, 1068, 1069, 1094, 1138, 1149, 1190, 1197, 1214, 1224, 1231, 1239, 1240, 1245, 1252, 1254, 1257, 1263, 1284, 1286, 1291, 1292, 1300, 1304]",S7RA.tsv
of,1,10,"[2, 10, 21, 26, 49, 51, 53, 78, 112, 117, 121, 134, 144, 148, 165, 168, 202, 205, 212, 235, 255, 258, 274, 277, 288, 290, 302, 307, 311, 313, 340, 347, 348, 375, 390, 397, 400, 401, 404, 406, 425, 431, 434, 438, 442, 445, 456, 458, 469, 479, 537, 559, 594, 596, 601, 603, 616, 622, 635, 638, 646, 649, 682, 696, 703, 754, 765, 770, 776, 804, 833, 869, 872, 873, 876, 885, 887, 889, 894, 904, 932, 936, 963, 976, 994, 1012, 1027, 1028, 1060, 1094, 1101, 1124, 1143, 1171, 1188, 1197, 1220]",S7RA.tsv
