Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
run,1,1,"[0, 1, 3]",SJEM.tsv
it,1,1,"[0, 1, 3, 4, 8, 19, 20, 24, 40, 44, 46, 47, 48, 49, 54, 56, 58, 60, 78, 80, 82, 84, 92, 94, 95, 96, 98, 101, 113, 120, 133, 134, 138, 139, 140, 144, 145, 148, 149, 161, 165, 182, 186, 203, 206, 213, 214, 222, 224, 228, 242, 246, 250, 254, 255, 256]",SJEM.tsv
in,1,5,"[0, 5, 12, 31, 44, 48, 54, 56, 60, 82, 94, 113, 120, 156, 186, 189, 194, 197, 210, 216, 218, 253, 256, 257]",SJEM.tsv
like,1,11,"[0, 11, 83, 234, 236, 238, 240]",SJEM.tsv
have,1,22,"[0, 22, 45, 50, 78, 103, 108, 119, 127, 131, 145, 151, 173, 174, 175, 198, 200, 207, 224]",SJEM.tsv
too,1,10,"[0, 4, 10, 38, 40]",SJEM.tsv
time,1,45,"[0, 3, 24, 45, 47, 81, 92, 94, 101, 126, 127, 144, 182, 197, 222]",SJEM.tsv
twenty,1,149,"[0, 149, 152]",SJEM.tsv
the,1,3,"[1, 3, 9, 17, 19, 22, 24, 31, 43, 44, 49, 51, 52, 53, 54, 55, 63, 75, 77, 81, 87, 91, 92, 94, 95, 98, 102, 119, 126, 133, 144, 156, 159, 171, 176, 188, 192, 202, 203, 207, 209, 214, 216, 236, 238, 241, 243, 250]",SJEM.tsv
all,1,12,"[3, 9, 12, 24, 44, 55, 102, 119, 159, 193, 236]",SJEM.tsv
all the,2,55,"[3, 9, 24, 55, 102, 236]",SJEM.tsv
up,1,54,"[9, 54, 58, 73, 161]",SJEM.tsv
do you,2,13,"[1, 13, 15, 26, 67, 103, 141, 201]",SJEM.tsv
you,1,13,"[1, 13, 15, 17, 19, 20, 22, 26, 31, 34, 41, 43, 44, 45, 51, 53, 54, 63, 67, 68, 69, 70, 81, 92, 93, 95, 102, 103, 119, 122, 123, 141, 144, 147, 149, 162, 173, 175, 180, 186, 188, 190, 194, 198, 200, 201, 205, 207, 221, 234, 235, 236, 240, 242, 249, 253, 256]",SJEM.tsv
no,1,14,"[13, 14, 15, 16, 37, 42, 49, 58, 64, 68, 85, 89, 115, 123, 129, 161, 164, 173, 183, 184, 188, 206, 208, 212, 217, 232, 240, 242, 251]",SJEM.tsv
do,1,4,"[1, 4, 13, 15, 23, 24, 25, 26, 28, 30, 45, 46, 48, 49, 52, 53, 67, 103, 108, 123, 124, 131, 134, 141, 161, 165, 166, 168, 176, 180, 186, 194, 201, 202, 213, 231, 236, 238, 247, 250]",SJEM.tsv
know,1,35,"[15, 17, 35, 43, 92, 122, 188, 211, 231, 234, 236, 240, 246, 247, 248, 249, 250, 253]",SJEM.tsv
you know,2,43,"[15, 17, 43, 122, 234, 236]",SJEM.tsv
about,1,44,"[15, 44, 91, 148, 226, 236, 242, 246]",SJEM.tsv
anything,1,144,"[15, 144]",SJEM.tsv
and,1,17,"[1, 17, 43, 48, 54, 65, 84, 93, 94, 95, 110, 120, 131, 134, 135, 151, 173, 186, 194, 236, 238, 240, 253, 257]",SJEM.tsv
to me,2,17,"[11, 17, 246]",SJEM.tsv
to,1,17,"[4, 11, 17, 19, 28, 30, 45, 54, 58, 75, 92, 108, 123, 131, 134, 145, 161, 165, 166, 209, 238, 241, 246]",SJEM.tsv
then,1,18,"[17, 18, 84, 113, 196, 198, 227]",SJEM.tsv
me,1,31,"[11, 17, 31, 44, 86, 93, 160, 235, 246]",SJEM.tsv
what,1,33,"[17, 33, 35, 53, 71, 82, 91, 135, 141, 182, 233, 238, 240, 242, 246, 250]",SJEM.tsv
well,1,51,"[17, 51, 52, 54, 56, 68, 76, 91, 124, 134, 140, 145, 176, 183, 195, 253]",SJEM.tsv
well you,2,253,"[17, 253]",SJEM.tsv
i,1,21,"[14, 16, 21, 22, 24, 28, 31, 35, 37, 44, 74, 78, 82, 84, 92, 94, 105, 108, 119, 126, 132, 134, 138, 140, 141, 145, 151, 166, 168, 174, 187, 192, 195, 202, 225, 237, 240, 241, 242, 247, 249, 250, 251, 252]",SJEM.tsv
your,1,21,"[4, 21, 32, 34, 36, 41, 43, 45, 54, 62, 75, 111, 133, 135, 169, 192, 194, 196, 198, 221, 235, 240, 245]",SJEM.tsv
yeah,1,24,"[6, 10, 20, 23, 24, 27, 66, 76, 77, 79, 88, 90, 93, 94, 97, 106, 107, 114, 118, 120, 121, 125, 128, 130, 132, 136, 138, 146, 150, 153, 157, 158, 160, 163, 167, 170, 172, 174, 181, 183, 188, 190, 196, 199, 204, 208, 216, 223, 238, 240]",SJEM.tsv
do it,2,49,"[24, 46, 49, 186, 213]",SJEM.tsv
push,1,35,"[32, 34, 35]",SJEM.tsv
luck,1,35,"[32, 34, 35, 91, 173, 174, 180]",SJEM.tsv
don't,1,34,"[14, 16, 34, 35, 50, 97, 166, 168, 180, 211, 231, 253]",SJEM.tsv
don't you,2,180,"[34, 180, 253]",SJEM.tsv
get,1,36,"[1, 4, 19, 28, 36, 41, 48, 52, 54, 74, 75, 113, 119, 122, 140, 149, 183, 184, 189, 192, 194, 196, 198, 221, 222]",SJEM.tsv
get your lottery,3,41,"[36, 41]",SJEM.tsv
your lottery,2,45,"[36, 45]",SJEM.tsv
lottery,1,133,"[36, 133, 144, 165, 188]",SJEM.tsv
get your,2,192,"[36, 192, 196, 198, 221]",SJEM.tsv
be,1,12,"[10, 12, 31, 39, 40, 44, 49, 53, 54, 56, 60, 71, 75, 83, 91, 92, 102, 111, 123, 137, 144, 145, 146, 148, 160, 161, 165, 169, 171, 173, 182, 188, 193, 207, 209, 216, 224, 236, 237, 238, 240, 241, 242, 246, 249, 250, 255, 256]",SJEM.tsv
too late,2,39,"[38, 39, 40]",SJEM.tsv
seven,1,39,"[38, 39]",SJEM.tsv
we,1,46,"[19, 44, 46, 48, 92, 222]",SJEM.tsv
five,1,149,"[50, 149, 152, 183]",SJEM.tsv
minutes,1,184,"[50, 183, 184]",SJEM.tsv
not,1,110,"[81, 110, 142, 143, 144, 164, 173, 188, 190, 214, 227, 256]",SJEM.tsv
why,1,133,"[44, 133, 142, 143, 144, 161, 173]",SJEM.tsv
why not,2,143,"[142, 143, 144]",SJEM.tsv
a,1,148,"[10, 22, 31, 51, 54, 65, 75, 84, 101, 104, 105, 115, 120, 145, 148, 151, 152, 165, 203, 226, 249, 253]",SJEM.tsv
year,1,148,"[92, 96, 148, 156]",SJEM.tsv
weren't,1,169,"[148, 169]",SJEM.tsv
it be,2,148,"[60, 148, 224, 242, 246, 250, 255, 256]",SJEM.tsv
mm,1,177,"[1, 59, 177, 191]",SJEM.tsv
you've get,2,183,"[28, 119, 183]",SJEM.tsv
you've,1,183,"[175, 183, 192]",SJEM.tsv
no you've get,3,184,"[183, 184]",SJEM.tsv
four minutes,2,185,"[184, 185]",SJEM.tsv
my,1,189,"[35, 43, 51, 84, 94, 180, 182, 184, 189, 190, 240, 248]",SJEM.tsv
lucky dip,2,192,"[189, 192, 198]",SJEM.tsv
