Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
be,1,1,"[0, 1, 2, 3, 12, 14, 18, 19, 20, 21, 34, 42, 57, 65, 71, 73, 91, 92, 93, 95, 97, 103, 105, 106, 118, 119, 121, 122, 124, 128, 140, 144, 145, 147, 148, 149, 150, 151, 157, 159, 161, 162, 163, 164, 165, 166, 167, 168, 171, 173, 180, 181, 189, 191, 192, 208, 210, 215, 217, 219, 222, 224, 234, 235, 236, 237, 254, 257, 258, 259, 265, 267, 273, 274, 276]",S6AZ.tsv
me,1,3,"[0, 3, 6, 26, 95, 103, 156, 217, 219, 221, 222, 273]",S6AZ.tsv
you,1,26,"[0, 6, 14, 23, 26, 28, 30, 80, 83, 126, 129, 130, 136, 138, 140, 155, 187, 197, 201, 205, 208, 213, 217, 219, 228, 232, 234, 236, 238, 242, 249, 250, 256, 257, 261, 265, 266, 269, 273, 276, 277, 281, 282, 284, 292, 293, 295, 297]",S6AZ.tsv
with,1,28,"[0, 28, 58, 106, 164, 180, 181, 222, 224, 232, 270, 273, 292]",S6AZ.tsv
tell,1,38,"[0, 33, 38, 54, 55, 126, 257, 261]",S6AZ.tsv
just,1,19,"[0, 12, 14, 19, 40, 97, 156, 163, 165, 167, 174, 181, 215, 217, 219, 222, 254, 270, 274]",S6AZ.tsv
do,1,76,"[0, 14, 16, 37, 73, 76, 79, 83, 91, 103, 106, 140, 163, 167, 177, 185, 195, 200, 213, 217, 219, 224, 251, 254, 263, 265, 266, 281, 284, 285, 288, 293, 296]",S6AZ.tsv
what,1,42,"[0, 42, 87, 158, 166, 193, 213, 234, 235, 258, 276, 281, 284, 285]",S6AZ.tsv
you be,2,276,"[0, 208, 217, 219, 265, 276]",S6AZ.tsv
oh,1,34,"[4, 21, 27, 29, 31, 34, 35, 49, 69, 92, 93, 118, 140, 146, 178, 199, 217, 219, 239, 249, 254, 260, 267, 274, 275]",S6AZ.tsv
a,1,6,"[1, 3, 6, 12, 14, 16, 21, 26, 30, 36, 47, 53, 57, 60, 65, 73, 78, 83, 87, 90, 91, 95, 97, 103, 128, 140, 144, 145, 161, 163, 166, 168, 171, 179, 180, 187, 205, 208, 217, 227, 231, 232, 245, 246, 265, 266, 271, 272, 273, 277, 278, 292, 293, 294, 295, 296]",S6AZ.tsv
but,1,11,"[6, 11, 12, 14, 16, 19, 37, 75, 76, 80, 81, 91, 95, 97, 101, 111, 124, 125, 145, 149, 151, 163, 164, 165, 175, 181, 189, 195, 200, 241]",S6AZ.tsv
on,1,13,"[6, 13, 26, 55, 62, 83, 103, 106, 155, 156, 164, 165, 217, 221, 222, 231, 237, 255, 261, 265, 291]",S6AZ.tsv
i'm a celebrity,3,26,"[6, 26]",S6AZ.tsv
get me out,3,26,"[6, 26]",S6AZ.tsv
out,1,26,"[6, 26, 47, 60, 65, 95, 103, 113, 119, 122, 202, 203, 207]",S6AZ.tsv
of,1,40,"[6, 14, 40, 60, 65, 71, 73, 79, 83, 90, 91, 92, 95, 97, 103, 113, 114, 124, 131, 147, 149, 151, 165, 167, 187, 203, 208, 217, 221, 249, 255, 273, 293]",S6AZ.tsv
out of,2,60,"[6, 60, 65, 95, 103, 113, 203]",S6AZ.tsv
that,1,19,"[6, 14, 16, 18, 19, 21, 68, 71, 85, 92, 95, 97, 106, 119, 121, 126, 147, 149, 173, 177, 180, 181, 185, 195, 208, 213, 215, 217, 232, 241, 254, 257, 261, 265, 273, 274, 282, 292]",S6AZ.tsv
know,1,42,"[6, 14, 42, 84, 87, 97, 140, 163, 165, 174, 178, 190, 213, 217, 266, 281, 282, 284]",S6AZ.tsv
i'm,1,87,"[6, 26, 87, 95, 103, 129, 131, 156, 183, 196, 265, 266]",S6AZ.tsv
i'm a celebrity get me out of here,8,95,"[6, 95, 103]",S6AZ.tsv
get,1,94,"[6, 26, 65, 94, 95, 103, 107, 108, 163, 179, 195, 226, 227, 232, 245, 289, 292, 293]",S6AZ.tsv
you know,2,266,"[6, 14, 217, 266, 281, 282, 284]",S6AZ.tsv
and,1,8,"[3, 8, 9, 10, 13, 14, 25, 26, 28, 30, 40, 47, 50, 65, 79, 87, 95, 97, 99, 101, 103, 105, 113, 115, 117, 119, 147, 151, 153, 163, 164, 165, 167, 181, 207, 208, 210, 217, 219, 222, 224, 227, 245, 266, 273, 293]",S6AZ.tsv
they,1,11,"[8, 11, 12, 14, 18, 40, 47, 50, 92, 112, 113, 115, 151, 162, 163, 167, 192, 194]",S6AZ.tsv
eat,1,26,"[8, 12, 26, 28, 47, 103, 109, 113, 138, 208, 213, 215, 217]",S6AZ.tsv
don't,1,76,"[8, 14, 75, 76, 81, 120, 130, 134, 136, 156, 163, 165, 174, 208]",S6AZ.tsv
and spiders,2,10,"[9, 10, 207]",S6AZ.tsv
spiders,1,11,"[9, 10, 11, 40, 47, 91, 92, 113, 119, 124, 202, 207]",S6AZ.tsv
