Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
the,1,1,"[0, 1, 20, 31, 32, 36, 39, 41, 44, 45, 46, 47, 49, 55, 61, 64, 66, 81, 89, 91, 92, 105, 106, 108, 110, 111, 112, 114, 120, 124, 148, 150, 157, 158, 160, 163, 164, 165, 170, 176, 177, 178, 183, 203, 206, 246, 250]",S2GS.tsv
batteries,1,1,"[0, 1]",S2GS.tsv
of,1,15,"[0, 15, 26, 33, 39, 51, 59, 66, 77, 91, 93, 94, 95, 96, 111, 119, 120, 126, 136, 147, 178, 196, 234, 240]",S2GS.tsv
good,1,15,"[0, 15, 55, 114, 192, 200]",S2GS.tsv
it's,1,28,"[0, 4, 12, 14, 27, 28, 37, 51, 61, 67, 77, 94, 106, 110, 113, 114, 124, 132, 134, 135, 146, 151, 158, 162, 164, 165, 178, 182, 199, 200, 239]",S2GS.tsv
that's,1,38,"[0, 38, 55, 62, 76, 83, 96, 105, 124, 137, 206, 238]",S2GS.tsv
first,1,143,"[0, 143, 192]",S2GS.tsv
pretty,1,173,"[0, 173]",S2GS.tsv
that's the,2,206,"[0, 206]",S2GS.tsv
so,1,62,"[0, 14, 62, 160, 165, 172, 213]",S2GS.tsv
mm,1,117,"[2, 4, 27, 29, 33, 99, 117, 138, 142, 144, 210, 216, 222, 235]",S2GS.tsv
er,1,4,"[1, 4, 11, 41, 89, 143, 177, 178, 193, 203, 225]",S2GS.tsv
just,1,7,"[4, 7, 9, 10, 14, 22, 31, 38, 39, 55, 83, 91, 95, 99, 109, 110, 124, 134, 148, 162, 164, 165, 166, 177, 191, 192, 202, 219, 220, 232]",S2GS.tsv
no i,2,11,"[4, 11, 153, 217]",S2GS.tsv
but,1,11,"[4, 11, 12, 39, 55, 71, 95, 132, 133, 163, 165, 214, 220, 221]",S2GS.tsv
i,1,11,"[4, 8, 11, 14, 28, 41, 56, 57, 68, 71, 75, 78, 81, 90, 95, 108, 112, 113, 119, 122, 126, 153, 162, 178, 184, 193, 196, 202, 214, 217, 220, 221, 243]",S2GS.tsv
that,1,11,"[4, 8, 11, 15, 19, 20, 47, 49, 56, 62, 64, 66, 70, 86, 88, 91, 103, 106, 137, 143, 153, 164, 165, 173, 250]",S2GS.tsv
mean,1,76,"[4, 57, 75, 76, 109, 119]",S2GS.tsv
mean just,2,109,"[4, 109]",S2GS.tsv
no,1,139,"[4, 114, 139, 153, 170, 178, 216, 217, 218, 232]",S2GS.tsv
they're,1,119,"[4, 39, 114, 119, 136, 209]",S2GS.tsv
but i,2,221,"[4, 221]",S2GS.tsv
person,1,8,"[7, 8, 10]",S2GS.tsv
think,1,8,"[7, 8, 14, 28, 75, 113, 122, 126, 160, 162, 202, 220]",S2GS.tsv
i'm,1,8,"[7, 8, 10, 39, 91, 95, 213]",S2GS.tsv
small,1,8,"[7, 8]",S2GS.tsv
actually,1,13,"[8, 13, 14, 56, 61, 71, 92, 148]",S2GS.tsv
like,1,22,"[8, 12, 22, 25, 41, 56, 59, 61, 68, 75, 86, 91, 95, 106, 116, 119, 135, 147, 151, 164, 196, 197, 221]",S2GS.tsv
tiny,1,34,"[8, 34, 220]",S2GS.tsv
big,1,44,"[8, 44, 46]",S2GS.tsv
