Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
chocolate,1,1,"[0, 1, 4, 5, 19]",SXPW.tsv
have,1,26,"[0, 3, 17, 26, 28, 36, 45, 48, 62, 63, 66, 76, 81, 102, 105, 120, 133, 137, 162, 166, 169, 203, 205, 206, 222, 228, 249, 257, 288, 290, 296, 299, 301, 302, 329, 336, 338]",SXPW.tsv
free,1,4,"[0, 4, 5, 7, 8, 11, 15, 16, 18, 19, 95, 99, 107]",SXPW.tsv
some,1,89,"[0, 3, 5, 7, 89, 118, 135, 200, 208, 210, 215, 292, 297]",SXPW.tsv
she have,2,228,"[0, 3, 228]",SXPW.tsv
and,1,26,"[3, 5, 7, 26, 30, 32, 33, 40, 42, 56, 59, 61, 64, 66, 76, 79, 89, 97, 99, 101, 103, 111, 120, 121, 123, 125, 128, 133, 135, 146, 165, 171, 180, 181, 182, 183, 190, 200, 208, 211, 213, 218, 224, 251, 257, 261, 267, 268, 278, 292, 314, 317, 326, 327, 329, 331, 332, 333, 338, 346]",SXPW.tsv
to,1,8,"[3, 8, 20, 21, 22, 23, 26, 28, 36, 66, 69, 76, 79, 86, 87, 89, 92, 103, 107, 125, 126, 129, 130, 131, 135, 142, 143, 147, 152, 153, 161, 164, 168, 174, 175, 177, 178, 179, 186, 203, 205, 206, 208, 210, 221, 234, 236, 238, 240, 242, 244, 246, 252, 257, 268, 270, 281, 292, 299, 301, 302, 309, 310, 319, 329, 335, 336, 338, 343]",SXPW.tsv
i'm,1,81,"[3, 21, 23, 25, 81, 82, 85, 144, 164, 178, 208, 210, 244, 292, 310, 336]",SXPW.tsv
when,1,86,"[3, 77, 86, 103, 109, 135, 298, 300, 307, 309, 314, 317, 326]",SXPW.tsv
the,1,24,"[3, 5, 24, 26, 28, 35, 36, 44, 56, 57, 59, 61, 95, 97, 98, 103, 109, 120, 126, 135, 162, 171, 172, 175, 176, 178, 179, 196, 215, 219, 222, 230, 240, 245, 246, 249, 257, 259, 260, 267, 268, 270, 271, 272, 290, 292, 300, 303, 304, 305, 306, 310, 314, 317, 318, 326, 327, 336, 342, 344]",SXPW.tsv
want to,2,103,"[3, 103, 142, 161, 186, 234, 236, 238, 242, 338]",SXPW.tsv
want,1,74,"[3, 74, 76, 103, 142, 143, 161, 186, 221, 234, 236, 238, 242, 299, 301, 302, 306, 338]",SXPW.tsv
we,1,18,"[3, 5, 18, 80, 100, 101, 103, 112, 120, 121, 123, 128, 132, 133, 134, 135, 173, 195, 200, 220, 221, 223, 225, 240, 248, 254, 257, 260, 264]",SXPW.tsv
she,1,16,"[0, 3, 16, 228]",SXPW.tsv
it,1,26,"[5, 7, 26, 28, 32, 33, 36, 46, 55, 77, 79, 82, 87, 99, 100, 107, 109, 121, 123, 125, 133, 135, 153, 162, 164, 165, 171, 219, 246, 259, 275, 278, 281, 282, 283, 284, 285, 292, 294, 296, 298, 300, 312, 319, 322, 326, 330, 338, 342, 343, 346]",SXPW.tsv
can,1,29,"[5, 29, 76, 80, 81, 134, 135, 152, 187, 190, 191, 204, 240, 257, 264, 267, 278, 320]",SXPW.tsv
in,1,5,"[4, 5, 17, 26, 28, 43, 76, 95, 105, 111, 113, 121, 123, 164, 196, 240, 249, 259, 267, 270, 292, 310, 326]",SXPW.tsv
put,1,76,"[5, 76, 111, 121, 123, 292]",SXPW.tsv
can we,2,264,"[5, 264]",SXPW.tsv
