Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
do,1,5,"[0, 5, 6, 11, 14, 16, 17, 40, 47, 53, 56, 86, 102, 109, 115, 131, 133, 137, 143, 169, 170, 171, 176, 225, 227, 230, 257, 263, 265, 268, 272, 275, 280, 282, 295, 304, 310, 315]",S78E.tsv
the,1,18,"[0, 6, 8, 11, 14, 18, 19, 21, 23, 28, 31, 35, 53, 55, 64, 66, 73, 75, 78, 81, 89, 91, 92, 111, 115, 121, 125, 135, 136, 138, 140, 146, 157, 164, 174, 181, 182, 189, 191, 196, 201, 227, 230, 231, 234, 239, 240, 244, 250, 262, 274, 278, 282, 285, 289, 290, 297, 299, 308, 315, 317]",S78E.tsv
in,1,28,"[0, 28, 35, 37, 53, 57, 59, 63, 77, 93, 107, 111, 113, 147, 160, 164, 183, 185, 194, 195, 208, 215, 216, 230, 231, 274, 278, 285, 286, 292, 295, 297, 302, 312, 315]",S78E.tsv
to,1,30,"[0, 30, 33, 35, 37, 42, 45, 53, 75, 77, 78, 79, 81, 85, 89, 91, 92, 93, 95, 101, 104, 111, 115, 117, 140, 155, 157, 158, 161, 170, 176, 178, 187, 191, 201, 214, 218, 238, 240, 242, 252, 254, 261, 263, 279, 282, 285, 286, 297, 306, 308, 311]",S78E.tsv
get,1,40,"[0, 40, 44, 55, 64, 78, 92, 98, 109, 111, 128, 135, 159, 161, 195, 201, 213, 242, 261, 292, 297, 306]",S78E.tsv
so,1,44,"[0, 35, 44, 77, 87, 89, 93, 95, 121, 152, 166, 187, 218, 276]",S78E.tsv
you,1,44,"[0, 6, 31, 35, 37, 44, 53, 59, 61, 64, 79, 81, 85, 86, 87, 92, 102, 108, 121, 133, 135, 137, 142, 143, 144, 165, 166, 168, 169, 176, 189, 191, 201, 220, 225, 242, 244, 245, 263, 277, 282, 292, 297, 304, 306, 308, 313, 315]",S78E.tsv
to get,2,78,"[0, 78, 92, 242]",S78E.tsv
it,1,9,"[0, 9, 14, 16, 61, 63, 68, 73, 75, 77, 91, 95, 98, 99, 105, 109, 119, 120, 133, 135, 140, 149, 158, 171, 174, 176, 177, 178, 180, 185, 189, 192, 220, 227, 234, 237, 247, 248, 252, 253, 270, 273, 275, 276, 280, 282, 287, 289, 295, 297, 303, 318]",S78E.tsv
do it,2,16,"[0, 16, 171, 227, 280]",S78E.tsv
to the,2,240,"[0, 75, 111, 157, 191, 240, 282]",S78E.tsv
mm,1,34,"[2, 34, 54, 67, 80, 100, 110, 118, 120, 134, 144, 156, 162, 251, 288]",S78E.tsv
i,1,6,"[1, 3, 5, 6, 10, 22, 27, 37, 41, 44, 47, 56, 61, 69, 75, 102, 107, 109, 121, 125, 142, 160, 164, 168, 169, 170, 174, 175, 180, 203, 218, 229, 230, 244, 252, 254, 276, 284, 293, 297, 305, 309, 312, 315, 317, 318]",S78E.tsv
queue,1,6,"[5, 6]",S78E.tsv
back there,2,7,"[6, 7, 307]",S78E.tsv
yeah i,2,10,"[6, 10, 22, 47, 56, 69, 109, 169]",S78E.tsv
there,1,10,"[6, 7, 10, 18, 25, 27, 39, 62, 77, 81, 101, 115, 144, 160, 161, 163, 195, 201, 209, 239, 246, 248, 274, 277, 282, 292, 302, 307]",S78E.tsv
yeah,1,15,"[6, 8, 10, 11, 14, 15, 20, 22, 24, 25, 26, 30, 32, 36, 40, 43, 45, 47, 48, 50, 56, 58, 66, 69, 70, 72, 74, 75, 76, 88, 90, 93, 94, 95, 97, 101, 103, 109, 112, 115, 116, 126, 129, 132, 139, 148, 151, 153, 155, 158, 161, 169, 172, 184, 189, 193, 199, 201, 205, 210, 235, 255, 259, 283, 287, 291, 296, 314]",S78E.tsv
i mean,2,44,"[6, 37, 44, 61, 69, 102, 109, 125, 168, 315, 318]",S78E.tsv
right,1,44,"[6, 23, 44, 71, 140, 144, 145, 178, 183, 185, 191, 234]",S78E.tsv
go,1,46,"[6, 27, 33, 46, 75, 115, 138, 140, 147, 158, 164, 170, 176, 181, 194, 224, 238, 249, 266, 277, 278, 282, 285, 286, 292, 297, 308, 315, 316]",S78E.tsv
yeah i mean,3,69,"[6, 69]",S78E.tsv
end,1,18,"[8, 18, 53]",S78E.tsv
just,1,78,"[8, 68, 78, 79, 89, 91, 95, 99, 101, 109, 119, 126, 159, 194, 248, 264, 289, 295, 312, 318]",S78E.tsv
they,1,16,"[11, 16, 17, 19, 28, 33, 35, 36, 39, 40, 44, 45, 53, 55, 56, 69, 77, 79, 98, 102, 104, 106, 107, 109, 111, 123, 124, 125, 126, 130, 131, 133, 137, 138, 139, 161, 201, 203, 212, 213, 245, 292, 294, 295]",S78E.tsv
house,1,28,"[11, 14, 28, 35, 66, 68, 69, 73, 74, 75, 89, 92, 107, 126, 128, 133, 135]",S78E.tsv
have,1,38,"[11, 35, 38, 60, 85, 87, 91, 92, 121, 126, 135, 140, 182, 187, 195, 230, 244, 252, 306, 315]",S78E.tsv
or,1,92,"[11, 35, 91, 92, 96, 133, 142, 157, 174, 259, 271, 279, 282, 286, 289, 315]",S78E.tsv
that's,1,14,"[10, 14, 28, 51, 101, 139, 149, 152, 174, 176, 206, 257]",S78E.tsv
elderly,1,14,"[13, 14, 18, 19]",S78E.tsv
one,1,18,"[14, 18, 30, 42, 77, 126, 128, 154, 195, 224, 225, 260, 265, 286]",S78E.tsv
that,1,18,"[14, 18, 28, 47, 63, 66, 71, 79, 83, 89, 92, 111, 115, 126, 130, 133, 164, 198, 214, 227, 244, 250, 265, 270, 280, 285, 300, 305, 315, 316]",S78E.tsv
can,1,40,"[14, 40, 81, 121, 147, 238, 244, 295]",S78E.tsv
oh,1,44,"[14, 25, 29, 31, 33, 44, 71, 108, 121, 126, 155, 158, 159, 163, 169, 176, 183, 185, 197, 201, 218, 223, 233, 275, 285, 315, 318]",S78E.tsv
council,1,53,"[14, 33, 35, 53, 68, 69, 91, 107, 113]",S78E.tsv
here,1,57,"[14, 57, 207, 213, 254]",S78E.tsv
could,1,102,"[14, 35, 102, 125, 126, 135, 284]",S78E.tsv
isn't it,2,14,"[9, 14, 63, 99, 105, 120, 149, 158, 282, 287]",S78E.tsv
oh yeah,2,126,"[14, 25, 126, 155, 158, 169, 201]",S78E.tsv
out,1,78,"[14, 78, 130, 136, 146, 147, 161, 163, 191, 242, 247, 282, 298, 303, 306, 313]",S78E.tsv
for,1,19,"[5, 18, 19, 77, 79, 81, 106, 147, 155, 224, 227, 233, 270]",S78E.tsv
be,1,19,"[13, 18, 19, 25, 28, 37, 44, 46, 47, 53, 59, 62, 63, 68, 71, 75, 77, 79, 81, 83, 91, 92, 95, 101, 111, 120, 121, 133, 144, 145, 154, 155, 158, 161, 166, 174, 176, 177, 178, 179, 181, 185, 198, 203, 209, 212, 213, 215, 218, 220, 229, 234, 238, 242, 260, 261, 270, 271, 273, 274, 276, 278, 282, 289, 292, 293, 294, 300, 304, 311, 312, 317, 318]",S78E.tsv
for the elderly,3,19,"[18, 19]",S78E.tsv
at the end of,4,21,"[18, 21, 121, 315]",S78E.tsv
church green,2,21,"[18, 21]",S78E.tsv
of,1,30,"[18, 21, 30, 42, 47, 53, 55, 64, 69, 78, 86, 92, 119, 121, 133, 135, 136, 138, 140, 146, 160, 161, 174, 189, 195, 250, 253, 256, 257, 286, 297, 315]",S78E.tsv
the end,2,53,"[21, 53, 121, 315]",S78E.tsv
at the,2,92,"[18, 21, 91, 92, 121, 196, 250, 299, 315]",S78E.tsv
