Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
be,1,5,"[0, 5, 6, 9, 11, 12, 13, 17, 18, 20, 43, 44, 45, 63, 64, 77, 78, 89, 92, 101, 104, 105, 106, 107, 113, 115, 125, 127, 130, 131, 133, 134, 135, 136, 138, 140, 143, 146, 152, 159, 162, 164, 167, 170, 172, 177, 178, 192, 199, 206, 207, 209, 214, 216, 221, 226, 230, 231, 235, 238, 240, 241, 243, 253, 255, 258, 265, 268, 294, 300, 301, 303, 304, 318, 321, 330, 332, 336, 337, 339, 343, 348, 353, 356, 357, 363, 367, 368, 387, 396, 401, 402, 404, 406, 407, 409, 410, 417, 420, 422, 423, 429, 430, 432, 437, 439, 440, 441, 443, 444, 450, 452, 458, 461, 464, 465, 467, 469, 472, 479, 480, 483, 489, 491, 492, 504, 507, 511, 512, 513, 514, 515, 520, 522, 524, 530, 531, 532, 537, 543, 544, 553, 558, 560, 567, 568, 573, 575, 587, 591, 594, 596, 597, 599, 601, 605, 608, 610, 611, 614, 617, 618, 619, 622, 624, 626, 634, 635, 638, 639, 647, 648, 662, 672, 674, 679, 685, 701, 709, 715, 716, 720, 726, 729, 735, 746, 748, 750, 752, 753, 754, 755, 756, 761, 765, 767, 769, 780, 787, 788, 789]",SRX4.tsv
it,1,12,"[0, 6, 9, 12, 13, 17, 18, 20, 23, 24, 54, 66, 101, 104, 105, 107, 112, 113, 130, 133, 134, 135, 136, 138, 140, 143, 146, 156, 159, 164, 169, 180, 182, 192, 199, 206, 209, 212, 213, 221, 224, 226, 229, 230, 231, 240, 241, 245, 246, 248, 252, 253, 262, 265, 268, 278, 286, 299, 301, 302, 303, 306, 318, 321, 324, 351, 356, 357, 363, 393, 396, 406, 409, 410, 417, 448, 458, 465, 479, 483, 504, 519, 531, 560, 575, 597, 601, 610, 611, 613, 614, 624, 679, 685, 691, 701, 709, 715, 720, 724, 746, 748, 755, 761, 787]",SRX4.tsv
a,1,12,"[0, 6, 9, 12, 17, 18, 24, 49, 64, 75, 100, 113, 115, 144, 162, 166, 169, 172, 174, 176, 178, 189, 196, 199, 214, 226, 249, 259, 261, 262, 265, 278, 281, 289, 336, 353, 356, 358, 369, 371, 378, 386, 387, 390, 395, 403, 409, 410, 417, 420, 423, 426, 443, 446, 464, 465, 471, 480, 492, 519, 531, 532, 533, 534, 536, 539, 554, 556, 558, 560, 571, 573, 612, 613, 619, 642, 643, 644, 647, 648, 668, 672, 674, 691, 693, 712, 747, 761, 778, 800]",SRX4.tsv
good,1,16,"[0, 16, 19, 29, 86, 104, 105, 112, 113, 127, 146, 166, 193, 199, 343, 500, 546, 553, 560, 589, 610, 617, 623, 680, 700, 744, 747, 784]",SRX4.tsv
in,1,24,"[0, 6, 9, 24, 31, 38, 78, 115, 131, 172, 193, 214, 226, 235, 240, 247, 262, 286, 321, 336, 363, 401, 404, 410, 420, 437, 448, 450, 456, 465, 501, 523, 552, 569, 595, 619, 623, 665, 670, 692, 715, 724, 726, 739, 746, 748, 752, 756, 770]",SRX4.tsv
the,1,29,"[0, 6, 9, 27, 29, 31, 68, 69, 73, 104, 106, 113, 115, 133, 158, 162, 164, 178, 193, 197, 204, 209, 214, 216, 220, 222, 223, 225, 226, 228, 229, 231, 235, 240, 247, 262, 270, 299, 304, 316, 317, 326, 327, 328, 330, 332, 334, 363, 376, 381, 404, 409, 410, 412, 414, 417, 420, 429, 432, 434, 438, 444, 446, 448, 450, 456, 458, 464, 465, 467, 480, 483, 484, 485, 489, 492, 497, 504, 507, 509, 520, 522, 531, 532, 534, 540, 550, 567, 569, 578, 587, 593, 594, 597, 601, 613, 614, 615, 616, 618, 619, 623, 628, 631, 634, 635, 639, 647, 653, 655, 662, 668, 672, 675, 678, 680, 697, 711, 747, 748, 752, 755, 756, 757, 758, 761, 765, 775, 779, 783, 785, 787, 789, 791, 804]",SRX4.tsv
be a,2,18,"[0, 17, 18, 64, 113, 199, 336, 387, 443, 465, 480, 558, 619, 648, 672, 674, 761]",SRX4.tsv
er,1,64,"[0, 6, 64, 89, 162, 181, 240, 281, 282, 316, 324, 374, 386, 388, 428, 452, 460, 477, 480, 483, 484, 558, 571, 594, 647, 673, 748]",SRX4.tsv
it be,2,18,"[0, 6, 13, 17, 18, 20, 105, 107, 113, 130, 133, 134, 136, 138, 143, 146, 164, 192, 199, 206, 221, 226, 230, 231, 240, 241, 265, 268, 303, 357, 363, 409, 410, 417, 458, 465, 479, 504, 611, 614, 679, 685, 701, 715, 720, 748, 755]",SRX4.tsv
my,1,31,"[0, 13, 31, 140, 148, 197, 239, 240, 258, 282, 324, 433, 448, 452, 458, 460, 499, 522, 545, 576, 578, 584, 670, 746, 794, 796, 798]",SRX4.tsv
be good,2,343,"[0, 146, 343]",SRX4.tsv
how,1,120,"[0, 63, 104, 120, 152, 387, 393, 399, 573, 720, 726, 746, 765, 768]",SRX4.tsv
grumpy,1,5,"[4, 5, 6, 439, 441, 443]",SRX4.tsv
you,1,12,"[4, 6, 8, 9, 12, 33, 57, 59, 68, 70, 89, 152, 157, 162, 165, 180, 187, 214, 222, 246, 261, 268, 276, 281, 283, 285, 298, 299, 304, 328, 330, 348, 374, 378, 386, 387, 395, 396, 402, 406, 407, 409, 410, 413, 423, 425, 426, 432, 436, 456, 458, 465, 467, 477, 501, 506, 524, 531, 534, 542, 544, 558, 579, 615, 616, 628, 634, 642, 648, 651, 656, 657, 660, 663, 668, 682, 688, 690, 693, 697, 698, 699, 700, 705, 706, 707, 712, 724, 731, 737, 739, 742, 746, 748, 756, 775, 778, 780, 787, 791, 807]",SRX4.tsv
or,1,12,"[4, 12, 89, 214, 243, 270, 283, 448, 450, 507, 534, 558, 591, 619, 623, 676, 678, 748, 750]",SRX4.tsv
like,1,64,"[4, 6, 9, 11, 13, 64, 148, 162, 169, 175, 178, 184, 199, 201, 214, 218, 222, 226, 286, 296, 309, 318, 337, 339, 340, 367, 374, 396, 410, 412, 417, 426, 434, 444, 470, 472, 504, 534, 543, 558, 560, 571, 613, 619, 638, 641, 675, 687, 692, 700, 705, 710, 716, 718, 739, 748, 752, 753, 761, 765, 767, 769, 770, 779, 783, 787, 788]",SRX4.tsv
when,1,38,"[4, 38, 66, 89, 156, 162, 225, 240, 374, 386, 409, 444, 446, 489, 543, 560, 597, 648, 662, 756, 757]",SRX4.tsv
know,1,43,"[4, 6, 43, 44, 53, 162, 168, 178, 214, 268, 276, 298, 299, 312, 341, 378, 402, 404, 410, 425, 428, 430, 456, 458, 465, 467, 477, 542, 628, 634, 662, 668, 677, 699, 727, 732, 746, 755]",SRX4.tsv
and,1,31,"[4, 6, 8, 9, 13, 27, 31, 36, 38, 55, 89, 133, 144, 162, 164, 172, 188, 189, 194, 199, 206, 209, 213, 214, 216, 225, 226, 231, 232, 243, 259, 278, 282, 324, 330, 332, 372, 386, 395, 396, 402, 406, 409, 412, 420, 423, 425, 429, 435, 444, 446, 450, 452, 456, 457, 458, 461, 465, 467, 472, 480, 496, 498, 499, 504, 505, 519, 520, 522, 523, 532, 536, 537, 540, 556, 558, 560, 571, 574, 594, 596, 606, 612, 614, 615, 619, 623, 628, 648, 652, 666, 668, 670, 672, 680, 687, 693, 700, 702, 704, 705, 706, 707, 712, 725, 728, 736, 739, 745, 746, 747, 748, 752, 753, 756, 761, 765, 767, 769, 780, 783, 785, 787, 789, 794, 800, 804]",SRX4.tsv
you know,2,214,"[4, 6, 162, 214, 268, 276, 298, 299, 378, 410, 425, 456, 458, 465, 467, 477, 542, 628, 634, 668, 699, 746]",SRX4.tsv
make,1,305,"[4, 9, 53, 54, 206, 305, 396, 467, 724]",SRX4.tsv
