Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
yeah,1,5,"[0, 4, 5, 8, 10, 14, 16, 18, 22, 23, 25, 26, 27, 33, 34, 39, 41, 45, 54, 57, 61, 65, 68, 70, 73, 74, 75, 78, 79, 81, 82, 89, 91, 94, 99, 101, 103, 106, 107, 109, 113, 114, 118, 120, 125, 128, 131, 135, 137, 139, 142, 143, 147, 149, 154, 157, 161, 163, 164, 165, 168, 171, 173, 174, 180, 192, 199, 203, 212, 216, 220, 228, 229, 230, 231, 232, 234, 236, 240, 241, 245, 248, 256, 260, 262, 264, 266, 268, 271, 272, 287, 292, 302, 368, 370, 372, 376, 380, 381, 383, 394, 403, 406, 407, 410, 429, 431, 433, 435, 437, 439, 441, 450, 452, 458, 460, 461, 462, 467, 470, 471, 475, 478, 481, 482, 485, 486, 487, 488, 489, 497, 498, 501, 508, 510, 512, 517, 520, 522, 530, 531, 533, 540, 544, 549, 552, 554, 556, 558, 560, 563, 570, 572, 573, 575, 578, 582, 584, 586, 588, 589, 590, 595, 598, 604, 606, 607, 623, 626, 631, 635, 647, 649, 658, 659, 662, 664, 667, 669, 673, 687, 700, 702, 703, 704, 705, 709, 714, 718, 719, 723, 727, 731, 733, 734, 738, 747, 751, 755, 757, 761, 763, 764, 765, 766, 770, 774, 776, 780, 782, 783, 784, 790, 792, 793, 797, 809, 810, 815, 817, 820, 824, 826, 828, 835, 836, 838, 841, 860, 861, 863, 864, 866, 868, 887, 888, 889, 891, 893, 894, 898, 899, 901, 903, 907, 908, 913, 928, 934, 936, 939, 941, 946, 953, 954, 957, 959, 961, 963, 965, 970, 973, 974, 976, 978, 979, 982, 994, 996, 1003, 1006, 1009, 1010, 1017, 1020, 1025, 1027, 1028, 1029]",SJSQ.tsv
so,1,12,"[0, 12, 21, 23, 26, 36, 37, 44, 46, 47, 55, 60, 73, 78, 120, 124, 126, 130, 134, 136, 141, 160, 166, 172, 189, 191, 193, 197, 227, 229, 235, 245, 247, 253, 265, 266, 307, 337, 346, 350, 358, 362, 364, 373, 388, 398, 426, 430, 453, 457, 464, 491, 495, 514, 526, 533, 571, 601, 658, 663, 664, 688, 711, 713, 784, 789, 794, 867, 869, 886, 907, 965, 990, 1009]",SJSQ.tsv
there,1,24,"[0, 2, 6, 24, 80, 82, 91, 122, 124, 125, 126, 146, 172, 193, 215, 259, 269, 275, 328, 354, 369, 384, 395, 396, 398, 408, 428, 444, 476, 479, 481, 487, 491, 501, 503, 516, 526, 541, 574, 576, 579, 582, 587, 596, 605, 610, 654, 673, 690, 692, 694, 708, 713, 758, 773, 797, 808, 833, 844, 845, 851, 865, 866, 888, 897, 900, 905, 909, 916, 923, 938, 962, 966, 969, 990, 999, 1001, 1005]",SJSQ.tsv
what's,1,67,"[0, 67, 219]",SJSQ.tsv
be,1,79,"[0, 2, 38, 58, 79, 86, 88, 91, 104, 105, 108, 115, 120, 122, 124, 126, 139, 146, 147, 153, 155, 156, 158, 167, 168, 170, 172, 175, 179, 187, 189, 193, 194, 198, 199, 201, 202, 204, 221, 227, 239, 243, 244, 245, 255, 263, 265, 270, 280, 282, 295, 298, 300, 305, 309, 313, 315, 317, 321, 326, 328, 331, 333, 337, 344, 347, 348, 352, 354, 360, 362, 367, 375, 377, 378, 380, 388, 396, 398, 402, 409, 414, 424, 426, 428, 434, 436, 442, 444, 445, 446, 449, 457, 463, 464, 466, 474, 476, 477, 478, 479, 481, 484, 487, 488, 490, 491, 501, 509, 511, 513, 514, 516, 526, 529, 532, 536, 541, 543, 547, 552, 553, 557, 562, 563, 564, 570, 574, 576, 579, 587, 592, 604, 605, 608, 612, 616, 622, 626, 628, 629, 632, 634, 636, 639, 640, 642, 646, 650, 654, 656, 658, 664, 669, 671, 673, 674, 675, 678, 685, 689, 691, 692, 698, 699, 701, 703, 707, 708, 713, 714, 716, 725, 728, 739, 741, 743, 744, 750, 754, 756, 758, 762, 766, 770, 775, 791, 794, 795, 796, 799, 803, 807, 808, 810, 811, 812, 815, 816, 821, 823, 833, 842, 848, 849, 851, 854, 857, 859, 865, 866, 867, 873, 875, 877, 881, 886, 888, 892, 897, 898, 899, 900, 904, 905, 908, 910, 917, 924, 927, 929, 931, 935, 936, 938, 945, 949, 952, 962, 966, 968, 971, 975, 979, 981, 983, 985, 987, 990, 997, 1001, 1005, 1011, 1013, 1017]",SJSQ.tsv
we,1,25,"[0, 4, 25, 28, 46, 48, 50, 74, 76, 78, 85, 100, 117, 124, 126, 395, 418, 436, 444, 446, 474, 476, 478, 479, 491, 492, 497, 500, 501, 503, 509, 532, 543, 551, 555, 574, 579, 592, 596, 622, 630, 634, 636, 639, 663, 711, 720, 721, 737, 739, 752, 756, 760, 761, 766, 768, 769, 771, 797, 799, 801, 816, 821, 833, 900, 910, 923, 927, 928, 929, 931, 935, 936, 940, 958, 962, 964, 965, 990, 1028]",SJSQ.tsv
on,1,105,"[0, 6, 28, 38, 91, 105, 106, 146, 154, 162, 167, 175, 183, 191, 263, 328, 362, 364, 387, 410, 428, 430, 434, 436, 455, 470, 481, 487, 492, 504, 527, 528, 550, 553, 562, 592, 594, 596, 634, 652, 654, 680, 686, 695, 708, 741, 819, 842, 857, 859, 867, 877, 910, 923, 936, 966, 975, 1017, 1019, 1022, 1023]",SJSQ.tsv
so yeah,2,23,"[0, 23, 266, 664, 1009]",SJSQ.tsv
happen,1,371,"[0, 219, 352, 362, 371, 497, 538, 708, 999]",SJSQ.tsv
we be,2,491,"[0, 124, 126, 474, 476, 478, 479, 491, 509, 532, 543, 579, 592, 639, 821, 833, 931, 936, 962]",SJSQ.tsv
