Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
kale and,2,1,"[0, 1]",STDN.tsv
peas,1,1,"[0, 1]",STDN.tsv
and,1,1,"[0, 1, 21, 32, 40, 51, 56, 59, 60, 93, 95, 99, 104, 113, 116, 136, 143, 145, 162, 164, 168, 177, 179, 182, 184, 190, 201, 207, 210, 216, 218, 221, 222, 224, 226, 228, 230, 233, 253, 255]",STDN.tsv
we,1,4,"[3, 4, 40, 41, 62, 108, 114, 122, 134, 145, 231, 250]",STDN.tsv
have,1,4,"[3, 4, 9, 18, 52, 60, 78, 80, 82, 95, 122, 130, 138, 141, 143, 154, 166, 179, 182, 185, 186, 200, 207, 221, 224, 226, 230, 245]",STDN.tsv
not,1,12,"[3, 12, 27, 61, 75, 82, 85, 106, 108, 128, 203, 214, 229, 251]",STDN.tsv
do,1,21,"[3, 7, 21, 28, 46, 48, 49, 51, 55, 61, 66, 125, 140, 176, 184, 202, 207, 209, 221, 222, 224, 228, 246, 249]",STDN.tsv
oh,1,42,"[5, 29, 42, 59, 103, 105, 129, 144, 149, 151, 167, 185, 189, 231, 232, 236, 237, 246]",STDN.tsv
the,1,7,"[1, 7, 8, 10, 17, 25, 28, 29, 32, 37, 40, 45, 56, 59, 60, 62, 75, 78, 82, 93, 94, 102, 108, 114, 116, 122, 124, 127, 128, 130, 134, 143, 148, 158, 160, 162, 166, 168, 172, 174, 175, 179, 180, 182, 184, 185, 187, 188, 190, 194, 200, 201, 202, 208, 210, 211, 212, 216, 218, 220, 222, 224, 226, 228, 230, 235, 239, 250, 251]",STDN.tsv
get the,2,8,"[7, 8, 93, 182, 194]",STDN.tsv
get,1,21,"[7, 8, 9, 21, 93, 128, 136, 182, 184, 210, 215, 218, 221, 250, 257]",STDN.tsv
you,1,37,"[7, 37, 53, 66, 70, 89, 99, 108, 124, 138, 154, 158, 173, 182, 184, 187, 202, 209, 216, 218, 221, 222, 226, 233, 246, 250, 251, 255]",STDN.tsv
in,1,10,"[9, 10, 32, 40, 56, 78, 82, 93, 104, 108, 114, 124, 128, 162, 182, 187, 188, 204, 211, 215, 221, 235, 251]",STDN.tsv
it,1,19,"[9, 19, 21, 28, 30, 32, 35, 37, 38, 43, 44, 51, 60, 66, 70, 72, 77, 83, 87, 90, 94, 98, 99, 100, 106, 108, 113, 114, 118, 124, 131, 136, 140, 143, 168, 177, 180, 184, 195, 202, 204, 207, 210, 216, 224, 233, 237, 239, 242, 243, 251, 255]",STDN.tsv
or something,2,35,"[9, 35, 251]",STDN.tsv
something,1,66,"[9, 66, 89, 136, 177, 237, 251]",STDN.tsv
or,1,128,"[9, 35, 61, 78, 128, 146, 179, 182, 251]",STDN.tsv
mm,1,13,"[10, 13, 24, 25, 26, 27, 39, 44, 50, 64, 67, 73, 74, 79, 86, 92, 95, 97, 101, 107, 108, 111, 115, 117, 121, 123, 126, 135, 137, 139, 141, 161, 182, 205, 213, 223, 238, 240, 244, 247, 252, 254]",STDN.tsv
chip,1,15,"[1, 15]",STDN.tsv
mayo,1,15,"[4, 15]",STDN.tsv
disaster,1,15,"[14, 15, 16]",STDN.tsv
be,1,15,"[14, 15, 19, 21, 28, 30, 32, 35, 37, 38, 40, 41, 43, 45, 56, 62, 70, 75, 82, 94, 99, 100, 102, 104, 114, 116, 118, 119, 122, 127, 128, 131, 136, 140, 141, 142, 146, 160, 164, 165, 166, 168, 171, 172, 173, 177, 179, 180, 182, 183, 185, 187, 190, 192, 195, 200, 202, 203, 207, 210, 218, 222, 224, 228, 229, 231, 242, 250, 251, 252, 255]",STDN.tsv
like,1,32,"[15, 32, 35, 45, 54, 78, 99, 108, 114, 122, 154, 200, 207, 214, 226, 243, 251, 255]",STDN.tsv
be like,2,35,"[15, 35, 45]",STDN.tsv
without,1,184,"[15, 17, 184]",STDN.tsv
even,1,23,"[20, 23, 134, 154, 182, 221]",STDN.tsv
they're,1,32,"[22, 32, 193, 224]",STDN.tsv
now,1,190,"[22, 190, 230]",STDN.tsv
to,1,25,"[10, 25, 28, 38, 43, 55, 58, 70, 76, 77, 82, 89, 91, 93, 99, 100, 106, 108, 110, 114, 120, 127, 128, 136, 154, 166, 172, 176, 182, 185, 190, 194, 195, 200, 207, 218, 221, 222, 224, 250, 256]",STDN.tsv
a,1,25,"[14, 16, 25, 27, 28, 32, 38, 56, 60, 78, 80, 90, 91, 94, 95, 99, 108, 113, 114, 124, 125, 128, 130, 145, 152, 164, 166, 177, 178, 179, 192, 200, 204, 210, 214, 216, 221, 222, 242, 245, 251, 253, 256, 257]",STDN.tsv
england,1,28,"[25, 28, 32, 38]",STDN.tsv
team,1,28,"[25, 28, 32]",STDN.tsv
suppose to,2,58,"[25, 58, 195]",STDN.tsv
er,1,66,"[25, 66, 158, 196, 221, 222, 230, 250, 256]",STDN.tsv
suppose,1,75,"[25, 58, 75, 195, 197]",STDN.tsv
advert,1,28,"[27, 28, 32, 37]",STDN.tsv
there's a,2,56,"[27, 56]",STDN.tsv
very,1,99,"[27, 99, 193, 204, 224, 248, 257]",STDN.tsv
there's,1,135,"[27, 56, 135, 164, 165, 216]",STDN.tsv
nations,1,32,"[29, 31, 32, 190, 210]",STDN.tsv
five,1,128,"[29, 128, 188]",STDN.tsv
six nations,2,32,"[31, 32]",STDN.tsv
no,1,52,"[33, 52, 62, 87, 99, 100, 143, 151, 159, 177, 193, 198, 243, 251]",STDN.tsv
way,1,184,"[33, 122, 134, 184, 216]",STDN.tsv
that's,1,36,"[21, 36, 37, 43, 59, 60, 63, 77, 91, 96, 100, 120, 124, 132, 184, 191, 211, 212, 215, 221]",STDN.tsv
silly,1,37,"[36, 37]",STDN.tsv
go,1,38,"[10, 38, 58, 62, 66, 91, 99, 100, 102, 108, 114, 120, 127, 142, 154, 171, 216, 231]",STDN.tsv
be a,2,38,"[14, 28, 32, 38, 164, 222, 242]",STDN.tsv
well,1,46,"[38, 46, 78, 154, 165, 181, 187, 195, 204, 211, 215]",STDN.tsv
to be,2,82,"[38, 82, 136, 166, 195]",STDN.tsv
go to,2,91,"[38, 91, 100, 120, 194]",STDN.tsv
isn't it,2,113,"[38, 98, 100, 113, 124, 180, 204, 239]",STDN.tsv
it be,2,43,"[28, 30, 32, 35, 37, 43, 114, 118, 131, 136, 180, 242, 255]",STDN.tsv
beat,1,46,"[43, 46]",STDN.tsv
why,1,99,"[43, 99]",STDN.tsv
that's why,2,184,"[43, 184, 215]",STDN.tsv
