Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
yeah,1,21,"[0, 4, 6, 8, 10, 21, 24, 30, 32, 38, 40, 41, 43, 44, 48, 53, 54, 57, 59, 67, 72, 76, 88, 89, 114, 117, 118, 123, 127, 129, 133, 134, 138, 142, 146, 148, 157, 159, 165, 180, 182, 184, 202, 214, 217, 226, 227, 241, 242, 244, 248, 254, 256, 258, 265, 267, 269, 297, 310, 312, 316, 321, 322, 326, 328, 332, 338, 343, 349, 353, 377, 378, 387, 400, 401, 413, 420, 428, 436, 444, 449, 482, 484, 495]",SMKK.tsv
it's a,2,37,"[0, 37, 174, 203, 288, 477, 495]",SMKK.tsv
dissertation,1,84,"[0, 84]",SMKK.tsv
remind me,2,239,"[0, 239]",SMKK.tsv
oh it's a,3,288,"[0, 288]",SMKK.tsv
small,1,430,"[0, 430]",SMKK.tsv
examples,1,8,"[5, 8]",SMKK.tsv
load of,2,9,"[8, 9, 89, 207]",SMKK.tsv
load,1,9,"[8, 9, 69, 207]",SMKK.tsv
want,1,196,"[8, 123, 133, 159, 180, 191, 196, 201, 265, 267, 281, 286, 316, 350, 370, 377, 380, 404, 415, 416, 467, 495]",SMKK.tsv
just want,2,350,"[8, 350]",SMKK.tsv
better,1,92,"[15, 92, 98, 248]",SMKK.tsv
put,1,126,"[15, 115, 123, 126, 148, 185, 187, 308, 321, 361, 432, 435, 442]",SMKK.tsv
might,1,443,"[15, 265, 267, 443]",SMKK.tsv
quite,1,33,"[17, 32, 33, 73, 109, 146, 159, 193, 226, 239, 240, 265, 315, 316, 319, 377, 400, 430, 469, 495]",SMKK.tsv
i'm,1,55,"[17, 55, 64, 77, 159, 170, 193, 199, 212, 217, 235, 246, 276, 278, 286, 310, 311, 314, 316, 326, 328, 330, 331, 332, 335, 338, 384, 386, 395, 399, 410, 431, 438, 451, 453, 476, 478, 480, 482, 489, 490, 491, 493]",SMKK.tsv
get a,2,19,"[16, 19, 21, 54, 73, 170, 201, 215, 247, 262, 265, 266, 310, 347, 349, 377, 380]",SMKK.tsv
i get a text from,5,21,"[19, 21]",SMKK.tsv
actually,1,74,"[19, 25, 62, 74, 125, 187, 226, 234, 239, 286, 345, 461, 469, 477]",SMKK.tsv
get,1,100,"[16, 19, 21, 54, 64, 73, 100, 105, 107, 113, 115, 117, 148, 150, 159, 170, 181, 201, 206, 215, 220, 226, 234, 236, 242, 245, 246, 247, 248, 251, 254, 259, 260, 261, 262, 263, 264, 265, 266, 267, 282, 284, 285, 290, 304, 305, 310, 316, 323, 328, 336, 338, 342, 345, 347, 349, 351, 357, 370, 371, 373, 377, 380, 414, 417, 418, 419, 420, 432, 436, 483, 486, 489]",SMKK.tsv
i get a,3,310,"[19, 21, 310, 347, 377]",SMKK.tsv
have a,2,22,"[9, 22, 23, 86, 120, 121, 148, 187, 200, 207, 228, 236, 237, 267, 388, 407, 409, 443, 479]",SMKK.tsv
weird,1,55,"[22, 55, 161, 423]",SMKK.tsv
that's,1,86,"[22, 52, 64, 73, 86, 90, 94, 107, 108, 123, 124, 130, 143, 148, 167, 177, 181, 183, 188, 193, 208, 217, 222, 241, 316, 321, 338, 364, 374, 394, 395, 401, 411, 431, 462, 471, 477, 482]",SMKK.tsv
say it,2,25,"[1, 25, 180]",SMKK.tsv
like,1,25,"[1, 9, 25, 37, 54, 55, 57, 64, 69, 84, 85, 89, 109, 115, 117, 121, 123, 133, 142, 144, 146, 148, 157, 159, 161, 180, 182, 187, 193, 207, 212, 216, 217, 221, 222, 223, 224, 226, 228, 232, 234, 239, 244, 276, 278, 280, 286, 294, 301, 305, 307, 310, 311, 314, 316, 319, 321, 332, 336, 338, 342, 349, 350, 351, 353, 357, 377, 388, 391, 394, 398, 400, 410, 413, 424, 434, 435, 441, 442, 449, 452, 460, 461, 464, 467, 469, 475, 477]",SMKK.tsv
it and,2,25,"[23, 25, 159, 180, 263, 264, 280]",SMKK.tsv
go to,2,33,"[25, 33, 65, 84, 87, 89, 125, 148, 157, 159, 180, 190, 195, 207, 216, 223, 239, 245, 276, 286, 314, 316, 321, 349, 384, 406, 410, 432, 453, 455, 476, 478, 482]",SMKK.tsv
say,1,45,"[1, 25, 45, 60, 82, 115, 122, 123, 146, 148, 157, 159, 170, 174, 178, 180, 193, 201, 207, 217, 278, 294, 307, 316, 325, 395, 410, 413, 472]",SMKK.tsv
so why,2,55,"[25, 55]",SMKK.tsv
go,1,55,"[25, 33, 42, 55, 57, 65, 78, 84, 87, 89, 123, 125, 133, 148, 157, 159, 180, 187, 190, 195, 199, 207, 218, 223, 225, 226, 239, 243, 245, 249, 261, 276, 286, 288, 290, 305, 311, 314, 316, 319, 321, 326, 330, 332, 335, 336, 337, 342, 347, 349, 361, 366, 384, 406, 410, 432, 453, 455, 475, 476, 478, 482]",SMKK.tsv
it's like,2,57,"[25, 57, 161, 193, 212, 221, 223, 244, 286, 319, 350, 391, 394, 398, 435, 449, 477]",SMKK.tsv
to do,2,84,"[25, 84, 97, 117, 146, 148, 180, 183, 242, 245, 265, 267, 286, 310, 381]",SMKK.tsv
well,1,84,"[25, 64, 84, 93, 138, 181, 187, 191, 207, 217, 223, 239, 252, 254, 267, 343, 344, 345, 361, 400, 401, 416, 424]",SMKK.tsv
ago,1,122,"[25, 122, 237, 286]",SMKK.tsv
a few,2,140,"[25, 125, 140, 159, 207, 223, 237, 316]",SMKK.tsv
all the,2,170,"[25, 133, 170, 276, 305, 323, 403]",SMKK.tsv
always,1,181,"[25, 127, 129, 181, 182, 201, 239, 242, 293, 325, 330, 332, 335, 351, 370]",SMKK.tsv
thing,1,239,"[25, 64, 73, 148, 193, 239, 433, 435, 461, 462]",SMKK.tsv
do it,2,243,"[25, 180, 226, 242, 243, 265, 267, 280, 310, 424]",SMKK.tsv
all the time,3,276,"[25, 133, 276, 323, 403]",SMKK.tsv
you're not,2,344,"[25, 296, 344]",SMKK.tsv
but it's,2,377,"[25, 180, 328, 334, 377, 391, 426]",SMKK.tsv
months,1,408,"[25, 408, 410]",SMKK.tsv
up with,2,33,"[27, 33]",SMKK.tsv
feel,1,32,"[1, 32, 84, 123, 182]",SMKK.tsv
sorry,1,49,"[32, 49, 180, 201, 234, 451]",SMKK.tsv
and i,2,55,"[32, 54, 55, 84, 89, 97, 100, 107, 113, 115, 117, 123, 133, 146, 148, 155, 157, 180, 182, 187, 191, 193, 207, 217, 226, 228, 254, 276, 278, 280, 286, 288, 326, 336, 345, 347, 349, 355, 371, 403]",SMKK.tsv
maybe,1,41,"[40, 41, 336, 338, 349, 357, 377, 385, 414, 416, 425, 444, 486]",SMKK.tsv
out of,2,294,"[40, 294]",SMKK.tsv
move,1,215,"[42, 191, 215, 216, 228, 374, 376, 491, 492, 495]",SMKK.tsv
be go,2,239,"[42, 89, 148, 239, 314, 316, 326, 336, 406]",SMKK.tsv
age,1,239,"[42, 146, 239, 286, 365, 424]",SMKK.tsv
