Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
well,1,26,"[0, 2, 26, 37, 43, 58, 66, 108, 110, 119, 152, 155, 159, 167, 168, 170, 215, 255, 289, 299, 326, 344, 348]",SXQ6.tsv
roll,1,29,"[0, 27, 29, 114, 184, 185, 188, 278, 287, 305, 307, 308, 309]",SXQ6.tsv
go,1,31,"[0, 2, 6, 31, 33, 37, 47, 64, 66, 67, 69, 73, 74, 76, 77, 104, 110, 134, 137, 138, 140, 148, 179, 197, 226, 271, 291, 292, 295, 316, 318, 329, 342, 354]",SXQ6.tsv
cos,1,43,"[0, 43, 80, 110, 118, 123, 143, 179, 203, 217, 223, 264, 277, 299, 318]",SXQ6.tsv
really,1,153,"[0, 153, 254, 343]",SXQ6.tsv
would,1,158,"[0, 158, 168, 199, 203, 213, 226, 227, 359]",SXQ6.tsv
you have,2,185,"[0, 185, 203, 213, 240, 243, 309]",SXQ6.tsv
a bite,2,203,"[0, 203]",SXQ6.tsv
together,1,226,"[0, 226]",SXQ6.tsv
ice cream,2,23,"[2, 23, 24, 26, 31, 38, 40]",SXQ6.tsv
that's,1,30,"[2, 6, 30, 53, 72, 143, 181, 184, 228, 282]",SXQ6.tsv
like,1,51,"[4, 51, 71, 106, 154, 158]",SXQ6.tsv
and stuff,2,71,"[4, 71]",SXQ6.tsv
digestives,1,8,"[6, 8]",SXQ6.tsv
go to,2,37,"[6, 37, 64, 67, 74, 76, 77, 148, 197]",SXQ6.tsv
eat,1,37,"[6, 37, 38, 47]",SXQ6.tsv
i'm,1,43,"[6, 43, 59, 94, 110, 201, 218, 230, 343]",SXQ6.tsv
go to be,3,64,"[6, 64, 67]",SXQ6.tsv
wait,1,205,"[9, 11, 205, 213, 227]",SXQ6.tsv
there's,1,12,"[11, 12, 59, 121, 295]",SXQ6.tsv
two,1,55,"[13, 15, 19, 55, 83, 88, 89, 98, 108, 110, 131, 132, 168, 179, 190, 211, 213, 214, 218, 226, 228, 240, 242, 260, 281, 282, 295, 299, 317, 321]",SXQ6.tsv
i have,2,40,"[7, 13, 15, 40, 42, 104, 133, 137, 140, 174, 184, 313]",SXQ6.tsv
leave,1,151,"[13, 151, 302]",SXQ6.tsv
can i have,3,13,"[7, 13, 15, 42, 133, 174]",SXQ6.tsv
have two,2,240,"[13, 15, 240]",SXQ6.tsv
okay,1,17,"[8, 17, 28, 51, 145, 218, 230, 295, 306, 314, 321, 323, 340, 354]",SXQ6.tsv
one,1,17,"[7, 16, 17, 38, 40, 41, 42, 55, 87, 98, 103, 108, 127, 133, 158, 159, 164, 168, 170, 174, 179, 183, 190, 211, 213, 214, 226, 231, 242, 274, 276, 279, 281, 282, 298, 321, 325, 327, 329]",SXQ6.tsv
half,1,17,"[16, 17]",SXQ6.tsv
i'll,1,43,"[19, 43, 72, 289, 312, 354]",SXQ6.tsv
take,1,98,"[19, 98, 253]",SXQ6.tsv
i've,1,40,"[19, 40, 156, 161, 164, 195, 210, 214]",SXQ6.tsv
a mini roll,3,29,"[27, 29]",SXQ6.tsv
