Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
record,1,45,"[0, 45, 49, 63, 85]",SKBN.tsv
we're,1,47,"[0, 47, 50, 51, 54, 56, 57, 90, 115]",SKBN.tsv
yeah,1,14,"[4, 11, 13, 14, 16, 20, 25, 26, 29, 34, 62, 68, 104, 105, 123, 125, 128, 135, 143, 148, 149, 157, 160, 168, 169, 191, 196, 204, 207, 213, 224, 226, 228, 234, 237, 251, 253, 258, 260, 263, 274, 276, 278, 280, 282, 284, 289, 295, 314, 316, 318, 333, 335, 344, 350, 352, 354, 367, 374, 382, 384, 386, 393, 395, 398, 401, 406, 411, 413, 415, 417, 423, 425, 427, 431, 433, 434, 435, 450, 451]",SKBN.tsv
think,1,30,"[1, 30, 33, 86, 90, 106, 131, 136, 162, 232, 239, 368, 389, 438, 440, 444, 452]",SKBN.tsv
toe,1,30,"[15, 18, 30, 44, 46]",SKBN.tsv
do you,2,39,"[30, 39, 86, 151, 232, 238, 322, 334, 444]",SKBN.tsv
like you,2,32,"[5, 32, 61, 230]",SKBN.tsv
cut,1,32,"[11, 17, 23, 25, 27, 32, 206, 207, 209, 290]",SKBN.tsv
long,1,32,"[11, 15, 18, 21, 32, 33, 209]",SKBN.tsv
like,1,32,"[5, 19, 25, 31, 32, 36, 75, 86, 98, 99, 113, 179, 181, 183, 187, 212, 214, 223, 225, 230, 235, 258, 271, 279, 293, 304, 339, 345, 351, 397, 407, 418]",SKBN.tsv
cut it,2,32,"[23, 27, 32, 209]",SKBN.tsv
bite,1,32,"[25, 32, 150, 288, 437, 443]",SKBN.tsv
look,1,115,"[32, 79, 115, 183, 191, 197, 320, 375]",SKBN.tsv
a bite,2,150,"[32, 150, 437]",SKBN.tsv
need to,2,180,"[32, 61, 180, 194]",SKBN.tsv
you need,2,230,"[32, 61, 230, 383, 444, 447]",SKBN.tsv
it's like,2,36,"[5, 19, 36, 99, 187, 397]",SKBN.tsv
nail,1,36,"[7, 9, 36, 42, 219, 223]",SKBN.tsv
you've get,2,36,"[27, 36, 375]",SKBN.tsv
nail polish,2,42,"[36, 42]",SKBN.tsv
get,1,27,"[18, 27, 36, 108, 125, 154, 162, 181, 183, 215, 218, 229, 236, 238, 241, 375, 403, 405, 440]",SKBN.tsv
fall,1,397,"[36, 397]",SKBN.tsv
start,1,40,"[11, 27, 40, 171]",SKBN.tsv
summer,1,113,"[40, 113, 183]",SKBN.tsv
it's not,2,99,"[43, 99]",SKBN.tsv
we're er,2,54,"[51, 54]",SKBN.tsv
be we,2,154,"[51, 154]",SKBN.tsv
where be,2,264,"[51, 264]",SKBN.tsv
of the,2,55,"[46, 55, 77, 92, 137, 235, 317]",SKBN.tsv
of the lake,3,137,"[55, 137]",SKBN.tsv
the lake,2,143,"[55, 143, 144, 162]",SKBN.tsv
lake,1,146,"[55, 144, 146]",SKBN.tsv
know,1,69,"[64, 69, 87, 89, 139, 148, 225, 234, 276, 331, 339, 360, 377, 398]",SKBN.tsv
