Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
in london,2,5,"[0, 5]",S79Y.tsv
that's,1,43,"[0, 43, 51, 52, 53, 54, 110, 121, 123, 126, 160, 161, 187, 191, 195, 232, 239, 257, 266, 282]",S79Y.tsv
you don't,2,5,"[2, 4, 5, 38, 57]",S79Y.tsv
i've,1,34,"[2, 34, 186, 232, 237, 246, 254, 256, 260, 263, 264, 292]",S79Y.tsv
you don't have to,4,38,"[2, 4, 38]",S79Y.tsv
advertise,1,6,"[5, 6, 11]",S79Y.tsv
well,1,9,"[5, 9, 19, 20, 46, 70, 86, 93, 105, 131, 153, 160, 187, 191, 232, 294, 298]",S79Y.tsv
it's just,2,38,"[9, 38]",S79Y.tsv
go,1,38,"[9, 17, 38, 54, 57, 67, 83, 86, 105, 165, 209, 215, 232, 233, 237, 240, 244, 245, 247, 254, 256, 295, 298, 300, 302, 304]",S79Y.tsv
and it,2,73,"[9, 73, 288]",S79Y.tsv
in secret,2,34,"[17, 34]",S79Y.tsv
you want,2,34,"[19, 34, 238, 299, 303, 304]",S79Y.tsv
detail,1,44,"[19, 44]",S79Y.tsv
say,1,21,"[14, 21, 23, 43, 60, 63, 79, 83, 92, 105, 161, 177, 187, 191, 197, 203, 209, 211, 215, 227, 232, 234, 236, 238, 240, 254, 256, 258, 259, 288, 301, 303, 304]",S79Y.tsv
and what,2,23,"[5, 23]",S79Y.tsv
what i say,3,43,"[23, 43]",S79Y.tsv
be a,2,30,"[25, 30, 73, 191, 197, 273, 280]",S79Y.tsv
know,1,31,"[20, 24, 31, 34, 38, 47, 65, 66, 69, 75, 77, 81, 85, 98, 100, 102, 104, 145, 161, 177, 187, 193, 195, 203, 221, 232, 254, 264, 275, 276, 282, 286, 289]",S79Y.tsv
don't know,2,66,"[31, 47, 65, 66, 85, 221, 232, 264, 282]",S79Y.tsv
yeah,1,37,"[10, 13, 22, 34, 35, 37, 43, 72, 77, 79, 88, 92, 93, 108, 109, 119, 134, 137, 138, 142, 159, 165, 169, 170, 172, 174, 176, 182, 190, 191, 195, 197, 198, 202, 213, 219, 230, 231, 239, 241, 269, 270, 274, 276, 282, 287, 301]",S79Y.tsv
do you,2,39,"[1, 39, 47, 49, 68, 225, 236, 258, 299, 303, 304]",S79Y.tsv
you mean,2,39,"[34, 39]",S79Y.tsv
mean,1,39,"[34, 39, 46, 87, 94, 96, 123, 135, 274, 275, 286, 289, 291]",S79Y.tsv
mummy be mummy,3,39,"[38, 39]",S79Y.tsv
mummy,1,39,"[38, 39, 44, 46, 245]",S79Y.tsv
what you,2,42,"[34, 42]",S79Y.tsv
think,1,42,"[40, 42, 43, 45, 69, 75, 78, 85, 92, 100, 105, 106, 108, 131, 152, 163, 168, 195, 238, 280, 290]",S79Y.tsv
i don't know,3,85,"[47, 65, 85, 221, 232, 264, 282]",S79Y.tsv
want to,2,57,"[20, 24, 34, 57, 108, 124, 189]",S79Y.tsv
ask,1,57,"[38, 54, 57, 68, 237, 238]",S79Y.tsv
question,1,57,"[38, 54, 57, 147]",S79Y.tsv
and you,2,73,"[57, 73, 240, 242]",S79Y.tsv
and a,2,81,"[57, 81, 243]",S79Y.tsv
will you,2,81,"[57, 81]",S79Y.tsv
you just,2,81,"[57, 81, 111]",S79Y.tsv
in the,2,69,"[59, 68, 69, 105, 143, 195, 200, 211, 233, 308]",S79Y.tsv
like,1,61,"[44, 54, 61, 70, 81, 89, 97, 99, 110, 124, 143, 145, 147, 181, 186, 189, 253, 267, 273, 276, 308]",S79Y.tsv
in the pound,3,69,"[68, 69]",S79Y.tsv
pound,1,69,"[68, 69]",S79Y.tsv
the pound,2,69,"[68, 69]",S79Y.tsv
and then,2,74,"[69, 73, 74, 75, 96, 157, 203, 254]",S79Y.tsv
can't,1,54,"[5, 54, 82, 83, 114, 286]",S79Y.tsv
script,1,82,"[81, 82]",S79Y.tsv
town,1,90,"[81, 90, 244]",S79Y.tsv
i think,2,92,"[43, 45, 69, 85, 92, 108, 152, 163, 195, 238, 280]",S79Y.tsv
think oh,2,92,"[40, 75, 92, 106]",S79Y.tsv
i know,2,98,"[34, 77, 98, 100, 104, 161, 187, 193, 195, 276, 289]",S79Y.tsv
cos,1,100,"[35, 44, 100, 102, 105, 107, 124, 163, 169, 177, 195, 226, 286]",S79Y.tsv
even know,2,102,"[38, 102]",S79Y.tsv
probably,1,102,"[46, 69, 102, 201, 248]",S79Y.tsv
want to do,3,108,"[34, 108]",S79Y.tsv
yeah i,2,108,"[77, 108, 276, 301]",S79Y.tsv
to do,2,108,"[34, 94, 108, 110, 195]",S79Y.tsv
that's what,2,110,"[43, 110, 161, 187]",S79Y.tsv
like to,2,110,"[44, 110]",S79Y.tsv
want,1,20,"[19, 20, 24, 34, 57, 108, 114, 123, 124, 185, 189, 215, 232, 238, 245, 299, 303, 304]",S79Y.tsv
and it's,2,114,"[38, 97, 114, 276]",S79Y.tsv
cute,1,121,"[75, 121, 123]",S79Y.tsv
i don't,2,48,"[47, 48, 65, 78, 85, 87, 105, 120, 124, 131, 220, 221, 232, 264, 282, 290]",S79Y.tsv
there's,1,139,"[38, 81, 139, 243, 256]",S79Y.tsv
people,1,139,"[75, 136, 139, 149, 161, 289]",S79Y.tsv
but there's,2,139,"[81, 139]",S79Y.tsv
happen,1,143,"[38, 143, 247]",S79Y.tsv
you know,2,145,"[38, 69, 75, 81, 145, 203, 254, 275, 286]",S79Y.tsv
of the,2,145,"[75, 145, 191, 211, 226, 276]",S79Y.tsv
and the,2,147,"[69, 147, 191, 211]",S79Y.tsv
have it,2,149,"[73, 130, 149, 152, 153, 175]",S79Y.tsv
and he,2,155,"[81, 107, 155, 163, 173, 175, 177, 209, 304]",S79Y.tsv
i know but,3,161,"[77, 161, 276]",S79Y.tsv
do it,2,167,"[14, 34, 94, 107, 167, 168, 189, 194, 209, 217, 226, 305]",S79Y.tsv
be it,2,173,"[5, 97, 130, 173, 211, 276]",S79Y.tsv
have to,2,175,"[2, 4, 38, 175, 197, 254, 256]",S79Y.tsv
get,1,175,"[30, 38, 105, 124, 175, 189, 194, 256, 292, 294]",S79Y.tsv
know it,2,177,"[69, 177]",S79Y.tsv
never,1,254,"[177, 189, 254, 260]",S79Y.tsv
would,1,69,"[18, 69, 72, 73, 75, 78, 99, 183, 212]",S79Y.tsv
want to do it,4,189,"[34, 189]",S79Y.tsv
it and,2,189,"[38, 73, 189]",S79Y.tsv
but i,2,195,"[38, 124, 195, 264, 289]",S79Y.tsv
i think that's what,4,195,"[43, 195]",S79Y.tsv
yeah i know,3,195,"[77, 195, 276]",S79Y.tsv
so it's,2,209,"[8, 81, 209]",S79Y.tsv
to go,2,215,"[38, 83, 215, 298]",S79Y.tsv
a bite,2,219,"[81, 219]",S79Y.tsv
bite,1,219,"[70, 81, 219]",S79Y.tsv
that you,2,228,"[75, 228]",S79Y.tsv
it but,2,238,"[38, 238, 264, 276]",S79Y.tsv
i think you,3,238,"[69, 238]",S79Y.tsv
understand,1,245,"[38, 245, 254]",S79Y.tsv
i can,2,249,"[38, 249]",S79Y.tsv
reverie,1,256,"[253, 256, 262, 263, 266, 271, 273, 276, 280, 302]",S79Y.tsv
hear,1,254,"[5, 254, 260, 263, 264]",S79Y.tsv
i've hear,2,264,"[263, 264]",S79Y.tsv
sort of,2,69,"[54, 69, 70, 81, 124, 254, 256, 265, 274, 278]",S79Y.tsv
a sort of,3,265,"[81, 254, 265]",S79Y.tsv
in a,2,267,"[5, 254, 267, 273]",S79Y.tsv
a reverie,2,271,"[266, 271, 273]",S79Y.tsv
know what,2,275,"[34, 264, 275, 286]",S79Y.tsv
could,1,291,"[69, 291]",S79Y.tsv
yes,1,295,"[5, 80, 91, 292, 295, 306]",S79Y.tsv
i i,2,120,"[43, 120, 244, 259, 301]",S79Y.tsv
i say,2,232,"[23, 43, 232, 254, 256, 259, 301, 303, 304]",S79Y.tsv
a job,2,8,"[0, 8]",S79Y.tsv
job,1,16,"[0, 16, 24, 30, 165]",S79Y.tsv
for a,2,136,"[0, 68, 102, 136]",S79Y.tsv
it's a,2,192,"[0, 192, 219, 265, 289]",S79Y.tsv
company,1,256,"[0, 256]",S79Y.tsv
and i've,2,232,"[2, 232]",S79Y.tsv
dad,1,300,"[4, 49, 59, 63, 295, 299, 300]",S79Y.tsv
i just,2,20,"[6, 9, 20, 24, 124]",S79Y.tsv
no i just,3,24,"[6, 24]",S79Y.tsv
no i,2,87,"[6, 87, 232, 289]",S79Y.tsv
look,1,186,"[6, 108, 186, 252, 291]",S79Y.tsv
it so i,3,288,"[6, 288]",S79Y.tsv
see,1,83,"[9, 79, 83, 92, 94, 96, 97, 102, 113, 189, 290]",S79Y.tsv
didn't see,2,96,"[9, 96]",S79Y.tsv
it be,2,130,"[9, 25, 130, 132, 157, 167, 169, 173, 177, 181, 209, 211, 220, 273]",S79Y.tsv
it i,2,224,"[9, 106, 224, 232]",S79Y.tsv
