Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
i think,2,5,"[0, 5, 15, 37, 132, 139, 141, 166, 181, 194, 200, 213, 224, 228, 259, 273, 274, 283, 311, 370]",SVLH.tsv
say,1,13,"[0, 4, 10, 13, 27, 44, 68, 73, 82, 90, 91, 94, 110, 112, 132, 133, 135, 145, 146, 157, 160, 161, 162, 181, 200, 202, 241, 249, 254, 260, 264, 270, 272, 298, 317, 323, 325, 326, 327, 345, 364, 366, 370, 371]",SVLH.tsv
last,1,15,"[0, 15, 38, 255, 261, 285, 359, 363]",SVLH.tsv
it be,2,30,"[0, 12, 27, 30, 71, 73, 116, 139, 166, 173, 175, 211, 215, 229, 233, 255, 260, 261, 268, 298]",SVLH.tsv
she say,2,91,"[0, 91, 94, 132, 202, 241, 272, 370]",SVLH.tsv
think,1,42,"[0, 5, 15, 37, 39, 41, 42, 79, 92, 98, 105, 122, 124, 129, 131, 132, 139, 141, 166, 181, 194, 200, 202, 213, 221, 224, 228, 259, 260, 268, 273, 274, 283, 293, 311, 367, 368, 370]",SVLH.tsv
week,1,147,"[0, 147, 285, 359, 363]",SVLH.tsv
i think it,3,141,"[0, 139, 141, 166, 228]",SVLH.tsv
know,1,9,"[4, 9, 27, 30, 32, 56, 63, 68, 73, 78, 79, 103, 118, 125, 132, 135, 137, 138, 140, 161, 165, 166, 168, 181, 207, 213, 215, 219, 239, 241, 242, 254, 260, 274, 298, 307, 312, 317, 325, 339, 343, 363, 364, 366, 368]",SVLH.tsv
yeah,1,11,"[4, 11, 14, 18, 27, 29, 34, 37, 40, 44, 54, 55, 61, 67, 68, 83, 89, 93, 95, 97, 99, 102, 111, 117, 132, 142, 150, 156, 159, 163, 164, 175, 180, 181, 189, 190, 191, 194, 202, 220, 223, 228, 229, 231, 232, 245, 250, 278, 286, 287, 300, 301, 306, 310, 312, 313, 318, 320, 322, 324, 325, 339, 344, 354, 356, 357, 358, 362, 366, 373]",SVLH.tsv
i didn't know,3,32,"[4, 27, 32, 325]",SVLH.tsv
get,1,22,"[4, 10, 17, 22, 33, 37, 48, 73, 77, 84, 87, 103, 132, 146, 181, 218, 221, 225, 233, 244, 278, 283, 328, 339, 343, 359, 365]",SVLH.tsv
i i,2,63,"[4, 37, 63, 181]",SVLH.tsv
i didn't,2,68,"[4, 27, 32, 68, 118, 136, 325]",SVLH.tsv
i say,2,91,"[4, 91, 132, 133, 135, 145, 146, 181, 200, 202, 323, 325, 327]",SVLH.tsv
yeah i,2,194,"[4, 194, 228, 312, 358, 366]",SVLH.tsv
you do,2,261,"[4, 261]",SVLH.tsv
well,1,13,"[8, 12, 13, 25, 27, 31, 42, 50, 56, 74, 99, 103, 112, 133, 144, 160, 161, 164, 169, 181, 186, 200, 201, 213, 238, 263, 269, 273, 274, 302, 305, 321, 323, 327, 334, 343, 355]",SVLH.tsv
i've,1,154,"[8, 17, 154, 155, 159, 181, 213, 225, 283, 327, 339]",SVLH.tsv
never,1,221,"[8, 39, 41, 103, 221, 247, 249]",SVLH.tsv
if you,2,87,"[10, 87, 314]",SVLH.tsv
say that,2,94,"[10, 94, 135, 161, 249, 298, 323]",SVLH.tsv
ring,1,13,"[12, 13]",SVLH.tsv
but i,2,44,"[12, 17, 44, 125, 132, 229]",SVLH.tsv
i mean i,3,63,"[12, 63]",SVLH.tsv
number,1,155,"[12, 155]",SVLH.tsv
it be but,3,261,"[12, 261]",SVLH.tsv
i'm,1,17,"[5, 17, 56, 77, 138, 161, 181, 219, 221, 225, 227, 287, 339, 345]",SVLH.tsv
go,1,17,"[13, 17, 27, 31, 37, 71, 98, 106, 108, 138, 145, 161, 180, 181, 221, 244, 260, 272, 285, 299, 323, 339, 341, 345, 347, 360, 367]",SVLH.tsv
i mean,2,63,"[12, 17, 63, 133, 307, 343]",SVLH.tsv
today,1,87,"[17, 37, 87]",SVLH.tsv
look,1,104,"[17, 104, 215, 217, 218]",SVLH.tsv
want,1,56,"[19, 56, 68, 91, 99, 164, 233, 360]",SVLH.tsv
no they be,3,21,"[20, 21]",SVLH.tsv
they be,2,153,"[21, 148, 150, 153]",SVLH.tsv
no we,2,25,"[24, 25]",SVLH.tsv
take,1,38,"[27, 38, 39, 46, 48, 53, 354, 355]",SVLH.tsv
one,1,69,"[27, 31, 69, 72, 161, 186, 188, 200]",SVLH.tsv
christmas,1,87,"[27, 87, 221, 296, 328, 346, 347]",SVLH.tsv
go to,2,31,"[13, 31, 71, 138, 145, 260, 347]",SVLH.tsv
use to,2,63,"[31, 63, 65, 141]",SVLH.tsv
well it's,2,74,"[31, 74, 305]",SVLH.tsv
isn't it,2,162,"[31, 162, 215, 222, 288, 305]",SVLH.tsv
it's it's,2,298,"[31, 258, 298]",SVLH.tsv
sometimes,1,309,"[31, 309, 311]",SVLH.tsv
cos,1,33,"[26, 33, 68, 77, 87, 92, 94, 106, 132, 159, 162, 166, 202, 213, 219, 221, 237, 261, 262, 290, 302, 343, 362, 370]",SVLH.tsv
get a,2,48,"[33, 48, 73, 77, 87, 225, 233]",SVLH.tsv
