Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
know,1,41,"[0, 14, 24, 30, 38, 40, 41, 51, 56, 66, 68, 79, 88, 99, 103, 116, 131, 147, 151, 191, 219, 225, 229, 233, 255, 259, 263, 293, 303, 321, 324, 338, 342, 344, 346, 352, 364, 376, 384, 394, 409, 418, 422, 435, 445, 486, 510, 538, 540, 543, 553, 562, 565, 573, 575, 630, 634, 650, 653, 656, 679, 698, 724, 735, 738, 742, 760, 764, 766, 778, 790, 792, 794, 800, 804, 813, 822, 839, 853, 870, 894, 914, 922, 942, 944, 948, 968, 1028, 1030, 1035, 1059, 1066, 1068, 1079, 1081, 1087, 1092, 1094, 1098, 1104, 1106, 1112, 1116, 1137, 1154, 1159, 1162, 1165, 1225, 1233, 1237, 1254, 1283, 1294, 1326, 1334, 1340, 1348, 1381, 1393, 1395, 1407, 1415, 1417, 1449, 1452, 1453, 1459, 1468, 1484, 1498, 1506, 1508, 1510, 1512, 1520, 1552, 1628, 1635, 1663, 1774, 1792, 1813, 1846, 1847, 1849, 1853, 1854, 1859, 1862, 1865, 1907, 1912, 1930, 1937, 1941, 1947, 1971, 1994, 2003, 2017, 2027, 2033, 2041, 2049, 2054, 2067, 2096, 2112, 2136, 2166, 2199, 2227, 2269, 2287, 2308, 2320]",SCSF.tsv
know i,2,68,"[0, 68, 800, 1237, 1854, 1865]",SCSF.tsv
i mean she,3,97,"[0, 97, 326]",SCSF.tsv
i mean,2,113,"[0, 2, 14, 113, 123, 133, 139, 241, 324, 326, 352, 380, 394, 409, 418, 425, 453, 476, 514, 540, 553, 606, 723, 764, 855, 873, 916, 985, 989, 991, 997, 1045, 1110, 1132, 1407, 1409, 1451, 1810, 1867, 1907, 2003, 2027, 2035, 2057, 2095]",SCSF.tsv
mean,1,113,"[0, 2, 14, 113, 123, 133, 139, 152, 241, 296, 324, 326, 352, 380, 394, 409, 418, 425, 453, 476, 514, 540, 553, 575, 606, 723, 764, 855, 873, 916, 985, 989, 991, 997, 1045, 1110, 1132, 1249, 1294, 1407, 1409, 1451, 1498, 1810, 1867, 1907, 2003, 2027, 2035, 2057, 2095, 2131, 2132]",SCSF.tsv
i i,2,488,"[0, 6, 14, 52, 385, 488, 850, 1116, 1190, 1254, 1308, 1344, 1431, 1736, 1827, 1907, 1909, 2003, 2027]",SCSF.tsv
i know,2,538,"[0, 30, 131, 303, 538, 540, 543, 562, 653, 724, 742, 800, 813, 948, 968, 1079, 1154, 1254, 1334, 1792, 1854, 1865, 1930, 1937, 1971, 1994, 2003, 2041, 2049, 2067, 2166, 2199, 2227]",SCSF.tsv
i know i,3,1154,"[0, 1154, 1865]",SCSF.tsv
but i,2,43,"[2, 43, 466, 488, 510, 606, 632, 723, 804, 916, 981, 1110, 1132, 1235, 1368, 1370, 1398, 1409, 1431, 1464, 1736, 1886, 1907, 1909, 1967, 2019, 2310]",SCSF.tsv
but i mean,3,606,"[2, 606, 723, 916, 1110, 1132, 1409]",SCSF.tsv
