Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
to meet,2,7,"[0, 7, 16, 149]",S24E.tsv
go to,2,7,"[0, 7, 31, 41, 132, 193, 210, 261, 269, 329, 336, 463, 518, 565, 625, 649]",S24E.tsv
go,1,7,"[0, 2, 7, 8, 16, 26, 31, 34, 41, 49, 59, 63, 66, 91, 107, 126, 129, 130, 132, 137, 141, 143, 162, 165, 169, 172, 193, 197, 210, 211, 230, 233, 261, 269, 297, 321, 329, 336, 352, 354, 358, 396, 426, 463, 479, 489, 518, 525, 530, 537, 541, 549, 553, 563, 565, 587, 598, 619, 625, 649, 661, 678, 688]",S24E.tsv
we're,1,7,"[0, 2, 7, 29, 197, 393, 403, 411, 412]",S24E.tsv
i mean,2,13,"[0, 13, 20, 27, 57, 66, 67, 70, 129, 154, 156, 188, 219, 240, 278, 296, 304, 305, 307, 320, 322, 371, 383, 420, 509, 554, 576]",S24E.tsv
to go,2,31,"[0, 26, 31, 143, 230, 321, 479, 553, 565]",S24E.tsv
but i mean,3,67,"[0, 67, 304, 420]",S24E.tsv
he's,1,103,"[0, 41, 42, 47, 68, 89, 103, 105, 107, 116, 185, 210, 340, 657]",S24E.tsv
not go,2,107,"[0, 41, 107]",S24E.tsv
on the sunday,3,149,"[0, 149]",S24E.tsv
i'm,1,269,"[0, 68, 89, 240, 269, 518, 553, 586, 625, 649, 675]",S24E.tsv
but i,2,285,"[0, 67, 174, 285, 355, 420, 440, 459, 509, 535]",S24E.tsv
go on,2,358,"[0, 126, 358, 426, 525]",S24E.tsv
on the,2,388,"[0, 55, 126, 149, 162, 386, 388, 398, 426, 457, 537, 564, 565, 641, 643]",S24E.tsv
to be,2,408,"[0, 26, 210, 261, 346, 408, 457, 459, 504, 530, 673]",S24E.tsv
's,1,425,"[0, 2, 4, 425, 426, 459, 461]",S24E.tsv
plan,1,475,"[0, 156, 200, 475]",S24E.tsv
meet,1,480,"[0, 16, 20, 340, 480]",S24E.tsv
assume,1,645,"[0, 645]",S24E.tsv
