Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
get,1,1,"[0, 1, 3, 5, 7, 11, 33, 53, 85, 89, 101, 116, 132, 140, 170, 173, 197, 205, 230, 234, 315, 330, 370, 375, 377, 421, 446, 454, 464, 477, 492, 524, 566, 568, 584, 596, 612, 638, 692, 730, 744, 788, 803, 870, 902, 910, 927, 935, 940, 962, 979, 1007, 1009, 1013, 1070, 1082, 1089, 1094, 1096, 1148, 1164, 1172, 1175, 1197, 1208, 1227, 1241, 1263, 1272, 1288, 1289, 1306, 1313, 1315, 1322, 1345, 1349, 1380, 1395, 1417, 1439, 1445, 1446, 1448, 1473, 1475, 1487, 1497, 1507, 1511, 1536, 1579, 1602, 1604, 1624, 1636, 1637, 1640, 1658, 1666, 1669, 1671]",SR8V.tsv
me how,2,57,"[0, 57]",SR8V.tsv
you get,2,170,"[0, 170, 315, 492, 927, 1164, 1263, 1446]",SR8V.tsv
tell me,2,261,"[0, 261]",SR8V.tsv
tell,1,793,"[0, 25, 261, 265, 541, 722, 793, 970, 1013]",SR8V.tsv
get the,2,1175,"[0, 1175, 1349, 1473, 1497, 1658]",SR8V.tsv
to sign,2,12,"[3, 5, 12]",SR8V.tsv
anything,1,34,"[3, 5, 34, 234, 463, 736, 1126, 1202, 1205, 1371, 1542]",SR8V.tsv
be you,2,111,"[3, 5, 111, 315, 344, 494, 592, 613, 655, 681, 742, 1065, 1067, 1096, 1473, 1503, 1637, 1667]",SR8V.tsv
how be you,3,315,"[3, 5, 315]",SR8V.tsv
us,1,90,"[3, 5, 90, 460, 747, 970, 1013, 1019, 1090, 1202, 1237, 1371, 1378, 1380, 1383, 1388, 1390, 1419, 1488, 1511, 1517]",SR8V.tsv
gonna,1,41,"[3, 5, 41, 139, 216, 268, 361, 384, 419, 463, 479, 717, 750, 1031, 1083, 1310, 1325, 1369, 1388, 1417, 1439, 1542, 1560, 1623, 1637, 1654]",SR8V.tsv
gonna get,2,1439,"[3, 5, 1439]",SR8V.tsv
be you gonna get,4,1637,"[3, 5, 1637]",SR8V.tsv
don't know,2,7,"[1, 7, 23, 156, 202, 239, 572, 583, 793, 1048, 1058, 1204, 1264, 1301, 1617, 1645, 1681]",SR8V.tsv
know,1,7,"[1, 7, 23, 25, 31, 33, 49, 53, 56, 63, 101, 132, 135, 136, 151, 156, 159, 163, 185, 202, 227, 230, 239, 262, 292, 367, 392, 395, 417, 422, 438, 447, 465, 475, 480, 486, 487, 501, 535, 572, 576, 582, 583, 584, 585, 596, 598, 608, 633, 634, 636, 730, 736, 792, 793, 956, 979, 1003, 1027, 1048, 1050, 1051, 1058, 1108, 1130, 1171, 1204, 1212, 1241, 1249, 1262, 1264, 1269, 1298, 1301, 1306, 1327, 1384, 1396, 1407, 1410, 1503, 1505, 1507, 1529, 1531, 1532, 1551, 1602, 1617, 1618, 1645, 1660, 1681]",SR8V.tsv
phone,1,7,"[1, 7, 722, 724, 730, 731]",SR8V.tsv
i know,2,159,"[7, 31, 132, 159, 185, 292, 367, 395, 422, 487, 501, 582, 585, 608, 792, 956, 1003, 1027, 1050, 1108, 1171, 1212, 1241, 1262, 1384, 1396, 1407, 1507, 1529, 1531, 1532, 1618, 1660]",SR8V.tsv
what happen,2,295,"[7, 295, 296, 736]",SR8V.tsv
still,1,418,"[7, 415, 418, 419, 645, 750, 1048]",SR8V.tsv
know what,2,486,"[7, 136, 486, 1602, 1617, 1645, 1681]",SR8V.tsv
's,1,304,"[7, 304, 417, 687, 1016, 1113, 1120, 1177, 1466, 1477, 1482, 1504, 1623, 1628, 1633, 1638, 1646]",SR8V.tsv
happen,1,736,"[7, 288, 295, 296, 447, 736, 1222, 1388, 1406, 1408, 1412, 1671]",SR8V.tsv
an hour,2,1139,"[7, 1074, 1094, 1139, 1443]",SR8V.tsv
don't know what,3,1617,"[7, 1617, 1645, 1681]",SR8V.tsv
yeah,1,12,"[9, 12, 16, 22, 25, 26, 29, 36, 37, 40, 42, 56, 57, 58, 60, 62, 72, 74, 82, 84, 88, 91, 95, 105, 109, 117, 119, 127, 132, 140, 145, 148, 160, 168, 169, 174, 175, 178, 181, 182, 184, 185, 189, 196, 200, 206, 213, 215, 219, 221, 228, 231, 233, 235, 238, 241, 242, 244, 247, 265, 270, 272, 274, 281, 282, 285, 286, 289, 290, 291, 299, 316, 319, 328, 332, 338, 341, 352, 361, 367, 371, 374, 381, 394, 401, 411, 412, 416, 417, 418, 419, 420, 423, 433, 435, 437, 441, 445, 447, 448, 462, 467, 474, 484, 485, 488, 493, 495, 504, 508, 510, 511, 515, 518, 526, 528, 532, 536, 538, 540, 543, 546, 554, 556, 561, 562, 563, 568, 570, 577, 592, 599, 602, 617, 623, 627, 629, 638, 640, 643, 645, 646, 656, 666, 689, 718, 720, 723, 726, 728, 730, 737, 738, 740, 741, 743, 745, 746, 747, 757, 761, 776, 784, 788, 792, 794, 797, 799, 801, 806, 808, 826, 829, 833, 837, 843, 849, 852, 855, 867, 869, 874, 881, 896, 905, 911, 924, 928, 929, 932, 938, 943, 948, 951, 952, 956, 959, 965, 969, 971, 996, 1007, 1008, 1011, 1013, 1015, 1019, 1020, 1029, 1049, 1063, 1081, 1085, 1086, 1092, 1100, 1116, 1131, 1132, 1134, 1139, 1143, 1149, 1153, 1163, 1167, 1172, 1173, 1174, 1175, 1195, 1212, 1218, 1228, 1237, 1242, 1244, 1246, 1253, 1254, 1258, 1262, 1275, 1280, 1286, 1287, 1289, 1290, 1302, 1306, 1312, 1318, 1321, 1331, 1343, 1348, 1356, 1370, 1374, 1376, 1377, 1380, 1396, 1400, 1409, 1413, 1414, 1415, 1417, 1418, 1420, 1423, 1432, 1434, 1439, 1454, 1462, 1466, 1478, 1484, 1486, 1489, 1494, 1496, 1498, 1506, 1508, 1518, 1519, 1520, 1524, 1530, 1532, 1546, 1547, 1548, 1552, 1558, 1560, 1561, 1577, 1581, 1582, 1587, 1592, 1593, 1600, 1601, 1612, 1620, 1621, 1626, 1647, 1652, 1654, 1662, 1677, 1684]",SR8V.tsv
i do but,3,19,"[18, 19]",SR8V.tsv
update,1,26,"[18, 26, 27, 388]",SR8V.tsv
