Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
to take,2,19,"[0, 19]",SHKZ.tsv
apart,1,19,"[0, 18, 19, 50, 51]",SHKZ.tsv
take,1,19,"[0, 18, 19, 50, 51, 121, 159, 177, 178, 195]",SHKZ.tsv
need,1,127,"[0, 127, 130]",SHKZ.tsv
first,1,32,"[0, 32, 202]",SHKZ.tsv
yeah,1,19,"[2, 19, 41, 47, 69, 89, 96, 112, 128, 142, 144, 146, 150, 153, 175, 181, 185, 190, 191, 195]",SHKZ.tsv
call,1,91,"[4, 91]",SHKZ.tsv
consume,1,10,"[9, 10]",SHKZ.tsv
chocolate,1,10,"[9, 10, 13]",SHKZ.tsv
sneakily,1,10,"[9, 10]",SHKZ.tsv
happen,1,14,"[5, 14, 16]",SHKZ.tsv
happen to,2,14,"[13, 14, 16]",SHKZ.tsv
have it,2,26,"[16, 26]",SHKZ.tsv
actually,1,47,"[16, 47, 68, 183]",SHKZ.tsv
do you,2,18,"[5, 9, 18, 19, 24, 159, 167, 184, 193]",SHKZ.tsv
to take it apart,4,19,"[18, 19]",SHKZ.tsv
take it apart,3,19,"[18, 19]",SHKZ.tsv
yes,1,20,"[3, 20, 28, 51, 79, 104, 105, 148, 155, 157, 165, 170, 185, 207]",SHKZ.tsv
please,1,97,"[20, 97]",SHKZ.tsv
so it's,2,27,"[25, 27, 159]",SHKZ.tsv
well,1,50,"[11, 13, 25, 47, 50, 57, 67, 73, 108, 125, 127, 172, 176, 178, 190, 195]",SHKZ.tsv
can you,2,135,"[50, 135]",SHKZ.tsv
wolves,1,55,"[47, 55]",SHKZ.tsv
what's,1,76,"[21, 23, 39, 76, 198]",SHKZ.tsv
all the,2,76,"[25, 39, 75, 76, 77]",SHKZ.tsv
in the,2,76,"[30, 70, 75, 76, 77, 81, 97, 98, 101, 103, 130, 135, 137, 140, 149]",SHKZ.tsv
person controller,2,92,"[91, 92, 93]",SHKZ.tsv
think,1,105,"[13, 34, 36, 57, 67, 95, 105, 123, 159, 170, 183, 194, 204]",SHKZ.tsv
yep,1,107,"[44, 107, 115, 123, 161, 209, 211]",SHKZ.tsv
things,1,111,"[13, 17, 111, 149]",SHKZ.tsv
get,1,111,"[24, 25, 62, 75, 85, 87, 95, 111, 120, 131, 177, 189]",SHKZ.tsv
she's a,2,111,"[51, 111, 115]",SHKZ.tsv
always,1,155,"[111, 155, 176]",SHKZ.tsv
one,1,118,"[13, 42, 58, 97, 98, 101, 103, 118, 179, 181, 206]",SHKZ.tsv
that one,2,118,"[58, 118]",SHKZ.tsv
i don't,2,17,"[12, 17, 62, 94, 95, 120]",SHKZ.tsv
he's,1,120,"[33, 40, 42, 47, 81, 120, 123]",SHKZ.tsv
i don't get,3,120,"[62, 120]",SHKZ.tsv
him out,2,121,"[120, 121]",SHKZ.tsv
he can,2,122,"[84, 122]",SHKZ.tsv
