Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
there's,1,12,"[0, 12, 119, 183, 202, 252, 381, 406]",STKH.tsv
anyway,1,126,"[0, 91, 126, 209, 395]",STKH.tsv
gonna,1,126,"[0, 47, 126, 177, 216, 238, 329, 380, 395, 426]",STKH.tsv
always,1,236,"[0, 139, 185, 189, 236]",STKH.tsv
yeah,1,11,"[6, 11, 12, 13, 30, 31, 40, 43, 46, 47, 55, 65, 67, 85, 104, 117, 120, 122, 126, 148, 149, 151, 159, 180, 181, 183, 187, 191, 198, 199, 200, 209, 210, 215, 218, 223, 229, 230, 254, 277, 284, 299, 306, 331, 339, 346, 350, 366, 368, 384, 386, 394, 396, 406, 412, 416, 420, 429, 434, 437, 441, 477, 479, 502, 503, 504, 507, 527, 533]",STKH.tsv
one,1,12,"[11, 12, 20, 50, 92, 96, 114, 140, 185, 199, 201, 211, 232, 233, 235, 236, 270, 306, 339, 384, 386, 453, 476]",STKH.tsv
i print,2,270,"[11, 270]",STKH.tsv
print,1,274,"[11, 13, 274]",STKH.tsv
go,1,13,"[1, 9, 13, 47, 70, 79, 92, 121, 126, 132, 141, 158, 159, 162, 183, 186, 203, 209, 211, 220, 238, 242, 329, 338, 359, 381, 387, 407, 410, 428, 453, 459, 462, 470, 485, 487, 490, 499, 500, 501, 503, 505, 509, 519]",STKH.tsv
go to,2,13,"[9, 13, 92, 158, 162, 186, 211, 238, 242, 329, 387, 407, 410, 470, 485, 487, 490, 519]",STKH.tsv
to be,2,13,"[12, 13, 42, 111, 403, 410]",STKH.tsv
i don't,2,24,"[13, 24, 47, 62, 79, 104, 108, 119, 185, 207, 209, 211, 243, 245, 308, 373, 377, 378, 444]",STKH.tsv
i'm,1,24,"[13, 24, 47, 110, 126, 140, 143, 158, 177, 238, 255, 273, 329, 400, 402, 405, 406, 428, 444, 463, 468, 470, 516, 534]",STKH.tsv
cos,1,42,"[13, 42, 45, 58, 85, 105, 134, 137, 174, 193, 195, 205, 208, 229, 230, 322, 344, 348, 357, 433, 529]",STKH.tsv
probably,1,132,"[13, 132, 322]",STKH.tsv
