Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
serve,1,4,"[0, 4, 118]",SKDP.tsv
go,1,354,"[2, 213, 354, 403, 422, 446, 479, 547, 551, 578, 596, 603, 613, 645]",SKDP.tsv
you go,2,213,"[2, 213, 422, 596, 603, 635]",SKDP.tsv
i'm,1,256,"[6, 256, 297, 327, 376, 388, 391, 398, 409, 411, 423, 446, 470, 482, 501, 503, 518, 625, 644, 702, 714, 728]",SKDP.tsv
and i'm,2,482,"[6, 482, 518, 702]",SKDP.tsv
that's,1,12,"[11, 12, 30, 32, 59, 91, 120, 123, 142, 243, 247, 256, 290, 322, 324, 325, 333, 338, 346, 359, 398, 463, 496, 503, 595, 601, 624, 661, 731, 745, 747]",SKDP.tsv
the garlic,2,12,"[10, 12, 244, 248]",SKDP.tsv
eat,1,162,"[14, 162, 228, 244]",SKDP.tsv
bring,1,222,"[22, 222, 684, 692]",SKDP.tsv
i be,2,398,"[22, 116, 284, 398, 403, 470, 638]",SKDP.tsv
get,1,26,"[19, 26, 144, 157, 158, 163, 166, 205, 208, 211, 276, 291, 306, 311, 327, 334, 345, 350, 364, 370, 444, 445, 450, 452, 454, 485, 487, 489, 495, 504, 549, 556, 599, 638, 640, 644, 658, 660, 686, 705, 708, 711, 739, 740]",SKDP.tsv
right,1,170,"[26, 170, 187, 231, 232, 302, 319, 328, 329, 360, 384, 515, 517, 521, 641, 739, 747]",SKDP.tsv
dear,1,28,"[9, 11, 28, 79, 159, 376, 455, 512, 616]",SKDP.tsv
do a,2,60,"[28, 60, 82, 126, 524]",SKDP.tsv
bite,1,78,"[28, 78, 190, 238, 245, 249, 326, 357, 417, 422, 536, 607]",SKDP.tsv
bite of,2,238,"[28, 238, 326, 607]",SKDP.tsv
little,1,275,"[28, 190, 194, 275, 569]",SKDP.tsv
well,1,39,"[7, 19, 39, 50, 53, 60, 61, 83, 84, 100, 103, 107, 116, 133, 141, 157, 163, 195, 204, 232, 251, 264, 308, 325, 334, 339, 366, 386, 406, 407, 411, 415, 424, 442, 446, 452, 454, 470, 487, 489, 491, 492, 513, 514, 533, 585, 619, 629, 641, 644, 665, 673, 686, 694, 702, 708, 711, 715, 716, 740, 747]",SKDP.tsv
thank you,2,39,"[9, 39, 195, 205, 239, 253, 257, 384, 386, 457, 729]",SKDP.tsv
very nice,2,151,"[44, 151]",SKDP.tsv
nice,1,166,"[44, 47, 49, 151, 165, 166, 213, 392, 393, 747]",SKDP.tsv
on the,2,47,"[29, 47, 53, 186, 188, 369, 370, 375, 376, 545]",SKDP.tsv
still,1,143,"[47, 143, 492, 518, 625, 646]",SKDP.tsv
this be,2,176,"[47, 176, 264, 714]",SKDP.tsv
inside,1,178,"[47, 178, 188]",SKDP.tsv
quite,1,267,"[47, 267, 370, 454, 503, 595, 614, 628, 671, 676, 690, 702]",SKDP.tsv
be erm,2,452,"[47, 452]",SKDP.tsv
but it's,2,305,"[49, 305, 403, 507, 645]",SKDP.tsv
no but,2,120,"[51, 120, 143, 346]",SKDP.tsv
five,1,53,"[50, 52, 53, 69, 86, 167, 169, 176, 182, 531, 533, 660]",SKDP.tsv
say,1,53,"[52, 53, 103, 116, 123, 249, 260, 341, 398, 403, 405, 427, 442, 454, 470, 627, 644, 686, 726, 741]",SKDP.tsv
minutes,1,182,"[53, 58, 71, 169, 182]",SKDP.tsv
hundred,1,535,"[53, 535, 660]",SKDP.tsv
per,1,535,"[53, 69, 535]",SKDP.tsv
five hundred,2,660,"[53, 660]",SKDP.tsv
plus,1,753,"[53, 58, 753]",SKDP.tsv
yeah,1,56,"[13, 20, 37, 43, 56, 60, 72, 74, 76, 85, 88, 89, 98, 113, 129, 148, 150, 151, 179, 181, 191, 215, 222, 230, 232, 234, 236, 254, 268, 270, 274, 280, 289, 292, 321, 323, 334, 335, 338, 340, 342, 344, 349, 355, 377, 382, 398, 404, 411, 415, 420, 425, 428, 430, 432, 436, 438, 440, 442, 446, 464, 491, 497, 501, 507, 508, 523, 526, 527, 529, 531, 554, 560, 562, 564, 568, 570, 577, 580, 582, 584, 586, 588, 591, 593, 598, 599, 600, 602, 604, 606, 608, 612, 614, 615, 626, 629, 631, 639, 641, 642, 643, 647, 649, 651, 653, 657, 662, 664, 668, 670, 672, 674, 679, 681, 685, 687, 701, 706, 712, 717, 718, 720, 737, 740, 752, 753]",SKDP.tsv
twenty,1,398,"[58, 71, 169, 398, 403, 531, 532, 533, 539, 545]",SKDP.tsv
and then,2,174,"[67, 174, 235, 277]",SKDP.tsv
be the,2,393,"[67, 393]",SKDP.tsv
something,1,436,"[67, 436, 452, 555, 589, 669]",SKDP.tsv
fifty,1,172,"[69, 172]",SKDP.tsv
five minutes,2,182,"[69, 182]",SKDP.tsv
which have,2,206,"[69, 206]",SKDP.tsv
roast,1,71,"[23, 60, 71, 91, 116, 151, 178, 260]",SKDP.tsv
lamb,1,71,"[40, 71, 82, 94, 97, 103, 112, 154, 155, 190, 255, 454, 456]",SKDP.tsv
one,1,71,"[60, 71, 167, 205, 304, 308, 311, 320, 421, 461, 524, 607, 635, 652, 716, 745]",SKDP.tsv
hours,1,71,"[50, 52, 71, 86, 448]",SKDP.tsv
two,1,172,"[71, 73, 172, 408, 412, 422, 424, 426, 452, 499, 652, 660]",SKDP.tsv
in the,2,176,"[46, 71, 176, 183, 288, 304, 318, 479, 517, 686, 710, 711]",SKDP.tsv
have it in,3,260,"[71, 260]",SKDP.tsv
have it,2,135,"[71, 135, 260, 711]",SKDP.tsv
but then,2,405,"[71, 405, 425]",SKDP.tsv
end,1,545,"[46, 71, 524, 545, 547, 669]",SKDP.tsv
they have,2,676,"[71, 676]",SKDP.tsv
for a,2,403,"[73, 403, 753]",SKDP.tsv
a two,2,652,"[73, 652]",SKDP.tsv
it be,2,75,"[23, 45, 75, 240, 249, 389, 396, 398, 456, 532, 545, 555, 629, 671, 702]",SKDP.tsv
be it,2,199,"[75, 199, 247]",SKDP.tsv
completely,1,452,"[75, 188, 452]",SKDP.tsv
thing,1,77,"[64, 77, 100, 166, 409, 549, 581, 592, 601, 613, 660, 671]",SKDP.tsv
time,1,183,"[77, 183, 213, 216, 398, 403, 425, 477, 567, 583]",SKDP.tsv
of course,2,390,"[79, 390, 424, 545, 644]",SKDP.tsv
course,1,676,"[79, 676, 686]",SKDP.tsv
pull pork,2,81,"[80, 81]",SKDP.tsv
pull,1,82,"[81, 82]",SKDP.tsv
delicious,1,83,"[27, 83, 95, 97, 252, 283]",SKDP.tsv
be delicious,2,252,"[83, 252]",SKDP.tsv
which be,2,454,"[83, 454, 499, 503, 504, 660, 710]",SKDP.tsv
shoulder,1,85,"[84, 85, 86]",SKDP.tsv
the shallots,2,87,"[3, 87, 95]",SKDP.tsv
like the,2,87,"[80, 87]",SKDP.tsv
like,1,91,"[80, 87, 91, 159, 184, 188, 190, 192, 225, 341, 357, 420, 452, 454, 475, 485, 487, 507, 511, 513, 518, 524, 550, 567, 585, 587, 686, 750]",SKDP.tsv
do you,2,87,"[46, 87, 112, 147, 153, 213, 330, 332, 385, 421, 482, 485, 489, 519, 730]",SKDP.tsv
darling,1,166,"[87, 101, 123, 153, 166, 190, 244, 284, 295, 317, 331, 368, 384, 633, 735, 746]",SKDP.tsv
you like,2,487,"[87, 487]",SKDP.tsv
be have,2,97,"[19, 97]",SKDP.tsv
leave,1,97,"[86, 97, 242, 277, 288, 368, 369, 437, 448, 476]",SKDP.tsv
we'll be,2,407,"[97, 407, 442]",SKDP.tsv
we'll,1,407,"[97, 407, 442, 747]",SKDP.tsv
much,1,97,"[16, 97, 368, 442, 473, 489, 660]",SKDP.tsv
week,1,144,"[99, 144]",SKDP.tsv
alright,1,569,"[101, 488, 569, 625]",SKDP.tsv
good,1,137,"[104, 105, 137, 142, 144, 161, 284, 294, 346, 364, 396, 455, 459, 465, 522, 528, 565, 573, 595, 601, 643, 658, 661, 669]",SKDP.tsv
cook,1,107,"[91, 106, 107, 109, 178, 195, 277, 456]",SKDP.tsv
at all,2,479,"[107, 109, 479, 704]",SKDP.tsv
up to,2,403,"[111, 403, 692]",SKDP.tsv
er i,2,398,"[114, 398, 545]",SKDP.tsv
potatoes,1,116,"[19, 23, 116, 151, 177, 204, 269]",SKDP.tsv
roast potatoes,2,116,"[23, 116, 151]",SKDP.tsv
to make,2,116,"[100, 116]",SKDP.tsv
make,1,146,"[100, 116, 146, 260, 261, 374, 443, 450, 505, 596, 597, 603]",SKDP.tsv
talk,1,172,"[116, 172, 218, 222, 260, 320, 407, 529]",SKDP.tsv
say to,2,260,"[116, 260, 470]",SKDP.tsv
i be say,3,398,"[116, 398]",SKDP.tsv
well i,2,415,"[116, 415, 454, 470, 585, 619, 629]",SKDP.tsv
well i be,3,470,"[116, 470]",SKDP.tsv
be say,2,644,"[116, 123, 644]",SKDP.tsv
you know,2,118,"[86, 118, 220, 222, 260, 275, 398, 403, 442, 454, 473, 529, 549, 576, 592, 635, 638, 658, 660, 686, 690, 706, 708, 747]",SKDP.tsv
in a,2,118,"[86, 118, 144, 174, 178, 260, 417, 539, 578, 650, 684]",SKDP.tsv
peel,1,127,"[118, 127, 131]",SKDP.tsv
pan,1,149,"[118, 149, 370]",SKDP.tsv
hot,1,178,"[118, 178, 333]",SKDP.tsv
put,1,118,"[50, 118, 180, 269, 306, 326, 370, 426, 504, 520, 671, 708]",SKDP.tsv
and er,2,226,"[118, 226, 350, 370, 398, 717]",SKDP.tsv
when they,2,686,"[118, 686]",SKDP.tsv
put in a,3,708,"[118, 708]",SKDP.tsv
yes,1,121,"[24, 121, 214, 226, 319, 380, 395, 396, 398, 400, 558, 634, 666, 698]",SKDP.tsv
you be,2,525,"[123, 525, 646]",SKDP.tsv
mash,1,132,"[131, 132, 134, 136]",SKDP.tsv
cos,1,222,"[138, 222, 231, 260, 287, 587, 601]",SKDP.tsv
you want,2,153,"[18, 153, 326, 385, 421, 442, 479, 485, 520, 730]",SKDP.tsv
want,1,153,"[50, 153, 326, 385, 421, 442, 473, 479, 485, 520, 728, 730, 743]",SKDP.tsv
do you want,3,421,"[153, 385, 421, 485, 730]",SKDP.tsv
you've get,2,350,"[157, 350, 452, 549, 740]",SKDP.tsv
well you,2,157,"[50, 133, 157, 489, 492, 708]",SKDP.tsv
kale,1,159,"[29, 159, 206, 231, 235]",SKDP.tsv
would,1,426,"[159, 190, 192, 357, 425, 426, 465, 466, 487, 500, 603, 614]",SKDP.tsv
would you like,3,487,"[159, 190, 192, 357, 487]",SKDP.tsv
well it's,2,195,"[163, 195]",SKDP.tsv
be nice,2,166,"[165, 166]",SKDP.tsv
for the,2,255,"[169, 255, 347, 409, 450]",SKDP.tsv
first,1,640,"[169, 640, 644, 652, 658]",SKDP.tsv
mark,1,658,"[169, 658]",SKDP.tsv
the first,2,692,"[169, 692, 714]",SKDP.tsv
know,1,130,"[86, 118, 130, 173, 220, 222, 260, 275, 326, 398, 403, 442, 454, 473, 529, 549, 576, 585, 592, 635, 638, 658, 660, 686, 690, 706, 708, 747]",SKDP.tsv
i don't,2,363,"[173, 363, 473, 585]",SKDP.tsv
mean,1,184,"[120, 136, 184, 240, 340, 361, 442, 446, 456, 501, 629, 644, 646, 656, 676]",SKDP.tsv
beef,1,184,"[178, 184]",SKDP.tsv
like a,2,454,"[190, 357, 454]",SKDP.tsv
slice,1,194,"[178, 194]",SKDP.tsv
get it,2,211,"[208, 211, 334]",SKDP.tsv
it in,2,71,"[50, 71, 211, 260]",SKDP.tsv
scotland,1,267,"[211, 267]",SKDP.tsv
apparently,1,442,"[211, 442, 714]",SKDP.tsv
can't,1,231,"[226, 231, 335, 486, 555, 746]",SKDP.tsv
another,1,421,"[231, 421, 485, 607]",SKDP.tsv
really,1,233,"[70, 144, 233, 267, 304, 364, 365, 454, 506, 509, 513, 522, 528, 557, 578, 585, 601, 666, 673, 676, 710]",SKDP.tsv
rather,1,237,"[80, 237, 454, 599, 604]",SKDP.tsv
i'd,1,237,"[154, 237, 305, 403, 587, 604]",SKDP.tsv
i'd rather,2,604,"[237, 604]",SKDP.tsv
i'll have,2,240,"[238, 240]",SKDP.tsv
last,1,332,"[177, 240, 332]",SKDP.tsv
i'll,1,238,"[158, 238, 240, 417, 473, 745, 746]",SKDP.tsv
mean it be,3,456,"[240, 456, 629]",SKDP.tsv
the last,2,240,"[177, 240, 549]",SKDP.tsv
have the,2,619,"[240, 619]",SKDP.tsv
success,1,258,"[242, 258]",SKDP.tsv
three,1,325,"[242, 325, 370, 409, 424, 471, 473, 477, 495]",SKDP.tsv
there's,1,369,"[242, 368, 369, 383, 386, 665, 667, 686]",SKDP.tsv
a big,2,409,"[242, 409, 671]",SKDP.tsv
big,1,452,"[242, 452, 671]",SKDP.tsv
garlic,1,244,"[10, 244, 248]",SKDP.tsv
sure,1,388,"[247, 388, 409, 411, 702, 714]",SKDP.tsv
be you,2,469,"[247, 469, 617, 635, 636]",SKDP.tsv
hard,1,248,"[245, 248, 249, 570, 676]",SKDP.tsv
make stovies,2,261,"[260, 261]",SKDP.tsv
stovies,1,262,"[260, 261, 262, 263, 283]",SKDP.tsv
look,1,284,"[7, 284, 364]",SKDP.tsv
be a,2,284,"[127, 176, 206, 264, 284, 409, 417, 454, 456, 504, 545, 629, 686, 692, 710, 714]",SKDP.tsv
a good,2,346,"[284, 346, 658]",SKDP.tsv
see,1,287,"[23, 213, 287, 405, 417, 557, 592, 697, 739, 745, 746]",SKDP.tsv
get at,2,291,"[166, 291]",SKDP.tsv
least,1,501,"[291, 501]",SKDP.tsv
what darling,2,735,"[295, 735]",SKDP.tsv
i'm not,2,388,"[297, 388, 501]",SKDP.tsv
to put,2,180,"[50, 180, 306, 326]",SKDP.tsv
but i,2,346,"[306, 346, 595, 604, 716]",SKDP.tsv
around,1,442,"[306, 370, 442]",SKDP.tsv
haven't get,2,489,"[306, 489]",SKDP.tsv
away,1,654,"[306, 654, 753]",SKDP.tsv
the one,2,320,"[60, 308, 320, 635]",SKDP.tsv
