Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
isn't it,2,352,"[0, 82, 352, 370, 387, 439]",SU8C.tsv
oh it's,2,635,"[0, 635, 1648, 1672, 1676]",SU8C.tsv
do you,2,69,"[4, 69, 397, 506, 807, 1077, 1110, 1214, 1507, 1555, 1566]",SU8C.tsv
come on,2,7,"[6, 7]",SU8C.tsv
really,1,28,"[6, 28, 46, 139, 234, 338, 479, 494, 546, 580, 582, 726, 762, 918, 985, 994, 999, 1021, 1023, 1026, 1102, 1129, 1187, 1312, 1432, 1527, 1537, 1558, 1616, 1674, 1685]",SU8C.tsv
come,1,58,"[6, 7, 10, 27, 58, 290, 1088, 1091, 1110, 1195, 1390, 1410, 1450, 1553]",SU8C.tsv
think,1,44,"[8, 33, 44, 45, 131, 178, 232, 235, 280, 298, 309, 508, 546, 662, 785, 803, 837, 922, 962, 999, 1067, 1086, 1145, 1161, 1195, 1197, 1199, 1266, 1277, 1290, 1299, 1309, 1336, 1340, 1365, 1376, 1379, 1391, 1395, 1460, 1475, 1527, 1578, 1588, 1648, 1652, 1653, 1672, 1676, 1677, 1702]",SU8C.tsv
now cos,2,212,"[8, 212, 1648]",SU8C.tsv
cos,1,166,"[8, 10, 49, 70, 166, 203, 212, 220, 283, 342, 622, 650, 653, 684, 762, 789, 801, 805, 847, 868, 871, 902, 972, 1026, 1111, 1133, 1173, 1180, 1190, 1199, 1211, 1223, 1226, 1238, 1313, 1343, 1365, 1410, 1420, 1467, 1521, 1553, 1566, 1624, 1648, 1657, 1666, 1677, 1681, 1683, 1688, 1713]",SU8C.tsv
i think,2,232,"[8, 45, 178, 232, 280, 837, 922, 999, 1067, 1086, 1161, 1197, 1199, 1277, 1290, 1299, 1309, 1336, 1340, 1365, 1391, 1475, 1578, 1588, 1652]",SU8C.tsv
and now,2,337,"[8, 337, 556, 722]",SU8C.tsv
and i,2,26,"[8, 26, 292, 508, 655, 837, 863, 876, 996, 1249, 1277, 1360, 1430, 1480, 1562, 1580, 1676, 1683, 1684]",SU8C.tsv
do that,2,298,"[8, 53, 298, 548, 737, 925, 1042, 1301, 1566]",SU8C.tsv
bite,1,397,"[8, 29, 64, 397, 504, 858, 1005, 1108, 1204, 1228, 1379, 1521, 1531, 1551, 1555, 1566, 1580, 1598, 1646]",SU8C.tsv
around,1,1173,"[8, 1173, 1461, 1659]",SU8C.tsv
get,1,10,"[1, 10, 20, 24, 32, 34, 41, 57, 76, 103, 108, 114, 116, 122, 134, 145, 161, 162, 166, 174, 184, 193, 201, 208, 298, 353, 354, 363, 373, 397, 399, 407, 413, 427, 441, 450, 462, 494, 508, 517, 521, 538, 540, 554, 556, 570, 576, 580, 583, 590, 622, 638, 640, 655, 659, 715, 724, 733, 739, 791, 795, 807, 808, 811, 818, 825, 826, 829, 839, 843, 845, 849, 851, 892, 896, 910, 925, 1009, 1049, 1107, 1108, 1238, 1239, 1240, 1251, 1266, 1267, 1303, 1304, 1312, 1313, 1322, 1325, 1336, 1341, 1354, 1365, 1370, 1399, 1401, 1412, 1413, 1418, 1440, 1441, 1447, 1457, 1459, 1461, 1467, 1472, 1482, 1504, 1510, 1513, 1521, 1524, 1535, 1553, 1555, 1566, 1580, 1585, 1618, 1622, 1624, 1636, 1637, 1638, 1644, 1646, 1648, 1659, 1676, 1686, 1691, 1702, 1709]",SU8C.tsv
get all,2,57,"[10, 57, 193]",SU8C.tsv
cos you,2,220,"[10, 220, 1566, 1666]",SU8C.tsv
you get,2,517,"[10, 108, 517, 659, 818, 826, 849, 1251, 1521, 1566, 1624]",SU8C.tsv
on that side,3,1207,"[10, 1207]",SU8C.tsv
need,1,219,"[12, 219, 461, 523, 583, 650, 843, 958, 1349, 1379, 1667, 1670, 1672, 1713]",SU8C.tsv
need some,2,843,"[12, 843]",SU8C.tsv
put,1,32,"[13, 15, 32, 36, 131, 242, 554, 751, 851, 1040, 1128, 1334, 1384, 1386, 1393, 1395, 1427, 1555, 1566, 1567, 1574, 1576, 1580, 1676, 1693]",SU8C.tsv
put them,2,554,"[13, 15, 554, 851, 1128]",SU8C.tsv
out on,2,625,"[13, 625, 851]",SU8C.tsv
okay,1,837,"[17, 115, 837, 977, 1628]",SU8C.tsv
yeah,1,21,"[9, 11, 16, 18, 21, 23, 29, 35, 37, 47, 59, 63, 65, 68, 74, 77, 84, 90, 97, 99, 101, 102, 109, 126, 132, 135, 138, 140, 142, 150, 151, 154, 157, 163, 165, 167, 172, 176, 178, 179, 182, 183, 185, 187, 191, 193, 197, 199, 200, 202, 210, 211, 216, 222, 223, 231, 233, 239, 241, 243, 245, 249, 251, 253, 256, 258, 265, 267, 269, 275, 276, 279, 284, 291, 294, 295, 297, 298, 301, 303, 311, 313, 318, 319, 320, 322, 329, 330, 332, 334, 335, 336, 346, 348, 352, 356, 358, 361, 364, 369, 371, 378, 379, 381, 383, 388, 390, 394, 396, 398, 400, 402, 406, 412, 414, 418, 419, 421, 423, 425, 426, 431, 435, 436, 440, 442, 444, 447, 460, 467, 469, 471, 473, 475, 480, 483, 485, 489, 491, 493, 498, 499, 501, 503, 505, 507, 511, 518, 520, 522, 526, 531, 532, 533, 535, 537, 541, 543, 545, 547, 549, 553, 555, 557, 559, 561, 565, 567, 568, 571, 577, 581, 583, 587, 589, 591, 595, 598, 603, 605, 606, 610, 612, 616, 617, 619, 623, 626, 630, 632, 633, 634, 641, 643, 645, 646, 649, 650, 654, 656, 658, 661, 667, 674, 675, 677, 678, 686, 691, 695, 697, 701, 705, 708, 710, 712, 714, 716, 721, 723, 732, 734, 738, 740, 741, 743, 745, 748, 750, 752, 753, 755, 761, 763, 764, 769, 775, 777, 781, 783, 786, 790, 800, 803, 806, 812, 819, 820, 828, 848, 867, 869, 877, 879, 881, 883, 885, 886, 890, 891, 893, 903, 904, 911, 916, 919, 927, 933, 934, 937, 941, 944, 950, 953, 954, 959, 960, 967, 968, 969, 973, 974, 976, 982, 986, 995, 997, 998, 1002, 1006, 1010, 1012, 1014, 1015, 1024, 1025, 1026, 1033, 1035, 1037, 1040, 1041, 1044, 1046, 1047, 1050, 1052, 1054, 1056, 1061, 1064, 1069, 1071, 1074, 1079, 1085, 1098, 1110, 1118, 1120, 1127, 1134, 1140, 1149, 1153, 1156, 1163, 1164, 1166, 1170, 1172, 1174, 1181, 1189, 1193, 1196, 1206, 1212, 1219, 1221, 1224, 1230, 1231, 1238, 1241, 1244, 1246, 1252, 1253, 1255, 1257, 1264, 1270, 1272, 1276, 1278, 1279, 1283, 1284, 1293, 1294, 1295, 1297, 1305, 1306, 1307, 1308, 1323, 1326, 1327, 1328, 1329, 1333, 1341, 1344, 1345, 1346, 1350, 1357, 1361, 1364, 1365, 1367, 1371, 1375, 1376, 1377, 1382, 1383, 1387, 1389, 1390, 1392, 1394, 1395, 1400, 1406, 1408, 1409, 1410, 1413, 1414, 1417, 1423, 1425, 1431, 1436, 1438, 1445, 1446, 1448, 1452, 1456, 1462, 1463, 1467, 1468, 1471, 1476, 1492, 1497, 1498, 1511, 1514, 1517, 1522, 1527, 1532, 1536, 1544, 1546, 1548, 1550, 1552, 1554, 1563, 1565, 1573, 1575, 1577, 1579, 1581, 1582, 1588, 1589, 1598, 1599, 1600, 1604, 1606, 1608, 1610, 1612, 1614, 1619, 1630, 1632, 1634, 1638, 1639, 1647, 1651, 1654, 1656, 1658, 1673, 1678, 1682, 1687, 1689, 1690, 1692, 1693, 1694, 1696, 1698, 1703, 1710, 1712, 1714]",SU8C.tsv
know,1,26,"[23, 26, 37, 61, 100, 137, 141, 164, 166, 190, 196, 228, 255, 257, 281, 283, 292, 296, 312, 340, 347, 349, 380, 389, 395, 401, 407, 409, 417, 420, 441, 453, 459, 468, 486, 488, 492, 504, 506, 519, 534, 540, 542, 546, 548, 550, 554, 556, 564, 566, 570, 588, 590, 596, 618, 627, 636, 638, 642, 644, 648, 653, 655, 657, 662, 664, 696, 711, 717, 722, 726, 742, 760, 768, 770, 776, 780, 795, 803, 807, 809, 811, 814, 821, 837, 841, 878, 882, 884, 902, 905, 925, 930, 943, 960, 972, 985, 987, 989, 996, 999, 1005, 1009, 1016, 1017, 1038, 1042, 1043, 1053, 1055, 1057, 1059, 1062, 1075, 1076, 1077, 1088, 1099, 1110, 1112, 1130, 1135, 1137, 1143, 1176, 1231, 1238, 1243, 1251, 1271, 1275, 1282, 1296, 1299, 1317, 1326, 1330, 1334, 1338, 1345, 1347, 1349, 1351, 1364, 1370, 1379, 1383, 1390, 1410, 1418, 1424, 1432, 1440, 1445, 1447, 1451, 1506, 1513, 1521, 1531, 1533, 1545, 1551, 1553, 1555, 1556, 1562, 1564, 1566, 1567, 1570, 1574, 1576, 1580, 1603, 1605, 1613, 1629, 1644, 1646, 1652, 1653, 1655, 1674, 1676, 1677, 1679, 1681, 1697]",SU8C.tsv
yeah i,2,442,"[23, 37, 178, 442, 968, 973, 1238, 1345, 1364, 1377, 1445]",SU8C.tsv
yeah i know,3,1345,"[23, 1345, 1364, 1445]",SU8C.tsv
i know,2,803,"[23, 803, 1345, 1364, 1379, 1445, 1506]",SU8C.tsv
one,1,324,"[27, 29, 64, 324, 337, 384, 506, 590, 857, 955, 1001, 1189, 1193, 1211, 1238, 1240, 1390, 1494, 1515, 1526, 1527, 1535, 1551, 1555, 1661]",SU8C.tsv
back,1,54,"[27, 29, 54, 345, 373, 582, 596, 629, 631, 632, 1088, 1107, 1108, 1233, 1566, 1640]",SU8C.tsv
it's all,2,488,"[27, 488, 512, 616, 618, 676, 1325, 1553]",SU8C.tsv
try,1,985,"[27, 985, 1379, 1382, 1543]",SU8C.tsv
the one,2,324,"[29, 324, 1211]",SU8C.tsv
at the,2,127,"[29, 127, 352, 1113, 1313, 1672, 1675]",SU8C.tsv
sort of,2,139,"[31, 139, 141, 166, 283, 435, 462, 492, 504, 512, 513, 544, 552, 648, 662, 689, 696, 935, 978, 980, 985, 989, 999, 1001, 1003, 1005, 1053, 1271, 1285, 1307, 1315, 1317, 1326, 1328, 1332, 1334, 1383, 1390, 1399, 1426, 1513, 1533, 1537, 1543, 1551, 1562, 1566, 1584, 1622, 1646, 1652, 1681]",SU8C.tsv
dig,1,33,"[3, 33]",SU8C.tsv
dig it,2,79,"[33, 79]",SU8C.tsv
gonna,1,206,"[33, 206, 248, 342, 413, 427, 504, 588, 664, 696, 807, 817, 907, 910, 1349, 1395, 1566, 1681]",SU8C.tsv
oh yeah,2,74,"[35, 74, 90, 426, 435, 557, 646, 950, 1014, 1357, 1382, 1390, 1408]",SU8C.tsv
i'll,1,37,"[16, 37, 882, 884, 887, 1263, 1447, 1505, 1580, 1618]",SU8C.tsv
use,1,310,"[37, 45, 310, 622, 648, 803, 1012, 1166, 1340, 1593]",SU8C.tsv
i don't,2,37,"[22, 37, 363, 556, 821, 925, 962, 1088, 1099, 1145, 1238, 1243, 1271, 1370, 1432, 1460]",SU8C.tsv
i don't know,3,556,"[37, 556, 821, 925, 1088, 1099, 1238, 1243, 1271, 1370]",SU8C.tsv
don't know,2,1076,"[37, 925, 1076, 1088, 1099, 1238, 1410]",SU8C.tsv
in it,2,296,"[43, 296, 476, 859, 1334, 1681]",SU8C.tsv
for the,2,246,"[45, 196, 246, 324, 424, 1616]",SU8C.tsv
that for,2,430,"[45, 196, 430, 585]",SU8C.tsv
front,1,1622,"[45, 1397, 1551, 1622]",SU8C.tsv
go,1,47,"[16, 47, 79, 89, 92, 93, 122, 212, 289, 324, 337, 373, 413, 435, 443, 453, 528, 531, 570, 578, 590, 596, 601, 662, 664, 770, 796, 797, 841, 853, 882, 887, 915, 917, 922, 923, 1110, 1131, 1137, 1144, 1147, 1155, 1162, 1202, 1226, 1263, 1265, 1300, 1328, 1341, 1343, 1344, 1347, 1354, 1379, 1388, 1395, 1432, 1433, 1482, 1547, 1555, 1580, 1640, 1676, 1688, 1711]",SU8C.tsv
time,1,134,"[47, 134, 250, 324, 765, 1084, 1113, 1574, 1636, 1667, 1677, 1695, 1716]",SU8C.tsv
stuff,1,47,"[32, 47, 82, 290, 357, 367, 370, 397, 437, 455, 457, 459, 461, 464, 515, 552, 650, 713, 910, 1005, 1051, 1426]",SU8C.tsv
buy,1,257,"[47, 257, 923, 1189, 1193, 1345, 1354, 1376, 1410, 1430, 1435, 1442, 1533, 1547, 1677]",SU8C.tsv
it all,2,443,"[47, 443, 1072, 1580]",SU8C.tsv
go and,2,1202,"[47, 1202, 1226, 1263]",SU8C.tsv
up and,2,120,"[47, 120, 1233]",SU8C.tsv
this time,2,1636,"[47, 1636]",SU8C.tsv
right,1,159,"[55, 90, 159, 233, 258, 275, 290, 297, 352, 375, 383, 398, 410, 425, 428, 436, 453, 458, 463, 466, 479, 481, 502, 504, 510, 549, 570, 581, 589, 591, 622, 648, 658, 667, 685, 727, 766, 810, 848, 849, 875, 880, 903, 909, 924, 977, 1000, 1050, 1058, 1105, 1174, 1221, 1255, 1316, 1332, 1333, 1396, 1398, 1410, 1416, 1451, 1469, 1542, 1696]",SU8C.tsv
year,1,266,"[64, 266, 324, 742]",SU8C.tsv
do it,2,432,"[64, 432, 580, 683, 754, 1072, 1500, 1711]",SU8C.tsv
last,1,821,"[64, 821]",SU8C.tsv
didn't we,2,1012,"[64, 1012, 1201, 1237, 1238]",SU8C.tsv
well,1,66,"[7, 20, 32, 54, 66, 67, 72, 116, 124, 131, 134, 170, 175, 181, 202, 209, 210, 215, 232, 292, 298, 315, 324, 326, 366, 370, 393, 416, 426, 428, 430, 434, 435, 495, 500, 517, 534, 551, 566, 570, 580, 582, 586, 632, 650, 662, 667, 671, 797, 865, 870, 875, 922, 942, 952, 1011, 1012, 1039, 1057, 1068, 1069, 1092, 1096, 1111, 1147, 1197, 1214, 1216, 1252, 1259, 1267, 1271, 1286, 1290, 1300, 1301, 1310, 1313, 1322, 1332, 1335, 1336, 1339, 1342, 1343, 1344, 1347, 1365, 1377, 1383, 1403, 1427, 1429, 1430, 1432, 1435, 1442, 1455, 1462, 1475, 1479, 1482, 1504, 1511, 1522, 1531, 1538, 1555, 1566, 1580, 1590, 1636, 1646, 1668, 1674, 1713]",SU8C.tsv
don't they,2,127,"[70, 127, 215, 539, 559, 765, 926, 1063, 1495, 1497, 1705]",SU8C.tsv
keep,1,407,"[70, 407, 443, 585, 655, 1321, 1342, 1344, 1661, 1676, 1683, 1716]",SU8C.tsv
horrible,1,79,"[78, 79]",SU8C.tsv
you go,2,93,"[92, 93, 770, 1137, 1144, 1147, 1155]",SU8C.tsv
of course,2,103,"[92, 103, 293, 307, 434, 435, 627, 959, 1107, 1616]",SU8C.tsv
course,1,583,"[92, 435, 583, 627, 959, 1107]",SU8C.tsv
get a bus pass,4,108,"[103, 108, 114, 116, 122]",SU8C.tsv
be it,2,206,"[108, 206, 298, 355, 367, 481, 830, 1137, 1184, 1252, 1341, 1538, 1571, 1585]",SU8C.tsv
that you,2,395,"[108, 395, 459, 742, 768, 837, 972, 1258]",SU8C.tsv
get a,2,103,"[24, 103, 108, 114, 116, 122, 397, 590, 811, 1303, 1304, 1504, 1521, 1535, 1566, 1580, 1646]",SU8C.tsv
retire,1,114,"[110, 114, 118, 127, 150, 158, 168, 170]",SU8C.tsv
five,1,137,"[110, 137, 150, 162, 168, 184, 186, 266, 268, 504, 542]",SU8C.tsv
suppose to,2,415,"[110, 415, 495, 668]",SU8C.tsv
suppose,1,1249,"[110, 495, 668, 1249, 1338, 1403]",SU8C.tsv
be that,2,803,"[113, 684, 803, 874, 972, 1099, 1345, 1527]",SU8C.tsv
change,1,622,"[119, 622, 625, 762, 878, 1570, 1572, 1648, 1663, 1702, 1703, 1704, 1709]",SU8C.tsv
oh i see,3,408,"[153, 408, 682]",SU8C.tsv
see,1,219,"[153, 219, 228, 397, 408, 679, 682, 683, 742, 751, 762, 915, 958, 973, 1091, 1258, 1343, 1358, 1410, 1465, 1509, 1519, 1524, 1528, 1530, 1566, 1581, 1681]",SU8C.tsv
oh i,2,1379,"[153, 408, 682, 1379, 1412, 1467, 1506, 1512]",SU8C.tsv
think so,2,962,"[178, 962, 1460]",SU8C.tsv
seventy five percent,3,186,"[184, 186]",SU8C.tsv
percent,1,263,"[184, 186, 263, 282, 294, 401, 585]",SU8C.tsv
wow,1,514,"[189, 514, 1518]",SU8C.tsv
pay,1,260,"[250, 260, 261, 262, 265, 292, 294, 342, 345, 382, 384, 403, 407, 446, 586, 588, 590, 596, 629, 631, 632, 684, 687, 693, 709, 711, 717, 724, 739, 749, 821, 878, 882, 889, 1372]",SU8C.tsv
in the,2,273,"[260, 273, 289, 324, 352, 357, 435, 443, 466, 482, 508, 527, 566, 696, 791, 829, 843, 878, 925, 930, 1011, 1021, 1076, 1077, 1078, 1162, 1235, 1237, 1412, 1547, 1548, 1549, 1626, 1663, 1686, 1691]",SU8C.tsv
claim,1,648,"[643, 644, 648, 650, 666, 668, 676, 679, 715]",SU8C.tsv
can't,1,666,"[283, 298, 306, 354, 650, 666, 683, 724, 821, 966, 1266, 1450, 1666]",SU8C.tsv
you can,2,666,"[54, 500, 666, 768, 814, 943, 1372, 1450, 1553, 1566, 1581]",SU8C.tsv
can't you,2,1450,"[666, 1450]",SU8C.tsv
for for,2,1622,"[666, 1622]",SU8C.tsv
if you,2,666,"[345, 435, 642, 662, 666, 774, 876, 882, 1034, 1624]",SU8C.tsv
be she,2,669,"[88, 93, 669, 961, 984]",SU8C.tsv
make,1,692,"[302, 424, 488, 538, 692, 864, 866, 902, 984, 985, 1286, 1412, 1543, 1555, 1633]",SU8C.tsv
that's,1,159,"[107, 146, 149, 156, 159, 201, 206, 233, 258, 259, 290, 297, 326, 352, 375, 383, 398, 425, 428, 436, 442, 444, 458, 461, 463, 466, 549, 560, 572, 581, 589, 591, 609, 615, 628, 631, 639, 658, 667, 685, 727, 756, 766, 810, 829, 875, 903, 909, 958, 969, 975, 1040, 1050, 1058, 1143, 1173, 1221, 1245, 1255, 1257, 1332, 1333, 1346, 1354, 1365, 1373, 1398, 1444, 1451, 1490, 1494, 1561, 1571, 1630, 1664, 1665, 1696, 1697]",SU8C.tsv
that's right,2,727,"[159, 233, 258, 290, 297, 352, 383, 398, 425, 428, 436, 458, 463, 466, 549, 581, 589, 591, 658, 667, 685, 727, 766, 810, 875, 903, 909, 1050, 1058, 1221, 1255, 1332, 1333, 1398, 1451, 1696]",SU8C.tsv
this be,2,729,"[83, 729, 849, 870, 1039, 1061, 1063, 1252, 1541, 1551]",SU8C.tsv
charge,1,729,"[274, 280, 729]",SU8C.tsv
this be what,3,1039,"[729, 1039, 1063]",SU8C.tsv
college,1,742,"[93, 742]",SU8C.tsv
much,1,742,"[206, 265, 437, 466, 521, 586, 627, 631, 742, 1268, 1280, 1299, 1313, 1441, 1609]",SU8C.tsv
i mean,2,212,"[139, 212, 255, 298, 304, 310, 375, 380, 382, 387, 437, 442, 453, 462, 466, 502, 518, 538, 548, 562, 583, 614, 620, 638, 648, 726, 742, 768, 776, 789, 801, 803, 841, 871, 875, 878, 925, 928, 968, 971, 983, 1102, 1111, 1161, 1247, 1275, 1282, 1296, 1377, 1399, 1444, 1447, 1521, 1531, 1603, 1611, 1618, 1655, 1677]",SU8C.tsv
they say,2,274,"[257, 274, 283, 340, 426, 450, 502, 562, 566, 568, 648, 683, 742, 805, 1490]",SU8C.tsv
you know,2,742,"[26, 61, 100, 137, 141, 164, 166, 190, 196, 228, 255, 257, 281, 283, 292, 296, 312, 340, 347, 349, 380, 389, 395, 401, 407, 409, 417, 420, 441, 453, 459, 468, 486, 488, 492, 504, 506, 519, 534, 540, 542, 546, 548, 550, 554, 564, 566, 570, 588, 590, 596, 618, 627, 636, 638, 642, 644, 648, 653, 655, 657, 662, 664, 696, 711, 717, 722, 726, 742, 760, 768, 770, 776, 780, 795, 803, 807, 809, 811, 814, 837, 841, 878, 882, 884, 902, 905, 930, 943, 960, 972, 985, 987, 989, 996, 999, 1005, 1009, 1038, 1042, 1053, 1055, 1057, 1059, 1062, 1077, 1110, 1137, 1143, 1176, 1231, 1251, 1271, 1275, 1282, 1296, 1299, 1317, 1326, 1330, 1334, 1338, 1347, 1349, 1351, 1383, 1390, 1418, 1424, 1432, 1440, 1447, 1451, 1513, 1521, 1531, 1533, 1545, 1551, 1553, 1555, 1556, 1564, 1566, 1567, 1570, 1574, 1576, 1580, 1603, 1605, 1613, 1629, 1644, 1646, 1652, 1653, 1655, 1674, 1676, 1677, 1679, 1681, 1697]",SU8C.tsv
say,1,274,"[22, 242, 257, 274, 283, 292, 298, 340, 375, 390, 426, 448, 450, 502, 533, 562, 566, 568, 580, 582, 583, 588, 625, 646, 648, 650, 662, 683, 696, 742, 747, 805, 841, 849, 882, 922, 1055, 1110, 1345, 1382, 1410, 1412, 1426, 1428, 1430, 1432, 1435, 1490, 1551, 1553, 1555, 1566, 1567, 1580]",SU8C.tsv
know what,2,821,"[519, 742, 821, 1075, 1076, 1130, 1243, 1282, 1296, 1379, 1410, 1655]",SU8C.tsv
council,1,742,"[622, 742, 830, 845]",SU8C.tsv
say oh,2,742,"[426, 566, 580, 646, 696, 742, 849, 1412, 1566]",SU8C.tsv
and this,2,742,"[515, 662, 742, 960, 1555]",SU8C.tsv
you have,2,742,"[345, 662, 696, 742, 770, 1157, 1553]",SU8C.tsv
see that,2,1509,"[742, 1509, 1519, 1528, 1530]",SU8C.tsv
