Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
do you,2,394,"[0, 13, 53, 59, 62, 116, 143, 230, 277, 291, 384, 394, 398, 468, 490, 496, 521, 574]",SKZX.tsv
say,1,2,"[1, 2, 4, 5, 8, 9, 10, 11, 255, 259, 313, 314, 318, 320, 322, 371, 400, 409, 413, 414, 427, 481, 484, 486, 492, 499, 501, 502, 504, 505, 506, 521, 549, 558, 565]",SKZX.tsv
he say,2,4,"[2, 4, 5, 8, 9, 10, 11, 313, 318, 320, 322, 481, 558, 565]",SKZX.tsv
and he,2,313,"[2, 313]",SKZX.tsv
and he say,3,322,"[2, 322]",SKZX.tsv
come,1,339,"[2, 289, 339, 412, 430, 432, 434, 435, 446, 449, 499, 541]",SKZX.tsv
you be,2,106,"[13, 17, 106, 216]",SKZX.tsv
be in,2,173,"[13, 96, 173, 216, 319, 499]",SKZX.tsv
well,1,17,"[3, 17, 19, 32, 58, 75, 76, 78, 81, 82, 92, 95, 96, 117, 121, 143, 161, 163, 165, 166, 167, 191, 212, 223, 236, 260, 319, 341, 342, 344, 355, 368, 385, 412, 429, 439, 453, 467, 482, 483, 484, 502, 515, 565]",SKZX.tsv
know,1,80,"[17, 80, 117, 119, 143, 251, 258, 278, 284, 285, 319, 425, 437, 438, 446, 475, 481, 501, 521, 523, 536, 544, 578]",SKZX.tsv
where you,2,444,"[17, 285, 425, 444]",SKZX.tsv
be he,2,565,"[17, 565]",SKZX.tsv
it do,2,290,"[21, 290]",SKZX.tsv
much,1,345,"[21, 345]",SKZX.tsv
think,1,25,"[23, 25, 44, 68, 76, 77, 96, 110, 141, 176, 204, 206, 226, 253, 282, 284, 290, 341, 343, 348, 435, 449, 453, 506, 522]",SKZX.tsv
yeah,1,26,"[22, 26, 28, 29, 30, 34, 36, 37, 41, 42, 45, 47, 50, 54, 55, 57, 61, 63, 66, 67, 69, 82, 84, 88, 91, 96, 97, 104, 105, 112, 121, 125, 127, 133, 134, 166, 168, 170, 172, 174, 177, 184, 188, 189, 190, 191, 192, 197, 200, 202, 203, 225, 233, 250, 254, 257, 262, 263, 265, 269, 271, 275, 276, 284, 286, 290, 293, 295, 302, 303, 305, 307, 308, 314, 326, 328, 341, 346, 348, 376, 390, 396, 399, 401, 413, 418, 424, 433, 438, 440, 442, 458, 463, 465, 466, 467, 475, 478, 500, 509, 513, 522, 526, 528, 531, 540, 545, 567, 578]",SKZX.tsv
would,1,123,"[34, 83, 96, 123, 132, 174, 226, 433, 504]",SKZX.tsv
amp,1,39,"[32, 39]",SKZX.tsv
use,1,316,"[39, 316, 391, 393, 475, 476]",SKZX.tsv
right,1,49,"[12, 33, 49, 70, 82, 101, 153, 245, 323, 348, 470, 534, 565]",SKZX.tsv
oh right,2,49,"[33, 49, 82, 153, 245, 323, 470, 534]",SKZX.tsv
that's,1,51,"[19, 33, 51, 54, 63, 67, 76, 79, 156, 157, 191, 192, 207, 223, 226, 237, 252, 284, 329, 412, 422, 485, 494, 499, 532, 553, 557, 558, 561]",SKZX.tsv
good,1,56,"[51, 56, 69, 345, 349, 355, 392]",SKZX.tsv
oh that's,2,499,"[51, 499, 561]",SKZX.tsv
of the,2,53,"[32, 53, 212, 264, 275, 289, 425]",SKZX.tsv
turn,1,90,"[53, 90, 220, 566]",SKZX.tsv
time,1,275,"[53, 253, 275, 329]",SKZX.tsv
on the,2,339,"[53, 62, 244, 249, 339, 489]",SKZX.tsv
the music,2,68,"[62, 68]",SKZX.tsv
want,1,331,"[62, 331, 332, 356, 363, 387, 469, 539]",SKZX.tsv
cos i,2,66,"[25, 66, 76]",SKZX.tsv
cos,1,66,"[25, 64, 66, 76, 77, 142, 203, 209, 317, 324, 329, 345, 385, 417, 521]",SKZX.tsv
i'm,1,66,"[44, 66, 91, 247, 393, 440, 446]",SKZX.tsv
i might,2,73,"[64, 66, 73, 75, 326, 381]",SKZX.tsv
already,1,84,"[66, 84]",SKZX.tsv
might be,2,100,"[64, 66, 100]",SKZX.tsv
over the,2,100,"[66, 100]",SKZX.tsv
guitar,1,71,"[1, 18, 71, 72, 83, 262, 313, 336]",SKZX.tsv
oh you,2,102,"[72, 102]",SKZX.tsv
the guitar,2,83,"[71, 72, 83, 255]",SKZX.tsv
could,1,258,"[69, 72, 258, 351, 499, 521]",SKZX.tsv
you could,2,351,"[72, 351]",SKZX.tsv
one,1,74,"[18, 54, 58, 74, 96, 215, 274, 275, 353, 362, 368, 369, 380, 383, 425, 435, 558, 576]",SKZX.tsv
that one,2,353,"[74, 274, 353]",SKZX.tsv
get the,2,83,"[3, 83, 322, 344]",SKZX.tsv
get,1,12,"[3, 12, 18, 58, 64, 75, 83, 85, 86, 117, 143, 167, 178, 185, 209, 213, 253, 255, 297, 313, 318, 322, 324, 329, 344, 349, 353, 368, 369, 392, 438, 444, 453, 454, 482, 499, 530, 570, 577]",SKZX.tsv
though,1,83,"[58, 83, 198, 391, 494, 577]",SKZX.tsv
just get,2,318,"[83, 318]",SKZX.tsv
just get the,3,322,"[83, 322]",SKZX.tsv
see,1,85,"[25, 75, 82, 85, 86, 95, 102, 141, 173, 383, 426, 540, 574]",SKZX.tsv
thirty,1,187,"[85, 187]",SKZX.tsv
can get,2,297,"[85, 86, 297]",SKZX.tsv
in the,2,181,"[87, 181, 212, 371, 389, 521, 548, 559, 560, 571]",SKZX.tsv
union,1,89,"[64, 68, 89]",SKZX.tsv
the one,2,96,"[54, 96, 576]",SKZX.tsv
and then,2,96,"[58, 96, 167, 251, 479]",SKZX.tsv
i think,2,96,"[68, 76, 96, 110, 176, 204, 206, 253, 282, 284, 290, 341, 343, 348, 435, 449, 453, 522]",SKZX.tsv
but i,2,96,"[77, 96, 273]",SKZX.tsv
two,1,96,"[64, 69, 96, 149, 150, 151, 173, 297, 299, 398, 433, 514]",SKZX.tsv
yeah well,2,191,"[96, 191, 341, 467]",SKZX.tsv
last,1,231,"[96, 231, 329, 336]",SKZX.tsv
bad,1,120,"[96, 120, 128, 469]",SKZX.tsv
when she,2,481,"[96, 481]",SKZX.tsv
to the,2,400,"[101, 393, 400, 459]",SKZX.tsv
they're,1,110,"[36, 38, 46, 110, 138, 167, 201, 205, 206, 302, 511, 532, 548]",SKZX.tsv
go,1,110,"[108, 110, 111, 115, 128, 141, 166, 167, 175, 181, 242, 247, 251, 322, 342, 369, 436, 440, 444, 453, 459, 463, 468, 484, 496, 499, 568, 571, 576]",SKZX.tsv
to it,2,297,"[110, 297, 469, 499]",SKZX.tsv
to or,2,381,"[110, 381]",SKZX.tsv
go up,2,484,"[110, 484, 496]",SKZX.tsv
even,1,167,"[110, 141, 167, 198, 556]",SKZX.tsv
mean,1,347,"[116, 347]",SKZX.tsv
durham,1,125,"[124, 125, 126, 127]",SKZX.tsv
square,1,521,"[127, 521, 530]",SKZX.tsv
really,1,141,"[32, 91, 113, 141, 143, 144, 155, 186, 196, 213, 281, 329, 349, 355]",SKZX.tsv
shop,1,141,"[35, 44, 141, 560, 563, 571, 573]",SKZX.tsv
