Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
that,1,7,"[0, 7, 11, 12, 15, 25, 29, 31, 74, 75, 95, 102, 153, 176, 179, 191, 197, 215, 217, 223, 228, 266, 271, 276, 287, 289, 291, 295, 304, 318, 321, 337, 342, 360, 377, 392, 397, 417, 448, 450, 464, 483, 487, 492, 502, 510, 516, 523, 563, 565, 576, 581, 583, 590, 601, 612, 619, 622, 623, 626, 628, 629, 643, 647, 655, 659, 667, 669, 673, 675, 690, 692, 706, 715, 720, 728, 734, 742, 752, 756, 757, 809, 817, 823, 828, 868, 888, 893, 897]",SBQZ.tsv
good at,2,706,"[0, 706]",SBQZ.tsv
good,1,31,"[0, 31, 96, 262, 397, 591, 706, 721, 820]",SBQZ.tsv
at,1,10,"[0, 10, 247, 631, 675, 706, 725, 809, 813, 852, 856, 870, 871]",SBQZ.tsv
yeah,1,4,"[1, 4, 6, 12, 13, 16, 19, 23, 28, 29, 32, 33, 36, 39, 45, 51, 52, 55, 58, 60, 61, 62, 63, 66, 67, 72, 74, 76, 81, 83, 85, 87, 92, 94, 96, 97, 98, 101, 105, 110, 113, 115, 117, 118, 120, 123, 128, 136, 140, 141, 152, 157, 161, 166, 168, 178, 180, 183, 185, 186, 188, 189, 190, 194, 196, 202, 204, 207, 208, 210, 212, 219, 224, 227, 231, 248, 249, 250, 252, 254, 256, 259, 261, 267, 269, 270, 272, 275, 279, 282, 284, 290, 298, 300, 301, 304, 305, 307, 308, 309, 312, 313, 315, 318, 319, 333, 336, 340, 343, 347, 349, 357, 358, 365, 367, 369, 371, 373, 375, 376, 378, 382, 383, 386, 391, 393, 395, 396, 397, 398, 400, 402, 405, 407, 408, 411, 412, 413, 414, 417, 418, 420, 422, 424, 428, 431, 434, 439, 440, 446, 449, 451, 453, 459, 466, 467, 474, 480, 484, 486, 488, 490, 491, 493, 494, 499, 501, 510, 521, 524, 525, 527, 529, 534, 536, 538, 540, 542, 544, 546, 548, 561, 569, 570, 574, 577, 579, 582, 585, 587, 591, 597, 611, 613, 617, 621, 623, 625, 627, 630, 633, 634, 638, 642, 644, 646, 648, 650, 652, 656, 658, 660, 662, 669, 670, 673, 674, 676, 678, 681, 686, 687, 689, 691, 693, 695, 697, 699, 701, 703, 706, 707, 708, 709, 710, 712, 714, 716, 718, 719, 721, 722, 724, 726, 729, 735, 736, 737, 738, 741, 743, 744, 747, 748, 750, 751, 753, 755, 760, 764, 766, 769, 772, 775, 777, 779, 787, 789, 791, 795, 797, 799, 800, 801, 803, 811, 814, 816, 818, 819, 821, 823, 824, 844, 846, 848, 851, 856, 862, 864, 865, 869, 884, 886, 895, 896, 897, 898, 900]",SBQZ.tsv
be,1,11,"[3, 11, 15, 20, 25, 29, 31, 39, 61, 71, 90, 96, 97, 98, 99, 102, 106, 108, 112, 122, 124, 142, 151, 155, 163, 164, 167, 168, 170, 171, 172, 174, 175, 176, 177, 179, 181, 191, 195, 197, 201, 217, 226, 232, 238, 253, 266, 271, 283, 287, 289, 293, 295, 304, 318, 321, 330, 333, 345, 355, 361, 364, 372, 374, 383, 385, 387, 392, 417, 421, 423, 443, 447, 457, 464, 483, 487, 492, 496, 498, 509, 510, 513, 523, 526, 528, 530, 547, 549, 557, 571, 573, 576, 581, 583, 598, 616, 621, 626, 628, 629, 631, 635, 647, 649, 651, 653, 671, 681, 683, 685, 688, 690, 692, 696, 702, 704, 706, 715, 723, 727, 732, 734, 739, 740, 742, 747, 756, 757, 759, 778, 783, 804, 811, 812, 816, 817, 818, 819, 823, 825, 827, 836, 837, 839, 868, 870, 872, 874, 878, 901]",SBQZ.tsv
a,1,25,"[11, 24, 25, 27, 65, 84, 86, 104, 106, 131, 132, 155, 163, 167, 189, 195, 198, 200, 218, 235, 238, 245, 247, 262, 268, 277, 280, 282, 283, 287, 302, 331, 344, 364, 368, 372, 374, 379, 381, 387, 388, 390, 399, 410, 417, 421, 425, 437, 438, 439, 470, 508, 510, 511, 513, 517, 520, 526, 530, 552, 555, 562, 571, 576, 580, 581, 583, 596, 610, 619, 621, 632, 635, 659, 661, 671, 680, 686, 694, 721, 725, 734, 736, 752, 756, 763, 764, 776, 790, 800, 809, 819, 827, 836, 839, 842, 862, 863, 874, 885, 893, 894]",SBQZ.tsv
no,1,13,"[5, 8, 9, 13, 16, 107, 130, 134, 163, 188, 277, 324, 332, 350, 353, 354, 392, 414, 415, 426, 433, 442, 450, 508, 599, 602, 633, 730, 731, 740, 742, 810, 839, 845, 847, 858, 859, 860, 861]",SBQZ.tsv
oh,1,16,"[13, 16, 17, 18, 26, 40, 52, 58, 70, 90, 100, 107, 109, 111, 121, 152, 168, 172, 173, 187, 191, 221, 222, 229, 233, 237, 239, 290, 335, 339, 373, 390, 397, 403, 410, 417, 418, 440, 464, 465, 467, 475, 479, 516, 535, 570, 608, 618, 623, 633, 668, 675, 684, 757, 782, 786, 793, 796, 820, 830, 840, 855, 871, 875, 892]",SBQZ.tsv
go,1,27,"[13, 27, 56, 91, 126, 151, 163, 191, 195, 199, 217, 226, 228, 230, 238, 268, 282, 314, 333, 337, 339, 350, 364, 385, 397, 410, 472, 474, 475, 476, 510, 513, 515, 520, 537, 541, 563, 583, 605, 668, 700, 704, 717, 727, 730, 778, 781, 796, 809, 866]",SBQZ.tsv
