Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
be,1,7,"[0, 7, 9, 15, 16, 21, 22, 24, 28, 33, 35, 43, 45, 52, 59, 67, 89, 94, 98, 100, 102, 105, 106, 107, 108, 109, 113, 123, 129, 133, 139, 140, 144, 151, 152, 157, 158, 168, 174, 177, 181, 182, 192, 195, 196, 201, 202, 203, 205, 206, 211, 213, 217, 222, 225, 233, 235, 236, 248, 249, 251, 254, 263, 265, 266, 268, 271, 275, 277, 278, 284, 286, 287, 288, 290, 295, 299, 301, 302, 305, 307, 312, 313, 324, 325, 326, 334, 336, 341, 347, 348, 354, 367, 368, 375, 376, 387, 390, 397, 412, 417, 420, 425, 427, 429, 436, 445, 447, 450, 459, 463, 474, 476, 480, 482, 492, 496, 501, 502, 504, 529, 533, 534, 535, 543, 544, 545, 551, 552, 557, 558, 571, 575, 579, 581, 583, 585, 588, 592, 602, 610, 616, 619, 620, 622, 623, 624, 626, 628, 629, 633, 637, 648, 649, 651, 654, 656, 669, 682, 686, 691, 692, 694, 695, 696, 697, 699, 701, 710, 714, 720, 721, 723, 737, 738, 742, 747, 750, 752, 755, 756, 759, 764, 767, 768, 770, 774, 779, 791, 794, 799, 809, 813, 818, 834, 835, 836, 841, 842, 850, 853, 861, 870, 874, 880, 886, 895, 899, 903, 904, 906, 907, 910, 917, 920, 921, 924, 925, 926, 927, 932, 938, 939, 951, 960, 964, 975, 976, 980, 981, 982, 983, 987, 988, 994, 995, 997, 1000, 1002, 1004, 1011, 1014, 1015, 1017, 1019, 1020, 1022, 1026, 1028, 1034, 1038, 1039, 1045, 1052, 1054, 1055, 1056, 1057, 1058, 1059, 1074, 1079, 1083, 1086, 1104, 1105, 1107, 1109, 1110, 1114, 1116]",S5UJ.tsv
you,1,7,"[0, 5, 7, 11, 16, 18, 20, 23, 24, 32, 33, 35, 44, 47, 49, 53, 59, 60, 69, 72, 73, 76, 83, 84, 87, 90, 104, 116, 118, 119, 120, 122, 123, 125, 127, 131, 139, 141, 142, 146, 147, 148, 151, 153, 155, 161, 162, 164, 166, 170, 173, 178, 189, 197, 201, 216, 217, 219, 222, 223, 229, 234, 240, 251, 257, 312, 318, 320, 321, 325, 330, 332, 336, 338, 352, 362, 369, 371, 374, 380, 382, 385, 390, 400, 406, 407, 408, 413, 427, 443, 446, 459, 464, 469, 470, 472, 490, 493, 494, 496, 498, 512, 516, 519, 522, 529, 535, 540, 554, 557, 559, 566, 571, 574, 575, 607, 616, 622, 633, 643, 645, 652, 670, 716, 718, 740, 762, 788, 796, 799, 800, 811, 812, 813, 815, 816, 818, 827, 831, 832, 834, 836, 842, 847, 853, 867, 871, 872, 878, 883, 887, 891, 896, 900, 923, 941, 948, 949, 964, 965, 966, 976, 978, 983, 985, 991, 992, 994, 995, 996, 997, 998, 1002, 1005, 1006, 1007, 1013, 1015, 1023, 1026, 1028, 1029, 1034, 1043, 1045, 1062, 1067, 1075, 1083, 1085, 1089, 1096, 1098, 1101, 1102, 1104, 1121, 1124, 1126]",S5UJ.tsv
to,1,11,"[0, 2, 11, 13, 14, 38, 43, 68, 82, 88, 110, 113, 127, 128, 131, 139, 166, 187, 188, 189, 195, 196, 201, 203, 205, 211, 215, 217, 218, 235, 249, 253, 269, 271, 275, 277, 278, 280, 284, 288, 291, 301, 311, 316, 324, 327, 334, 336, 342, 355, 358, 376, 386, 387, 402, 432, 434, 450, 454, 460, 466, 472, 474, 482, 494, 513, 522, 537, 571, 581, 595, 598, 602, 610, 614, 622, 629, 639, 648, 656, 663, 672, 692, 694, 701, 719, 759, 765, 768, 780, 782, 783, 789, 800, 808, 811, 818, 821, 833, 837, 871, 878, 882, 883, 888, 891, 901, 904, 921, 924, 941, 951, 975, 983, 985, 990, 992, 994, 995, 996, 998, 1011, 1013, 1022, 1028, 1043, 1054, 1070, 1102, 1104, 1121]",S5UJ.tsv
it,1,25,"[0, 5, 10, 25, 45, 47, 65, 68, 71, 72, 73, 82, 83, 84, 85, 86, 87, 89, 100, 102, 106, 107, 108, 113, 119, 128, 129, 131, 136, 141, 143, 148, 149, 152, 161, 164, 165, 171, 177, 178, 182, 189, 192, 195, 203, 207, 211, 212, 213, 216, 223, 233, 234, 235, 236, 248, 249, 254, 257, 258, 265, 268, 271, 277, 280, 284, 288, 290, 299, 302, 305, 307, 315, 316, 333, 335, 344, 345, 348, 350, 354, 357, 358, 359, 362, 368, 369, 376, 385, 395, 396, 397, 415, 423, 425, 427, 428, 430, 431, 432, 436, 440, 441, 443, 444, 457, 460, 463, 466, 467, 470, 473, 492, 493, 495, 496, 498, 501, 527, 529, 534, 535, 537, 539, 552, 558, 581, 590, 616, 619, 622, 624, 629, 637, 639, 648, 649, 655, 656, 671, 672, 687, 690, 691, 699, 700, 701, 702, 703, 706, 714, 715, 721, 723, 726, 728, 737, 755, 756, 757, 763, 770, 771, 774, 783, 786, 789, 794, 799, 800, 806, 808, 833, 888, 890, 891, 894, 896, 900, 902, 906, 917, 921, 932, 946, 951, 954, 960, 967, 981, 982, 987, 988, 994, 995, 996, 1009, 1011, 1014, 1017, 1018, 1022, 1042, 1048, 1054, 1057, 1096, 1114, 1119, 1129]",S5UJ.tsv
the,1,6,"[0, 6, 10, 13, 20, 21, 25, 35, 44, 46, 47, 52, 92, 99, 108, 131, 172, 174, 177, 182, 184, 196, 200, 203, 211, 212, 213, 229, 236, 238, 246, 248, 254, 256, 262, 269, 271, 273, 275, 280, 284, 288, 294, 301, 310, 311, 323, 324, 327, 334, 342, 348, 359, 366, 368, 384, 387, 392, 396, 402, 413, 417, 422, 426, 427, 428, 429, 431, 434, 438, 444, 447, 450, 453, 454, 466, 480, 482, 485, 493, 494, 501, 513, 515, 519, 522, 526, 537, 545, 559, 560, 561, 581, 602, 613, 616, 619, 622, 629, 637, 639, 640, 645, 648, 669, 672, 684, 686, 692, 699, 712, 713, 723, 730, 731, 735, 738, 743, 747, 748, 756, 758, 759, 760, 764, 765, 770, 774, 780, 788, 794, 797, 799, 800, 813, 816, 821, 841, 842, 871, 878, 880, 893, 895, 900, 903, 921, 924, 939, 942, 944, 951, 961, 964, 971, 973, 976, 978, 980, 987, 1000, 1011, 1012, 1020, 1038, 1043, 1052, 1066, 1071, 1079, 1081, 1082, 1083, 1086, 1104, 1105, 1106, 1107, 1109, 1110, 1119, 1122]",S5UJ.tsv
to be,2,43,"[0, 43, 113, 235, 249, 277, 278, 376, 474, 571, 768, 975, 1022, 1104]",S5UJ.tsv
but,1,43,"[0, 43, 108, 113, 131, 156, 168, 201, 213, 236, 245, 248, 249, 254, 255, 256, 269, 278, 290, 305, 307, 348, 363, 368, 395, 425, 448, 450, 452, 453, 485, 512, 587, 601, 604, 619, 626, 637, 639, 645, 656, 672, 676, 693, 694, 695, 697, 699, 704, 724, 728, 741, 796, 824, 836, 914, 933, 948, 951, 964, 978, 1005, 1016, 1022, 1104, 1125]",S5UJ.tsv
it be,2,102,"[0, 102, 106, 107, 108, 129, 152, 182, 203, 213, 233, 235, 248, 265, 271, 284, 288, 290, 299, 302, 305, 307, 348, 354, 397, 425, 463, 501, 534, 535, 581, 622, 624, 629, 637, 656, 714, 721, 723, 737, 755, 770, 799, 906, 917, 932, 951, 982, 987, 988, 994, 995, 1014, 1017, 1022, 1114]",S5UJ.tsv
go,1,69,"[0, 38, 69, 71, 88, 94, 113, 157, 188, 201, 211, 217, 218, 220, 235, 249, 253, 273, 284, 291, 301, 324, 327, 334, 336, 342, 378, 379, 380, 406, 407, 408, 432, 434, 450, 474, 529, 571, 581, 595, 610, 639, 648, 652, 692, 759, 780, 783, 831, 877, 893, 900, 901, 941, 946, 975, 985, 990, 996, 998, 1011, 1012, 1022, 1047, 1054, 1069]",S5UJ.tsv
they,1,156,"[0, 2, 156, 201, 246, 254, 280, 295, 310, 311, 341, 401, 402, 417, 438, 451, 452, 453, 457, 480, 484, 523, 524, 571, 654, 699, 778, 782, 783, 797, 799, 939, 941, 949, 954, 960, 967, 998, 1104]",S5UJ.tsv
