Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
good,1,39,"[0, 39, 64, 167, 205, 257, 259, 347, 360, 362, 380, 396, 485, 503, 617, 622, 637, 741, 830, 912, 914, 1028, 1252, 1267, 1314, 1332, 1414, 1462, 1507, 1533, 1639, 1641, 1645, 1653, 1682, 1683, 1689, 1691, 1709, 1722, 1775, 1815, 1918, 1920, 1947, 1996, 2014, 2103, 2116, 2120, 2140, 2153, 2158, 2161, 2171, 2174, 2212, 2230, 2247, 2250, 2256, 2272, 2300]",S35U.tsv
the,1,44,"[0, 2, 8, 19, 24, 28, 44, 57, 66, 79, 86, 93, 105, 111, 121, 122, 126, 129, 132, 136, 137, 160, 167, 171, 180, 184, 185, 190, 193, 218, 228, 234, 236, 259, 262, 266, 274, 280, 281, 283, 288, 297, 299, 301, 305, 308, 309, 311, 315, 320, 322, 348, 356, 371, 373, 374, 384, 393, 415, 417, 423, 432, 434, 447, 462, 466, 484, 502, 506, 510, 515, 522, 534, 550, 565, 567, 573, 577, 580, 587, 588, 595, 603, 623, 626, 629, 678, 681, 683, 688, 702, 719, 720, 725, 726, 733, 737, 739, 741, 748, 753, 755, 756, 760, 767, 769, 781, 785, 795, 801, 805, 808, 827, 834, 844, 846, 849, 862, 884, 885, 886, 895, 909, 911, 915, 928, 945, 968, 969, 971, 977, 999, 1016, 1020, 1027, 1055, 1061, 1063, 1075, 1080, 1104, 1115, 1120, 1125, 1154, 1160, 1161, 1162, 1163, 1166, 1172, 1174, 1181, 1185, 1197, 1206, 1208, 1209, 1213, 1215, 1217, 1227, 1231, 1250, 1259, 1261, 1267, 1269, 1271, 1310, 1321, 1327, 1338, 1340, 1344, 1345, 1352, 1355, 1369, 1370, 1372, 1375, 1380, 1388, 1390, 1392, 1393, 1395, 1397, 1399, 1401, 1408, 1421, 1426, 1464, 1468, 1487, 1551, 1556, 1558, 1562, 1566, 1605, 1607, 1609, 1611, 1632, 1639, 1660, 1678, 1689, 1697, 1703, 1707, 1709, 1714, 1718, 1720, 1722, 1726, 1729, 1730, 1731, 1732, 1733, 1735, 1744, 1753, 1762, 1770, 1772, 1780, 1782, 1791, 1797, 1803, 1812, 1819, 1824, 1831, 1836, 1838, 1842, 1844, 1861, 1863, 1870, 1872, 1875, 1878, 1894, 1898, 1909, 1919, 1921, 1925, 1929, 1936, 1940, 1945, 1958, 1977, 1982, 1996, 2002, 2004, 2013, 2014, 2026, 2039, 2050, 2053, 2056, 2057, 2061, 2063, 2079, 2084, 2090, 2091, 2096, 2097, 2156, 2171, 2177, 2181, 2183, 2199, 2209, 2214, 2217, 2218, 2225, 2253, 2264, 2291, 2293, 2300]",S35U.tsv
be,1,29,"[0, 2, 12, 18, 24, 29, 36, 37, 47, 54, 56, 72, 75, 79, 91, 93, 96, 100, 103, 105, 121, 126, 128, 131, 132, 149, 152, 158, 171, 181, 185, 201, 202, 204, 205, 206, 215, 217, 219, 221, 223, 224, 236, 238, 241, 278, 282, 286, 288, 291, 295, 297, 303, 306, 319, 322, 323, 324, 330, 335, 349, 352, 354, 356, 363, 364, 367, 370, 371, 380, 384, 394, 398, 400, 422, 427, 429, 431, 439, 441, 453, 455, 462, 464, 478, 485, 486, 488, 493, 497, 506, 508, 515, 519, 520, 527, 534, 535, 536, 538, 565, 567, 569, 581, 588, 599, 615, 617, 626, 629, 633, 637, 643, 646, 648, 657, 661, 669, 688, 710, 714, 716, 719, 720, 721, 722, 724, 726, 728, 732, 743, 745, 746, 750, 752, 756, 762, 767, 769, 771, 779, 782, 789, 805, 814, 815, 821, 824, 825, 826, 830, 839, 840, 841, 843, 846, 855, 856, 857, 858, 859, 875, 876, 877, 878, 879, 880, 886, 907, 912, 914, 915, 918, 921, 928, 960, 961, 980, 982, 983, 985, 987, 994, 996, 1001, 1006, 1026, 1029, 1030, 1040, 1052, 1059, 1061, 1062, 1063, 1066, 1068, 1075, 1076, 1078, 1084, 1090, 1093, 1105, 1115, 1125, 1133, 1143, 1151, 1162, 1166, 1167, 1178, 1180, 1181, 1186, 1192, 1194, 1195, 1201, 1204, 1209, 1211, 1212, 1213, 1217, 1222, 1224, 1227, 1229, 1233, 1234, 1244, 1245, 1252, 1275, 1276, 1281, 1291, 1303, 1304, 1308, 1310, 1314, 1315, 1322, 1327, 1331, 1344, 1345, 1346, 1355, 1368, 1372, 1377, 1382, 1388, 1390, 1403, 1408, 1417, 1423, 1424, 1427, 1430, 1462, 1471, 1472, 1480, 1487, 1506, 1508, 1513, 1523, 1524, 1536, 1538, 1541, 1544, 1547, 1548, 1549, 1552, 1554, 1555, 1556, 1564, 1567, 1571, 1572, 1573, 1575, 1579, 1581, 1582, 1584, 1588, 1590, 1594, 1598, 1603, 1604, 1605, 1606, 1607, 1609, 1613, 1614, 1620, 1631, 1639, 1654, 1661, 1669, 1671, 1672, 1673, 1678, 1680, 1682, 1685, 1687, 1693, 1696, 1697, 1703, 1704, 1706, 1707, 1709, 1711, 1721, 1722, 1729, 1731, 1732, 1733, 1738, 1740, 1762, 1764, 1766, 1770, 1771, 1772, 1776, 1777, 1780, 1814, 1815, 1816, 1827, 1828, 1831, 1838, 1840, 1842, 1848, 1864, 1868, 1870, 1873, 1878, 1885, 1886, 1899, 1912, 1918, 1919, 1920, 1922, 1932, 1936, 1937, 1939, 1940, 1945, 1950, 1958, 1982, 1997, 2000, 2004, 2005, 2008, 2009, 2014, 2015, 2019, 2023, 2028, 2030, 2033, 2038, 2039, 2041, 2052, 2056, 2057, 2061, 2065, 2068, 2096, 2098, 2108, 2111, 2118, 2122, 2127, 2130, 2132, 2140, 2153, 2161, 2168, 2174, 2182, 2183, 2198, 2204, 2206, 2208, 2209, 2214, 2215, 2217, 2218, 2225, 2228, 2242, 2244, 2247, 2255, 2256, 2268, 2272, 2275, 2287, 2289, 2291, 2296, 2298]",S35U.tsv
all,1,87,"[0, 28, 87, 151, 218, 219, 299, 373, 501, 507, 550, 551, 569, 577, 583, 666, 670, 683, 686, 721, 724, 760, 856, 862, 884, 895, 977, 1115, 1120, 1125, 1166, 1170, 1172, 1173, 1188, 1191, 1197, 1265, 1276, 1278, 1321, 1481, 1487, 1590, 1616, 1654, 1681, 1693, 1697, 1724, 1754, 1772, 1782, 1814, 1868, 1894, 1919, 1925, 1937, 2069, 2096, 2130, 2171, 2215, 2225, 2261, 2298, 2300]",S35U.tsv
but,1,42,"[0, 19, 42, 123, 126, 167, 185, 186, 197, 257, 272, 306, 362, 396, 403, 429, 462, 493, 506, 512, 538, 539, 543, 551, 553, 573, 575, 577, 581, 588, 591, 593, 607, 609, 617, 619, 626, 648, 650, 654, 717, 739, 750, 773, 795, 809, 815, 855, 867, 907, 918, 925, 949, 951, 987, 999, 1063, 1072, 1091, 1129, 1136, 1206, 1209, 1227, 1229, 1231, 1233, 1239, 1276, 1278, 1283, 1285, 1291, 1308, 1320, 1321, 1337, 1338, 1345, 1349, 1388, 1399, 1456, 1535, 1537, 1562, 1564, 1567, 1582, 1584, 1629, 1660, 1709, 1721, 1733, 1739, 1747, 1767, 1772, 1776, 1784, 1796, 1801, 1827, 1831, 1839, 1859, 1883, 1884, 1885, 1887, 1928, 1929, 1940, 1955, 1962, 1964, 1995, 2002, 2008, 2013, 2014, 2050, 2061, 2069, 2104, 2115, 2130, 2134, 2164, 2172, 2178, 2225, 2244, 2261, 2270, 2271, 2273, 2275, 2277, 2287]",S35U.tsv
but the,2,19,"[0, 19, 1063, 1660, 2061]",S35U.tsv
that,1,2,"[1, 2, 10, 14, 20, 66, 84, 91, 94, 100, 102, 105, 120, 126, 128, 132, 141, 150, 151, 158, 173, 175, 185, 236, 278, 282, 305, 310, 352, 373, 398, 414, 427, 447, 464, 491, 493, 501, 506, 507, 515, 543, 559, 560, 615, 633, 650, 661, 666, 669, 721, 722, 739, 745, 750, 752, 760, 771, 779, 782, 789, 806, 808, 809, 831, 840, 856, 858, 859, 860, 862, 875, 877, 883, 886, 889, 894, 898, 918, 925, 931, 945, 951, 971, 978, 1010, 1029, 1061, 1075, 1090, 1125, 1162, 1170, 1187, 1188, 1192, 1201, 1207, 1209, 1212, 1244, 1268, 1306, 1310, 1345, 1378, 1380, 1400, 1408, 1414, 1448, 1460, 1469, 1470, 1473, 1533, 1536, 1554, 1555, 1562, 1573, 1575, 1581, 1582, 1603, 1631, 1669, 1676, 1680, 1718, 1721, 1722, 1738, 1739, 1740, 1745, 1749, 1757, 1762, 1766, 1780, 1791, 1823, 1826, 1827, 1832, 1838, 1842, 1857, 1864, 1873, 1880, 1894, 1899, 1907, 1910, 1912, 1920, 1921, 1936, 1937, 1939, 1948, 1958, 1995, 2004, 2011, 2012, 2016, 2020, 2022, 2103, 2140, 2154, 2156, 2168, 2174, 2182, 2185, 2202, 2208, 2225, 2228, 2244, 2280]",S35U.tsv
yeah,1,7,"[2, 7, 14, 35, 45, 65, 70, 71, 74, 83, 88, 91, 93, 94, 97, 101, 109, 119, 120, 121, 123, 147, 151, 153, 154, 155, 157, 159, 162, 164, 174, 183, 186, 190, 191, 192, 194, 196, 197, 198, 201, 203, 216, 229, 237, 242, 243, 245, 247, 249, 254, 260, 265, 267, 269, 272, 273, 277, 296, 303, 318, 332, 343, 344, 372, 377, 394, 399, 406, 407, 409, 411, 416, 425, 427, 433, 437, 452, 453, 467, 473, 487, 493, 499, 501, 504, 523, 525, 528, 535, 537, 541, 545, 548, 553, 556, 558, 561, 563, 575, 577, 578, 579, 581, 584, 586, 594, 597, 600, 606, 610, 618, 628, 636, 667, 673, 674, 676, 678, 680, 682, 686, 689, 723, 729, 733, 753, 754, 756, 761, 766, 772, 778, 786, 792, 800, 802, 806, 807, 809, 814, 815, 821, 823, 829, 837, 849, 851, 860, 871, 884, 901, 908, 913, 914, 922, 923, 931, 951, 953, 965, 967, 974, 984, 990, 995, 996, 1000, 1002, 1005, 1016, 1017, 1030, 1031, 1053, 1069, 1071, 1073, 1080, 1081, 1105, 1116, 1118, 1128, 1174, 1189, 1206, 1245, 1247, 1249, 1253, 1264, 1266, 1272, 1279, 1291, 1300, 1307, 1311, 1322, 1325, 1335, 1341, 1343, 1349, 1355, 1370, 1374, 1377, 1379, 1387, 1388, 1396, 1408, 1412, 1425, 1435, 1450, 1459, 1462, 1465, 1476, 1487, 1499, 1502, 1506, 1529, 1533, 1537, 1548, 1556, 1579, 1587, 1598, 1599, 1600, 1602, 1613, 1615, 1617, 1624, 1628, 1629, 1630, 1632, 1634, 1639, 1641, 1646, 1651, 1657, 1665, 1667, 1668, 1671, 1672, 1674, 1675, 1677, 1679, 1681, 1685, 1691, 1693, 1695, 1697, 1698, 1699, 1704, 1706, 1710, 1712, 1721, 1755, 1761, 1762, 1769, 1772, 1787, 1798, 1801, 1805, 1816, 1821, 1822, 1825, 1826, 1845, 1847, 1850, 1856, 1858, 1864, 1865, 1868, 1871, 1879, 1900, 1902, 1904, 1906, 1910, 1913, 1915, 1943, 1954, 1957, 1959, 1961, 1992, 1993, 2003, 2007, 2012, 2029, 2039, 2040, 2041, 2043, 2045, 2071, 2078, 2099, 2119, 2122, 2128, 2130, 2133, 2135, 2140, 2167, 2182, 2191, 2197, 2202, 2221, 2224, 2227, 2228, 2229, 2231, 2245, 2248, 2258, 2263, 2266, 2267, 2269, 2286, 2295, 2301, 2302]",S35U.tsv
in,1,36,"[2, 26, 36, 37, 44, 46, 56, 79, 86, 105, 107, 126, 132, 177, 185, 187, 228, 231, 280, 288, 290, 297, 306, 308, 309, 322, 323, 324, 334, 349, 350, 356, 378, 396, 398, 427, 466, 467, 470, 497, 500, 502, 510, 515, 522, 538, 565, 575, 601, 603, 609, 617, 634, 645, 648, 678, 710, 720, 741, 755, 756, 760, 767, 834, 895, 909, 969, 971, 991, 1058, 1075, 1080, 1120, 1127, 1191, 1201, 1206, 1212, 1227, 1233, 1269, 1276, 1310, 1318, 1355, 1361, 1372, 1373, 1380, 1416, 1436, 1437, 1445, 1448, 1486, 1487, 1495, 1531, 1548, 1551, 1555, 1561, 1571, 1573, 1579, 1582, 1586, 1611, 1616, 1678, 1687, 1695, 1696, 1697, 1706, 1720, 1722, 1729, 1731, 1732, 1733, 1735, 1736, 1741, 1752, 1754, 1757, 1762, 1806, 1808, 1809, 1810, 1878, 1916, 1929, 1950, 1987, 1997, 2001, 2002, 2004, 2006, 2008, 2012, 2052, 2056, 2065, 2069, 2079, 2090, 2091, 2096, 2097, 2124, 2126, 2127, 2140, 2142, 2150, 2156, 2168, 2177, 2196, 2199, 2211, 2214, 2217, 2228, 2247, 2285]",S35U.tsv
like,1,31,"[2, 14, 20, 31, 40, 46, 79, 102, 108, 112, 117, 126, 144, 178, 204, 209, 237, 269, 278, 294, 301, 306, 335, 352, 373, 377, 378, 397, 403, 464, 485, 515, 520, 528, 529, 532, 538, 547, 551, 717, 722, 739, 750, 798, 806, 856, 867, 876, 878, 898, 909, 911, 918, 919, 925, 931, 933, 951, 966, 987, 1016, 1036, 1039, 1075, 1093, 1095, 1097, 1098, 1100, 1101, 1102, 1103, 1134, 1136, 1144, 1208, 1263, 1265, 1267, 1276, 1281, 1285, 1297, 1306, 1310, 1325, 1327, 1333, 1335, 1339, 1378, 1382, 1386, 1407, 1461, 1462, 1473, 1590, 1597, 1654, 1656, 1659, 1660, 1678, 1685, 1729, 1740, 1747, 1838, 1844, 1866, 1880, 1892, 1929, 1939, 2001, 2004, 2008, 2009, 2016, 2019, 2059, 2065, 2098, 2177]",S35U.tsv
