Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
come,1,71,"[0, 71, 275]",SWVQ.tsv
oh,1,5,"[1, 5, 6, 32, 37, 75, 81, 89, 100, 113, 119, 144, 211, 216, 236, 238, 269, 291, 293]",SWVQ.tsv
and,1,16,"[5, 16, 24, 25, 43, 71, 85, 90, 94, 96, 100, 101, 147, 191, 200, 207, 211, 229, 241, 246, 263, 265, 287, 292]",SWVQ.tsv
i,1,22,"[5, 22, 25, 27, 30, 32, 35, 41, 55, 59, 61, 63, 64, 71, 73, 75, 76, 82, 90, 91, 99, 100, 101, 109, 118, 127, 128, 130, 135, 144, 160, 176, 177, 178, 182, 183, 192, 194, 196, 212, 216, 218, 222, 223, 228, 229, 231, 237, 247, 261, 262, 264, 266, 272, 277, 280, 287, 289, 290, 294]",SWVQ.tsv
need,1,76,"[5, 43, 76, 101, 159, 220]",SWVQ.tsv
i need,2,101,"[5, 101]",SWVQ.tsv
a,1,114,"[5, 32, 43, 45, 47, 75, 113, 114, 120, 123, 153, 161, 171, 187, 207, 220, 223, 239, 243, 251, 262, 264, 266, 269, 271, 278, 280, 287, 289]",SWVQ.tsv
erm,1,24,"[7, 24, 37, 38, 39, 40, 90, 148, 157, 221, 246]",SWVQ.tsv
i'll,1,246,"[7, 246]",SWVQ.tsv
you,1,9,"[1, 3, 8, 9, 14, 15, 30, 32, 36, 37, 40, 42, 48, 55, 59, 62, 63, 67, 69, 73, 77, 84, 90, 91, 94, 98, 100, 104, 106, 108, 109, 113, 126, 127, 128, 130, 131, 155, 159, 173, 181, 187, 194, 205, 206, 211, 213, 219, 220, 238, 258, 266, 268, 269, 284, 288, 289]",SWVQ.tsv
to,1,18,"[9, 18, 25, 36, 37, 41, 50, 51, 58, 71, 76, 79, 82, 101, 114, 159, 169, 170, 185, 192, 220, 223, 229, 231, 237, 239, 254, 259, 266, 268, 278, 280, 281, 285, 290]",SWVQ.tsv
do you want to,4,36,"[9, 36]",SWVQ.tsv
do,1,34,"[9, 13, 30, 34, 36, 40, 41, 42, 77, 90, 101, 104, 106, 108, 121, 126, 127, 169, 170, 173, 181, 219, 220, 222, 223, 229, 237, 238, 239, 243, 244, 246, 247, 251, 265, 285]",SWVQ.tsv
do you,2,42,"[9, 30, 36, 42, 77, 90, 104, 106, 108, 126, 127, 173, 181, 220]",SWVQ.tsv
take,1,56,"[9, 45, 56, 62, 88, 91, 264, 266, 285, 294]",SWVQ.tsv
some,1,101,"[9, 11, 101, 108, 109, 126, 127, 128, 154, 277]",SWVQ.tsv
do you want,3,126,"[9, 104, 106, 126, 127]",SWVQ.tsv
to take,2,266,"[9, 266]",SWVQ.tsv
down,1,16,"[10, 16, 32, 219]",SWVQ.tsv
we're,1,52,"[10, 52, 56, 266]",SWVQ.tsv
all,1,44,"[10, 44, 127, 176, 178, 263]",SWVQ.tsv
now,1,133,"[10, 133, 156, 219, 223, 249, 250, 269]",SWVQ.tsv
he,1,18,"[11, 13, 18, 27, 29, 85, 87, 90, 166, 167, 181, 185, 196, 207, 216, 218]",SWVQ.tsv
with,1,42,"[11, 13, 42, 73, 100, 171, 215, 295]",SWVQ.tsv
like,1,34,"[11, 29, 34, 43, 52, 61, 63, 65, 76, 82, 100, 101, 109, 161, 169, 176, 183, 185, 189, 193, 216, 239, 258, 259, 271, 281, 292]",SWVQ.tsv
him,1,88,"[11, 75, 88, 90, 191, 204, 211, 231, 294]",SWVQ.tsv
in,1,71,"[13, 41, 43, 71, 73, 94, 124, 126, 176, 179, 266, 276, 277, 285, 287, 288]",SWVQ.tsv
cover in,2,126,"[13, 124, 126]",SWVQ.tsv
sauce,1,126,"[13, 126, 147]",SWVQ.tsv
when,1,63,"[13, 43, 63, 187, 192]",SWVQ.tsv
of,1,19,"[1, 19, 21, 32, 34, 36, 37, 43, 44, 47, 60, 61, 63, 67, 69, 91, 109, 118, 153, 159, 176, 187, 189, 239, 243, 251, 254, 259, 263, 277, 281, 287, 289]",SWVQ.tsv
be,1,19,"[8, 19, 21, 23, 27, 29, 32, 37, 41, 42, 43, 48, 73, 76, 77, 82, 84, 99, 100, 116, 128, 130, 131, 135, 142, 146, 150, 151, 152, 156, 166, 167, 176, 182, 185, 187, 192, 193, 196, 199, 200, 205, 206, 219, 220, 229, 248, 263, 277, 278, 280, 285, 287, 289]",SWVQ.tsv
be there,2,76,"[19, 21, 23, 76, 82, 116]",SWVQ.tsv
how,1,77,"[19, 21, 77, 99, 164, 173, 176, 183]",SWVQ.tsv
there,1,99,"[19, 21, 23, 76, 82, 99, 100, 116, 211, 215, 268, 277, 280, 287]",SWVQ.tsv
them,1,114,"[19, 21, 114, 127, 130, 133, 281]",SWVQ.tsv
these,1,123,"[21, 106, 123, 142]",SWVQ.tsv
more than,2,54,"[23, 54]",SWVQ.tsv
er,1,76,"[23, 37, 39, 43, 45, 76, 79, 88, 90, 183, 197, 289]",SWVQ.tsv
six,1,82,"[23, 82, 84]",SWVQ.tsv
more,1,109,"[23, 54, 104, 109, 126, 127]",SWVQ.tsv
out,1,25,"[1, 25, 43, 176, 178, 181, 198, 250, 275, 295]",SWVQ.tsv
that's,1,25,"[6, 25, 27, 47, 75, 148, 162, 167, 267]",SWVQ.tsv
okay,1,25,"[12, 17, 25, 64, 72, 92, 95, 156, 158]",SWVQ.tsv
have,1,25,"[15, 24, 25, 37, 41, 58, 71, 76, 82, 114, 181, 202, 208, 210, 223, 254, 266, 268, 275, 277, 281, 288, 290]",SWVQ.tsv
have one,2,25,"[24, 25]",SWVQ.tsv
's,1,40,"[25, 40, 67, 69, 79, 88, 91, 165]",SWVQ.tsv
what,1,42,"[25, 30, 42, 55, 59, 61, 73, 90, 91, 122, 138, 144, 151, 156, 193, 209, 219, 220, 230, 232, 234, 287]",SWVQ.tsv
so,1,42,"[25, 42, 43, 48, 71, 99, 146, 197, 211, 220, 238, 239, 264, 277, 289, 295]",SWVQ.tsv
i'm,1,76,"[25, 73, 76, 78, 93, 94, 96, 99, 153, 219, 223, 241, 264, 295]",SWVQ.tsv
yeah,1,57,"[25, 37, 39, 57, 73, 80, 103, 105, 148, 153, 161, 165, 170, 172, 188, 191, 194, 204, 214, 217, 226, 236, 238, 239, 245, 260]",SWVQ.tsv
two,1,101,"[25, 67, 69, 101]",SWVQ.tsv
i think,2,100,"[25, 100, 118, 127, 135, 216, 218, 266, 280]",SWVQ.tsv
