Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
henry the eighth,3,1,"[0, 1]",SHC8.tsv
the,1,1,"[0, 1, 2, 4, 11, 13, 19, 20, 23, 24, 28, 34, 35, 37, 38, 39, 41, 45, 47, 49, 53, 57, 58, 64, 67, 79, 80, 82, 83, 85, 86, 87, 88, 91, 95, 97, 99, 101, 103, 109, 113, 128, 130, 137, 141, 149, 151, 152, 154, 156, 157, 158, 159, 178, 181, 183, 191, 204, 205, 211, 216, 217, 219, 221, 223, 234, 236, 239, 241, 242, 246, 247, 248, 256, 257, 261, 263, 265, 267, 268, 270, 274, 281, 282, 283, 285, 287, 290, 293, 298, 301, 304, 313, 318, 320, 321, 324, 328, 330, 338, 341, 351, 353, 356, 365, 367, 372, 376, 385, 388, 390, 391, 393, 394, 397, 402, 403, 417, 420, 445, 454, 456, 461, 464, 466, 473, 474, 481, 482, 483, 489, 500, 501, 507, 509, 513, 515, 517, 520, 523, 525, 526, 528, 536, 565, 571, 575, 576, 582, 583, 590, 600, 608, 609, 611, 612, 620, 625, 627, 628, 631, 638, 648, 652, 667, 680, 685, 690, 692, 693, 708, 710, 717, 718, 721, 726, 735, 737, 743, 745, 747, 749, 750, 753, 759, 761, 762, 768, 770, 776, 780, 784, 789, 791, 797, 801, 808, 823, 825, 826, 827, 830, 846, 847, 849, 865, 866, 875, 877, 880, 889, 899, 904, 906, 915, 918, 921, 923, 924, 930, 983, 985, 986, 989, 991, 1001, 1002, 1005, 1011, 1012, 1032, 1033, 1062, 1070, 1072, 1075, 1079, 1080, 1085, 1095, 1114, 1126, 1130, 1142, 1158, 1162, 1164, 1167, 1168, 1175, 1217, 1219, 1224, 1226, 1246, 1249, 1251, 1253, 1254, 1257, 1267, 1269, 1271, 1273, 1275, 1276, 1277, 1280, 1281, 1289, 1290, 1318, 1320, 1323, 1325, 1336, 1337, 1342, 1343, 1344, 1346, 1350, 1352, 1353, 1355, 1361, 1369, 1377, 1389, 1392, 1395, 1404, 1406, 1408, 1410, 1414, 1416, 1421, 1423, 1427, 1433, 1438, 1441, 1445, 1462, 1467, 1473, 1476, 1481, 1482, 1488, 1520, 1526, 1528, 1529, 1571, 1573]",SHC8.tsv
be,1,4,"[0, 2, 3, 4, 5, 6, 9, 11, 15, 19, 20, 23, 25, 30, 35, 39, 41, 42, 45, 51, 52, 53, 55, 57, 64, 75, 77, 79, 80, 87, 88, 95, 99, 101, 103, 113, 115, 117, 118, 120, 137, 152, 154, 158, 159, 160, 161, 163, 166, 167, 170, 171, 174, 176, 178, 181, 184, 197, 198, 200, 209, 211, 212, 214, 216, 222, 223, 226, 234, 236, 241, 250, 253, 256, 257, 259, 261, 264, 265, 281, 295, 296, 297, 298, 301, 305, 306, 308, 312, 313, 320, 321, 323, 324, 328, 329, 338, 353, 356, 362, 367, 377, 380, 382, 383, 397, 404, 414, 415, 418, 420, 421, 425, 429, 440, 441, 442, 446, 447, 450, 457, 458, 459, 468, 469, 481, 483, 484, 489, 493, 498, 500, 517, 519, 528, 533, 536, 538, 542, 547, 551, 556, 558, 559, 560, 561, 563, 566, 575, 576, 582, 583, 586, 588, 594, 598, 606, 609, 610, 622, 625, 630, 635, 636, 638, 641, 643, 647, 650, 664, 671, 683, 684, 685, 687, 697, 702, 704, 710, 718, 719, 735, 737, 753, 759, 761, 762, 768, 772, 784, 785, 793, 812, 814, 817, 818, 833, 835, 847, 855, 860, 861, 863, 864, 869, 872, 873, 875, 879, 888, 891, 894, 899, 909, 913, 914, 921, 930, 940, 941, 943, 945, 947, 952, 957, 969, 970, 975, 987, 1004, 1016, 1018, 1033, 1039, 1045, 1046, 1053, 1056, 1059, 1062, 1069, 1085, 1089, 1091, 1099, 1103, 1106, 1126, 1134, 1140, 1161, 1164, 1177, 1179, 1199, 1207, 1210, 1222, 1223, 1225, 1228, 1236, 1237, 1238, 1239, 1245, 1249, 1251, 1269, 1274, 1281, 1289, 1302, 1330, 1376, 1378, 1402, 1408, 1421, 1432, 1433, 1454, 1482, 1486, 1500, 1502, 1528, 1531, 1548, 1553, 1557, 1567, 1569, 1571]",SHC8.tsv
of,1,4,"[0, 2, 4, 19, 20, 24, 77, 91, 101, 103, 111, 126, 137, 141, 149, 151, 154, 158, 166, 180, 184, 197, 217, 219, 221, 222, 223, 249, 276, 308, 312, 313, 324, 328, 334, 336, 338, 356, 363, 422, 436, 454, 507, 509, 523, 536, 573, 608, 619, 709, 737, 759, 768, 772, 793, 818, 820, 823, 840, 850, 851, 861, 903, 953, 958, 960, 971, 983, 986, 989, 991, 994, 1001, 1008, 1017, 1057, 1078, 1106, 1132, 1151, 1167, 1174, 1181, 1183, 1210, 1258, 1262, 1271, 1308, 1346, 1368, 1375, 1436, 1446, 1458, 1462, 1465, 1526, 1528]",SHC8.tsv
you,1,8,"[0, 2, 8, 9, 17, 18, 19, 22, 41, 45, 49, 55, 57, 61, 69, 71, 79, 82, 84, 101, 103, 107, 108, 110, 111, 112, 113, 120, 126, 128, 129, 134, 156, 159, 175, 183, 200, 220, 234, 246, 257, 265, 267, 288, 290, 293, 300, 301, 330, 338, 339, 341, 342, 344, 347, 356, 358, 367, 369, 371, 376, 377, 378, 381, 393, 437, 439, 443, 476, 493, 498, 533, 574, 576, 602, 606, 657, 661, 664, 668, 680, 682, 683, 685, 687, 700, 702, 704, 710, 724, 728, 739, 755, 758, 761, 772, 777, 780, 787, 789, 791, 799, 808, 810, 812, 814, 820, 827, 835, 837, 847, 860, 909, 916, 921, 923, 924, 929, 936, 940, 941, 943, 947, 953, 959, 961, 968, 977, 983, 986, 994, 995, 1000, 1003, 1004, 1008, 1014, 1024, 1029, 1031, 1032, 1042, 1067, 1078, 1085, 1088, 1091, 1114, 1115, 1126, 1128, 1130, 1132, 1143, 1151, 1158, 1163, 1167, 1189, 1195, 1206, 1207, 1208, 1228, 1229, 1231, 1232, 1246, 1262, 1267, 1269, 1273, 1275, 1277, 1281, 1286, 1296, 1297, 1300, 1346, 1348, 1350, 1352, 1355, 1364, 1375, 1385, 1388, 1392, 1404, 1406, 1408, 1410, 1416, 1421, 1423, 1428, 1429, 1438, 1446, 1447, 1449, 1450, 1452, 1454, 1456, 1458, 1464, 1466, 1481, 1485, 1507, 1517, 1518, 1567, 1571, 1573]",SHC8.tsv
up,1,85,"[0, 85, 103, 204, 257, 261, 270, 324, 326, 336, 356, 367, 445, 638, 647, 683, 702, 721, 753, 759, 762, 768, 772, 782, 785, 810, 826, 875, 963, 965, 968, 975, 1004, 1031, 1067, 1085, 1088, 1164, 1208, 1216, 1257, 1289, 1292, 1295, 1402, 1451, 1458, 1485, 1523]",SHC8.tsv
be part of,3,184,"[0, 184]",SHC8.tsv
part,1,187,"[0, 187]",SHC8.tsv
of the,2,141,"[0, 2, 20, 24, 101, 141, 151, 221, 223, 356, 507, 608, 1167, 1271]",SHC8.tsv
you be,2,664,"[0, 55, 377, 664, 772, 1091, 1281]",SHC8.tsv
