Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
suddenly,1,1,"[0, 1, 201]",SH5J.tsv
nothing,1,3,"[2, 3]",SH5J.tsv
get,1,58,"[2, 16, 22, 24, 58, 76, 116, 130, 134, 138, 164, 183, 191, 205, 241, 246, 259, 260, 261, 269, 270, 273, 286, 313, 317, 370, 373, 398, 404, 407, 414, 416, 426, 428, 450, 461, 463, 500]",SH5J.tsv
so,1,5,"[2, 5, 12, 17, 20, 58, 209, 217, 246, 251, 302, 305, 318, 343, 385, 391, 398, 407, 411, 418, 428, 430, 443, 453, 500, 523, 557, 569]",SH5J.tsv
do,1,13,"[2, 13, 37, 50, 100, 118, 120, 154, 156, 158, 162, 166, 171, 174, 213, 215, 227, 255, 263, 284, 285, 302, 313, 315, 317, 320, 338, 339, 345, 346, 354, 356, 373, 379, 390, 397, 398, 402, 407, 408, 411, 425, 440, 443, 472, 483, 485, 499, 501, 504, 506, 516, 517, 523, 528, 529, 536, 538, 549]",SH5J.tsv
but,1,5,"[2, 5, 16, 37, 45, 47, 50, 60, 62, 72, 76, 78, 80, 81, 84, 98, 129, 142, 147, 148, 167, 172, 180, 259, 266, 268, 269, 302, 326, 354, 358, 360, 369, 373, 376, 378, 387, 389, 392, 396, 397, 398, 407, 411, 437, 438, 444, 445, 459, 461, 463, 464, 470, 479, 484, 489, 490, 496, 500, 512, 536, 563]",SH5J.tsv
have,1,44,"[2, 44, 51, 86, 152, 154, 166, 179, 184, 207, 209, 220, 237, 241, 258, 260, 274, 282, 302, 328, 329, 331, 332, 362, 364, 373, 398, 402, 407, 453, 458, 459, 481, 515, 548, 553]",SH5J.tsv
go,1,60,"[2, 4, 60, 62, 66, 90, 122, 205, 207, 232, 247, 259, 269, 274, 281, 339, 343, 373, 396, 398, 407, 416, 418, 422, 424, 428, 430, 439, 443, 445, 453, 455, 500, 503, 517, 534, 536, 538, 542, 544]",SH5J.tsv
the,1,9,"[2, 9, 11, 12, 20, 22, 38, 45, 47, 72, 76, 80, 100, 109, 113, 146, 147, 151, 152, 154, 158, 166, 171, 173, 184, 185, 187, 193, 199, 204, 208, 222, 232, 248, 255, 263, 271, 273, 287, 302, 313, 316, 317, 328, 331, 339, 341, 353, 373, 379, 396, 398, 400, 402, 404, 407, 428, 433, 436, 442, 443, 453, 455, 459, 463, 464, 465, 521, 523, 529, 534, 536, 543, 563]",SH5J.tsv
they're,1,17,"[2, 17, 51, 142, 147, 151, 154, 281, 388]",SH5J.tsv
over,1,58,"[4, 58, 248, 461]",SH5J.tsv
be,1,6,"[5, 6, 9, 12, 16, 23, 24, 35, 40, 47, 56, 63, 76, 78, 98, 102, 123, 125, 129, 134, 138, 142, 146, 154, 158, 162, 171, 176, 184, 187, 189, 202, 233, 235, 237, 238, 240, 241, 247, 255, 257, 259, 263, 271, 273, 274, 313, 331, 341, 343, 365, 376, 385, 392, 393, 395, 396, 398, 407, 411, 416, 418, 433, 443, 444, 445, 452, 453, 455, 459, 461, 465, 468, 489, 490, 491, 493, 499, 506, 512, 513, 525, 526, 527, 532, 538, 540, 542, 550, 552, 559, 569]",SH5J.tsv
i,1,13,"[6, 8, 12, 13, 33, 35, 37, 45, 49, 50, 54, 56, 72, 80, 100, 102, 109, 117, 121, 123, 125, 129, 130, 132, 138, 142, 147, 162, 165, 167, 168, 171, 172, 189, 196, 202, 212, 216, 218, 226, 230, 231, 237, 238, 242, 244, 257, 259, 260, 261, 262, 289, 291, 336, 339, 346, 347, 358, 364, 373, 374, 384, 386, 390, 392, 396, 398, 402, 407, 411, 412, 416, 422, 425, 430, 437, 443, 444, 453, 459, 483, 484, 485, 489, 494, 500, 507, 511, 513, 515, 519, 522, 523, 527, 530, 538, 544, 547, 549, 563, 569]",SH5J.tsv
know,1,13,"[6, 13, 16, 20, 45, 47, 50, 54, 56, 64, 65, 76, 80, 86, 117, 129, 169, 183, 187, 203, 205, 261, 270, 297, 336, 339, 341, 343, 392, 396, 407, 409, 411, 493, 494, 507, 515, 518, 522, 538, 547]",SH5J.tsv
yeah,1,13,"[6, 10, 13, 14, 18, 24, 29, 31, 39, 44, 51, 52, 55, 59, 68, 70, 71, 73, 77, 83, 85, 87, 89, 91, 93, 97, 105, 107, 110, 112, 114, 126, 131, 133, 143, 145, 153, 165, 170, 175, 177, 178, 183, 194, 198, 200, 211, 213, 214, 250, 264, 292, 294, 300, 310, 322, 330, 331, 342, 359, 375, 380, 383, 387, 389, 398, 403, 407, 411, 412, 420, 421, 427, 429, 433, 437, 438, 440, 441, 443, 445, 448, 460, 477, 479, 482, 486, 487, 490, 491, 495, 504, 505, 516, 522, 526, 535, 537, 544, 560, 562, 564]",SH5J.tsv
don't,1,9,"[6, 9, 11, 45, 100, 102, 119, 121, 130, 147, 168, 169, 171, 189, 237, 312, 345, 347, 349, 351, 390, 392, 402, 411, 418, 422, 440, 476, 494, 507, 511, 515, 518, 536]",SH5J.tsv
why,1,6,"[5, 6, 16, 240, 285, 290, 309, 377, 385, 391, 528, 530]",SH5J.tsv
i don't,2,121,"[6, 45, 100, 102, 121, 147, 171, 189, 347, 390, 392, 507, 511, 515]",SH5J.tsv
i don't know,3,392,"[6, 45, 392, 507, 515]",SH5J.tsv
don't know,2,518,"[6, 45, 392, 518]",SH5J.tsv
well,1,26,"[8, 26, 33, 35, 150, 160, 192, 209, 210, 221, 237, 241, 256, 284, 309, 313, 314, 317, 341, 344, 358, 393, 398, 402, 416, 418, 434, 437, 443, 453, 454, 459, 465, 490, 493, 500, 504, 529, 551]",SH5J.tsv
these,1,12,"[5, 12, 54, 109, 169, 327]",SH5J.tsv
cos,1,61,"[12, 61, 259, 301, 407, 433, 439, 519, 522, 536, 538, 553]",SH5J.tsv
they,1,32,"[12, 16, 32, 38, 50, 65, 142, 149, 152, 154, 156, 166, 177, 184, 187, 189, 195, 279, 351, 354, 356, 411, 428, 434, 440, 455, 459, 461, 463, 499, 538]",SH5J.tsv
think,1,196,"[12, 33, 72, 96, 100, 102, 147, 169, 171, 189, 196, 226, 373, 384, 390, 392, 398, 407, 459, 489, 527, 528, 538]",SH5J.tsv
if,1,142,"[12, 33, 50, 142, 154, 158, 166, 174, 241, 258, 259, 396, 398, 428, 472, 493, 553]",SH5J.tsv
for,1,15,"[12, 15, 21, 72, 80, 154, 227, 253, 254, 258, 267, 331, 332, 338, 362, 396, 398, 407, 410, 416, 443, 453, 455, 459, 506, 536, 538, 540, 543]",SH5J.tsv
can,1,51,"[12, 51, 130, 158, 166, 167, 258, 262, 269, 270, 277, 279, 282, 284, 396, 398, 407, 411, 428, 434, 455]",SH5J.tsv
only,1,142,"[12, 142, 154, 259, 398, 407, 455]",SH5J.tsv
er,1,416,"[12, 84, 185, 234, 402, 416, 434, 459, 518, 531]",SH5J.tsv
it,1,23,"[16, 20, 23, 24, 47, 50, 58, 61, 72, 78, 80, 81, 82, 83, 98, 121, 122, 128, 129, 130, 135, 154, 168, 171, 174, 182, 183, 186, 187, 223, 253, 254, 258, 290, 302, 304, 308, 309, 312, 313, 343, 373, 396, 398, 407, 411, 433, 437, 439, 459, 461, 511, 517, 530, 532, 538, 552, 561, 565, 567]",SH5J.tsv
that's,1,25,"[16, 25, 49, 76, 83, 84, 98, 150, 164, 180, 182, 201, 217, 221, 263, 268, 270, 272, 305, 317, 389, 414, 422, 474, 479, 481, 522, 538, 544]",SH5J.tsv
you know,2,54,"[16, 20, 47, 50, 54, 56, 64, 65, 76, 80, 86, 169, 183, 187, 203, 205, 270, 297, 339, 341, 396, 407, 409, 411, 538]",SH5J.tsv
