Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
gonna catch anything off,4,1,"[0, 1]",SD2R.tsv
you know,2,6,"[0, 6, 8, 12, 17, 19, 51, 56, 71, 203, 226, 334, 353, 355, 369, 370, 371, 444, 559, 632, 644, 669, 984, 992, 1007, 1070, 1103, 1117, 1131, 1143, 1161, 1166, 1170, 1175, 1190, 1205, 1207, 1236, 1262, 1308, 1314, 1326, 1330, 1346, 1447, 1494, 1525, 1527, 1541, 1545, 1623, 1705, 1724, 1726, 1729, 1800, 1859, 1900, 2044, 2053, 2172, 2281]",SD2R.tsv
know,1,6,"[0, 6, 8, 12, 17, 19, 34, 51, 56, 71, 121, 134, 144, 203, 226, 334, 337, 353, 355, 369, 370, 371, 411, 432, 444, 559, 619, 632, 644, 659, 665, 669, 749, 878, 908, 937, 938, 984, 992, 994, 1007, 1011, 1034, 1038, 1070, 1103, 1117, 1121, 1131, 1143, 1161, 1166, 1170, 1175, 1177, 1190, 1205, 1207, 1236, 1252, 1262, 1308, 1314, 1326, 1330, 1346, 1370, 1447, 1454, 1455, 1494, 1501, 1525, 1527, 1541, 1545, 1603, 1623, 1632, 1705, 1721, 1723, 1724, 1726, 1729, 1800, 1859, 1872, 1900, 2014, 2044, 2051, 2053, 2079, 2104, 2108, 2172, 2224, 2281]",SD2R.tsv
be alright,2,8,"[0, 8, 17]",SD2R.tsv
it'll,1,10,"[0, 10, 24, 51, 148, 968, 1845, 1850]",SD2R.tsv
think,1,3,"[0, 3, 12, 19, 40, 42, 49, 56, 74, 76, 110, 148, 181, 184, 203, 204, 205, 207, 247, 346, 432, 434, 436, 446, 458, 471, 534, 536, 788, 794, 842, 850, 851, 922, 933, 971, 980, 985, 1015, 1029, 1047, 1049, 1050, 1052, 1104, 1144, 1157, 1196, 1216, 1256, 1283, 1314, 1330, 1332, 1387, 1420, 1421, 1467, 1493, 1524, 1525, 1617, 1640, 1656, 1717, 1724, 1726, 1729, 1733, 1786, 1800, 1830, 1863, 1885, 1886, 1900, 1919, 1994, 2061, 2086, 2087, 2095, 2104, 2139, 2180, 2189, 2214, 2215, 2244, 2251, 2277]",SD2R.tsv
gonna,1,12,"[0, 1, 12, 40, 51, 138, 139, 147, 922, 965, 1123, 1194, 1545, 1628, 1632, 1640, 1729, 1804, 1872, 1886, 1922, 2016, 2017, 2104, 2128, 2168, 2173, 2199]",SD2R.tsv
i don't think,3,19,"[0, 19, 203, 204, 432, 536, 922, 1047, 1049, 1050, 1052, 2095]",SD2R.tsv
you know i,3,19,"[0, 19, 51, 1117, 1527]",SD2R.tsv
i don't,2,40,"[0, 2, 19, 40, 42, 203, 414, 432, 536, 619, 659, 908, 922, 1011, 1038, 1047, 1049, 1050, 1052, 1117, 1121, 1252, 1501, 1603, 1872, 1880, 1964, 1988, 2095, 2100]",SD2R.tsv
it'll be,2,51,"[0, 51]",SD2R.tsv
me or,2,56,"[0, 56]",SD2R.tsv
think you're,2,76,"[0, 76, 1015]",SD2R.tsv
alright,1,234,"[0, 234, 400, 1283, 1474, 2230, 2286]",SD2R.tsv
anything,1,454,"[0, 1, 4, 454, 482, 665, 764, 1031, 1044, 1166, 1255, 1314, 1316, 1527, 1764, 1988]",SD2R.tsv
i reckon,2,475,"[0, 475, 1900, 1922, 1957]",SD2R.tsv
catch,1,338,"[0, 1, 338, 340, 342, 343, 355, 497, 632, 693]",SD2R.tsv
don't you,2,1121,"[0, 1121, 2109, 2207]",SD2R.tsv
you're gonna,2,2017,"[0, 2017, 2173, 2199]",SD2R.tsv
want,1,53,"[2, 53, 56, 702, 749, 927, 1085, 1134, 1137, 1278, 1316, 1319, 1470, 1472, 1474, 1575, 1585, 1605, 1609, 1646, 1648, 1649, 1724, 1966, 2041, 2054]",SD2R.tsv
want to,2,749,"[2, 749, 927, 1278, 1316, 1319, 1470, 1472, 1474, 1609, 1646, 1648, 1649, 1966, 2041]",SD2R.tsv
don't want,2,1585,"[2, 1575, 1585, 1605, 1966]",SD2R.tsv
bad,1,34,"[4, 34, 273, 285, 484]",SD2R.tsv
give,1,51,"[4, 51, 193, 987, 989, 1029, 1032, 1045, 1046, 1052, 1087, 1764, 1984, 2138, 2234, 2235, 2293]",SD2R.tsv
cold,1,449,"[4, 449, 453, 2094, 2095, 2157]",SD2R.tsv
or anything,2,1166,"[4, 1031, 1166]",SD2R.tsv
yeah,1,20,"[6, 14, 16, 20, 27, 29, 31, 34, 37, 38, 40, 41, 47, 49, 52, 53, 55, 59, 61, 70, 71, 82, 86, 88, 97, 109, 111, 114, 116, 118, 124, 127, 129, 133, 139, 140, 149, 151, 159, 164, 166, 168, 177, 185, 186, 187, 189, 191, 200, 207, 208, 214, 219, 222, 230, 234, 239, 242, 249, 252, 253, 256, 263, 266, 268, 271, 277, 290, 292, 293, 295, 299, 301, 314, 335, 342, 354, 368, 373, 378, 386, 387, 401, 413, 416, 419, 421, 424, 425, 430, 439, 441, 452, 454, 456, 462, 470, 474, 476, 485, 491, 494, 502, 504, 506, 514, 516, 518, 522, 524, 525, 528, 529, 531, 532, 546, 547, 549, 551, 554, 556, 560, 564, 566, 569, 571, 575, 578, 580, 583, 587, 590, 592, 594, 598, 601, 603, 605, 608, 609, 614, 623, 628, 631, 633, 635, 637, 642, 645, 647, 650, 653, 657, 660, 661, 662, 663, 669, 676, 678, 680, 704, 706, 710, 712, 716, 722, 729, 731, 733, 734, 735, 737, 740, 745, 748, 755, 756, 761, 768, 769, 772, 775, 777, 780, 782, 784, 812, 817, 819, 822, 823, 825, 836, 840, 841, 843, 845, 848, 849, 851, 869, 872, 874, 880, 881, 886, 889, 890, 892, 893, 895, 896, 899, 902, 906, 907, 913, 915, 917, 923, 925, 941, 944, 950, 952, 955, 957, 958, 960, 962, 963, 966, 968, 969, 978, 981, 983, 986, 990, 1000, 1002, 1009, 1016, 1017, 1019, 1021, 1022, 1024, 1041, 1055, 1056, 1060, 1062, 1066, 1067, 1071, 1073, 1074, 1077, 1083, 1086, 1095, 1097, 1099, 1105, 1108, 1110, 1112, 1118, 1120, 1122, 1124, 1129, 1132, 1135, 1144, 1151, 1154, 1156, 1164, 1165, 1171, 1192, 1194, 1195, 1199, 1202, 1206, 1212, 1217, 1219, 1220, 1233, 1235, 1240, 1246, 1256, 1257, 1261, 1267, 1270, 1271, 1273, 1276, 1284, 1288, 1290, 1292, 1294, 1303, 1305, 1306, 1315, 1321, 1322, 1328, 1333, 1337, 1338, 1352, 1369, 1372, 1375, 1376, 1381, 1384, 1388, 1393, 1404, 1414, 1415, 1418, 1422, 1424, 1426, 1430, 1437, 1439, 1443, 1444, 1446, 1448, 1450, 1453, 1460, 1462, 1463, 1468, 1480, 1488, 1489, 1491, 1493, 1494, 1499, 1500, 1502, 1504, 1507, 1510, 1514, 1518, 1519, 1524, 1526, 1537, 1546, 1548, 1549, 1550, 1551, 1554, 1557, 1563, 1565, 1577, 1579, 1581, 1591, 1600, 1601, 1606, 1610, 1620, 1627, 1647, 1652, 1670, 1672, 1692, 1694, 1698, 1707, 1719, 1720, 1730, 1732, 1733, 1734, 1736, 1743, 1746, 1750, 1752, 1757, 1761, 1779, 1782, 1783, 1802, 1805, 1807, 1815, 1816, 1822, 1826, 1829, 1831, 1832, 1844, 1849, 1852, 1857, 1870, 1873, 1875, 1884, 1890, 1895, 1899, 1901, 1905, 1907, 1908, 1909, 1911, 1913, 1916, 1917, 1918, 1919, 1923, 1929, 1935, 1938, 1945, 1946, 1953, 1954, 1956, 1962, 1964, 1965, 1974, 1978, 1980, 1983, 1989, 1995, 1997, 2001, 2003, 2005, 2006, 2008, 2014, 2019, 2051, 2064, 2069, 2071, 2082, 2084, 2103, 2117, 2119, 2120, 2121, 2139, 2154, 2170, 2171, 2174, 2176, 2178, 2186, 2195, 2201, 2202, 2210, 2215, 2227, 2229, 2232, 2234, 2238, 2263, 2264, 2265, 2268, 2269, 2276, 2280, 2285, 2296, 2297, 2307]",SD2R.tsv
right,1,33,"[7, 10, 32, 33, 43, 77, 135, 182, 183, 210, 229, 259, 297, 310, 344, 349, 355, 364, 367, 380, 481, 487, 518, 625, 686, 688, 696, 717, 724, 876, 940, 984, 1015, 1060, 1102, 1174, 1175, 1271, 1308, 1425, 1469, 1470, 1473, 1516, 1533, 1587, 1606, 1657, 1659, 1811, 1818, 1827, 1924, 1935, 1964, 1987, 2034, 2037, 2040, 2056, 2058, 2120, 2129, 2144, 2160, 2164, 2179, 2248, 2284]",SD2R.tsv
yeah that,2,151,"[37, 151, 532, 605, 642, 2202]",SD2R.tsv
sound,1,2226,"[37, 2226, 2233]",SD2R.tsv
good,1,73,"[39, 73, 76, 110, 151, 175, 331, 361, 384, 532, 534, 545, 580, 581, 586, 636, 693, 701, 735, 762, 763, 774, 784, 834, 850, 984, 1040, 1042, 1114, 1158, 1159, 1207, 1491, 1550, 1624, 1626, 1669, 1673, 1675, 1786, 1949, 2138, 2267]",SD2R.tsv
doesn't it,2,424,"[39, 300, 424, 480, 1415, 2018]",SD2R.tsv
that's,1,48,"[5, 6, 12, 19, 32, 40, 42, 43, 46, 48, 49, 53, 66, 73, 79, 88, 89, 90, 107, 109, 134, 135, 139, 166, 172, 178, 215, 229, 234, 236, 279, 293, 411, 415, 422, 467, 511, 518, 557, 570, 576, 701, 763, 774, 784, 791, 849, 875, 887, 908, 927, 965, 969, 971, 1023, 1024, 1060, 1098, 1102, 1118, 1138, 1142, 1146, 1155, 1169, 1172, 1175, 1191, 1209, 1271, 1280, 1282, 1308, 1323, 1330, 1403, 1420, 1424, 1486, 1490, 1510, 1545, 1556, 1563, 1581, 1587, 1605, 1606, 1616, 1621, 1623, 1626, 1662, 1686, 1688, 1706, 1708, 1808, 1809, 1818, 1826, 1858, 1862, 1869, 1871, 1872, 1920, 1921, 1922, 1952, 1960, 1964, 1994, 2068, 2095, 2183, 2184, 2219, 2225, 2232, 2242, 2275, 2277, 2301]",SD2R.tsv
really,1,78,"[26, 42, 76, 78, 132, 142, 252, 273, 337, 436, 455, 475, 581, 636, 855, 968, 969, 1009, 1149, 1180, 1277, 1299, 1394, 1451, 1651, 1669, 1687, 1706, 1749, 1756, 1769, 1776, 1794, 1795, 1830, 1843, 1949, 2252]",SD2R.tsv
