Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
can't,1,239,"[0, 61, 78, 81, 239, 257, 266, 271, 332, 336, 384, 508, 522, 615, 730, 841, 930, 955, 989, 1062, 1067]",SJSC.tsv
i can't,2,61,"[0, 61, 78, 271, 384, 730, 955, 989, 1062]",SJSC.tsv
bore me,2,5,"[3, 5, 6]",SJSC.tsv
kind of,2,56,"[5, 56]",SJSC.tsv
bore,1,613,"[5, 613, 799]",SJSC.tsv
do it,2,82,"[7, 82, 83, 298, 373, 375, 404, 412, 433, 569, 584, 861, 985, 987, 1010, 1014]",SJSC.tsv
about that,2,215,"[9, 215, 634]",SJSC.tsv
sorry,1,243,"[9, 243, 372, 468, 693, 697, 768, 1049]",SJSC.tsv
speak to her,3,12,"[11, 12, 13, 15, 56]",SJSC.tsv
but you,2,227,"[12, 60, 227, 336, 881, 883, 911, 1019, 1065]",SJSC.tsv
last,1,328,"[12, 212, 328, 330, 338, 446, 729, 752, 800, 821, 860, 1049]",SJSC.tsv
to her,2,940,"[11, 12, 15, 56, 940, 1013, 1014]",SJSC.tsv
night,1,103,"[12, 102, 103, 334, 859, 872, 874, 965]",SJSC.tsv
right,1,68,"[14, 68, 137, 206, 279, 281, 308, 311, 376, 403, 490, 494, 560, 653, 712, 732, 737, 747, 845, 850, 871, 1068]",SJSC.tsv
oh right,2,712,"[14, 376, 712, 737, 871]",SJSC.tsv
dog,1,22,"[17, 21, 22, 24, 26, 34, 131, 138, 140]",SJSC.tsv
well i'm,2,38,"[17, 38, 312, 353, 408, 913]",SJSC.tsv
well,1,38,"[2, 17, 19, 38, 41, 59, 63, 70, 71, 72, 79, 80, 81, 86, 91, 99, 122, 127, 137, 146, 147, 149, 151, 153, 168, 189, 191, 200, 202, 204, 209, 214, 217, 229, 233, 275, 284, 296, 298, 312, 339, 351, 353, 379, 383, 393, 400, 408, 418, 421, 430, 433, 435, 450, 451, 452, 453, 458, 472, 486, 488, 496, 500, 516, 529, 535, 546, 549, 552, 553, 566, 570, 585, 596, 597, 601, 616, 624, 634, 639, 656, 668, 687, 696, 703, 725, 736, 751, 756, 758, 799, 809, 818, 833, 842, 860, 878, 881, 888, 892, 898, 906, 913, 925, 943, 947, 949, 953, 1006, 1012, 1014, 1024, 1028, 1038, 1053, 1060, 1062, 1063]",SJSC.tsv
i'm,1,39,"[17, 38, 39, 89, 90, 92, 93, 97, 100, 104, 154, 181, 221, 223, 229, 235, 294, 311, 312, 319, 334, 353, 355, 357, 359, 408, 410, 418, 448, 453, 535, 545, 620, 697, 751, 768, 799, 839, 843, 848, 852, 854, 859, 896, 913, 956, 987, 988, 1020, 1028, 1051, 1062, 1066, 1068]",SJSC.tsv
i'm surprise,2,154,"[38, 154]",SJSC.tsv
surprise,1,39,"[38, 39, 154, 965, 967]",SJSC.tsv
after all that,3,41,"[40, 41]",SJSC.tsv
do they,2,158,"[42, 158, 188, 190, 317]",SJSC.tsv
and do,2,181,"[42, 181, 311, 320, 328, 388, 838]",SJSC.tsv
at the,2,296,"[42, 296, 462, 589, 688, 897, 952, 1000, 1016, 1034, 1074, 1076]",SJSC.tsv
tell her,2,830,"[42, 830, 845]",SJSC.tsv
tell,1,237,"[42, 127, 189, 237, 336, 573, 578, 682, 830, 832, 840, 843, 845, 865, 885, 887, 898, 950, 1014]",SJSC.tsv
start,1,286,"[42, 286, 367, 471, 537, 950, 1044]",SJSC.tsv
