Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
go,1,16,"[0, 7, 15, 16, 18, 31, 38, 111, 122, 144, 147, 148, 149, 154, 156, 164, 181, 194, 203, 204, 212, 233, 236, 237, 249, 276, 293, 341, 377, 381, 382, 384, 399, 431, 445, 447]",SUJ8.tsv
right,1,41,"[0, 41, 51, 76, 90, 137, 138, 141, 146, 166, 168, 189, 199, 218, 280, 281, 307, 311, 312, 314, 322, 324, 330, 334, 338, 341, 353, 356, 367, 458]",SUJ8.tsv
record,1,467,"[0, 262, 467]",SUJ8.tsv
still,1,115,"[3, 114, 115, 123]",SUJ8.tsv
check,1,163,"[3, 163]",SUJ8.tsv
yeah,1,43,"[5, 43, 47, 49, 55, 57, 62, 129, 136, 140, 176, 178, 188, 210, 211, 227, 232, 270, 295, 301, 303, 310, 315, 319, 337, 366, 375, 387, 409, 413, 448, 461, 467]",SUJ8.tsv
yeah i,2,129,"[5, 62, 129, 270, 387, 448, 467]",SUJ8.tsv
i know,2,292,"[5, 97, 104, 232, 292, 359, 387, 401, 432, 433]",SUJ8.tsv
know what,2,364,"[5, 364]",SUJ8.tsv
mean,1,360,"[5, 297, 360, 364, 406]",SUJ8.tsv
yeah i know,3,387,"[5, 387]",SUJ8.tsv
know,1,117,"[5, 97, 104, 117, 232, 289, 292, 359, 361, 364, 387, 401, 425, 432, 433, 436, 457]",SUJ8.tsv
i've,1,37,"[7, 37, 41, 42, 114, 137, 151, 153, 221, 222, 228, 230, 233, 335, 364, 367, 379, 409, 427, 461]",SUJ8.tsv
gonna,1,90,"[7, 90, 123, 200, 213, 322, 330, 332, 341, 356, 420, 450]",SUJ8.tsv
i be,2,129,"[7, 129, 145, 198, 449]",SUJ8.tsv
i think i,3,205,"[7, 205]",SUJ8.tsv
i think,2,206,"[7, 15, 100, 205, 206, 218, 245, 317, 337, 448]",SUJ8.tsv
do it,2,196,"[7, 39, 196, 228, 230, 265, 269, 271, 276, 349]",SUJ8.tsv
go there i,3,381,"[7, 381]",SUJ8.tsv
go there,2,381,"[7, 31, 164, 233, 341, 381]",SUJ8.tsv
oh i've,2,461,"[7, 137, 151, 461]",SUJ8.tsv
come on,2,59,"[8, 59, 65, 146, 197, 220, 366, 392, 420]",SUJ8.tsv
dad,1,292,"[8, 33, 159, 258, 292, 367, 414]",SUJ8.tsv
come,1,40,"[8, 40, 59, 65, 75, 146, 197, 220, 366, 392, 420, 455]",SUJ8.tsv
you go,2,16,"[15, 16, 144, 154, 156, 164, 237, 377, 381, 431]",SUJ8.tsv
go first,2,16,"[15, 16, 144, 147, 377, 384]",SUJ8.tsv
first,1,16,"[15, 16, 45, 48, 50, 114, 122, 144, 147, 148, 149, 241, 251, 258, 260, 262, 309, 311, 354, 368, 370, 377, 384]",SUJ8.tsv
i'll,1,125,"[15, 25, 60, 125, 277, 284, 290, 332, 391, 437, 442]",SUJ8.tsv
you go first,3,144,"[15, 144, 377]",SUJ8.tsv
let you,2,276,"[15, 276]",SUJ8.tsv
go on,2,399,"[15, 31, 399, 445]",SUJ8.tsv
mum,1,90,"[21, 71, 90, 132, 157, 166, 228, 287, 337, 339, 386, 399, 408, 435, 443, 466]",SUJ8.tsv
it's a,2,426,"[21, 426]",SUJ8.tsv
game,1,25,"[9, 25, 37, 41, 44, 48, 50, 68, 114, 234, 237, 240, 339, 384]",SUJ8.tsv
back,1,59,"[25, 59, 236, 261, 263, 295, 311, 367, 373, 416, 432, 433]",SUJ8.tsv
this be,2,90,"[25, 90, 197, 234, 384, 387]",SUJ8.tsv
oh i,2,138,"[25, 68, 138, 291]",SUJ8.tsv
have you,2,178,"[25, 178, 421, 466]",SUJ8.tsv
be a bite,3,197,"[25, 197]",SUJ8.tsv
this be a,3,197,"[25, 197]",SUJ8.tsv
stop,1,128,"[25, 128, 130, 182, 183, 454, 467]",SUJ8.tsv
of connect four,3,27,"[26, 27]",SUJ8.tsv
connect four,2,174,"[26, 27, 174, 175, 178, 209, 417, 418, 447]",SUJ8.tsv
four,1,96,"[26, 27, 31, 96, 114, 174, 175, 178, 209, 220, 417, 418, 447]",SUJ8.tsv
five,1,220,"[31, 220, 251, 258, 260, 262]",SUJ8.tsv
best of,2,354,"[31, 249, 354]",SUJ8.tsv
see,1,215,"[31, 38, 102, 145, 151, 215, 217, 357, 364, 381, 419, 421, 452]",SUJ8.tsv
double or nothing,3,33,"[32, 33, 296, 297, 304, 306, 308, 310, 312, 318, 320, 322, 323]",SUJ8.tsv
get to chuck,3,35,"[33, 35]",SUJ8.tsv
in the pool,3,35,"[33, 35, 51, 98, 135, 317, 439]",SUJ8.tsv
win,1,33,"[30, 33, 37, 41, 42, 46, 137, 205, 209, 213, 215, 217, 270, 272, 295, 304, 338, 367, 379, 396, 409, 416]",SUJ8.tsv
get to,2,51,"[33, 51]",SUJ8.tsv
whoever,1,51,"[33, 51]",SUJ8.tsv
get,1,33,"[9, 33, 35, 44, 51, 76, 98, 112, 114, 135, 148, 181, 221, 222, 224, 226, 281, 283, 299, 304, 335, 336, 345, 364, 379, 381, 408, 409, 411]",SUJ8.tsv
chuck,1,98,"[33, 98]",SUJ8.tsv
tell,1,156,"[33, 156]",SUJ8.tsv
nothing,1,304,"[33, 297, 304, 306, 308, 310, 312, 318, 320, 322, 323, 325, 382]",SUJ8.tsv
win get,2,379,"[33, 379, 409]",SUJ8.tsv
i tell you,3,461,"[33, 461]",SUJ8.tsv
tell you,2,463,"[33, 463]",SUJ8.tsv
deal,1,437,"[34, 68, 277, 281, 437, 443]",SUJ8.tsv
like,1,39,"[4, 20, 39, 68, 71, 171, 182, 316, 338, 339, 359, 463]",SUJ8.tsv
be it,2,354,"[39, 70, 209, 241, 354]",SUJ8.tsv
win two,2,42,"[37, 42, 217]",SUJ8.tsv
i've win,2,42,"[37, 41, 42, 137, 367, 379, 409]",SUJ8.tsv
two,1,212,"[37, 42, 44, 139, 145, 207, 212, 226, 350, 461]",SUJ8.tsv
one,1,42,"[9, 42, 46, 75, 76, 84, 209, 217, 331, 342, 347, 349, 367, 384, 438]",SUJ8.tsv
and i've win,3,409,"[42, 409]",SUJ8.tsv
two game,2,44,"[37, 44]",SUJ8.tsv
to play,2,443,"[44, 143, 443]",SUJ8.tsv
play,1,445,"[44, 143, 166, 175, 224, 443, 445, 446, 456]",SUJ8.tsv
if you,2,98,"[46, 98, 299]",SUJ8.tsv
next,1,381,"[46, 122, 181, 367, 381]",SUJ8.tsv
first of all,3,48,"[45, 48, 50]",SUJ8.tsv
or first,2,354,"[48, 354]",SUJ8.tsv
agree,1,90,"[52, 90]",SUJ8.tsv
time,1,115,"[52, 114, 115, 148, 149, 377, 426, 461]",SUJ8.tsv
when we,2,336,"[52, 336]",SUJ8.tsv
ten,1,54,"[53, 54, 202]",SUJ8.tsv
no no no no no no,6,150,"[54, 150]",SUJ8.tsv
no no no,3,114,"[54, 99, 101, 114, 234, 252, 456]",SUJ8.tsv
want,1,60,"[32, 60, 68, 430, 434]",SUJ8.tsv
ten o'clock,2,60,"[53, 60]",SUJ8.tsv
be in,2,77,"[60, 77, 174]",SUJ8.tsv
want to,2,443,"[60, 68, 443]",SUJ8.tsv
eight,1,67,"[66, 67]",SUJ8.tsv
twenty,1,111,"[66, 111, 113, 274, 277, 279, 294, 366]",SUJ8.tsv
okay,1,68,"[14, 68, 163, 228, 277, 284, 313, 321, 325, 367, 372, 374, 375, 376, 384, 450]",SUJ8.tsv
serious,1,70,"[69, 70, 90, 91, 198, 387]",SUJ8.tsv
a bite,2,25,"[9, 25, 71, 197]",SUJ8.tsv
only get,2,222,"[76, 222]",SUJ8.tsv
leave,1,222,"[76, 221, 222, 461]",SUJ8.tsv
way,1,78,"[18, 78, 198, 203, 204, 217]",SUJ8.tsv
bad,1,402,"[77, 78, 402, 404, 405]",SUJ8.tsv
the other,2,84,"[35, 51, 84]",SUJ8.tsv
well,1,84,"[37, 84, 201, 207, 218, 298, 316, 320, 329]",SUJ8.tsv
this be serious,3,91,"[90, 91, 198, 387]",SUJ8.tsv
no influence,2,92,"[90, 92, 93, 94, 98]",SUJ8.tsv
influence,1,93,"[90, 92, 93, 94, 98]",SUJ8.tsv
i think you,3,218,"[100, 218, 448]",SUJ8.tsv
you would,2,304,"[100, 304, 358, 433]",SUJ8.tsv
see you,2,381,"[102, 381, 419]",SUJ8.tsv
you a,2,437,"[102, 437]",SUJ8.tsv
think,1,103,"[7, 15, 100, 103, 104, 137, 166, 173, 205, 206, 213, 218, 244, 245, 317, 337, 357, 358, 359, 448]",SUJ8.tsv
could,1,106,"[105, 106, 212, 215, 217, 233]",SUJ8.tsv
good,1,112,"[109, 112, 116, 357, 359, 362, 435, 461]",SUJ8.tsv
three game,2,114,"[41, 114]",SUJ8.tsv
it be,2,114,"[38, 114, 122, 147, 163, 286, 441]",SUJ8.tsv
get three,2,222,"[114, 222]",SUJ8.tsv
first to,2,260,"[114, 251, 258, 260, 262, 309, 311, 354, 368, 370]",SUJ8.tsv
three,1,354,"[114, 139, 221, 234, 309, 311, 354, 355, 368, 369, 371, 373]",SUJ8.tsv
good at,2,362,"[116, 357, 359, 362, 435]",SUJ8.tsv
i'm,1,122,"[16, 109, 122, 137, 145, 159, 166, 173, 181, 236, 238, 240, 322, 323, 341, 353, 356, 357, 359, 366, 446, 450, 463]",SUJ8.tsv
lose,1,122,"[51, 122, 123, 125, 143, 299, 341]",SUJ8.tsv
to go,2,122,"[111, 122, 181]",SUJ8.tsv
oh i'm,2,463,"[122, 463]",SUJ8.tsv
distract,1,130,"[128, 130, 133, 135, 165, 166]",SUJ8.tsv
that's,1,135,"[69, 89, 135, 199, 201, 305, 306, 320, 382, 427, 443]",SUJ8.tsv
also,1,135,"[98, 135]",SUJ8.tsv
throw,1,200,"[135, 200, 277, 281, 317, 332, 439]",SUJ8.tsv
we're,1,254,"[139, 175, 224, 234, 254, 257, 259, 262, 311, 367, 384, 438]",SUJ8.tsv
it's all,2,143,"[121, 143]",SUJ8.tsv
i have,2,205,"[143, 179, 205]",SUJ8.tsv
make,1,394,"[143, 394]",SUJ8.tsv
