Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
's,1,19,"[0, 10, 12, 19, 41, 79, 102, 150, 534, 693, 702, 734, 1469, 1472, 1475, 1525, 1528, 1534, 1550, 1574, 1578]",SVD6.tsv
room,1,68,"[0, 41, 67, 68, 72, 79, 446]",SVD6.tsv
bedroom,1,102,"[0, 12, 41, 47, 49, 53, 79, 81, 102]",SVD6.tsv
in the,2,114,"[0, 49, 53, 114, 221, 223, 230, 244, 245, 297, 332, 357, 360, 486, 498, 611, 626, 635, 672, 688, 830, 858, 983, 1175, 1282, 1313, 1490, 1505, 1519, 1522, 1562, 1580, 1632]",SVD6.tsv
which be,2,251,"[0, 81, 251, 333, 442, 831, 1519, 1530, 1556, 1603]",SVD6.tsv
i have,2,206,"[0, 206, 255, 339, 341, 344, 390, 400, 539, 573, 611, 863, 1080, 1162, 1187, 1450]",SVD6.tsv
enough,1,299,"[2, 299, 1348]",SVD6.tsv
everything,1,524,"[2, 65, 524, 571, 572, 1519, 1522, 1530]",SVD6.tsv
end,1,114,"[4, 114, 255, 332, 382, 447, 683, 946, 1276, 1325, 1329, 1505, 1517, 1603]",SVD6.tsv
eat it,2,7,"[6, 7, 26]",SVD6.tsv
suffer,1,7,"[6, 7, 155, 314]",SVD6.tsv
that's,1,19,"[6, 18, 19, 28, 54, 150, 215, 216, 222, 263, 298, 363, 364, 370, 382, 409, 449, 471, 481, 503, 549, 583, 606, 620, 633, 634, 689, 775, 802, 812, 849, 932, 1009, 1011, 1037, 1134, 1187, 1207, 1270, 1396, 1446, 1449, 1461, 1478, 1513, 1515, 1522, 1523, 1527, 1543, 1564, 1568, 1570, 1589, 1593, 1596, 1603, 1605]",SVD6.tsv
suffer for,2,155,"[6, 155]",SVD6.tsv
it but,2,155,"[6, 65, 155, 226, 335, 1170, 1588, 1603]",SVD6.tsv
fine,1,221,"[6, 28, 221, 222, 605, 954, 969, 1165, 1346, 1588]",SVD6.tsv
eat,1,162,"[6, 7, 26, 162, 255, 257, 259, 260, 267, 299, 314, 760, 766, 1225, 1276, 1420, 1424]",SVD6.tsv
yeah,1,8,"[1, 7, 8, 11, 19, 20, 21, 24, 28, 31, 33, 37, 39, 43, 44, 48, 55, 69, 71, 73, 76, 81, 82, 84, 89, 90, 93, 100, 105, 111, 117, 122, 126, 132, 133, 148, 155, 163, 171, 176, 178, 185, 190, 196, 200, 202, 203, 204, 205, 206, 212, 214, 222, 226, 227, 231, 232, 233, 240, 242, 243, 245, 251, 253, 254, 255, 256, 257, 261, 265, 270, 286, 288, 292, 295, 296, 300, 301, 302, 306, 320, 323, 325, 326, 327, 329, 331, 340, 342, 347, 353, 360, 365, 368, 375, 376, 377, 382, 395, 396, 399, 400, 428, 432, 434, 436, 442, 446, 460, 462, 464, 477, 481, 483, 490, 494, 501, 508, 512, 523, 525, 529, 537, 542, 543, 546, 556, 562, 568, 576, 580, 588, 594, 596, 599, 604, 606, 618, 622, 627, 629, 634, 636, 638, 640, 644, 655, 656, 659, 661, 663, 667, 668, 678, 682, 687, 693, 695, 697, 705, 713, 724, 726, 731, 739, 753, 758, 759, 770, 774, 776, 779, 781, 783, 789, 791, 800, 801, 804, 818, 822, 823, 825, 827, 831, 833, 835, 841, 851, 860, 872, 876, 878, 890, 891, 894, 905, 907, 911, 914, 917, 918, 924, 927, 931, 933, 935, 939, 941, 945, 947, 949, 950, 952, 957, 959, 961, 968, 973, 979, 990, 999, 1005, 1010, 1012, 1017, 1019, 1020, 1023, 1038, 1046, 1047, 1051, 1053, 1055, 1057, 1059, 1067, 1071, 1072, 1079, 1083, 1086, 1091, 1097, 1107, 1112, 1113, 1120, 1125, 1128, 1139, 1140, 1146, 1161, 1167, 1172, 1181, 1191, 1193, 1197, 1198, 1200, 1220, 1222, 1223, 1229, 1235, 1237, 1242, 1255, 1258, 1268, 1270, 1274, 1279, 1283, 1285, 1286, 1288, 1294, 1296, 1303, 1310, 1314, 1316, 1317, 1320, 1321, 1323, 1324, 1326, 1328, 1334, 1336, 1338, 1343, 1344, 1347, 1351, 1353, 1355, 1364, 1366, 1371, 1375, 1377, 1389, 1395, 1397, 1399, 1400, 1403, 1405, 1407, 1409, 1410, 1411, 1412, 1418, 1423, 1425, 1432, 1434, 1443, 1444, 1475, 1491, 1492, 1497, 1500, 1504, 1508, 1510, 1512, 1515, 1518, 1520, 1523, 1526, 1528, 1535, 1537, 1539, 1544, 1547, 1548, 1551, 1552, 1553, 1567, 1569, 1573, 1583, 1586, 1588, 1590, 1591, 1593, 1595, 1597, 1599, 1602, 1606, 1608, 1609, 1611, 1613, 1619, 1622, 1625, 1629, 1636, 1638, 1640, 1641, 1642, 1644]",SVD6.tsv
like,1,8,"[5, 8, 30, 34, 65, 74, 99, 116, 128, 130, 150, 157, 166, 245, 251, 255, 257, 269, 272, 283, 314, 333, 350, 354, 384, 429, 530, 534, 541, 559, 566, 570, 584, 657, 725, 750, 754, 757, 782, 784, 788, 802, 813, 816, 817, 820, 826, 845, 846, 858, 859, 865, 868, 869, 875, 878, 881, 887, 920, 924, 925, 926, 932, 946, 948, 958, 960, 969, 985, 989, 997, 998, 1008, 1009, 1013, 1022, 1024, 1039, 1052, 1054, 1066, 1068, 1073, 1087, 1088, 1090, 1109, 1111, 1112, 1115, 1119, 1121, 1157, 1158, 1160, 1259, 1265, 1276, 1313, 1319, 1365, 1376, 1401, 1422, 1481, 1505, 1522, 1530, 1550, 1552, 1580, 1582, 1584, 1629, 1645, 1647]",SVD6.tsv
oh yeah,2,11,"[8, 11, 31, 243, 255, 301, 512, 523, 731, 801, 841, 891, 1375, 1520]",SVD6.tsv
right,1,17,"[8, 17, 138, 171, 263, 390, 660, 662, 664, 714, 723, 734, 802, 826, 837, 850, 875, 891, 937, 962, 974, 1112, 1136, 1150, 1207, 1241, 1301, 1391, 1446, 1476, 1490, 1496, 1509, 1515, 1516, 1517, 1522, 1575, 1580, 1607]",SVD6.tsv
yeah so,2,19,"[8, 19, 21, 28, 876, 1019, 1038, 1047, 1146, 1338, 1535]",SVD6.tsv
a bite,2,56,"[8, 40, 49, 56, 70, 241, 251, 257, 355, 520, 557, 989, 1052, 1056, 1057, 1251, 1482, 1522]",SVD6.tsv
bite,1,62,"[8, 40, 49, 56, 62, 70, 116, 241, 251, 257, 355, 357, 520, 557, 628, 989, 1052, 1056, 1057, 1127, 1251, 1278, 1280, 1482, 1522]",SVD6.tsv
like a,2,269,"[8, 269, 283, 750, 925, 960, 1401]",SVD6.tsv
be a,2,303,"[8, 49, 303, 333, 348, 1020, 1261, 1297, 1490, 1519, 1522, 1530, 1577, 1580, 1633, 1649]",SVD6.tsv
the lounge be do,4,10,"[9, 10]",SVD6.tsv
with 's,2,19,"[10, 19, 102]",SVD6.tsv
furniture,1,58,"[10, 41, 47, 49, 58, 79]",SVD6.tsv
be do,2,74,"[9, 10, 74, 110, 195, 298, 333, 335, 364, 405, 488, 505, 1221, 1234, 1437, 1649]",SVD6.tsv
lounge be,2,86,"[10, 86]",SVD6.tsv
lounge,1,102,"[10, 49, 102, 524]",SVD6.tsv
but it's,2,245,"[10, 67, 245, 626, 985, 1547, 1628]",SVD6.tsv
full,1,260,"[10, 172, 260, 1442]",SVD6.tsv
be do but,3,333,"[10, 333, 505]",SVD6.tsv
come,1,213,"[12, 14, 67, 213, 345, 347, 372, 390, 500, 545, 579, 621, 677, 749, 784, 799, 805, 858, 863, 865, 879, 885, 890, 891, 893, 897, 901, 903, 904, 948, 1000, 1008, 1019, 1032, 1078, 1090, 1198, 1207, 1230, 1249, 1275, 1348, 1399, 1515, 1517, 1530, 1574, 1584, 1588]",SVD6.tsv
wednesday,1,440,"[12, 440, 441, 510, 518, 1146, 1207, 1482, 1513]",SVD6.tsv
hopefully,1,508,"[12, 508, 510, 516]",SVD6.tsv
and 's,2,534,"[12, 534, 1574]",SVD6.tsv
wait,1,1392,"[12, 41, 67, 805, 1154, 1392, 1413, 1417, 1552]",SVD6.tsv
and then,2,14,"[7, 14, 20, 34, 40, 45, 70, 97, 114, 116, 170, 211, 245, 251, 257, 274, 283, 287, 297, 304, 333, 372, 382, 384, 429, 524, 547, 549, 579, 582, 602, 617, 626, 647, 664, 666, 676, 688, 824, 858, 865, 866, 879, 881, 895, 948, 1070, 1095, 1110, 1112, 1117, 1121, 1124, 1142, 1150, 1152, 1154, 1171, 1173, 1178, 1206, 1207, 1217, 1231, 1331, 1572, 1574, 1584, 1635]",SVD6.tsv
hop,1,74,"[14, 74, 444, 507, 1459]",SVD6.tsv
the erm,2,106,"[14, 106, 586]",SVD6.tsv
on the,2,174,"[14, 32, 99, 172, 174, 233, 333, 430, 435, 484, 507, 586, 671, 754, 891, 1019, 1022, 1078, 1080, 1081, 1092, 1095, 1322, 1348, 1362, 1406, 1479, 1490, 1513, 1517, 1562, 1610]",SVD6.tsv
he's,1,260,"[14, 20, 41, 67, 77, 260, 525, 609, 707, 708, 709, 711, 712, 715, 1134, 1138, 1139, 1142, 1144, 1150, 1251, 1256, 1399, 1401, 1413, 1420, 1428, 1433, 1437, 1438, 1440, 1444, 1529, 1532, 1537, 1556, 1576, 1577, 1610, 1632, 1633]",SVD6.tsv
weekend,1,303,"[14, 303, 1490]",SVD6.tsv
and what,2,321,"[14, 36, 321, 348, 368, 414, 415, 427, 478, 609, 615, 747, 764, 837, 891, 895, 897, 902, 978, 1006, 1019, 1083, 1108, 1124, 1207, 1209, 1214, 1217, 1271, 1289, 1323, 1325, 1352, 1411, 1413, 1482, 1490, 1507, 1515, 1517]",SVD6.tsv
do that,2,116,"[14, 115, 116, 186, 294, 298, 405, 635, 657, 672, 675, 854, 1388, 1437, 1635]",SVD6.tsv
have you,2,416,"[14, 36, 49, 348, 368, 414, 415, 416, 424, 427, 478, 609, 615, 747, 764, 837, 885, 891, 895, 897, 902, 978, 1006, 1019, 1083, 1108, 1124, 1207, 1209, 1214, 1217, 1271, 1289, 1323, 1325, 1339, 1352, 1399, 1411, 1413, 1471, 1482, 1490, 1507, 1515, 1517]",SVD6.tsv
whatsit,1,534,"[14, 534, 1354, 1362]",SVD6.tsv
cos,1,56,"[16, 30, 40, 51, 56, 65, 68, 79, 97, 101, 129, 131, 143, 223, 260, 299, 307, 314, 333, 341, 344, 357, 414, 423, 478, 480, 482, 488, 524, 525, 541, 545, 547, 565, 573, 582, 586, 590, 593, 595, 609, 611, 620, 647, 717, 743, 816, 820, 854, 858, 863, 878, 879, 881, 882, 891, 895, 908, 946, 969, 1064, 1078, 1090, 1092, 1111, 1115, 1145, 1152, 1178, 1209, 1212, 1217, 1231, 1239, 1255, 1265, 1340, 1354, 1368, 1369, 1372, 1375, 1396, 1399, 1420, 1433, 1435, 1450, 1467, 1469, 1482, 1490, 1495, 1519, 1530, 1554, 1589, 1635]",SVD6.tsv
cos it's,2,357,"[16, 143, 357, 482, 488, 541, 595, 1239, 1265, 1368]",SVD6.tsv
get,1,21,"[18, 21, 29, 30, 34, 40, 41, 51, 67, 68, 70, 79, 81, 92, 166, 184, 220, 223, 241, 245, 251, 255, 272, 274, 330, 333, 370, 372, 382, 388, 390, 398, 414, 415, 416, 417, 424, 427, 437, 440, 442, 446, 450, 452, 459, 471, 480, 488, 500, 520, 524, 526, 532, 553, 561, 573, 609, 611, 615, 621, 649, 651, 662, 691, 693, 697, 701, 732, 734, 736, 741, 752, 773, 802, 805, 815, 820, 830, 837, 881, 895, 897, 910, 944, 969, 981, 983, 1006, 1008, 1024, 1030, 1031, 1050, 1052, 1054, 1066, 1070, 1078, 1095, 1099, 1100, 1101, 1103, 1111, 1112, 1114, 1121, 1124, 1131, 1134, 1150, 1194, 1221, 1245, 1267, 1270, 1275, 1306, 1323, 1338, 1345, 1350, 1368, 1372, 1378, 1386, 1388, 1399, 1417, 1435, 1446, 1449, 1450, 1471, 1472, 1475, 1479, 1482, 1484, 1493, 1498, 1503, 1513, 1519, 1540, 1543, 1545, 1561, 1566, 1626]",SVD6.tsv
get to,2,92,"[18, 67, 92, 649, 1008, 1134, 1245, 1372, 1435]",SVD6.tsv
to be,2,193,"[18, 36, 97, 191, 193, 195, 201, 442, 500, 555, 611, 766, 902, 944, 1134, 1230, 1261, 1262, 1484, 1490, 1517, 1554, 1580, 1584, 1594, 1624, 1628, 1649]",SVD6.tsv
whatever,1,25,"[20, 25, 67, 621, 1188, 1327, 1388]",SVD6.tsv
yeah and,2,90,"[20, 90, 155, 257, 1323, 1640]",SVD6.tsv
gonna,1,138,"[20, 41, 45, 49, 63, 65, 79, 81, 138, 155, 162, 220, 353, 390, 440, 471, 484, 505, 585, 611, 637, 642, 643, 743, 749, 955, 1112, 1190, 1230, 1261, 1428, 1455, 1505, 1521, 1540, 1552, 1643]",SVD6.tsv
call,1,1361,"[20, 30, 1134, 1354, 1356, 1361, 1367, 1375, 1390, 1399, 1493, 1505, 1513]",SVD6.tsv
bread,1,22,"[7, 21, 22, 23, 143, 144, 145, 149, 150, 154, 245, 314, 1322, 1333, 1335]",SVD6.tsv
bread and butter,3,23,"[22, 23]",SVD6.tsv
butter,1,159,"[22, 146, 159]",SVD6.tsv
then i,2,257,"[26, 257, 547, 549, 582, 586, 611, 858, 1117, 1170, 1206, 1331]",SVD6.tsv
think,1,54,"[30, 40, 54, 74, 124, 138, 155, 166, 174, 182, 184, 202, 223, 272, 304, 318, 320, 333, 339, 353, 379, 390, 405, 467, 488, 490, 547, 549, 583, 609, 710, 749, 1104, 1112, 1156, 1219, 1230, 1231, 1262, 1301, 1302, 1309, 1311, 1323, 1333, 1337, 1372, 1382, 1386, 1521, 1534, 1552, 1603, 1610, 1649]",SVD6.tsv
well,1,60,"[30, 60, 65, 68, 75, 102, 106, 109, 114, 118, 202, 209, 211, 229, 251, 255, 257, 280, 298, 304, 308, 338, 370, 420, 438, 448, 478, 488, 508, 519, 520, 543, 547, 557, 561, 572, 579, 580, 583, 598, 621, 701, 717, 730, 741, 743, 767, 768, 885, 956, 1001, 1008, 1034, 1037, 1046, 1078, 1110, 1112, 1150, 1169, 1174, 1219, 1231, 1262, 1277, 1282, 1302, 1323, 1372, 1393, 1399, 1417, 1429, 1431, 1438, 1449, 1481, 1484, 1490, 1495, 1496, 1509, 1513, 1517, 1519, 1522, 1530, 1536, 1550, 1556, 1580, 1584, 1605]",SVD6.tsv
sort of,2,68,"[30, 34, 68, 114, 241, 320, 333, 352, 545, 561, 826, 863, 881, 885, 887, 901, 924, 981, 1291, 1325, 1417, 1588, 1643]",SVD6.tsv
put,1,70,"[30, 32, 34, 67, 70, 223, 226, 233, 245, 283, 297, 344, 416, 431, 524, 534, 644, 645, 666, 903, 989, 1019, 1101, 1115, 1281, 1372, 1469, 1484, 1488, 1509, 1513, 1517, 1522, 1525, 1528, 1530, 1554, 1556, 1594, 1607, 1620, 1632]",SVD6.tsv
you can,2,88,"[30, 75, 88, 92, 169, 223, 230, 277, 357, 524, 633, 717, 987, 1245, 1375, 1388, 1394, 1493]",SVD6.tsv
go,1,114,"[30, 36, 41, 63, 67, 114, 211, 213, 216, 218, 225, 239, 251, 260, 274, 304, 357, 363, 370, 384, 412, 498, 541, 547, 557, 569, 577, 578, 579, 586, 611, 621, 626, 628, 644, 647, 649, 652, 657, 664, 667, 700, 712, 743, 764, 769, 784, 799, 813, 850, 856, 858, 859, 865, 867, 871, 875, 881, 891, 899, 913, 925, 937, 983, 989, 991, 1008, 1022, 1032, 1033, 1046, 1076, 1115, 1124, 1127, 1144, 1150, 1156, 1207, 1214, 1251, 1259, 1261, 1271, 1284, 1289, 1302, 1306, 1325, 1343, 1361, 1369, 1375, 1376, 1401, 1408, 1411, 1413, 1420, 1433, 1447, 1478, 1480, 1486, 1490, 1496, 1513, 1519, 1530, 1536, 1574, 1605, 1626, 1632]",SVD6.tsv
i think,2,138,"[30, 40, 124, 138, 166, 174, 182, 184, 202, 223, 272, 318, 320, 339, 353, 379, 390, 488, 490, 547, 549, 609, 710, 749, 1104, 1112, 1219, 1230, 1231, 1262, 1309, 1311, 1372, 1386]",SVD6.tsv
and i think,3,223,"[30, 124, 202, 223, 390, 1219, 1230, 1231]",SVD6.tsv
and i,2,233,"[30, 63, 124, 202, 223, 233, 257, 260, 335, 366, 370, 390, 398, 561, 579, 595, 635, 657, 717, 743, 746, 830, 856, 858, 891, 897, 926, 1011, 1207, 1219, 1230, 1231, 1251, 1301, 1302, 1306, 1323, 1399, 1417, 1490, 1493, 1509, 1513, 1517, 1519, 1522, 1530, 1532, 1600, 1649]",SVD6.tsv
i've get,2,166,"[30, 34, 41, 166, 184, 241, 417, 573, 1008, 1221, 1275, 1338, 1372, 1388, 1417, 1450, 1472, 1498, 1519]",SVD6.tsv
i've,1,333,"[30, 34, 41, 241, 333, 414, 417, 545, 573, 577, 858, 859, 865, 987, 1008, 1046, 1115, 1134, 1221, 1230, 1249, 1251, 1275, 1338, 1354, 1372, 1388, 1411, 1416, 1417, 1435, 1444, 1450, 1454, 1472, 1475, 1484, 1488, 1491, 1498, 1499, 1515, 1519, 1566, 1610, 1622]",SVD6.tsv
away,1,355,"[30, 355, 446, 542, 565, 569, 766, 840, 863, 915, 1076, 1284, 1420, 1490, 1527]",SVD6.tsv
start,1,363,"[30, 363, 370, 611, 754, 758, 775, 844, 1011, 1016, 1115, 1152, 1219, 1413]",SVD6.tsv
sort,1,411,"[30, 34, 68, 114, 241, 320, 333, 411, 439, 440, 459, 520, 545, 561, 662, 826, 863, 881, 885, 887, 901, 924, 981, 1134, 1291, 1325, 1417, 1490, 1505, 1517, 1522, 1585, 1586, 1588, 1643, 1647]",SVD6.tsv
think well,2,583,"[30, 547, 583, 1219, 1262, 1302, 1323, 1372]",SVD6.tsv
they're,1,493,"[30, 437, 493, 743, 925, 944, 997, 1112, 1121, 1236, 1399, 1411, 1513, 1515, 1610]",SVD6.tsv
go away,2,569,"[30, 569, 1076, 1284, 1420, 1490]",SVD6.tsv
ring,1,1387,"[30, 586, 615, 741, 1134, 1217, 1267, 1346, 1348, 1387, 1399, 1452, 1454, 1463, 1464, 1465, 1469, 1478, 1484, 1490, 1509, 1511, 1513]",SVD6.tsv
the wall,2,106,"[32, 34, 97, 101, 106, 119]",SVD6.tsv
what you,2,169,"[32, 169, 230, 931, 937, 1172, 1376]",SVD6.tsv
you put,2,233,"[32, 233, 245, 283, 416]",SVD6.tsv
all the,2,68,"[34, 68, 251, 318, 321, 333, 429, 615, 993, 1209, 1212, 1222, 1270, 1430, 1437]",SVD6.tsv
some of,2,140,"[34, 140, 431, 435, 437, 1289]",SVD6.tsv
of the,2,140,"[34, 140, 226, 251, 333, 363, 590, 764, 1024, 1194, 1217, 1289, 1325, 1549, 1603]",SVD6.tsv
and that,2,251,"[34, 81, 251, 274, 333, 743, 766, 769, 901, 1076, 1175, 1212, 1214, 1289, 1411, 1417, 1437, 1490]",SVD6.tsv
get sort,2,520,"[34, 459, 520]",SVD6.tsv
to put,2,524,"[34, 524, 1101, 1372, 1469, 1517, 1607]",SVD6.tsv
when you,2,54,"[36, 54, 357, 367, 569, 652, 744, 934, 985, 1194]",SVD6.tsv
it's just that,3,60,"[36, 60]",SVD6.tsv
one,1,68,"[36, 68, 72, 187, 195, 197, 202, 251, 255, 260, 333, 344, 350, 478, 484, 532, 547, 647, 769, 1024, 1075, 1097, 1115, 1165, 1257, 1284, 1325, 1375, 1411, 1420, 1455, 1463, 1467, 1472, 1490, 1530, 1562, 1584, 1603]",SVD6.tsv
wall,1,106,"[36, 40, 51, 63, 106, 119]",SVD6.tsv
you be,2,110,"[36, 110, 138, 202, 314, 367, 405, 542, 620, 743, 863, 1399, 1402, 1515]",SVD6.tsv
them and,2,155,"[36, 155, 321, 717, 1513, 1626]",SVD6.tsv
it's just,2,174,"[36, 60, 67, 143, 174, 239, 357, 619, 743, 1234, 1496, 1546]",SVD6.tsv
that one,2,187,"[36, 187, 197, 350, 532, 769]",SVD6.tsv
go to,2,225,"[36, 225, 251, 363, 541, 577, 579, 586, 611, 647, 649, 652, 891, 1144, 1150, 1156, 1259, 1284, 1289]",SVD6.tsv
walk,1,321,"[36, 321, 348, 690, 881, 895]",SVD6.tsv
so when,2,974,"[36, 974, 985, 1388, 1513]",SVD6.tsv
you know,2,60,"[38, 49, 51, 60, 97, 150, 165, 172, 223, 262, 272, 281, 314, 459, 467, 505, 561, 582, 611, 617, 743, 858, 875, 881, 928, 1054, 1087, 1110, 1217, 1229, 1243, 1267, 1323, 1363, 1399, 1401, 1411, 1413, 1433, 1435, 1490, 1493, 1499, 1505, 1513, 1519, 1522, 1617, 1639]",SVD6.tsv
know,1,155,"[38, 49, 51, 60, 79, 97, 150, 155, 165, 172, 184, 202, 223, 233, 262, 272, 281, 306, 308, 314, 338, 405, 451, 459, 467, 505, 561, 573, 582, 611, 617, 743, 762, 782, 784, 857, 858, 861, 875, 881, 928, 931, 990, 1054, 1087, 1110, 1111, 1172, 1190, 1217, 1229, 1231, 1243, 1249, 1267, 1317, 1323, 1363, 1376, 1399, 1401, 1411, 1413, 1433, 1435, 1465, 1472, 1490, 1493, 1499, 1505, 1513, 1515, 1519, 1522, 1544, 1546, 1584, 1617, 1629, 1639]",SVD6.tsv
can't,1,56,"[40, 56, 63, 139, 166, 228, 304, 307, 360, 446, 505, 626, 644, 717, 893, 1060, 1396, 1399, 1456, 1469, 1584]",SVD6.tsv
back,1,70,"[40, 67, 70, 213, 218, 226, 251, 353, 545, 579, 615, 628, 681, 749, 858, 863, 865, 901, 1032, 1068, 1100, 1124, 1150, 1230, 1231, 1241, 1411, 1413, 1415, 1433, 1478, 1505, 1511, 1515, 1517, 1530, 1556]",SVD6.tsv
can get,2,92,"[40, 92, 1323]",SVD6.tsv
so i,2,114,"[40, 114, 304, 437, 611, 865, 1008, 1080, 1329, 1482, 1484, 1490, 1505]",SVD6.tsv
want,1,136,"[40, 136, 145, 147, 169, 257, 267, 526, 692, 700, 760, 902, 906, 1356, 1464, 1484, 1488, 1490, 1493, 1505, 1517, 1522, 1596, 1600]",SVD6.tsv
oh i,2,138,"[40, 65, 138, 300, 304, 710, 866, 875, 1289, 1333, 1399, 1499, 1505, 1507, 1517, 1519, 1522]",SVD6.tsv
anything,1,165,"[40, 165, 172, 208, 1530, 1632]",SVD6.tsv
back in,2,213,"[40, 213, 218, 226, 865]",SVD6.tsv
i'll have,2,233,"[40, 233, 1302, 1373, 1450]",SVD6.tsv
i don't,2,184,"[40, 65, 85, 184, 233, 306, 308, 333, 338, 405, 440, 520, 573, 762, 784, 787, 861, 926, 990, 1156, 1214, 1230, 1231, 1319, 1376, 1381, 1465, 1472, 1552, 1584]",SVD6.tsv
say,1,251,"[40, 63, 67, 75, 77, 79, 85, 97, 251, 257, 304, 314, 367, 379, 442, 455, 459, 467, 471, 503, 557, 561, 577, 582, 645, 702, 741, 743, 826, 856, 875, 881, 885, 891, 902, 924, 938, 1008, 1078, 1110, 1134, 1175, 1178, 1182, 1190, 1214, 1231, 1249, 1251, 1255, 1267, 1271, 1275, 1320, 1322, 1367, 1390, 1399, 1401, 1402, 1411, 1417, 1435, 1454, 1455, 1478, 1484, 1488, 1490, 1493, 1495, 1499, 1505, 1507, 1509, 1513, 1515, 1517, 1519, 1522, 1530, 1584, 1588, 1610, 1639]",SVD6.tsv
and then the,3,283,"[40, 283, 1572]",SVD6.tsv
there and,2,333,"[40, 333, 357, 613, 666, 766, 1117]",SVD6.tsv
up a,2,357,"[40, 357]",SVD6.tsv
two,1,375,"[40, 124, 375, 455, 459, 549, 805, 861, 991, 1144, 1150, 1207, 1267, 1509]",SVD6.tsv
i'll,1,440,"[40, 233, 440, 510, 518, 520, 524, 691, 700, 701, 1110, 1112, 1273, 1278, 1280, 1302, 1373, 1392, 1394, 1450, 1454, 1467, 1469, 1505, 1509, 1562]",SVD6.tsv
but erm,2,390,"[40, 49, 390, 522, 539, 1028, 1118, 1417, 1445]",SVD6.tsv
no i,2,581,"[40, 339, 581, 645, 938, 1231, 1465, 1491, 1562]",SVD6.tsv
i can't,2,166,"[40, 63, 139, 166, 304, 307, 360, 505, 626, 717, 1399, 1456, 1469, 1584]",SVD6.tsv
there and then,3,666,"[40, 666, 1117]",SVD6.tsv
little,1,62,"[41, 62, 67, 257, 283, 357, 734, 750, 773, 792, 915, 1050, 1127, 1278, 1280]",SVD6.tsv
work,1,108,"[41, 49, 65, 67, 108, 112, 114, 125, 207, 358, 711, 712, 1098, 1138, 1142, 1152, 1231, 1377, 1463, 1471, 1472, 1473, 1509, 1519, 1560, 1566, 1590, 1629]",SVD6.tsv
use,1,193,"[41, 191, 193, 195, 201, 210, 251, 272, 363, 382, 613, 766, 1320, 1322, 1649]",SVD6.tsv
and he's,2,260,"[41, 260, 1150, 1413, 1428, 1610]",SVD6.tsv
go in,2,216,"[41, 67, 216, 357, 498]",SVD6.tsv
finish,1,363,"[41, 363]",SVD6.tsv
