Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
what be,2,229,"[0, 197, 218, 220, 229, 280, 282, 493, 592, 708, 710, 766]",SHX8.tsv
say,1,52,"[0, 22, 24, 27, 49, 52, 53, 54, 56, 59, 149, 152, 229, 251, 276, 280, 316, 330, 344, 345, 346, 355, 360, 395, 405, 433, 442, 444, 451, 472, 550, 569, 662, 664, 666]",SHX8.tsv
gonna,1,59,"[0, 22, 42, 59, 320, 355, 395, 451, 512, 561, 620, 654, 674, 779, 784, 794, 797]",SHX8.tsv
yes,1,45,"[2, 18, 45, 64, 82, 86, 90, 106, 136, 151, 282, 300, 355, 357, 461, 476, 482, 507, 521, 576, 590, 606, 613, 642, 656, 753, 759]",SHX8.tsv
get,1,15,"[6, 15, 57, 59, 73, 78, 101, 138, 157, 168, 177, 183, 184, 186, 249, 257, 259, 264, 277, 290, 333, 387, 389, 393, 406, 407, 412, 413, 429, 439, 443, 444, 445, 455, 482, 483, 502, 519, 530, 573, 592, 593, 594, 651, 655, 687, 696, 700, 705, 728, 730, 733, 778, 794]",SHX8.tsv
decay,1,11,"[8, 9, 10, 11, 12, 13, 14, 15, 18]",SHX8.tsv
mean,1,13,"[5, 13, 14, 99, 290, 424, 523]",SHX8.tsv
yeah,1,16,"[9, 16, 23, 33, 36, 63, 89, 91, 120, 131, 137, 154, 158, 168, 172, 173, 174, 176, 183, 185, 201, 208, 220, 223, 229, 249, 254, 262, 274, 291, 292, 301, 321, 334, 335, 337, 338, 367, 370, 376, 377, 393, 452, 455, 458, 480, 509, 537, 566, 576, 591, 597, 598, 601, 606, 611, 612, 617, 631, 646, 674, 678, 710, 712, 724, 730, 731, 734, 742, 743, 745, 747, 768, 789, 810]",SHX8.tsv
you know,2,16,"[15, 16, 22, 136, 138, 205, 340, 407, 427, 465, 573, 590, 659, 767]",SHX8.tsv
know,1,59,"[15, 16, 22, 59, 60, 68, 69, 85, 109, 112, 115, 136, 138, 165, 188, 194, 205, 330, 340, 407, 427, 465, 555, 556, 566, 573, 584, 590, 603, 618, 624, 642, 659, 663, 728, 767]",SHX8.tsv
hand,1,297,"[16, 18, 297, 300, 432, 437, 439, 441, 461, 505, 509]",SHX8.tsv
mr,1,18,"[5, 8, 12, 18, 206, 221, 228, 236]",SHX8.tsv
or dr,2,19,"[18, 19]",SHX8.tsv
dr,1,19,"[18, 19]",SHX8.tsv
at least,2,85,"[18, 85, 576]",SHX8.tsv
it's not,2,28,"[18, 28, 196, 286, 386, 526, 574, 607, 674, 727, 762, 768, 775, 780]",SHX8.tsv
put,1,200,"[18, 22, 24, 200, 202, 231, 316, 475, 476, 712, 784]",SHX8.tsv
do that,2,336,"[18, 333, 336, 403, 424, 744]",SHX8.tsv
but you,2,405,"[18, 22, 405, 712, 751]",SHX8.tsv
bite,1,285,"[18, 161, 175, 285, 287, 322, 377, 428, 430, 461, 515, 517, 534, 559, 561, 573, 748]",SHX8.tsv
could,1,52,"[18, 52, 54, 56, 116, 177, 238, 322, 377, 624, 677, 705]",SHX8.tsv
book,1,20,"[1, 20, 22, 396]",SHX8.tsv
dentist,1,20,"[3, 20]",SHX8.tsv
i have,2,295,"[20, 22, 27, 295, 314, 506, 549, 737, 747, 753]",SHX8.tsv
doctor,1,22,"[5, 22]",SHX8.tsv
you know you,3,22,"[15, 22]",SHX8.tsv
fine,1,26,"[22, 24, 26, 300]",SHX8.tsv
be able to,3,43,"[22, 43, 509, 652, 655]",SHX8.tsv
i think,2,46,"[22, 27, 46, 48, 56, 59, 108, 198, 213, 215, 225, 267, 294, 316, 574, 590, 730, 770, 774, 801]",SHX8.tsv
saw,1,46,"[22, 46, 48, 136]",SHX8.tsv
i saw,2,48,"[22, 48]",SHX8.tsv
it be a,3,75,"[22, 75, 659]",SHX8.tsv
it be,2,75,"[22, 35, 75, 106, 127, 198, 200, 210, 213, 215, 278, 375, 553, 590, 607, 613, 616, 624, 644, 646, 659, 660, 725, 770, 774]",SHX8.tsv
be a,2,83,"[22, 75, 83, 138, 161, 272, 573, 659, 730]",SHX8.tsv
two,1,85,"[22, 68, 85, 359, 360, 373, 374, 375, 472, 473, 510, 511, 562]",SHX8.tsv
year,1,87,"[22, 87, 89, 92, 95, 96, 107, 108, 576, 659]",SHX8.tsv
cos,1,141,"[22, 24, 53, 66, 78, 112, 141, 153, 161, 300, 333, 368, 387, 404, 433, 442, 444, 448, 461, 462, 472, 477, 486, 525, 556, 562, 573, 674, 681, 762, 794, 798]",SHX8.tsv
like,1,28,"[22, 27, 28, 29, 30, 44, 91, 101, 122, 127, 136, 138, 140, 141, 144, 177, 186, 212, 218, 233, 236, 251, 252, 253, 257, 268, 287, 300, 306, 307, 325, 326, 328, 329, 330, 331, 333, 342, 344, 346, 348, 352, 400, 402, 443, 444, 445, 461, 562, 573, 578, 603, 621, 643, 648, 649, 714, 718, 767, 768, 807, 808, 809, 811]",SHX8.tsv
eat,1,194,"[22, 194, 288, 300, 316, 465, 466, 467, 479, 508, 519, 522, 525, 550, 553, 587, 604, 735, 748, 787, 797]",SHX8.tsv
i think it be,4,198,"[22, 198, 213, 215, 770, 774]",SHX8.tsv
and it,2,127,"[22, 127, 138, 200, 659]",SHX8.tsv
they put,2,202,"[22, 202]",SHX8.tsv
when i,2,59,"[22, 59, 177, 229, 405, 573, 621, 659, 737]",SHX8.tsv
and then,2,154,"[22, 24, 27, 154, 156, 231, 316, 348, 359, 372, 374, 512, 514, 526, 573, 643, 648]",SHX8.tsv
time,1,358,"[22, 93, 136, 212, 358, 359, 363, 365, 374, 375, 573, 594, 644]",SHX8.tsv
so it's,2,374,"[22, 374, 472, 574, 742]",SHX8.tsv
you be,2,379,"[22, 74, 284, 300, 379, 381, 400, 421, 491]",SHX8.tsv
aren't you,2,392,"[22, 392]",SHX8.tsv
i'm,1,22,"[17, 22, 49, 59, 316, 355, 378, 380, 395, 402, 427, 430, 465, 472, 475, 512, 560, 561, 607, 779, 784, 798]",SHX8.tsv
of my,2,506,"[22, 506, 524, 562]",SHX8.tsv
go,1,152,"[22, 152, 156, 165, 177, 277, 280, 300, 322, 350, 352, 381, 420, 421, 423, 425, 439, 479, 483, 487, 493, 534, 563, 564, 574, 576, 590, 593, 607, 609, 614, 622, 627]",SHX8.tsv
with the,2,609,"[22, 138, 282, 586, 609]",SHX8.tsv
long,1,609,"[22, 136, 212, 573, 609, 644, 659]",SHX8.tsv
think,1,76,"[22, 27, 56, 59, 76, 108, 136, 294, 316, 459, 573, 574, 590, 643, 730, 735, 770, 774, 776, 801]",SHX8.tsv
and they,2,649,"[22, 569, 573, 649, 714]",SHX8.tsv
do you,2,340,"[22, 44, 49, 99, 123, 126, 149, 165, 171, 173, 257, 259, 277, 316, 340, 429, 441, 445, 451, 519, 590, 651, 659, 670, 680, 712]",SHX8.tsv
see,1,129,"[22, 44, 49, 129, 136, 138, 166, 169, 228, 290, 556, 567, 677]",SHX8.tsv
and stuff,2,693,"[22, 693]",SHX8.tsv
i've,1,723,"[22, 359, 387, 389, 413, 443, 562, 723, 753]",SHX8.tsv
know you,2,728,"[22, 728]",SHX8.tsv
also,1,142,"[22, 142, 413, 420, 718, 728, 730]",SHX8.tsv
and i,2,152,"[22, 138, 152, 179, 300, 476, 564, 741]",SHX8.tsv
gonna eat,2,797,"[22, 797]",SHX8.tsv
really,1,24,"[3, 19, 24, 26, 27, 61, 72, 78, 138, 140, 222, 292, 300, 332, 344, 380, 461, 505, 573, 586, 643, 658, 669, 700, 736, 768, 806]",SHX8.tsv
you can,2,24,"[15, 24, 129, 178, 187, 300, 440, 461, 505, 534, 609, 696, 700, 728, 730, 731, 733]",SHX8.tsv
you that,2,26,"[24, 26]",SHX8.tsv
people,1,30,"[24, 27, 30, 68, 85, 136, 212, 233, 268, 333, 402, 576]",SHX8.tsv
one,1,92,"[24, 92, 107, 108, 177, 179, 187, 261, 303, 479, 482, 487, 533, 535, 536, 549, 569, 647, 763, 770, 774, 776, 784]",SHX8.tsv
probably,1,117,"[24, 27, 117, 478, 574, 576, 624, 649]",SHX8.tsv
even,1,121,"[24, 121, 389, 393, 421, 423, 441, 555, 569, 696, 700]",SHX8.tsv
that's,1,67,"[24, 67, 78, 86, 122, 124, 175, 190, 280, 300, 316, 333, 347, 359, 373, 383, 385, 417, 464, 482, 594, 622, 647, 669, 728]",SHX8.tsv
test,1,221,"[24, 221]",SHX8.tsv
i hope,2,225,"[24, 225]",SHX8.tsv
do a,2,229,"[24, 229, 586, 659]",SHX8.tsv
to me,2,403,"[24, 403, 552]",SHX8.tsv
though,1,444,"[24, 218, 332, 444, 484, 612, 627, 757, 774]",SHX8.tsv
can't,1,53,"[24, 27, 32, 53, 542, 562, 655, 761]",SHX8.tsv
in the,2,27,"[1, 27, 35, 86, 253, 269, 300, 316, 417, 419, 441, 503, 526, 552, 573, 574, 643, 795]",SHX8.tsv
well it,2,75,"[27, 75, 76]",SHX8.tsv
people be,2,30,"[27, 30, 85]",SHX8.tsv
well,1,61,"[27, 33, 42, 44, 61, 75, 76, 78, 169, 177, 198, 213, 225, 238, 271, 290, 304, 355, 363, 381, 385, 400, 443, 530, 561, 562, 573, 586, 594, 605, 624, 642, 654, 659, 674, 776]",SHX8.tsv
you have,2,462,"[27, 355, 462, 501, 507, 509, 751, 768]",SHX8.tsv
what's,1,358,"[29, 358]",SHX8.tsv
good,1,75,"[33, 75, 138, 161, 175, 355, 459, 576, 586]",SHX8.tsv
anyway,1,320,"[33, 320, 569, 798]",SHX8.tsv
nice,1,250,"[35, 209, 228, 250, 332, 432, 436, 437, 585, 602, 699]",SHX8.tsv
be nice,2,585,"[35, 585]",SHX8.tsv
school,1,607,"[35, 38, 44, 123, 165, 300, 304, 607, 621]",SHX8.tsv
first,1,200,"[40, 200, 211, 337]",SHX8.tsv
at the dentist's,3,42,"[41, 42]",SHX8.tsv
for a,2,229,"[42, 229, 290, 443, 614, 762]",SHX8.tsv
gonna be,2,654,"[42, 620, 654, 674]",SHX8.tsv
would,1,180,"[44, 60, 76, 180, 243, 337, 342, 343, 344, 346, 348, 350, 352, 381, 403, 477, 555, 556, 564, 649, 674, 683]",SHX8.tsv
late,1,405,"[44, 405]",SHX8.tsv
no but,2,405,"[49, 405, 573, 625]",SHX8.tsv
okay,1,512,"[51, 74, 116, 199, 216, 226, 359, 362, 512, 516, 518, 635, 657, 684, 704, 716, 729, 763, 778, 802]",SHX8.tsv
can you,2,428,"[58, 428, 507, 509]",SHX8.tsv
five,1,358,"[62, 358, 359, 363, 365, 374, 375, 659]",SHX8.tsv
funny,1,66,"[3, 66, 68, 762, 765, 768]",SHX8.tsv
birthday,1,75,"[66, 68, 75, 76, 78, 83, 90, 98, 100]",SHX8.tsv
the same,2,83,"[66, 68, 70, 83, 86, 87, 90, 93, 94]",SHX8.tsv
on the,2,252,"[66, 87, 252, 461, 462, 463, 468, 469, 471, 472, 475, 505, 530, 569, 712]",SHX8.tsv
's,1,648,"[66, 277, 353, 355, 453, 648]",SHX8.tsv
two people,2,85,"[68, 85]",SHX8.tsv
have a,2,723,"[68, 76, 161, 187, 314, 491, 509, 515, 534, 542, 573, 616, 721, 723, 737]",SHX8.tsv
that be,2,765,"[68, 123, 573, 765]",SHX8.tsv
no they're,2,709,"[70, 709, 715]",SHX8.tsv
they're,1,89,"[70, 89, 136, 140, 179, 435, 542, 709, 715, 718, 736]",SHX8.tsv
want,1,221,"[72, 76, 221, 238, 248, 285, 288, 300, 444, 461, 476, 525, 552, 576]",SHX8.tsv
birthday present,2,76,"[75, 76]",SHX8.tsv
want to,2,221,"[76, 221, 238, 444, 461, 552, 576]",SHX8.tsv
as a,2,231,"[76, 231]",SHX8.tsv
love,1,802,"[76, 140, 802, 805]",SHX8.tsv
about you,2,188,"[78, 188]",SHX8.tsv
family,1,198,"[86, 198, 211, 214, 217]",SHX8.tsv
that's why,2,622,"[86, 622]",SHX8.tsv
the same birthday,3,90,"[83, 90]",SHX8.tsv
at the,2,93,"[41, 54, 93, 337, 433]",SHX8.tsv
bear,1,99,"[85, 87, 89, 99]",SHX8.tsv
something,1,101,"[3, 101, 188, 502, 637]",SHX8.tsv
twenty,1,105,"[101, 103, 105, 106, 359, 369]",SHX8.tsv
might be,2,103,"[54, 65, 103, 109, 136, 337, 728, 730]",SHX8.tsv
be the,2,200,"[103, 200, 212, 708]",SHX8.tsv
might,1,103,"[59, 103, 109, 136, 337, 405, 610, 612, 728, 730]",SHX8.tsv
i think i,3,108,"[48, 108]",SHX8.tsv
one year older,3,108,"[92, 107, 108]",SHX8.tsv
one year,2,108,"[92, 107, 108]",SHX8.tsv
forty,1,358,"[112, 358, 359]",SHX8.tsv
ask,1,116,"[57, 59, 116, 229, 268, 396, 406, 594, 753, 796]",SHX8.tsv
like a,2,127,"[122, 127, 212, 257, 306, 307, 342, 344, 578]",SHX8.tsv
you do,2,336,"[123, 126, 169, 220, 282, 336, 403, 586, 592, 712]",SHX8.tsv
monet,1,133,"[130, 133, 135, 136, 282, 284, 290, 298]",SHX8.tsv
i like,2,141,"[136, 141, 144, 287, 444, 807, 809, 811]",SHX8.tsv
absolutely,1,219,"[136, 219, 240]",SHX8.tsv
be and,2,136,"[127, 136, 229]",SHX8.tsv
much,1,168,"[136, 138, 168, 256, 322, 347, 355, 461, 614, 691]",SHX8.tsv
yes i,2,482,"[136, 482]",SHX8.tsv
you think,2,643,"[136, 316, 643]",SHX8.tsv
japan,1,141,"[138, 141, 144]",SHX8.tsv
and it's,2,196,"[138, 196]",SHX8.tsv
just a,2,430,"[138, 400, 430]",SHX8.tsv
to the,2,609,"[138, 177, 609]",SHX8.tsv
when you,2,643,"[138, 519, 643]",SHX8.tsv
you get,2,502,"[138, 157, 257, 259, 502, 519, 592, 651, 705]",SHX8.tsv
