Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
be you,2,204,"[0, 204, 288]",SK3P.tsv
oh honey honey,3,4,"[3, 4]",SK3P.tsv
honey,1,93,"[3, 4, 93, 95, 110, 111, 125]",SK3P.tsv
you be my,3,6,"[5, 6]",SK3P.tsv
girl,1,6,"[5, 6, 52, 55, 58, 329]",SK3P.tsv
you be,2,179,"[5, 6, 34, 179, 246, 260, 262, 268, 273, 278, 316]",SK3P.tsv
know,1,8,"[7, 8, 48, 78, 114, 222, 224, 240, 259, 260, 278, 312, 318, 320, 321, 326]",SK3P.tsv
yeah,1,36,"[8, 36, 40, 41, 43, 51, 57, 61, 72, 73, 75, 77, 90, 95, 102, 104, 105, 107, 109, 111, 113, 119, 120, 124, 127, 129, 130, 134, 136, 144, 159, 161, 165, 178, 188, 196, 199, 250, 251, 258, 262, 267, 277, 285, 287, 305, 314, 328, 331]",SK3P.tsv
tell,1,119,"[8, 15, 119, 238, 259, 320]",SK3P.tsv
the bee movie,3,10,"[9, 10, 108, 114]",SK3P.tsv
the bee,2,28,"[9, 10, 28, 52, 108, 111, 112, 114, 119]",SK3P.tsv
bee,1,16,"[9, 10, 16, 20, 28, 52, 60, 77, 108, 111, 112, 114, 119, 123]",SK3P.tsv
with dad,2,212,"[10, 212]",SK3P.tsv
see the,2,217,"[10, 217]",SK3P.tsv
do you,2,271,"[10, 143, 216, 246, 254, 258, 262, 271, 282, 290]",SK3P.tsv
see,1,16,"[10, 15, 16, 186, 188, 217, 260, 311, 325]",SK3P.tsv
saw it,2,13,"[9, 13, 55]",SK3P.tsv
a while ago,3,202,"[13, 202]",SK3P.tsv
a while,2,289,"[13, 289]",SK3P.tsv
see it,2,311,"[15, 311]",SK3P.tsv
go,1,19,"[16, 18, 19, 28, 55, 57, 118, 142, 159, 163, 186, 188, 216, 246, 260, 261, 262, 273, 278, 279, 280, 311, 316, 318]",SK3P.tsv
mean,1,119,"[19, 119, 125, 184, 262, 282, 321]",SK3P.tsv
and then,2,23,"[16, 18, 22, 23, 24, 26, 28, 33, 37, 42, 57, 99, 111, 268]",SK3P.tsv
say,1,28,"[23, 28, 34, 76, 187, 261, 262, 268, 270, 316]",SK3P.tsv
well,1,66,"[23, 66, 82, 114, 115, 117, 147, 159, 168, 169, 178, 186, 189, 195, 199, 237, 249, 260, 278, 301, 320, 322, 323]",SK3P.tsv
of it,2,303,"[23, 303]",SK3P.tsv
try to,2,55,"[29, 55, 204, 262]",SK3P.tsv
that he,2,34,"[28, 34, 50, 58]",SK3P.tsv
something,1,95,"[34, 95, 99, 220, 322]",SK3P.tsv
or something,2,99,"[34, 99, 322]",SK3P.tsv
oh yeah,2,250,"[41, 178, 250, 251, 314]",SK3P.tsv
sting,1,44,"[28, 44, 119]",SK3P.tsv
think,1,170,"[42, 44, 170, 180, 184, 205, 212, 220, 240, 255, 261, 262, 263, 264, 271, 275, 303, 320]",SK3P.tsv
be the,2,54,"[42, 46, 47, 54, 119, 171, 262, 277, 306]",SK3P.tsv
be that,2,200,"[58, 200, 268]",SK3P.tsv
he's,1,28,"[20, 28, 60, 96, 109, 110]",SK3P.tsv
because he's,2,110,"[60, 110]",SK3P.tsv
a bee,2,60,"[16, 60, 119, 123]",SK3P.tsv
work,1,65,"[16, 65, 111, 113]",SK3P.tsv
he be,2,76,"[32, 54, 76, 119]",SK3P.tsv
i do,2,138,"[78, 114, 138, 151, 262]",SK3P.tsv
us,1,81,"[28, 81, 320]",SK3P.tsv
and winnie the pooh,4,89,"[87, 89]",SK3P.tsv
in the,2,93,"[91, 93, 96, 106, 108, 159, 169, 171, 178, 183, 231, 260, 262, 297, 325]",SK3P.tsv
that's,1,98,"[7, 24, 79, 95, 98, 138, 178, 186, 238, 262, 278, 306, 311, 318, 325, 327]",SK3P.tsv
cool,1,322,"[98, 322, 324]",SK3P.tsv
a tranquiliser,2,102,"[101, 102]",SK3P.tsv
yes,1,103,"[14, 20, 35, 59, 62, 92, 103, 145, 169, 175, 194, 216, 217, 240, 257, 262, 308, 323]",SK3P.tsv
winnie the pooh,3,93,"[87, 89, 93, 97, 103]",SK3P.tsv
they do,2,103,"[99, 103, 168, 199]",SK3P.tsv
still,1,111,"[106, 111, 184, 237, 238, 251, 261, 278, 290, 296]",SK3P.tsv
nasty man,2,119,"[116, 119]",SK3P.tsv
happen,1,148,"[116, 148, 302]",SK3P.tsv
to the,2,311,"[116, 302, 311, 316]",SK3P.tsv
right,1,121,"[28, 121, 156]",SK3P.tsv
die,1,123,"[111, 123, 125]",SK3P.tsv
help,1,172,"[128, 172, 177]",SK3P.tsv
really,1,135,"[131, 135, 162, 176, 189, 222, 239, 260, 270, 274, 278, 284, 322]",SK3P.tsv
in a,2,137,"[55, 95, 134, 136, 137, 139, 141, 144, 159, 160, 164, 180, 181, 185]",SK3P.tsv
in a sandwich,3,137,"[134, 137, 139, 141, 159]",SK3P.tsv
