Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
say,1,8,"[0, 8, 108, 110, 155, 166, 215, 254, 305, 312, 322, 327, 335, 372, 409, 411, 475, 553, 576, 579, 588]",SG7X.tsv
i be,2,159,"[0, 159, 205, 260, 297, 555, 562]",SG7X.tsv
grandpa,1,292,"[0, 61, 70, 292, 425, 427, 436]",SG7X.tsv
say to,2,409,"[0, 108, 409]",SG7X.tsv
i can,2,30,"[1, 30]",SG7X.tsv
on the,2,205,"[1, 205, 215, 233, 249, 268, 276, 409, 505]",SG7X.tsv
you on the,3,409,"[1, 409]",SG7X.tsv
good,1,84,"[4, 29, 35, 55, 84, 87, 148, 172, 185, 220, 245, 255, 256, 280, 291, 293, 357, 384, 385, 391, 415, 417, 442, 446, 453, 473, 474, 479, 488, 519, 555, 615]",SG7X.tsv
nice,1,7,"[2, 5, 7, 8, 71, 72, 75, 77, 93, 94, 108, 123, 126, 129, 138, 141, 142, 151, 153, 171, 173, 177, 179, 244, 246, 255, 446, 459, 511]",SG7X.tsv
be a nice,3,7,"[5, 7, 126, 153]",SG7X.tsv
be a,2,47,"[7, 47, 159, 185, 202, 204, 243]",SG7X.tsv
that be,2,88,"[7, 55, 88, 247, 413]",SG7X.tsv
a nice,2,141,"[5, 7, 108, 126, 129, 141, 142, 153, 171, 179]",SG7X.tsv
