Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
if you be,3,2,"[0, 2, 5, 6, 65]",S74A.tsv
you be,2,2,"[0, 2, 5, 6, 65]",S74A.tsv
pirate,1,2,"[0, 2, 5, 6, 9, 20, 23, 33, 36, 61, 72, 83, 85, 103, 106, 109, 128, 135, 162, 166, 175, 183]",S74A.tsv
what would,2,9,"[0, 9]",S74A.tsv
would,1,4,"[0, 4, 9, 10, 12, 34, 55, 66, 68, 69, 78, 82, 86, 88, 101, 126, 137, 154, 168, 190, 197, 198, 209, 222, 228, 232, 234, 249, 254, 259, 261, 309, 318, 330]",S74A.tsv
captain,1,10,"[0, 10, 12, 15, 17, 27, 42, 53, 59]",S74A.tsv
okay,1,19,"[0, 15, 19, 28, 34, 51, 92, 94, 99, 167, 184, 188, 330, 378, 423, 459]",S74A.tsv
like,1,26,"[0, 26, 33, 76, 124, 132, 136, 150, 189, 190, 193, 197, 198, 212, 214, 216, 229, 233, 241, 246, 247, 248, 249, 266, 288, 310, 323, 324, 328, 330, 345, 348, 350, 353, 367, 385, 393, 398, 400, 424, 434, 436]",S74A.tsv
okay i,2,34,"[0, 34]",S74A.tsv
i would,2,12,"[0, 12, 34, 55, 66, 68, 197, 209, 318, 330]",S74A.tsv
pirate and,2,36,"[0, 36]",S74A.tsv
if you,2,63,"[0, 2, 6, 63, 65, 76, 124, 299, 330, 355, 445]",S74A.tsv
ship,1,2,"[0, 2, 6, 75, 78, 86, 89, 115, 121]",S74A.tsv
the ship,2,78,"[0, 78, 89]",S74A.tsv
one,1,152,"[0, 152, 234, 237, 244, 330, 334, 350, 352, 354, 364, 380, 389, 404, 408]",S74A.tsv
talk about,2,183,"[0, 183]",S74A.tsv
like to,2,190,"[0, 190, 193, 197, 198]",S74A.tsv
would you,2,190,"[0, 190, 198, 232]",S74A.tsv
would you do,3,228,"[0, 228]",S74A.tsv
of the,2,230,"[0, 230, 318, 339, 350, 358, 393, 418, 445]",S74A.tsv
i would like to,4,330,"[0, 197, 330]",S74A.tsv
have to,2,13,"[4, 6, 13, 63, 69, 139, 286, 293, 317, 322, 436]",S74A.tsv
do it,2,395,"[13, 395, 436, 453]",S74A.tsv
do it have,3,453,"[13, 453]",S74A.tsv
shark,1,17,"[15, 17, 98]",S74A.tsv
if i be,3,15,"[10, 12, 15, 22, 27, 33, 36, 58, 60]",S74A.tsv
i'd,1,63,"[15, 24, 27, 33, 63]",S74A.tsv
if i,2,62,"[10, 12, 15, 20, 22, 27, 33, 58, 60, 62, 318, 330]",S74A.tsv
i be,2,328,"[10, 12, 15, 20, 22, 27, 33, 58, 60, 328, 336, 445]",S74A.tsv
call,1,341,"[15, 24, 27, 341, 342]",S74A.tsv
yeah,1,32,"[18, 32, 62, 71, 108, 112, 119, 134, 135, 145, 158, 165, 176, 177, 179, 194, 197, 219, 227, 231, 233, 241, 244, 248, 255, 289, 297, 307, 327, 334, 335, 337, 348, 350, 356, 357, 365, 366, 368, 392, 395, 399, 434, 443]",S74A.tsv
a normal pirate,3,23,"[20, 23, 33]",S74A.tsv
if i be a normal pirate,6,36,"[20, 33, 36]",S74A.tsv
be a,2,20,"[2, 10, 12, 20, 27, 33, 36, 75, 85, 88, 175, 192, 193, 250, 263, 300, 301, 410, 424, 428]",S74A.tsv
and if,2,249,"[20, 33, 249]",S74A.tsv
normal,1,23,"[20, 22, 23, 36, 82]",S74A.tsv
jolly,1,25,"[24, 25, 26, 132]",S74A.tsv
red,1,37,"[34, 37]",S74A.tsv
red berry,2,38,"[37, 38]",S74A.tsv
purple hair,2,43,"[42, 43, 45]",S74A.tsv
hair,1,46,"[43, 45, 46, 380]",S74A.tsv
you don't,2,79,"[43, 79, 311, 386, 403]",S74A.tsv
don't have,2,139,"[43, 139]",S74A.tsv
back then,2,48,"[45, 48]",S74A.tsv
back,1,221,"[45, 47, 48, 221, 228, 318]",S74A.tsv
blueberries,1,47,"[46, 47, 48, 52]",S74A.tsv
have blueberries back then,4,48,"[47, 48]",S74A.tsv
they didn't have,3,183,"[47, 183]",S74A.tsv
