Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
yeah we,2,18,"[2, 18, 33, 244, 365]",SUWQ.tsv
yeah,1,17,"[2, 8, 12, 17, 18, 19, 20, 22, 26, 32, 33, 36, 45, 49, 52, 53, 57, 61, 65, 71, 76, 78, 83, 85, 96, 99, 101, 104, 117, 121, 125, 127, 132, 137, 139, 147, 148, 150, 151, 154, 158, 161, 163, 164, 167, 177, 190, 191, 193, 195, 198, 199, 201, 204, 208, 212, 215, 217, 220, 221, 226, 238, 240, 242, 243, 244, 249, 250, 251, 259, 260, 263, 269, 271, 275, 277, 278, 279, 281, 282, 284, 285, 294, 297, 301, 302, 303, 304, 306, 307, 315, 317, 319, 321, 323, 325, 326, 333, 336, 338, 341, 343, 348, 354, 355, 357, 359, 365, 367, 371, 372, 375, 378, 381, 383, 387, 393, 401, 406, 411, 417, 418, 421, 429, 434, 438, 447, 449, 456, 470, 480, 489, 493, 501, 502, 505, 507, 508, 509, 510, 521, 528, 531, 539, 541, 542, 544, 545, 546, 548, 550, 551, 552, 553, 558, 565, 566, 567, 569, 570, 572, 581, 588, 593, 596, 598, 605, 610, 613, 619, 624, 626, 628, 632, 634, 637, 639, 641, 653, 658]",SUWQ.tsv
get,1,35,"[2, 8, 35, 52, 62, 80, 96, 98, 100, 117, 156, 157, 159, 206, 212, 217, 245, 267, 272, 292, 299, 316, 331, 335, 353, 361, 364, 392, 398, 403, 404, 411, 422, 428, 437, 438, 442, 443, 444, 445, 450, 460, 506, 628, 630, 646, 651]",SUWQ.tsv
for the,2,70,"[2, 6, 70, 458, 560]",SUWQ.tsv
we get,2,98,"[2, 98, 156, 245, 353, 361, 392, 411, 422, 444, 628]",SUWQ.tsv
the first,2,138,"[2, 138, 162, 227, 267, 411]",SUWQ.tsv
first,1,396,"[2, 138, 227, 267, 350, 396, 411, 443, 449, 660, 661]",SUWQ.tsv
ones,1,454,"[2, 76, 454]",SUWQ.tsv
three,1,238,"[4, 238, 392, 408, 418]",SUWQ.tsv
put,1,43,"[6, 8, 43, 101, 171, 216, 225, 291, 296, 297, 331, 334]",SUWQ.tsv
on the,2,43,"[8, 43, 89, 96, 258, 300, 384, 413, 425, 523, 608, 644]",SUWQ.tsv
begin,1,61,"[8, 61, 64, 171]",SUWQ.tsv
and then,2,65,"[8, 11, 65, 66, 107, 216, 294, 407, 445, 451, 452, 461, 462, 547, 549, 607, 625, 635, 663, 664]",SUWQ.tsv
follow,1,66,"[8, 66, 77, 79, 89]",SUWQ.tsv
day,1,138,"[8, 123, 135, 138, 227, 238, 248, 249, 363, 411, 412, 413, 426, 481, 522, 523, 580]",SUWQ.tsv
so yeah,2,150,"[8, 150, 306]",SUWQ.tsv
end,1,67,"[8, 67, 156, 621, 625]",SUWQ.tsv
put it,2,171,"[8, 101, 171, 291, 331]",SUWQ.tsv
of the,2,67,"[8, 67, 174, 200, 327, 461, 621]",SUWQ.tsv
it in,2,211,"[8, 179, 211, 353]",SUWQ.tsv
at the,2,227,"[8, 11, 227, 618]",SUWQ.tsv
everything,1,494,"[8, 272, 379, 494, 533]",SUWQ.tsv
get a,2,506,"[8, 157, 206, 217, 272, 506]",SUWQ.tsv
dad,1,31,"[11, 31, 110, 117, 121, 138, 224, 272, 328, 333, 343, 356, 377, 514]",SUWQ.tsv
go,1,25,"[11, 21, 25, 26, 35, 57, 60, 65, 66, 70, 80, 100, 121, 137, 138, 162, 164, 189, 194, 214, 217, 219, 227, 231, 236, 238, 267, 300, 309, 316, 317, 363, 388, 400, 405, 407, 414, 418, 425, 443, 444, 445, 450, 452, 458, 460, 461, 462, 503, 509, 522, 525, 540, 544, 549, 602, 607, 623, 627, 635, 636, 646, 652, 654, 660, 663]",SUWQ.tsv
home,1,43,"[11, 43, 51, 52, 88, 329, 416, 586]",SUWQ.tsv
cos,1,43,"[11, 43, 79, 95, 98, 101, 174, 188, 219, 226, 238, 266, 267, 276, 331, 391, 416, 422, 437, 443, 445, 449, 451, 491, 503, 521, 604, 636]",SUWQ.tsv
in the,2,70,"[11, 70, 106, 107, 165, 227, 244, 314, 322, 403, 422, 439, 522, 605]",SUWQ.tsv
another,1,72,"[11, 72, 238, 303, 547, 646]",SUWQ.tsv
hours,1,103,"[11, 103]",SUWQ.tsv
even,1,130,"[11, 130, 210, 335, 430, 506, 549, 608, 630]",SUWQ.tsv
he do,2,276,"[11, 276]",SUWQ.tsv
