Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
say,1,202,"[0, 12, 47, 60, 69, 202, 208, 227, 276, 307, 309, 351, 356, 406, 422]",S5XL.tsv
have some,2,7,"[0, 7, 87, 159, 266, 410]",S5XL.tsv
try,1,6,"[3, 6]",S5XL.tsv
would,1,13,"[3, 12, 13, 14, 16, 19, 21, 26, 31, 41, 44, 46, 47, 48, 49, 65, 66, 68, 70, 71, 72, 73, 74, 75, 85, 87, 92, 103, 105, 119, 155, 157, 205, 212, 234, 253, 258, 262, 264, 266, 321, 342, 343, 369, 389, 402]",S5XL.tsv
like,1,28,"[3, 24, 28, 37, 45, 47, 48, 49, 55, 58, 60, 73, 74, 85, 92, 118, 122, 127, 149, 155, 178, 185, 191, 193, 197, 212, 231, 232, 233, 234, 241, 266, 287, 315]",S5XL.tsv
you could have,3,25,"[5, 16, 25, 60, 61]",S5XL.tsv
soak,1,325,"[5, 324, 325, 326]",S5XL.tsv
overnight,1,325,"[5, 324, 325]",S5XL.tsv
i'll,1,8,"[6, 8, 116, 177, 220, 224, 287, 412]",S5XL.tsv
get,1,41,"[8, 31, 41, 44, 58, 185, 270, 341, 377, 385, 386, 408]",S5XL.tsv
for you,2,372,"[8, 372]",S5XL.tsv
yes,1,296,"[8, 88, 255, 296, 302, 332, 346, 350, 372, 421]",S5XL.tsv
well,1,54,"[12, 14, 37, 47, 54, 76, 108, 134, 185, 201, 221, 234, 244, 262, 353, 379, 391, 402, 404, 422]",S5XL.tsv
which be,2,185,"[12, 185, 324, 346, 393]",S5XL.tsv
be a,2,206,"[12, 45, 206, 236, 280, 306, 307, 407]",S5XL.tsv
you be,2,232,"[12, 69, 217, 225, 232, 233, 234, 236, 270, 360, 400, 406, 407]",S5XL.tsv
if you,2,252,"[12, 24, 197, 248, 252, 261]",S5XL.tsv
would have,2,14,"[13, 14, 65, 68, 73, 87, 103, 105]",S5XL.tsv
spaghetti carbonara,2,23,"[14, 20, 23, 27]",S5XL.tsv
you would,2,343,"[14, 74, 343]",S5XL.tsv
you could,2,25,"[16, 25]",S5XL.tsv
you can,2,181,"[16, 24, 37, 63, 159, 181, 183, 185, 406, 414]",S5XL.tsv
but you,2,232,"[16, 232, 242, 407]",S5XL.tsv
also,1,85,"[16, 45, 85, 157, 306]",S5XL.tsv
pizza,1,18,"[15, 17, 18, 27, 81, 83, 162, 163]",S5XL.tsv
pizza and cucumber,3,18,"[17, 18]",S5XL.tsv
die,1,22,"[21, 22, 41, 71, 72, 73, 103, 220, 258, 329, 343]",S5XL.tsv
you can't,2,232,"[22, 232]",S5XL.tsv
okay,1,24,"[23, 24, 65, 77, 110, 159, 175, 178, 203, 211, 224, 290, 297, 355, 395, 396, 408, 419]",S5XL.tsv
ice cream,2,27,"[24, 27, 104, 190, 196]",S5XL.tsv
chocolate,1,27,"[24, 27, 109, 112, 114, 117, 137, 139, 321, 410, 414, 415, 416, 417]",S5XL.tsv
cream,1,172,"[24, 27, 104, 164, 171, 172, 190, 196]",S5XL.tsv
anything,1,232,"[24, 228, 232, 233, 261]",S5XL.tsv
things,1,27,"[26, 27, 35, 149, 196, 228, 234, 256, 264]",S5XL.tsv
jelly,1,158,"[29, 122, 127, 158, 159, 160, 174, 196]",S5XL.tsv
and cherries,2,35,"[34, 35]",S5XL.tsv
nice,1,252,"[35, 252]",S5XL.tsv
cos,1,37,"[21, 37, 55, 63, 80, 217, 258, 266, 269, 324, 341, 343, 381]",S5XL.tsv
one,1,45,"[25, 45, 58, 181, 206, 209, 287, 336, 341, 387, 390, 392, 394, 397]",S5XL.tsv
there's,1,45,"[36, 45, 47]",S5XL.tsv
diabetes,1,45,"[44, 45]",S5XL.tsv
thing,1,185,"[45, 47, 92, 185, 237, 248]",S5XL.tsv
i'm,1,121,"[47, 60, 121, 216, 227, 231, 266, 371, 381, 393, 422]",S5XL.tsv
dead,1,325,"[47, 325, 401]",S5XL.tsv
michael mcintyre,2,52,"[49, 52, 62]",S5XL.tsv
yeah,1,53,"[19, 25, 30, 38, 53, 65, 79, 81, 91, 93, 105, 106, 123, 124, 148, 151, 152, 153, 165, 177, 178, 182, 183, 186, 188, 198, 201, 204, 212, 214, 215, 218, 226, 229, 230, 238, 242, 243, 249, 251, 259, 260, 263, 264, 275, 278, 298, 304, 337, 340, 362, 370, 378, 380, 384, 385, 394, 404, 405, 413]",S5XL.tsv
lady gaga,2,62,"[60, 62]",S5XL.tsv
father christmas,2,62,"[61, 62]",S5XL.tsv
even,1,63,"[41, 63, 99, 130]",S5XL.tsv
grandad,1,64,"[63, 64]",S5XL.tsv
cos you,2,343,"[63, 80, 217, 343]",S5XL.tsv
have to,2,76,"[55, 76, 119, 227, 287, 303, 339]",S5XL.tsv
keep,1,80,"[21, 80]",S5XL.tsv
chicken,1,94,"[27, 94]",S5XL.tsv
they've,1,185,"[99, 185]",S5XL.tsv
love,1,185,"[99, 185, 205, 266, 307, 322, 331, 332, 342]",S5XL.tsv
marshmallows,1,254,"[99, 155, 254]",S5XL.tsv
think,1,101,"[4, 101, 141, 157, 166, 189, 206, 209, 234, 244, 261, 302, 341, 363, 389]",S5XL.tsv
do that,2,101,"[70, 101, 271, 389]",S5XL.tsv
we'll,1,245,"[101, 245]",S5XL.tsv
have those,2,113,"[108, 113, 116]",S5XL.tsv
make,1,117,"[100, 117, 170, 171, 218, 235, 237, 244, 258, 324, 369]",S5XL.tsv
why don't you,3,334,"[117, 334]",S5XL.tsv
could,1,127,"[5, 16, 25, 60, 61, 127, 136, 234, 236]",S5XL.tsv
yay,1,145,"[144, 145]",S5XL.tsv
i would,2,155,"[13, 41, 44, 46, 48, 66, 68, 70, 71, 73, 85, 87, 103, 105, 119, 155, 157, 205, 212, 234, 253, 258, 262, 264, 266, 321, 342]",S5XL.tsv
lot,1,155,"[36, 155, 177, 242, 321, 393]",S5XL.tsv
i would like,3,155,"[48, 155, 234]",S5XL.tsv
be very nice,3,252,"[155, 252, 302]",S5XL.tsv
mm i,2,157,"[111, 136, 157]",S5XL.tsv
from the,2,178,"[81, 114, 178, 185, 401]",S5XL.tsv
be it,2,206,"[190, 206, 284, 295]",S5XL.tsv
share,1,197,"[181, 183, 185, 197, 202, 203]",S5XL.tsv
share it,2,197,"[183, 185, 197]",S5XL.tsv
two straw,2,213,"[210, 213]",S5XL.tsv
eat,1,217,"[41, 119, 136, 217, 225, 228, 245, 280, 339, 381, 412, 413, 416]",S5XL.tsv
we're,1,245,"[225, 245]",S5XL.tsv
be eat,2,280,"[225, 280]",S5XL.tsv
watch,1,231,"[227, 228, 231, 241, 243, 245]",S5XL.tsv
i have,2,227,"[7, 134, 216, 227, 280, 303, 410, 415]",S5XL.tsv
it be,2,228,"[208, 209, 228, 275, 302, 303, 306, 307, 325]",S5XL.tsv
of that and,3,234,"[41, 234]",S5XL.tsv
of that,2,234,"[41, 234]",S5XL.tsv
look,1,234,"[208, 234]",S5XL.tsv
cake,1,240,"[27, 98, 100, 240, 244, 248]",S5XL.tsv
two,1,240,"[210, 213, 240, 269, 291, 388]",S5XL.tsv
make the marble cake,4,244,"[100, 244]",S5XL.tsv
marble cake,2,244,"[98, 100, 244, 248]",S5XL.tsv
overmix it,2,252,"[248, 252]",S5XL.tsv
that and,2,250,"[41, 250]",S5XL.tsv
i would have,3,253,"[13, 68, 73, 87, 103, 105, 253, 258, 264, 266, 321]",S5XL.tsv
yes i,2,372,"[255, 332, 372]",S5XL.tsv
it wouldn't,2,343,"[258, 339, 343]",S5XL.tsv
oh i,2,262,"[113, 262]",S5XL.tsv
all of that,3,264,"[41, 264]",S5XL.tsv
i've,1,264,"[58, 264, 287, 365, 372, 408]",S5XL.tsv
and i would,3,266,"[41, 44, 266]",S5XL.tsv
