Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
you be,2,39,"[0, 39, 583, 712, 718, 895]",S3U3.tsv
week,1,51,"[0, 40, 48, 51, 193, 198, 403, 681, 1383, 1440, 1633]",S3U3.tsv
place,1,341,"[2, 341, 343, 852]",S3U3.tsv
do you,2,65,"[4, 21, 65, 77, 84, 134, 209, 276, 321, 328, 335, 341, 343, 364, 366, 512, 558, 588, 590, 591, 639, 661, 673, 675, 713, 714, 733, 907, 911, 985, 1004, 1046, 1054, 1058, 1073, 1091, 1120, 1124, 1150, 1151, 1174, 1202, 1256, 1293, 1374, 1385, 1397, 1450, 1609, 1627, 1660, 1686, 1698, 1750, 1790]",S3U3.tsv
you do,2,596,"[4, 209, 588, 590, 596, 602, 673, 1479, 1481, 1745]",S3U3.tsv
what do you,3,321,"[4, 21, 321, 588, 590, 591, 911, 1046, 1073, 1174]",S3U3.tsv
yeah,1,7,"[6, 7, 8, 10, 12, 17, 19, 21, 27, 29, 30, 38, 42, 44, 55, 62, 66, 68, 69, 73, 85, 89, 94, 105, 111, 116, 118, 122, 130, 131, 133, 135, 139, 141, 150, 166, 178, 179, 188, 196, 202, 228, 229, 239, 243, 256, 257, 260, 270, 274, 279, 299, 301, 314, 347, 350, 351, 363, 365, 380, 382, 383, 385, 397, 405, 414, 415, 418, 421, 424, 443, 444, 448, 451, 452, 470, 471, 472, 477, 485, 488, 494, 499, 505, 507, 508, 526, 528, 543, 548, 573, 574, 575, 577, 580, 584, 597, 601, 611, 613, 616, 617, 621, 642, 656, 659, 675, 678, 680, 694, 697, 699, 704, 705, 706, 723, 756, 758, 761, 765, 770, 780, 784, 798, 799, 804, 805, 812, 815, 816, 820, 821, 822, 847, 849, 853, 854, 858, 865, 869, 880, 890, 892, 893, 902, 938, 947, 962, 987, 997, 1001, 1006, 1010, 1013, 1015, 1017, 1020, 1022, 1031, 1036, 1040, 1048, 1050, 1059, 1069, 1070, 1072, 1074, 1077, 1079, 1084, 1086, 1087, 1089, 1105, 1106, 1107, 1109, 1111, 1115, 1121, 1123, 1125, 1126, 1139, 1144, 1145, 1149, 1163, 1180, 1181, 1192, 1193, 1205, 1219, 1221, 1223, 1225, 1226, 1230, 1241, 1259, 1260, 1266, 1274, 1279, 1282, 1321, 1325, 1336, 1339, 1342, 1355, 1356, 1358, 1362, 1367, 1390, 1423, 1424, 1435, 1437, 1440, 1449, 1457, 1463, 1469, 1473, 1481, 1485, 1497, 1510, 1522, 1528, 1538, 1545, 1550, 1552, 1557, 1562, 1565, 1574, 1585, 1591, 1616, 1622, 1626, 1647, 1659, 1672, 1674, 1678, 1752, 1767, 1775, 1776]",S3U3.tsv
oh yeah,2,69,"[8, 69, 94, 139, 141, 166, 488, 505, 869, 892, 962, 1036, 1106, 1111, 1139, 1145, 1457]",S3U3.tsv
be that,2,41,"[10, 41, 191, 594, 988, 1283, 1467, 1776]",S3U3.tsv
one,1,51,"[10, 42, 50, 51, 70, 72, 209, 254, 291, 325, 326, 399, 440, 443, 467, 520, 553, 608, 622, 631, 646, 718, 744, 757, 787, 809, 842, 881, 901, 915, 919, 937, 958, 961, 1011, 1059, 1091, 1168, 1184, 1188, 1214, 1225, 1240, 1289, 1350, 1351, 1355, 1356, 1360, 1361, 1387, 1395, 1461, 1464, 1508, 1511, 1526, 1570, 1582, 1615, 1630, 1786]",S3U3.tsv
the one,2,209,"[10, 42, 209, 881, 958, 1011, 1225, 1786]",S3U3.tsv
be yeah,2,382,"[12, 44, 382, 621]",S3U3.tsv
there be,2,551,"[12, 111, 372, 551, 946, 951, 1083, 1101, 1301, 1375, 1432, 1591, 1600, 1696]",S3U3.tsv
i've,1,14,"[1, 14, 58, 59, 87, 189, 210, 213, 232, 266, 291, 449, 483, 595, 668, 672, 726, 729, 732, 748, 776, 1063, 1131, 1146, 1162, 1227, 1257, 1307, 1334, 1336, 1350, 1368, 1372, 1443, 1456, 1464, 1468, 1494, 1496, 1502, 1506, 1561, 1575, 1577, 1583, 1652, 1654]",S3U3.tsv
notice,1,650,"[14, 650]",S3U3.tsv
the er,2,215,"[14, 215, 401, 709, 1092, 1112]",S3U3.tsv
well,1,17,"[11, 15, 17, 40, 54, 76, 87, 125, 147, 151, 162, 198, 219, 227, 246, 253, 262, 265, 275, 286, 287, 295, 309, 313, 333, 447, 450, 461, 490, 507, 551, 584, 592, 595, 596, 602, 611, 636, 645, 672, 693, 755, 792, 805, 838, 842, 877, 909, 925, 1024, 1046, 1054, 1078, 1098, 1100, 1119, 1156, 1161, 1171, 1189, 1205, 1211, 1277, 1295, 1360, 1364, 1366, 1368, 1375, 1385, 1387, 1405, 1420, 1443, 1448, 1459, 1468, 1474, 1485, 1486, 1491, 1494, 1512, 1515, 1542, 1547, 1549, 1550, 1556, 1567, 1577, 1580, 1584, 1600, 1652, 1656, 1668, 1694, 1699, 1773, 1776, 1778]",S3U3.tsv
good,1,17,"[11, 17, 18, 36, 227, 235, 252, 381, 406, 407, 435, 569, 572, 576, 579, 667, 749, 752, 792, 808, 827, 828, 855, 858, 860, 894, 913, 916, 1099, 1159, 1191, 1192, 1269, 1366, 1420, 1511, 1575, 1576, 1741]",S3U3.tsv
do they,2,144,"[17, 144, 218, 493, 891, 969, 1306]",S3U3.tsv
that's,1,148,"[17, 29, 36, 40, 42, 87, 133, 148, 171, 198, 268, 269, 293, 330, 391, 406, 435, 443, 445, 471, 575, 598, 654, 688, 690, 691, 693, 696, 752, 753, 798, 808, 878, 882, 886, 902, 1102, 1117, 1134, 1145, 1153, 1156, 1165, 1178, 1181, 1191, 1228, 1240, 1268, 1278, 1403, 1420, 1421, 1461, 1481, 1494, 1526, 1540, 1546, 1598, 1652, 1669, 1675, 1687, 1689, 1691, 1725, 1731, 1770, 1771]",S3U3.tsv
that's good,2,406,"[17, 406, 752, 808, 1191, 1420]",S3U3.tsv
oh well,2,1366,"[17, 198, 1366, 1375, 1515]",S3U3.tsv
oh well that's,3,198,"[17, 198, 1494]",S3U3.tsv
like,1,22,"[21, 22, 42, 67, 74, 122, 266, 278, 279, 291, 293, 295, 300, 341, 343, 367, 370, 379, 397, 399, 401, 460, 461, 468, 479, 495, 523, 535, 587, 588, 590, 672, 707, 782, 889, 895, 914, 959, 960, 961, 969, 971, 973, 986, 1046, 1049, 1059, 1192, 1240, 1303, 1306, 1322, 1337, 1352, 1367, 1392, 1400, 1405, 1461, 1488, 1492, 1543, 1560, 1575, 1606, 1608, 1621, 1707, 1786]",S3U3.tsv
and what,2,39,"[21, 39, 378, 1572]",S3U3.tsv
things,1,298,"[21, 179, 298, 434, 446, 588, 626, 672, 1243, 1296, 1303, 1319, 1367, 1401, 1462, 1481, 1504, 1550, 1560, 1575]",S3U3.tsv
make,1,156,"[21, 156, 212, 685, 687, 696, 953, 1132, 1187, 1189, 1243, 1309, 1543, 1601, 1731, 1745, 1787]",S3U3.tsv
things like,2,1303,"[21, 588, 1303, 1367, 1560]",S3U3.tsv
yeah and,2,704,"[21, 111, 704, 1775]",S3U3.tsv
not really,2,25,"[3, 25]",S3U3.tsv
er i,2,47,"[25, 47, 1631]",S3U3.tsv
i think,2,51,"[25, 51, 104, 148, 151, 268, 286, 336, 357, 381, 397, 476, 486, 525, 551, 603, 652, 724, 742, 751, 790, 813, 815, 851, 863, 892, 986, 1003, 1257, 1286, 1368, 1617, 1620, 1692, 1696, 1718, 1725, 1733]",S3U3.tsv
of the,2,77,"[25, 40, 54, 77, 198, 254, 399, 547, 641, 733, 790, 883, 942, 944, 946, 983, 990, 1052, 1081, 1481, 1576, 1580]",S3U3.tsv
cos,1,138,"[25, 89, 108, 129, 138, 176, 178, 185, 200, 283, 286, 308, 335, 367, 389, 459, 547, 575, 626, 658, 670, 679, 724, 735, 791, 798, 837, 895, 1023, 1040, 1053, 1076, 1091, 1159, 1190, 1240, 1341, 1368, 1380, 1412, 1453, 1454, 1456, 1461, 1498, 1525, 1547, 1548, 1576, 1618, 1658, 1659, 1728, 1787]",S3U3.tsv
think,1,225,"[25, 51, 89, 91, 104, 148, 151, 225, 265, 266, 268, 286, 335, 336, 341, 343, 357, 360, 361, 381, 397, 476, 486, 525, 551, 603, 652, 672, 724, 742, 751, 790, 813, 815, 851, 855, 863, 878, 892, 912, 986, 1003, 1064, 1078, 1110, 1171, 1257, 1286, 1293, 1320, 1351, 1367, 1368, 1502, 1503, 1539, 1541, 1577, 1617, 1620, 1686, 1692, 1696, 1704, 1718, 1725, 1733]",S3U3.tsv
i'm,1,265,"[25, 91, 200, 265, 287, 298, 410, 500, 502, 672, 682, 749, 813, 829, 958, 1028, 1110, 1146, 1165, 1201, 1258, 1299, 1320, 1351, 1367, 1408, 1421, 1446, 1453, 1548, 1581, 1588, 1669, 1686, 1705]",S3U3.tsv
really,1,330,"[3, 25, 52, 76, 125, 306, 330, 364, 393, 399, 464, 576, 612, 753, 756, 757, 760, 796, 836, 894, 937, 1025, 1100, 1176, 1189, 1374, 1393, 1461, 1537, 1544, 1588, 1593, 1602, 1609]",S3U3.tsv
three,1,206,"[25, 74, 89, 206, 315, 677, 1207, 1295, 1354, 1686, 1725]",S3U3.tsv
i'm not,2,200,"[25, 200, 682, 1548]",S3U3.tsv
out of,2,1394,"[25, 125, 318, 547, 580, 1394, 1577]",S3U3.tsv
the problem,2,1652,"[29, 1652]",S3U3.tsv
a bite,2,266,"[31, 74, 247, 266, 295, 308, 359, 397, 417, 668, 981, 1153, 1240, 1296, 1668]",S3U3.tsv
it's a,2,327,"[31, 125, 316, 326, 327, 348, 397, 399, 420, 461, 519, 531, 547, 608, 809, 827, 1082, 1253, 1563, 1568]",S3U3.tsv
find,1,338,"[31, 338, 467, 611, 782, 915, 937, 958, 1256, 1401, 1430, 1577, 1614]",S3U3.tsv
bite,1,714,"[31, 74, 247, 266, 295, 308, 397, 417, 714, 981, 1101, 1153, 1240, 1296, 1668]",S3U3.tsv
i find,2,1577,"[31, 611, 1577]",S3U3.tsv
always,1,36,"[7, 15, 36, 276, 277, 679, 683, 1382, 1477, 1478, 1705, 1734]",S3U3.tsv
go,1,40,"[7, 40, 68, 72, 74, 76, 88, 99, 125, 133, 134, 147, 193, 218, 220, 337, 399, 417, 419, 437, 439, 459, 482, 492, 510, 523, 553, 661, 662, 664, 668, 672, 674, 680, 681, 695, 714, 715, 719, 723, 733, 738, 741, 748, 755, 806, 813, 899, 983, 985, 991, 999, 1030, 1171, 1234, 1240, 1263, 1309, 1320, 1365, 1387, 1399, 1409, 1416, 1470, 1480, 1498, 1500, 1547, 1548, 1549, 1555, 1575, 1576, 1657, 1664, 1665, 1666, 1673, 1722, 1725, 1727, 1733, 1743, 1787]",S3U3.tsv
all it's be,3,41,"[40, 41]",S3U3.tsv
it's be,2,41,"[40, 41]",S3U3.tsv
five weeks,2,59,"[40, 59]",S3U3.tsv
term,1,59,"[40, 59]",S3U3.tsv
weeks,1,59,"[40, 42, 59, 206, 844]",S3U3.tsv
be the,2,95,"[40, 95, 270, 881, 1213, 1225, 1539, 1686]",S3U3.tsv
it's go,2,193,"[40, 193]",S3U3.tsv
well it's,2,461,"[40, 275, 461, 1054, 1189, 1485, 1652]",S3U3.tsv
five,1,560,"[40, 42, 48, 58, 59, 87, 89, 560, 681, 714, 1365, 1398, 1520, 1525]",S3U3.tsv
last,1,581,"[40, 114, 581, 588, 668, 714, 768, 786, 1351, 1633, 1725]",S3U3.tsv
the last,2,114,"[40, 114, 668, 786, 1351, 1725]",S3U3.tsv
er the,2,1112,"[40, 1112, 1715]",S3U3.tsv
last week,2,1633,"[40, 1633]",S3U3.tsv
gonna,1,110,"[42, 82, 110, 162, 190, 286, 389, 391, 447, 616, 793, 930, 963, 1320, 1351, 1496]",S3U3.tsv
next,1,437,"[42, 437, 588, 963, 974, 1045, 1053, 1059, 1060, 1168, 1341, 1354, 1383, 1461, 1601]",S3U3.tsv
there's,1,371,"[42, 89, 91, 371, 434, 459, 460, 480, 934, 1021, 1056, 1064, 1065, 1091, 1197, 1308, 1375, 1432, 1461, 1533, 1580, 1596, 1601, 1603, 1644, 1696]",S3U3.tsv
it's more,2,790,"[42, 611, 790, 1189, 1288]",S3U3.tsv
seven,1,653,"[42, 54, 56, 653, 1012, 1095, 1341, 1348, 1363, 1375]",S3U3.tsv
six,1,495,"[42, 56, 495, 561, 562, 564, 566, 567, 837, 1095, 1340, 1341, 1348, 1351, 1363, 1398]",S3U3.tsv
but it's,2,173,"[42, 173, 1424, 1555, 1778]",S3U3.tsv
it must be,3,45,"[44, 45, 46]",S3U3.tsv
it it,2,1406,"[44, 1406, 1483, 1633]",S3U3.tsv
get,1,48,"[1, 20, 48, 86, 108, 111, 132, 136, 146, 147, 164, 167, 205, 275, 298, 306, 307, 319, 324, 389, 410, 422, 428, 430, 433, 434, 446, 449, 450, 457, 483, 495, 496, 500, 502, 509, 513, 521, 522, 530, 533, 547, 549, 553, 558, 571, 596, 637, 672, 679, 683, 724, 727, 729, 732, 798, 815, 842, 883, 909, 911, 919, 927, 956, 969, 997, 1005, 1076, 1162, 1167, 1171, 1243, 1261, 1268, 1314, 1316, 1320, 1322, 1325, 1336, 1340, 1341, 1344, 1351, 1355, 1360, 1366, 1368, 1371, 1385, 1392, 1394, 1398, 1414, 1443, 1456, 1461, 1462, 1464, 1468, 1496, 1498, 1505, 1508, 1510, 1511, 1517, 1540, 1542, 1547, 1560, 1561, 1567, 1577, 1583, 1601, 1603, 1606, 1609, 1613, 1628, 1629, 1630, 1631, 1632, 1638, 1641, 1642, 1652, 1654, 1660, 1668, 1676, 1716, 1748, 1754, 1783]",S3U3.tsv
half term,2,59,"[48, 59]",S3U3.tsv
that you get,3,132,"[48, 132]",S3U3.tsv
you get,2,147,"[48, 108, 132, 147, 275, 324, 422, 457, 496, 500, 513, 558, 596, 637, 727, 969, 1371, 1540, 1560, 1609, 1660]",S3U3.tsv
