Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
like the,2,1,"[0, 1, 77, 80, 339]",SHCG.tsv
like,1,13,"[0, 1, 13, 18, 51, 54, 59, 76, 77, 78, 80, 88, 95, 98, 125, 129, 136, 167, 228, 233, 251, 253, 255, 256, 280, 285, 297, 305, 306, 309, 315, 339, 347]",SHCG.tsv
get,1,38,"[0, 37, 38, 43, 56, 57, 58, 60, 63, 68, 71, 112, 113, 119, 130, 133, 141, 155, 163, 165, 189, 191, 201, 227, 256, 274, 277, 278, 285, 288, 302, 315, 316, 317, 376, 387]",SHCG.tsv
as well,2,87,"[0, 87]",SHCG.tsv
well,1,79,"[0, 79, 86, 87, 177, 217, 241, 244, 298, 326]",SHCG.tsv
to get,2,256,"[0, 256]",SHCG.tsv
to get in,3,316,"[0, 316]",SHCG.tsv
you can,2,16,"[5, 16, 18, 150, 229, 230, 232, 257]",SHCG.tsv
you do,2,103,"[8, 103, 118, 144, 167]",SHCG.tsv
go,1,65,"[10, 65, 134, 146, 221, 279, 281, 326, 338, 353, 383, 389]",SHCG.tsv
that's,1,55,"[12, 55, 83, 85, 101, 110, 128, 185, 186, 212, 276, 280, 294, 298, 302, 313, 316, 319, 385]",SHCG.tsv
actually,1,76,"[12, 76, 300, 319, 392]",SHCG.tsv
he do,2,30,"[12, 30, 87, 89, 210]",SHCG.tsv
really creepy,2,145,"[12, 145]",SHCG.tsv
really,1,79,"[12, 79, 96, 98, 105, 145, 157, 187, 233, 248, 280]",SHCG.tsv
thing,1,55,"[15, 55, 280, 302, 305]",SHCG.tsv
come,1,295,"[18, 32, 99, 295, 386]",SHCG.tsv
stay,1,358,"[18, 358, 361, 367]",SHCG.tsv
yes,1,24,"[23, 24, 121, 292, 381, 382, 385]",SHCG.tsv
gonna,1,141,"[23, 140, 141, 252, 255, 295, 302, 389]",SHCG.tsv
even,1,70,"[26, 70, 318]",SHCG.tsv
can't,1,111,"[26, 111, 198, 199, 200, 219, 228, 241]",SHCG.tsv
be you,2,103,"[32, 99, 103, 143, 144, 167, 206, 218, 291]",SHCG.tsv
stop,1,59,"[47, 59, 154, 171, 213, 277]",SHCG.tsv
flirt it's,2,62,"[61, 62]",SHCG.tsv
aggressive,1,62,"[61, 62]",SHCG.tsv
bite,1,71,"[4, 61, 71, 150, 326, 339]",SHCG.tsv
in here,2,71,"[35, 71, 121, 176]",SHCG.tsv
get a,2,278,"[71, 278, 376]",SHCG.tsv
need,1,74,"[6, 74, 76, 181, 280]",SHCG.tsv
great,1,256,"[84, 86, 256]",SHCG.tsv
i'm,1,172,"[86, 140, 172, 174, 217, 268, 363, 366, 369, 377]",SHCG.tsv
he's,1,88,"[29, 88, 100, 126, 127, 128]",SHCG.tsv
yeah,1,88,"[7, 33, 52, 57, 70, 73, 82, 83, 87, 88, 89, 93, 117, 132, 153, 164, 181, 196, 203, 236, 237, 238, 240, 246, 250, 252, 254, 257, 261, 262, 265, 283, 284, 302, 307, 315, 316, 320, 322, 329, 331, 337, 339, 344, 345, 350, 354, 357, 359, 373, 376, 377, 379, 380, 392]",SHCG.tsv
know exactly,2,91,"[88, 91]",SHCG.tsv
know,1,100,"[88, 91, 100, 136, 151, 223, 318, 319, 360, 364, 370, 387]",SHCG.tsv
exactly,1,356,"[88, 91, 356, 359]",SHCG.tsv
what he,2,91,"[90, 91]",SHCG.tsv
he be,2,302,"[90, 302]",SHCG.tsv
in the,2,97,"[4, 76, 97, 151, 213, 282, 315, 387]",SHCG.tsv
get one,2,113,"[68, 113]",SHCG.tsv
wouldn't it,2,388,"[116, 388]",SHCG.tsv
duvet,1,122,"[121, 122, 123, 124, 169]",SHCG.tsv
cos,1,128,"[13, 128, 220, 248, 260, 302, 316, 343]",SHCG.tsv
us,1,221,"[128, 221, 222, 228]",SHCG.tsv
be the,2,134,"[31, 134]",SHCG.tsv
take,1,148,"[70, 112, 148, 247, 319, 346]",SHCG.tsv
head,1,302,"[168, 291, 302]",SHCG.tsv
yeah i,2,181,"[70, 181, 196, 252, 302, 344, 376, 392]",SHCG.tsv
guy,1,185,"[49, 150, 185, 205, 206, 231, 350]",SHCG.tsv
want,1,185,"[91, 185, 386]",SHCG.tsv
window,1,185,"[184, 185, 186]",SHCG.tsv
the window,2,186,"[185, 186, 197]",SHCG.tsv
see,1,196,"[1, 194, 196, 197, 198, 199, 200, 215, 386]",SHCG.tsv
i can see out,4,197,"[196, 197]",SHCG.tsv
i can see,3,386,"[196, 386]",SHCG.tsv
definitely,1,202,"[166, 202, 203, 231]",SHCG.tsv
what be,2,205,"[103, 144, 167, 205, 206, 218, 325, 335]",SHCG.tsv
from the,2,209,"[16, 209, 295]",SHCG.tsv
