Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
well,1,23,"[0, 23, 34, 41, 85, 92, 99, 109, 124, 171, 185, 194, 218, 226, 229]",S39D.tsv
go to,2,13,"[12, 13, 18, 56, 115, 127, 169, 198, 199, 225]",S39D.tsv
think,1,13,"[12, 13, 43, 71, 112, 144, 148, 152, 160, 175]",S39D.tsv
go,1,13,"[12, 13, 18, 35, 51, 52, 56, 115, 127, 144, 154, 169, 198, 199, 205, 225]",S39D.tsv
something,1,33,"[13, 33, 54, 58, 96, 109, 174, 214]",S39D.tsv
i think,2,43,"[13, 43, 152, 175]",S39D.tsv
like,1,43,"[13, 34, 43, 56, 76, 114, 126, 130, 132, 139, 145, 148, 194, 214]",S39D.tsv
i've,1,46,"[13, 46, 127, 130, 168]",S39D.tsv
many,1,130,"[13, 130]",S39D.tsv
like oh,2,132,"[13, 132]",S39D.tsv
forget,1,135,"[13, 135, 169, 173]",S39D.tsv
advert,1,144,"[13, 144]",S39D.tsv
yes,1,17,"[4, 17, 18, 38, 54, 55, 70, 78, 80, 85, 120, 200, 204, 219]",S39D.tsv
i have,2,44,"[19, 44, 130, 181, 201, 224]",S39D.tsv
absolutely,1,160,"[19, 160]",S39D.tsv
it's in,2,29,"[28, 29]",S39D.tsv
bag,1,29,"[28, 29]",S39D.tsv
in my,2,93,"[28, 58, 93, 96, 189]",S39D.tsv
yeah,1,28,"[21, 28, 102, 112, 122, 140, 150, 163, 171, 176, 179, 205, 217, 227, 232]",S39D.tsv
storm,1,34,"[32, 33, 34, 37, 40, 42, 45]",S39D.tsv
there's a,2,42,"[32, 42]",S39D.tsv
storm number seven,3,42,"[40, 42]",S39D.tsv
there's,1,96,"[32, 42, 96, 98, 132, 139, 228]",S39D.tsv
why be,2,49,"[38, 48, 49, 132, 178]",S39D.tsv
that's,1,71,"[54, 71, 92, 135, 176, 181, 214, 217]",S39D.tsv
because i,2,127,"[54, 127, 181]",S39D.tsv
say,1,173,"[54, 173, 227]",S39D.tsv
want,1,181,"[54, 181, 185, 199, 210, 212]",S39D.tsv
be a,2,58,"[1, 58, 73, 146, 226]",S39D.tsv
leg,1,66,"[58, 63, 66, 68, 70, 73, 75, 79, 80]",S39D.tsv
hurt,1,84,"[58, 80, 84, 87, 99, 100]",S39D.tsv
also,1,139,"[58, 139, 167]",S39D.tsv
right,1,77,"[58, 77, 185, 226]",S39D.tsv
ankle,1,61,"[60, 61]",S39D.tsv
your leg,2,66,"[63, 66, 68, 79]",S39D.tsv
i'm,1,77,"[67, 77, 115, 119, 121, 154, 172, 193, 198, 201, 211, 225]",S39D.tsv
i'm not,2,154,"[67, 119, 121, 154, 198]",S39D.tsv
night,1,80,"[50, 80]",S39D.tsv
at night,2,84,"[80, 84]",S39D.tsv
be hurt,2,99,"[80, 99]",S39D.tsv
