Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
family,1,74,"[0, 74, 285, 333, 336, 610]",SBZ7.tsv
they're all,2,4,"[3, 4, 31]",SBZ7.tsv
relate,1,6,"[3, 6]",SBZ7.tsv
yeah,1,9,"[1, 9, 17, 26, 31, 57, 70, 72, 78, 87, 88, 125, 126, 131, 136, 139, 140, 141, 148, 152, 157, 172, 180, 182, 184, 204, 208, 209, 210, 216, 222, 224, 226, 234, 241, 250, 251, 256, 260, 266, 267, 268, 270, 285, 288, 290, 291, 311, 313, 324, 331, 335, 347, 351, 363, 367, 385, 387, 400, 403, 407, 413, 415, 420, 423, 424, 427, 454, 475, 478, 487, 491, 493, 505, 522, 532, 554, 560, 564, 568, 580, 588, 590, 591, 592, 599, 600, 601, 615, 620, 651, 664, 673, 679, 688, 691, 700, 714, 744, 767, 768, 778, 784, 797, 813, 816, 817, 821, 823, 829, 840, 846, 862, 877, 881, 884, 889, 896, 910, 913, 924, 925, 927, 934, 945, 950, 951, 958, 960, 961, 965, 970, 975, 981, 986, 1005, 1011, 1016, 1023, 1025, 1028, 1029, 1038, 1039, 1048, 1049, 1052, 1053, 1058, 1063, 1069, 1071, 1077, 1078, 1082, 1084, 1088, 1090, 1091, 1093, 1094, 1095, 1098, 1106, 1110, 1112, 1113, 1116, 1118, 1123, 1138, 1151, 1153, 1157, 1163, 1165, 1166, 1175, 1176, 1187, 1188, 1189, 1197, 1207, 1209, 1213, 1219, 1228, 1229]",SBZ7.tsv
on friday afternoon,3,15,"[12, 15]",SBZ7.tsv
see,1,242,"[14, 242, 330, 701, 803, 822, 909, 986, 1074, 1147, 1153]",SBZ7.tsv
well,1,16,"[5, 16, 22, 24, 25, 29, 30, 40, 57, 64, 69, 73, 166, 178, 201, 214, 218, 269, 298, 339, 341, 350, 352, 384, 399, 400, 401, 417, 430, 431, 459, 471, 474, 478, 485, 486, 515, 516, 525, 527, 528, 530, 598, 617, 628, 694, 695, 702, 771, 790, 804, 831, 888, 899, 913, 944, 980, 986, 1036, 1086, 1176, 1193, 1195, 1198]",SBZ7.tsv
er er,2,649,"[22, 649]",SBZ7.tsv
well do,2,528,"[29, 528]",SBZ7.tsv
yeah yeah,2,210,"[31, 210, 427, 813, 1187]",SBZ7.tsv
problem,1,889,"[31, 889]",SBZ7.tsv
know,1,57,"[33, 57, 66, 177, 233, 292, 316, 317, 328, 342, 343, 353, 354, 399, 402, 403, 405, 441, 458, 469, 498, 588, 617, 694, 728, 759, 807, 826, 869, 895, 903, 905, 907, 941, 990, 991, 1012, 1044, 1068, 1074, 1076, 1096, 1097, 1105, 1133, 1134, 1139, 1155, 1156, 1189, 1228]",SBZ7.tsv
stuff,1,297,"[33, 297, 298, 804, 993, 995, 1162, 1164, 1186, 1189, 1191, 1202, 1217]",SBZ7.tsv
like,1,35,"[34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 47, 49, 52, 53, 55, 59, 63, 69, 74, 78, 159, 201, 203, 214, 218, 221, 225, 226, 242, 243, 244, 269, 293, 297, 298, 326, 333, 336, 339, 341, 392, 394, 406, 409, 411, 412, 418, 441, 453, 462, 473, 491, 537, 539, 558, 560, 565, 567, 571, 583, 584, 597, 598, 619, 621, 626, 628, 650, 653, 659, 687, 694, 715, 720, 759, 762, 764, 778, 782, 784, 805, 826, 862, 863, 864, 876, 878, 883, 885, 887, 888, 890, 892, 893, 895, 897, 899, 902, 905, 908, 909, 1012, 1043, 1060, 1064, 1074, 1079, 1081, 1122, 1141, 1143, 1147, 1149, 1153, 1162]",SBZ7.tsv
do it,2,333,"[40, 86, 333, 466, 602, 895, 1139, 1158, 1168, 1188]",SBZ7.tsv
like a liqueur,3,63,"[43, 63]",SBZ7.tsv
be it,2,66,"[63, 66, 78, 84, 121, 160, 170, 231, 310, 387, 603, 656, 695, 697, 709, 712, 842, 866, 969]",SBZ7.tsv
sort of thing,3,869,"[63, 869]",SBZ7.tsv
thing,1,63,"[44, 52, 63, 78, 214, 312, 336, 582, 624, 869, 883, 912, 1143, 1149, 1156]",SBZ7.tsv
fair enough,2,330,"[68, 330, 336, 369, 897]",SBZ7.tsv
go,1,80,"[78, 80, 92, 170, 250, 262, 416, 456, 457, 611, 614, 694, 790, 803, 804, 805, 807, 822, 831, 866, 871, 885, 893, 911, 943, 1007, 1031, 1044, 1074, 1125, 1134, 1137, 1143, 1212, 1225]",SBZ7.tsv
that's,1,92,"[11, 53, 92, 106, 127, 166, 224, 262, 263, 265, 292, 330, 336, 348, 352, 368, 387, 388, 407, 423, 425, 443, 518, 537, 588, 630, 635, 678, 680, 682, 710, 713, 714, 740, 761, 840, 865, 887, 888, 903, 970, 999, 1015, 1048, 1060, 1094, 1111, 1141, 1207, 1210]",SBZ7.tsv
go down,2,262,"[92, 262, 790, 822, 866]",SBZ7.tsv
somebody,1,1172,"[92, 137, 1172]",SBZ7.tsv
find,1,97,"[96, 97, 137, 147, 237, 270, 500, 673, 1164]",SBZ7.tsv
one,1,102,"[96, 102, 105, 107, 109, 122, 133, 147, 171, 233, 243, 342, 348, 375, 377, 379, 453, 478, 485, 490, 598, 607, 641, 672, 710, 714, 1046, 1074, 1105, 1143]",SBZ7.tsv
out there,2,1004,"[101, 1004]",SBZ7.tsv
different,1,135,"[83, 135, 155, 156, 229, 263, 292, 398, 637, 694, 771, 907, 909, 1039, 1043]",SBZ7.tsv
mean,1,373,"[135, 245, 363, 373, 504, 755, 760, 767, 776, 888, 893, 895, 928, 930, 1009, 1045, 1175, 1193]",SBZ7.tsv
many,1,1021,"[135, 418, 1021]",SBZ7.tsv
she find,2,137,"[97, 137, 270]",SBZ7.tsv
look,1,141,"[78, 141, 293, 409, 411, 621, 641, 687, 861]",SBZ7.tsv
