Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
change,1,254,"[0, 34, 254, 257, 899, 1087, 1181, 1183]",SWGV.tsv
time,1,25,"[0, 25, 27, 285, 322, 337, 340, 433, 495, 599, 607, 684, 893, 911, 920, 977, 1086, 1140, 1225, 1284]",SWGV.tsv
all the,2,652,"[0, 246, 652, 871, 873, 911, 913, 1105, 1140]",SWGV.tsv
we'll,1,662,"[0, 246, 248, 609, 662]",SWGV.tsv
all the time,3,1140,"[0, 911, 1140]",SWGV.tsv
come,1,25,"[9, 25, 156, 419, 564, 615, 633, 634, 754, 785, 846, 852, 856, 926, 972, 981, 982, 987, 1083, 1278, 1282]",SWGV.tsv
talk,1,16,"[1, 4, 8, 16, 75, 338, 375, 828, 833, 835, 899, 1048]",SWGV.tsv
okay,1,16,"[12, 15, 16, 29, 36, 38, 43, 44, 50, 55, 63, 70, 76, 97, 104, 113, 114, 121, 126, 127, 129, 131, 133, 135, 136, 143, 145, 216, 224, 249, 263, 264, 265, 300, 301, 304, 367, 370, 371, 379, 415, 460, 611, 627, 639, 663, 759, 776, 858, 878, 882, 886, 890, 895, 901, 1159, 1223, 1227, 1248]",SWGV.tsv
okay so,2,113,"[16, 36, 113, 129, 133, 263, 300, 776]",SWGV.tsv
two,1,109,"[16, 52, 54, 105, 109, 110, 122, 143, 148, 155, 168, 171, 282, 288, 294, 303, 306, 307, 329, 354, 359, 360, 374, 379, 384, 397, 418, 459, 486, 487, 518, 532, 535, 648, 740, 741, 742, 853, 900, 909, 916, 924, 930, 1002, 1219, 1230]",SWGV.tsv
for a,2,607,"[16, 359, 582, 607, 617, 987]",SWGV.tsv
minute,1,1067,"[16, 1067]",SWGV.tsv
