Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
time,1,39,"[0, 39, 49, 118, 692, 841, 902, 1002, 1016]",SNPA.tsv
we need to,3,326,"[1, 326]",SNPA.tsv
need to,2,766,"[1, 766, 951]",SNPA.tsv
yeah,1,9,"[8, 9, 13, 15, 16, 17, 18, 19, 28, 30, 36, 40, 48, 54, 58, 59, 61, 68, 71, 75, 77, 86, 88, 104, 115, 117, 118, 120, 125, 150, 154, 156, 157, 179, 207, 219, 233, 234, 240, 243, 253, 256, 262, 263, 278, 282, 293, 294, 301, 308, 323, 326, 330, 338, 344, 349, 354, 356, 357, 364, 372, 373, 380, 383, 394, 397, 406, 415, 420, 427, 438, 440, 443, 448, 453, 454, 456, 463, 470, 477, 480, 489, 491, 505, 525, 527, 540, 543, 549, 551, 553, 559, 562, 568, 569, 578, 587, 591, 600, 610, 611, 613, 619, 621, 624, 625, 629, 631, 636, 642, 644, 659, 666, 670, 685, 690, 716, 719, 721, 726, 732, 741, 744, 751, 755, 758, 773, 775, 778, 799, 802, 804, 816, 817, 818, 820, 826, 827, 830, 833, 838, 839, 841, 846, 872, 873, 881, 883, 886, 904, 911, 917, 922, 925, 927, 929, 931, 934, 937, 938, 954, 959, 977, 978, 1010, 1020, 1024, 1033, 1039, 1042]",SNPA.tsv
it be,2,18,"[12, 18, 34, 38, 62, 201, 270, 282, 312, 313, 324, 325, 497, 582, 646, 714, 808, 841, 897, 903, 912, 914, 917, 918, 919, 1038]",SNPA.tsv
be great,2,71,"[12, 71, 337, 454, 839, 876]",SNPA.tsv
great,1,249,"[12, 71, 249, 337, 454, 513, 728, 729, 730, 839, 876]",SNPA.tsv
oh yeah,2,19,"[17, 19, 154, 559, 719, 778, 802, 817, 833, 883, 1010, 1024]",SNPA.tsv
think,1,20,"[10, 20, 25, 34, 69, 101, 156, 177, 227, 261, 497, 565, 567, 572, 578, 661, 662, 699, 705, 715, 718, 736, 748, 749, 754, 761, 766, 790, 807, 820, 841, 927, 938, 959, 978, 993, 1018]",SNPA.tsv
i think,2,101,"[20, 25, 34, 101, 177, 227, 261, 565, 567, 572, 578, 661, 662, 705, 715, 736, 749, 761, 766, 807, 841, 927, 938, 959, 1018]",SNPA.tsv
on a,2,23,"[9, 23, 29, 50, 55, 62, 101, 692, 793]",SNPA.tsv
watch,1,23,"[10, 21, 22, 23, 26, 231, 236, 245, 254, 295, 705]",SNPA.tsv
watch bad santa,3,23,"[22, 23]",SNPA.tsv
bad,1,623,"[22, 23, 79, 102, 201, 623, 815, 959]",SNPA.tsv
gonna,1,73,"[25, 73, 76, 102, 171, 177, 295, 299, 337, 421, 438, 442, 481, 519, 553, 556, 584, 671, 700, 760, 771, 820, 824, 837, 847, 876, 961, 983, 988, 992, 997]",SNPA.tsv
everyone,1,230,"[25, 230, 707]",SNPA.tsv
they didn't,2,33,"[27, 33, 35, 49, 62, 63, 664]",SNPA.tsv
make,1,99,"[27, 82, 99, 136, 153, 217, 218, 442, 454, 497, 840, 853, 861, 862, 936, 1050]",SNPA.tsv
big,1,281,"[27, 281, 282, 459, 475, 744]",SNPA.tsv
a big,2,744,"[27, 744]",SNPA.tsv
deal,1,1012,"[27, 1012]",SNPA.tsv
maybe,1,97,"[32, 97, 106, 119, 245, 259, 261, 384, 587, 939, 998, 1018]",SNPA.tsv
like,1,34,"[18, 34, 38, 39, 40, 49, 55, 62, 67, 72, 79, 84, 102, 103, 104, 117, 149, 155, 225, 251, 283, 299, 307, 313, 315, 317, 318, 322, 329, 342, 343, 358, 360, 366, 368, 380, 384, 387, 391, 392, 396, 398, 403, 407, 429, 431, 438, 441, 442, 470, 475, 481, 482, 484, 486, 488, 490, 492, 497, 513, 518, 523, 526, 531, 532, 533, 541, 545, 569, 579, 588, 602, 614, 616, 636, 646, 659, 660, 661, 662, 666, 668, 669, 695, 696, 707, 762, 768, 787, 789, 798, 799, 800, 801, 805, 807, 833, 849, 855, 857, 858, 859, 862, 887, 891, 897, 899, 900, 921, 923, 928, 930, 933, 940, 949, 959, 967, 970, 972, 974, 1009, 1011, 1012, 1017, 1018, 1021, 1028, 1031, 1034, 1038, 1056]",SNPA.tsv
you know,2,99,"[34, 40, 99, 139, 364, 396, 481, 488, 545, 643, 674, 688, 844, 1051]",SNPA.tsv
i think you,3,101,"[34, 101, 715, 749]",SNPA.tsv
know,1,497,"[34, 40, 260, 396, 481, 488, 497, 531, 545, 586, 600, 627, 643, 674, 679, 688, 769, 802, 844, 884, 1030, 1049, 1051]",SNPA.tsv
all like,2,403,"[34, 403, 974]",SNPA.tsv
christmas,1,38,"[3, 9, 11, 18, 31, 38, 40, 49, 51, 62, 78, 107, 110, 112, 114, 117, 119, 160, 161, 171, 192, 193, 222, 251, 254, 280, 294, 296, 322, 334, 417, 418, 422, 424, 428, 429, 430, 433, 435, 436, 437, 599, 707, 729, 768, 812, 814, 818, 831, 833, 836, 841, 870, 876, 877, 878, 880, 882, 892, 896, 898, 901, 910, 912, 951, 981, 996, 1003, 1025]",SNPA.tsv
in the,2,38,"[18, 38, 81, 99, 150, 217, 366, 378, 387, 402, 464, 486, 490, 492, 497, 501, 503, 508, 517, 532, 554, 560, 561, 569, 626, 633, 636, 646, 657, 664, 665, 674, 683, 944, 972, 981]",SNPA.tsv
air,1,38,"[35, 37, 38, 51, 107, 981]",SNPA.tsv
really,1,131,"[38, 79, 87, 131, 167, 188, 196, 215, 235, 306, 317, 329, 355, 374, 395, 441, 467, 471, 481, 492, 528, 530, 545, 589, 609, 622, 635, 652, 686, 688, 698, 750, 753, 755, 794, 796, 823, 893, 897, 899, 902, 907, 912, 952, 962, 1050]",SNPA.tsv
cos,1,38,"[3, 38, 52, 136, 225, 313, 317, 332, 471, 638, 715, 722, 840, 841, 855, 897, 904, 913, 961]",SNPA.tsv
actually,1,62,"[38, 62, 91, 183, 449, 643, 885]",SNPA.tsv
cos you're,2,904,"[38, 904]",SNPA.tsv
it's not,2,364,"[38, 364, 431, 696, 823, 959, 983]",SNPA.tsv
christmas day,2,40,"[9, 11, 18, 40, 814]",SNPA.tsv
start at,2,41,"[40, 41, 43, 44]",SNPA.tsv
start,1,40,"[3, 40, 41, 43, 44, 45, 46, 47, 317, 497, 500, 510, 511, 518, 531, 823, 824, 847]",SNPA.tsv
do it,2,40,"[14, 40, 42, 103, 105, 153, 251, 266, 267, 555, 569, 579, 594, 714, 841, 1017]",SNPA.tsv
day,1,46,"[9, 11, 18, 40, 46, 62, 190, 360, 422, 464, 655, 692, 814, 935, 1001]",SNPA.tsv
no no,2,228,"[65, 228, 237, 718, 792, 823, 1018]",SNPA.tsv
much,1,119,"[67, 119, 123, 128, 129, 135, 137, 141, 932, 981]",SNPA.tsv
present,1,158,"[67, 158, 171, 445, 1003]",SNPA.tsv
eat,1,215,"[67, 215, 219, 362, 481, 539, 605, 606, 616, 617, 622, 623, 625, 628, 629, 630, 632, 647, 648, 651, 671, 685, 747, 858, 940]",SNPA.tsv
shit,1,85,"[67, 85, 385, 439, 550, 810, 829, 933, 979]",SNPA.tsv
like the,2,117,"[67, 117, 315, 481, 490, 859, 959, 967, 970]",SNPA.tsv
yeah be,2,71,"[68, 71]",SNPA.tsv
be you,2,141,"[68, 124, 126, 141, 151, 153, 176, 196, 206, 369, 421, 432, 497, 553, 556, 760, 837, 935, 988, 994]",SNPA.tsv
