Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
the fire,2,9,"[0, 9, 135, 390, 399, 419]",ST56.tsv
sit,1,9,"[0, 8, 9, 13, 51, 53, 390]",ST56.tsv
fire,1,53,"[0, 44, 53, 135, 268, 390, 399, 419]",ST56.tsv
of a,2,63,"[0, 63]",ST56.tsv
there she,2,240,"[0, 240]",ST56.tsv
she be,2,340,"[0, 340]",ST56.tsv
we be,2,366,"[0, 366, 453]",ST56.tsv
sit by the fire,4,390,"[0, 390]",ST56.tsv
yeah,1,9,"[4, 9, 12, 14, 16, 18, 25, 28, 29, 38, 39, 44, 58, 61, 63, 68, 73, 74, 75, 77, 84, 98, 100, 101, 107, 110, 117, 119, 120, 123, 124, 125, 126, 141, 143, 150, 152, 155, 159, 160, 163, 167, 168, 169, 170, 171, 173, 177, 182, 212, 218, 225, 226, 229, 236, 241, 243, 248, 250, 253, 255, 259, 264, 265, 266, 270, 276, 281, 284, 285, 287, 290, 294, 295, 314, 324, 330, 338, 349, 350, 353, 375, 376, 380, 391, 393, 394, 400, 402, 404, 407, 412, 414, 415, 420, 421, 422, 430, 437, 440, 445, 446, 447, 450, 452, 455, 456, 463, 469]",ST56.tsv
clean clothe,2,7,"[6, 7]",ST56.tsv
wear,1,7,"[6, 7]",ST56.tsv
well,1,9,"[6, 9, 21, 25, 27, 37, 48, 49, 51, 71, 74, 82, 86, 116, 125, 131, 139, 146, 151, 152, 153, 154, 162, 163, 177, 178, 185, 186, 193, 204, 207, 211, 223, 225, 238, 258, 279, 280, 311, 326, 343, 346, 347, 348, 355, 371, 381, 385, 396, 398, 415]",ST56.tsv
i'm,1,11,"[6, 11, 51, 53, 94, 122, 386, 388, 466]",ST56.tsv
cos,1,15,"[6, 15, 17, 60, 69, 98, 100, 122, 142, 159, 169, 172, 199, 241, 253, 279, 283, 313, 315, 336, 348]",ST56.tsv
go,1,19,"[6, 19, 43, 45, 50, 51, 53, 82, 91, 94, 96, 122, 143, 152, 153, 161, 163, 169, 183, 195, 205, 219, 227, 238, 239, 283, 291, 295, 315, 317, 335, 338, 343, 347, 350, 351, 361, 363, 364, 386, 388, 390, 403, 411, 425, 441, 442, 464, 466, 468]",ST56.tsv
as well,2,27,"[6, 27, 74, 86, 163, 279, 371]",ST56.tsv
go to,2,53,"[6, 53, 82, 91, 94, 96, 122, 143, 153, 161, 163, 195, 205, 227, 238, 315, 317, 335, 338, 343, 347, 361, 363, 364, 386, 388, 442, 466, 468]",ST56.tsv
clean,1,194,"[6, 194, 196]",ST56.tsv
these be,2,326,"[6, 326, 330, 336, 343, 345]",ST56.tsv
way,1,9,"[8, 9, 19, 31, 96, 98, 283, 361]",ST56.tsv
the other,2,25,"[8, 22, 25, 71, 224, 266, 326, 356]",ST56.tsv
the other side,3,136,"[8, 22, 136]",ST56.tsv
shall we,2,190,"[8, 190, 376, 403]",ST56.tsv
side,1,216,"[8, 22, 216]",ST56.tsv
other side,2,218,"[8, 22, 218]",ST56.tsv
to do,2,12,"[7, 12, 94, 112, 118, 125, 152, 238, 271, 371, 385, 386, 387, 388, 403]",ST56.tsv
do that,2,35,"[12, 35, 119, 219, 239]",ST56.tsv
doesn't it,2,439,"[12, 84, 439]",ST56.tsv
could,1,98,"[18, 98, 180, 183, 193, 194, 199, 201, 203, 218, 234, 258, 279, 390, 454]",ST56.tsv
you could,2,234,"[18, 183, 193, 234, 454]",ST56.tsv
willow,1,20,"[15, 20, 21, 25]",ST56.tsv
that's,1,55,"[20, 55, 57, 63, 76, 80, 83, 116, 122, 128, 155, 170, 188, 205, 216, 240, 242, 281, 292, 318, 340, 346, 362]",ST56.tsv
be it,2,63,"[20, 50, 63, 205, 379]",ST56.tsv
on the,2,22,"[9, 22, 216, 315, 364, 419, 431]",ST56.tsv
grow,1,22,"[15, 19, 22, 37, 201, 213, 319, 327, 329, 330, 336, 348, 361, 454]",ST56.tsv
it would,2,27,"[22, 27, 37, 39]",ST56.tsv
right,1,27,"[22, 27, 31, 51, 53, 98, 108, 145, 150, 154, 228, 232, 268, 319, 359, 395, 396, 424, 438, 466, 469]",ST56.tsv
would,1,27,"[22, 27, 35, 36, 37, 39, 170, 172, 202, 206, 277, 412]",ST56.tsv
if you,2,91,"[22, 91, 194, 201, 216]",ST56.tsv
it will,2,24,"[9, 23, 24, 25, 48, 152, 176, 275, 400]",ST56.tsv
it will root,3,24,"[23, 24, 25]",ST56.tsv
that would,2,36,"[27, 36, 172]",ST56.tsv
take,1,37,"[36, 37, 58, 69, 110, 253, 344, 348, 445]",ST56.tsv
though,1,89,"[36, 84, 89, 149, 231, 237, 266, 338, 415]",ST56.tsv
bite,1,42,"[13, 42, 69, 71, 82, 169, 186, 234, 235, 255, 357, 411, 439, 442, 446, 460]",ST56.tsv
look,1,42,"[19, 42, 53, 54, 57, 96, 131, 180, 205, 228, 233, 272, 286, 292, 330, 336]",ST56.tsv
a bite,2,71,"[42, 71, 169, 186, 235, 439, 460]",ST56.tsv
actually,1,98,"[42, 98, 112, 330, 465]",ST56.tsv
it's hot,2,286,"[42, 286]",ST56.tsv
red,1,332,"[42, 332]",ST56.tsv
hot,1,399,"[42, 286, 399, 400]",ST56.tsv
watch,1,45,"[44, 45]",ST56.tsv
yeah i,2,150,"[44, 117, 123, 150, 160, 294, 420, 463, 469]",ST56.tsv
love,1,168,"[44, 168, 177, 266]",ST56.tsv
potatoes,1,46,"[45, 46]",ST56.tsv
put,1,164,"[46, 143, 164, 168, 187, 194, 195, 214, 272, 293, 350, 354, 356, 392, 445, 469]",ST56.tsv
like,1,48,"[3, 27, 43, 48, 53, 54, 57, 63, 67, 91, 94, 96, 110, 122, 124, 148, 172, 176, 194, 199, 205, 226, 228, 237, 253, 257, 280, 338, 340, 388, 411, 412, 466, 468]",ST56.tsv
it will be,3,48,"[9, 48, 176, 275, 400]",ST56.tsv
i think,2,48,"[11, 21, 23, 25, 41, 45, 48, 49, 62, 80, 82, 104, 112, 115, 145, 146, 170, 172, 224, 232, 306, 317, 351, 465]",ST56.tsv
think,1,48,"[15, 21, 23, 25, 37, 41, 45, 48, 49, 62, 63, 79, 80, 82, 85, 104, 112, 115, 143, 145, 146, 159, 170, 172, 202, 224, 232, 272, 306, 317, 343, 351, 364, 366, 465]",ST56.tsv
i think it will,4,48,"[23, 25, 48]",ST56.tsv
well i,2,48,"[25, 48, 49, 82, 139, 146, 177, 185, 193, 211, 238, 258, 346, 347]",ST56.tsv
think it,2,48,"[37, 48, 85, 351]",ST56.tsv
well i think,3,49,"[48, 49, 82, 146]",ST56.tsv
i think it,3,104,"[48, 104, 112, 224, 351]",ST56.tsv
like that,2,124,"[48, 124, 237, 338, 388, 411, 466]",ST56.tsv
will be,2,174,"[48, 174, 176, 269, 275, 388, 400]",ST56.tsv
it's not,2,50,"[9, 33, 50, 163, 272, 312, 313, 378, 391, 439]",ST56.tsv
burn,1,50,"[41, 50, 78, 80, 100, 102, 294, 378]",ST56.tsv
all the,2,50,"[43, 50, 96, 98, 213, 253, 283, 294, 361]",ST56.tsv
it it's,2,63,"[50, 63, 78]",ST56.tsv
stuff,1,89,"[50, 78, 89, 151, 185, 205, 207, 433]",ST56.tsv
not go,2,122,"[50, 122]",ST56.tsv
okay,1,144,"[52, 103, 144, 158, 164, 181, 231, 292, 335, 360, 370, 389, 414, 423, 424]",ST56.tsv
one,1,54,"[21, 54, 139, 155, 218, 224, 225, 234, 255, 262, 263, 265, 266, 275, 309, 332, 364, 403, 404, 405, 408, 409, 412, 422, 459, 465]",ST56.tsv
what's,1,54,"[31, 54, 136, 187, 319]",ST56.tsv
lace,1,55,"[54, 55]",ST56.tsv
look like,2,57,"[54, 57, 96, 205]",ST56.tsv
water,1,58,"[43, 58, 62, 69, 102]",ST56.tsv
do it,2,79,"[58, 79, 152, 188, 205]",ST56.tsv
isn't it,2,60,"[29, 43, 60, 78, 118, 143, 169, 191, 198, 199, 214, 223, 231, 235, 258, 271, 309, 313, 460]",ST56.tsv
clay,1,63,"[60, 62, 63, 67]",ST56.tsv
suppose,1,280,"[62, 280]",ST56.tsv
i don't know,3,64,"[21, 25, 47, 63, 64, 67, 79, 82, 87, 136, 139, 149, 179, 205, 222, 238, 271, 304, 308, 336, 346]",ST56.tsv
know,1,64,"[21, 25, 47, 57, 59, 63, 64, 67, 79, 82, 83, 87, 91, 94, 117, 136, 139, 145, 149, 150, 172, 179, 196, 205, 222, 238, 242, 252, 271, 280, 304, 308, 336, 346, 350, 364, 382, 385, 420, 463]",ST56.tsv
i don't,2,64,"[37, 47, 51, 63, 64, 67, 79, 82, 87, 136, 139, 149, 169, 179, 185, 202, 205, 222, 238, 271, 304, 308, 336, 346, 350, 364, 409]",ST56.tsv
don't know,2,64,"[57, 59, 63, 64, 67, 79, 82, 87, 136, 139, 145, 149, 179, 205, 222, 238, 252, 271, 304, 308, 336, 346, 382, 385]",ST56.tsv
oh i don't know,4,79,"[64, 79]",ST56.tsv
oh i,2,83,"[64, 83, 256, 467]",ST56.tsv
poddle it,2,66,"[65, 66]",ST56.tsv
work,1,68,"[21, 68, 159, 163, 385, 388]",ST56.tsv
and it,2,98,"[68, 98, 110, 266]",ST56.tsv
yeah and,2,110,"[68, 110, 250, 284, 446, 447]",ST56.tsv
half,1,248,"[70, 248]",ST56.tsv
get,1,74,"[43, 67, 69, 74, 76, 79, 89, 98, 139, 140, 145, 146, 151, 176, 180, 185, 196, 201, 205, 219, 225, 258, 277, 279, 287, 288, 289, 291, 293, 295, 315, 322, 335, 342, 350, 355, 364, 372, 382, 387, 406, 411]",ST56.tsv
get a,2,74,"[69, 74, 151, 196, 277, 355, 406]",ST56.tsv
the runoff,2,77,"[74, 77, 98]",ST56.tsv
he's,1,79,"[74, 79, 82]",ST56.tsv
from the,2,98,"[74, 98, 104, 106, 136, 444, 449, 455]",ST56.tsv
hose,1,98,"[74, 98, 99, 108]",ST56.tsv
a hose,2,108,"[74, 108]",ST56.tsv
yeah but,2,226,"[74, 159, 163, 226, 248, 276]",ST56.tsv
that's why,2,116,"[76, 80, 116, 340]",ST56.tsv
it's get,2,196,"[76, 196]",ST56.tsv
a seal,2,78,"[67, 78]",ST56.tsv
keep,1,218,"[78, 218]",ST56.tsv
i suppose,2,280,"[78, 123, 193, 211, 280]",ST56.tsv
gonna,1,314,"[78, 314, 363, 366]",ST56.tsv
that's the,2,80,"[57, 80, 240]",ST56.tsv
why he's,2,80,"[79, 80]",ST56.tsv
