Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
cos,1,1,"[0, 1, 7, 49, 63, 74, 126, 203, 236, 287, 301, 306, 310, 367, 373, 396, 406, 408, 412, 413, 415, 427, 440, 445, 447, 464, 472, 615, 624, 668, 685, 689, 700, 731, 789, 804, 834, 836, 843, 896, 901, 915, 917, 927, 932, 940, 948, 962, 1006, 1026, 1028, 1030, 1034, 1060, 1079, 1086, 1087, 1091, 1102, 1138, 1139, 1140, 1174, 1197, 1220, 1231, 1247, 1254, 1286, 1292, 1297, 1314, 1324, 1348, 1353, 1354, 1360, 1376, 1391]",STXT.tsv
that's,1,11,"[0, 11, 47, 66, 99, 212, 265, 286, 310, 311, 314, 329, 398, 404, 413, 416, 419, 463, 465, 475, 521, 555, 563, 566, 605, 624, 657, 667, 738, 752, 772, 804, 861, 872, 968, 980, 1034, 1040, 1076, 1126, 1151, 1163, 1170, 1171, 1223, 1245, 1251, 1259, 1263, 1291, 1292, 1301, 1302, 1314, 1342, 1376]",STXT.tsv
cos they've,2,126,"[0, 126, 1174]",STXT.tsv
they've,1,406,"[0, 126, 406, 561, 733, 974, 1016, 1062, 1174, 1176, 1203, 1253, 1291]",STXT.tsv
like a,2,7,"[1, 7, 123, 149, 209, 236, 754, 834, 940, 974, 1020, 1028, 1032, 1040, 1047, 1073, 1079, 1086, 1087, 1171, 1211, 1237, 1241, 1247, 1249, 1294, 1410]",STXT.tsv
like,1,7,"[1, 3, 7, 8, 43, 49, 80, 108, 123, 127, 149, 183, 186, 192, 194, 198, 199, 208, 209, 212, 234, 236, 238, 260, 262, 293, 297, 300, 302, 306, 315, 317, 320, 354, 358, 397, 406, 408, 410, 412, 413, 421, 425, 426, 427, 445, 446, 447, 464, 471, 477, 516, 520, 561, 563, 589, 600, 613, 615, 622, 625, 688, 689, 690, 700, 710, 722, 724, 726, 730, 731, 737, 738, 740, 742, 754, 755, 757, 764, 768, 772, 776, 791, 794, 805, 808, 809, 814, 826, 832, 834, 839, 841, 843, 845, 856, 858, 860, 861, 864, 867, 870, 913, 915, 916, 919, 921, 927, 929, 932, 933, 934, 936, 940, 942, 944, 945, 948, 954, 956, 960, 962, 966, 968, 970, 972, 974, 975, 977, 979, 981, 983, 984, 988, 989, 990, 1001, 1012, 1014, 1015, 1016, 1018, 1020, 1023, 1028, 1032, 1034, 1036, 1040, 1042, 1047, 1050, 1059, 1060, 1065, 1068, 1069, 1073, 1078, 1079, 1083, 1086, 1087, 1089, 1091, 1093, 1099, 1103, 1108, 1109, 1116, 1119, 1125, 1129, 1140, 1141, 1144, 1161, 1163, 1171, 1174, 1176, 1178, 1180, 1182, 1188, 1190, 1192, 1195, 1197, 1199, 1203, 1209, 1211, 1214, 1218, 1220, 1222, 1223, 1231, 1235, 1237, 1238, 1241, 1243, 1247, 1249, 1253, 1254, 1256, 1260, 1263, 1265, 1268, 1281, 1287, 1289, 1291, 1292, 1294, 1297, 1299, 1301, 1302, 1329, 1330, 1338, 1354, 1355, 1357, 1360, 1364, 1369, 1371, 1375, 1376, 1380, 1386, 1388, 1403, 1409, 1410]",STXT.tsv
get,1,35,"[7, 9, 16, 34, 35, 37, 40, 45, 57, 126, 128, 172, 203, 218, 219, 236, 257, 264, 283, 302, 306, 308, 325, 326, 328, 346, 367, 371, 372, 376, 377, 397, 408, 412, 413, 414, 416, 435, 439, 445, 548, 560, 566, 589, 678, 680, 688, 689, 694, 697, 707, 735, 737, 754, 782, 789, 805, 820, 823, 854, 856, 868, 870, 908, 927, 936, 960, 962, 970, 974, 1008, 1010, 1014, 1018, 1026, 1060, 1079, 1086, 1093, 1138, 1148, 1159, 1163, 1173, 1203, 1216, 1220, 1245, 1278, 1279, 1283, 1287, 1291, 1292, 1296, 1299, 1317, 1320, 1330, 1335, 1355, 1357]",STXT.tsv
and then,2,179,"[7, 179, 184, 188, 194, 236, 266, 287, 293, 297, 302, 342, 439, 479, 563, 689, 870, 908, 910, 934, 936, 940, 944, 948, 960, 962, 970, 974, 976, 979, 1006, 1012, 1022, 1026, 1040, 1050, 1110, 1182, 1220, 1241, 1285, 1292, 1294, 1296, 1299, 1314, 1323, 1326, 1388]",STXT.tsv
it cos,2,373,"[7, 373]",STXT.tsv
cos like,2,408,"[7, 408, 1231, 1376]",STXT.tsv
