Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
of,1,2,"[0, 2, 4, 13, 23, 24, 28, 29, 34, 36, 57, 71, 80, 89, 91, 98, 107, 108, 136, 168, 169, 172, 221, 245, 250, 260, 265, 267, 272, 282, 285, 287, 348, 360, 373, 376, 383, 425, 452, 454, 456, 457, 459, 465, 479, 494, 515, 549, 596, 602, 619, 639, 643, 646, 671, 679, 681]",SBKM.tsv
a,1,2,"[0, 2, 29, 34, 43, 50, 52, 87, 102, 109, 112, 121, 126, 127, 129, 130, 175, 177, 186, 211, 221, 227, 239, 250, 258, 265, 268, 279, 292, 295, 315, 346, 348, 349, 371, 373, 378, 380, 432, 455, 456, 457, 459, 460, 468, 475, 501, 509, 512, 515, 519, 530, 531, 559, 595, 601, 602, 619, 646, 667, 671, 689]",SBKM.tsv
if,1,2,"[0, 2, 34, 67, 81, 104, 227, 315, 324, 335, 346, 348, 349, 353, 422, 539, 545, 589, 691]",SBKM.tsv
there's,1,2,"[0, 2, 4, 188, 221, 258, 349, 515, 553, 564, 566, 691]",SBKM.tsv
the,1,2,"[0, 1, 2, 4, 11, 13, 15, 21, 24, 28, 29, 31, 36, 43, 49, 51, 56, 59, 66, 68, 70, 79, 87, 89, 93, 98, 105, 107, 111, 113, 118, 121, 126, 138, 140, 142, 144, 147, 166, 168, 170, 172, 188, 194, 197, 240, 244, 252, 254, 265, 266, 267, 268, 272, 273, 279, 300, 308, 320, 321, 326, 328, 335, 342, 343, 345, 346, 349, 351, 358, 365, 371, 373, 374, 375, 376, 383, 387, 389, 404, 410, 411, 425, 429, 430, 445, 448, 452, 454, 465, 475, 484, 486, 494, 501, 503, 505, 520, 537, 539, 543, 553, 554, 555, 558, 561, 562, 564, 566, 574, 584, 593, 595, 601, 603, 611, 612, 636, 648, 671, 679, 681]",SBKM.tsv
it,1,7,"[0, 6, 7, 13, 29, 40, 53, 60, 62, 64, 67, 79, 87, 98, 107, 108, 144, 145, 158, 167, 169, 188, 189, 190, 204, 207, 209, 221, 234, 237, 241, 246, 250, 267, 268, 269, 271, 274, 275, 278, 308, 324, 327, 331, 333, 336, 346, 353, 364, 365, 368, 373, 398, 418, 423, 428, 432, 459, 472, 476, 483, 484, 501, 505, 514, 518, 520, 525, 527, 531, 532, 533, 534, 535, 539, 547, 549, 558, 559, 563, 571, 582, 595, 607, 619, 626, 642, 647, 649, 675]",SBKM.tsv
i,1,7,"[0, 1, 7, 12, 27, 29, 30, 37, 45, 53, 59, 68, 98, 101, 104, 113, 128, 130, 134, 154, 155, 156, 168, 171, 184, 191, 203, 204, 221, 229, 232, 236, 237, 246, 248, 258, 265, 267, 268, 293, 298, 299, 308, 323, 329, 351, 353, 358, 360, 363, 365, 371, 373, 376, 383, 385, 387, 388, 389, 397, 403, 408, 422, 426, 431, 448, 449, 451, 452, 453, 454, 456, 484, 485, 494, 501, 512, 523, 531, 533, 535, 539, 541, 545, 546, 548, 553, 555, 566, 567, 593, 595, 600, 610, 613, 619, 620, 623, 629, 636, 639, 640, 641, 642, 655, 656, 661, 664, 671, 675, 680, 690]",SBKM.tsv
i'm,1,23,"[0, 23, 29, 69, 70, 98, 130, 235, 349, 354, 373, 407, 456, 545, 601]",SBKM.tsv
but,1,5,"[0, 5, 6, 25, 29, 59, 67, 68, 79, 98, 108, 112, 116, 126, 168, 174, 221, 227, 228, 231, 239, 241, 245, 250, 254, 256, 267, 268, 315, 318, 321, 323, 330, 351, 373, 378, 384, 393, 418, 432, 452, 464, 483, 484, 513, 539, 541, 545, 619, 637, 639, 643, 646, 648, 649, 659, 662, 671, 675]",SBKM.tsv
in,1,21,"[0, 21, 28, 29, 98, 99, 113, 118, 121, 126, 128, 130, 134, 136, 174, 252, 267, 273, 320, 346, 358, 360, 365, 383, 389, 390, 402, 584, 591, 592, 593, 595, 611, 686]",SBKM.tsv
say,1,15,"[0, 1, 15, 29, 87, 98, 113, 126, 190, 207, 209, 265, 267, 268, 272, 349, 353, 360, 365, 373, 390, 422, 431, 449, 451, 452, 472, 521, 541, 646]",SBKM.tsv
to,1,19,"[0, 1, 19, 34, 67, 98, 109, 112, 113, 116, 121, 135, 168, 185, 221, 224, 227, 228, 232, 235, 250, 254, 258, 278, 321, 328, 349, 353, 358, 360, 365, 371, 373, 378, 382, 390, 394, 417, 418, 420, 422, 423, 428, 477, 484, 490, 553, 555, 564, 589, 590, 591, 592, 600, 601, 612, 613, 620, 636, 673, 685, 688]",SBKM.tsv
something,1,34,"[0, 1, 34, 160, 265, 267, 268, 308, 371, 422, 543, 595]",SBKM.tsv
get,1,87,"[0, 1, 81, 87, 107, 108, 112, 121, 185, 221, 248, 265, 269, 271, 323, 324, 336, 346, 348, 351, 369, 373, 388, 401, 422, 425, 596, 601, 641, 642, 662, 671]",SBKM.tsv
in the,2,98,"[0, 98, 113, 118, 121, 252, 273, 320, 346, 389, 593, 611]",SBKM.tsv
of it,2,108,"[0, 108, 169, 549]",SBKM.tsv
get to,2,121,"[0, 1, 121]",SBKM.tsv
i've,1,23,"[0, 1, 23, 134, 258, 265, 280, 323, 398]",SBKM.tsv
talk,1,31,"[0, 31, 403, 431, 685]",SBKM.tsv
think,1,23,"[0, 23, 113, 125, 128, 134, 191, 204, 221, 229, 246, 258, 299, 308, 353, 360, 365, 396, 422, 448, 454, 485, 494, 501, 539, 546, 619, 623, 629, 636, 656, 671]",SBKM.tsv
when,1,21,"[0, 21, 232, 256, 358, 362, 369, 373, 388, 415, 434, 456, 463, 501, 523, 553, 595, 612, 613, 619]",SBKM.tsv
