Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
i,1,1,"[0, 1, 3, 7, 9, 18, 19, 20, 22, 28, 29, 32, 42, 65, 84, 85, 95, 98, 100, 104, 106, 124, 126, 130, 131, 133, 135, 142, 146, 164, 166, 189, 213, 229, 239, 252, 264, 302, 307, 328, 329, 330, 336, 338, 344, 345, 348, 357, 359, 364, 370, 372, 375, 376, 377, 379, 380, 383, 386, 388]",SGMQ.tsv
you,1,1,"[0, 1, 2, 23, 25, 29, 31, 41, 43, 68, 82, 105, 120, 121, 129, 131, 138, 139, 147, 154, 157, 158, 162, 165, 172, 181, 200, 201, 202, 203, 214, 221, 223, 233, 238, 239, 247, 260, 280, 281, 284, 286, 287, 288, 293, 294, 295, 309, 314, 318, 328, 330, 337, 345, 349, 353, 354, 355, 356, 357, 359, 361, 362, 363, 364, 367, 368, 369, 373, 374, 376, 379, 381, 384, 389, 394]",SGMQ.tsv
i don't,2,3,"[0, 3, 18, 126, 164, 239, 302, 307, 329, 336, 338, 344, 345, 359, 372]",SGMQ.tsv
don't want,2,3,"[0, 3]",SGMQ.tsv
don't,1,3,"[0, 3, 18, 37, 105, 112, 126, 148, 154, 164, 165, 239, 274, 302, 307, 329, 330, 336, 338, 344, 345, 357, 359, 364, 372, 373, 376, 383]",SGMQ.tsv
erm,1,17,"[0, 17, 19, 62, 102, 183, 189, 200, 201, 213, 232, 282, 343, 345, 376]",SGMQ.tsv
to,1,19,"[0, 2, 8, 19, 31, 41, 42, 43, 45, 58, 59, 65, 73, 77, 101, 102, 108, 109, 135, 148, 153, 154, 170, 171, 172, 173, 174, 175, 177, 179, 182, 190, 214, 215, 216, 221, 227, 228, 229, 231, 232, 234, 238, 239, 254, 257, 289, 290, 291, 302, 307, 314, 320, 322, 323, 325, 328, 330, 345, 349, 350, 352, 354, 357, 374, 375, 376, 377, 394]",SGMQ.tsv
want to,2,41,"[0, 2, 41, 42, 172, 239, 328]",SGMQ.tsv
want,1,4,"[0, 2, 3, 4, 41, 42, 43, 82, 129, 131, 157, 158, 172, 199, 239, 280, 284, 286, 287, 328, 376, 394]",SGMQ.tsv
if,1,4,"[0, 4, 37, 59, 61, 62, 153, 156, 181, 225, 239, 260, 287, 289, 295, 349, 352, 353, 357, 368, 369, 400]",SGMQ.tsv
if you,2,349,"[0, 181, 260, 287, 295, 349, 353, 357, 368]",SGMQ.tsv
give,1,2,"[1, 2]",SGMQ.tsv
rice,1,2,"[1, 2, 3, 4, 295, 299, 302, 303, 305, 307, 308, 309, 313, 316, 318]",SGMQ.tsv
some,1,7,"[2, 4, 7, 29, 73, 168, 197, 199, 280, 308, 358, 376, 380]",SGMQ.tsv
what,1,5,"[2, 5, 13, 16, 31, 32, 33, 68, 73, 86, 88, 90, 95, 116, 138, 141, 154, 189, 239, 245, 246, 260, 264, 285, 303, 310, 313, 322, 362, 376, 387]",SGMQ.tsv
you want to,3,41,"[2, 41, 172]",SGMQ.tsv
you want,2,43,"[2, 41, 43, 82, 129, 131, 157, 158, 172, 239, 280, 284, 286, 287, 376, 394]",SGMQ.tsv
me,1,200,"[2, 42, 121, 200, 208, 300, 376, 383, 394]",SGMQ.tsv
paella,1,14,"[6, 13, 14, 20, 22, 27, 29]",SGMQ.tsv
yeah,1,8,"[3, 8, 34, 35, 46, 58, 61, 72, 81, 100, 104, 106, 127, 130, 143, 150, 152, 155, 163, 182, 193, 195, 198, 209, 211, 224, 225, 234, 254, 258, 264, 266, 267, 297, 301, 306, 311, 329, 335, 337, 353, 355, 360, 365, 367, 371, 373, 374, 381, 385, 400]",SGMQ.tsv
tesco's,1,19,"[8, 19, 142]",SGMQ.tsv
yeah you're,2,155,"[8, 155]",SGMQ.tsv
you're,1,204,"[8, 155, 165, 204, 299, 314, 317, 319, 369, 400]",SGMQ.tsv
well,1,25,"[11, 25, 136, 154, 191, 233, 329, 390]",SGMQ.tsv
do,1,23,"[11, 23, 40, 41, 42, 45, 55, 68, 82, 87, 90, 93, 95, 96, 99, 102, 109, 123, 124, 129, 131, 154, 157, 158, 172, 187, 189, 201, 221, 237, 247, 251, 260, 270, 276, 280, 281, 284, 286, 303, 321, 329, 332, 350, 352, 362, 374, 375, 376]",SGMQ.tsv
good,1,66,"[11, 66, 67, 80, 126, 193, 391, 393]",SGMQ.tsv
very,1,64,"[11, 64, 125, 126, 128, 222, 232, 273, 346, 359, 391]",SGMQ.tsv
oh,1,18,"[15, 18, 35, 98, 106, 112, 127, 250, 258, 267, 308, 330, 364, 374]",SGMQ.tsv
a,1,20,"[1, 20, 22, 42, 44, 45, 48, 82, 87, 96, 97, 100, 102, 113, 117, 122, 125, 126, 128, 129, 130, 131, 132, 133, 138, 143, 154, 159, 167, 168, 172, 180, 181, 183, 189, 190, 191, 218, 219, 239, 240, 244, 245, 246, 257, 260, 279, 288, 296, 305, 309, 318, 345, 368, 370, 376, 377, 381, 386]",SGMQ.tsv
i think,2,135,"[20, 22, 32, 85, 95, 100, 104, 124, 130, 135, 213, 302, 328, 348, 359, 379]",SGMQ.tsv
